task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.149,1.803,0.87,1.925,0.63
1,0.167,1.262,0.891,0.956,0.971
2,0.756,2.684,2.469,2.578,2.298
1,0.772,1.016,0.593,1.934,0.785
1,0.922,1.204,0.925,1.294,1.154
1,0.949,1.219,0.898,1.389,1.22
2,0.96,13.016,0.672,10.546,0.93
2,1.108,2.184,1.217,9.818,1.915
1,1.425,1.501,1.245,2.446,1.24
2,1.452,9.069,2.96,1.962,1.527
1,1.723,1.261,0.945,1.318,0.615
2,2.708,8.906,1.531,3.24,3.113
2,2.917,2.229,1.549,3.755,1.295
1,3.059,1.242,0.928,0.953,0.903
1,3.245,1.791,0.632,1.418,0.824
2,3.325,5.212,1.011,3.969,2.574
1,3.355,1.294,1.158,1.791,0.932
1,3.49,1.488,0.914,1.767,1.388
2,3.516,4.919,1.937,1.504,1.721
1,3.815,1.024,1.245,1.241,1.385
1,3.825,1.835,0.964,1.436,0.855
2,4.16,12.36,0.832,5.47,2.669
1,4.436,1.522,0.831,2.059,1.213
2,4.443,13.39,0.935,4.927,0.946
1,4.691,1.265,0.996,1.412,1.439
2,4.828,10.731,0.775,2.43,1.646
1,4.907,1.417,1.189,1.032,0.928
2,5.131,4.389,0.557,2.369,0.873
1,5.283,0.943,0.621,1.987,0.933
1,5.586,2.191,0.735,1.799,0.934
1,5.751,1.26,1.242,1.25,0.903
1,5.894,2.124,1.189,1.29,0.623
1,5.981,1.763,0.957,1.817,0.641
2,6.111,2.687,2.774,8.781,1.364
1,6.193,0.985,1.389,1.431,0.873
1,6.246,1.252,1.457,1.344,0.912
2,6.565,5.106,2.945,2.677,0.667
2,7.113,4.721,2.854,10.532,1.536
1,7.29,1.243,1.142,1.275,0.879
1,7.319,1.234,0.892,1.807,1.238
2,7.619,10.999,1.397,11.548,1.011
1,7.857,2.397,0.883,1.258,0.872
1,7.859,1.29,1.342,2.116,0.727
2,7.867,3.223,1.54,10.061,1.891
1,7.98,2.016,0.95,1.794,0.968
1,8.216,1.822,0.831,1.016,1.213
2,8.57,9.635,0.699,2.496,0.674
1,8.573,1.15,0.937,1.5,1.131
2,8.65,4.013,0.818,11.202,1.943
2,9.396,3.299,0.918,12.035,2.034
2,9.665,9.84,1.37,2.687,0.625
1,9.752,1.329,0.811,1.814,1.215
2,9.979,2.135,3.279,6.082,0.946
2,10.025,11.812,1.42,2.796,3.113
2,10.143,6.145,1.535,2.977,1.706
2,10.161,7.59,0.907,5.255,1.527
2,10.706,10.841,1.101,3.626,0.601
1,10.974,2.158,0.848,1.442,0.844
2,11.666,2.449,1.135,5.094,1.438
2,11.871,5.915,0.903,12.36,0.551
1,12.331,1.208,1.174,1.289,1.115
1,12.437,1.412,0.912,0.933,1.232
1,12.724,2.042,1.074,1.224,0.932
1,13.782,1.794,1.114,1.433,1.451
2,13.808,2.172,1.415,4.456,1.518
1,14.236,1.406,1.219,2.036,0.623
2,14.282,3.966,0.779,9.53,1.555
2,15.021,3.297,0.752,5.698,0.819
2,15.299,6.772,1.601,3.748,1.04
1,15.822,1.239,1.258,0.994,1.191
2,15.966,5.376,2.006,7.543,2.669
2,16.299,3.379,1.164,7.429,1.275
1,16.353,1.817,0.991,1.516,1.173
2,16.402,11.284,2.291,2.767,1.857
2,16.591,3.758,1.432,7.156,1.851
1,17.315,1.349,1.555,1.437,0.788
2,17.418,3.077,1.093,5.582,0.836
2,17.452,11.459,1.754,7.584,0.946
1,17.687,0.964,0.673,1.046,1.002
2,18.295,4.088,1.401,3.443,1.783
2,18.426,1.794,0.656,12.713,3.265
1,18.638,1.794,0.97,2.001,0.969
1,18.941,1.234,1.228,1.389,0.73
2,19.282,1.417,1.506,3.279,1.682
1,19.778,1.295,1.158,1.834,1.252
1,20.218,1.491,0.922,1.208,1.093
2,20.468,7.624,1.976,7.178,0.675
1,20.535,1.001,1.209,1.197,0.867
1,21.782,1.223,1.22,1.286,0.953
1,22.042,1.189,0.742,2.016,1.332
2,22.375,2.369,1.098,4.214,2.091
1,22.492,1.012,0.967,0.955,0.899
2,23.19,3.902,1.604,8.478,1.613
2,23.371,5.388,1.857,2.662,1.604
2,23.378,5.775,0.84,2.486,0.66
1,23.507,1.09,1.449,1.202,0.692
2,23.66,6.873,3.43,2.779,0.835
2,23.663,3.074,0.993,4.776,1.5
2,23.961,2.694,0.934,6.772,0.919
1,24.18,1.202,1.384,2.043,1.177
1,24.659,1.423,0.619,2.186,1.459
1,24.931,1.497,1.192,1.213,0.629
2,24.972,4.718,2.546,2.289,1.166
1,25.049,1.224,1.398,1.798,1.189
1,25.193,1.518,0.616,1.009,0.789
2,25.858,2.779,0.726,4.041,1.075
2,26.853,7.39,1.956,2.637,2.142
1,27.779,1.216,1.233,1.455,1.228
2,27.828,11.458,1.036,2.796,0.9
2,28.048,5.184,1.363,4.369,1.364
1,28.43,2.108,0.873,1.437,0.621
1,28.718,1.86,0.618,1.04,0.619
1,29.796,0.993,1.095,1.198,0.87
1,30.031,1.204,0.823,1.213,0.652
1,30.484,1.299,1.143,1.767,1.216
1,30.85,1.452,0.895,1.944,0.893
1,31.129,1.418,0.794,1.255,1.216
2,31.786,5.62,1.723,10.361,3.488
2,33.204,2.611,1.106,3.139,1.11
2,33.626,12.106,1.107,11.548,1.119
1,34.027,2.374,1.093,2.072,0.893
1,34.261,1.331,1.128,1.227,1.119
2,34.357,4.705,2.574,2.747,1.085
2,34.41,3.443,1.813,3.652,0.699
2,34.789,4.935,1.028,11.62,1.172
1,35.146,2.435,1.241,1.261,0.96
2,35.24,4.2,0.947,7.207,2.444
2,35.534,2.727,0.981,2.796,1.273
1,35.678,1.244,1.248,1.217,0.858
2,35.909,3.652,1.867,4.705,1.639
