task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
2,0.141,3.003,5.98,3.072,5.947
2,0.603,3.084,5.917,3.048,5.962
1,0.733,1.905,1.086,1.918,1.081
1,0.915,1.976,1.075,1.909,1.087
1,1.174,1.995,1.029,1.919,1.091
1,2.237,1.938,1.028,1.918,1.094
1,2.391,1.9,1.041,1.919,1.052
1,3.035,1.989,1.026,1.98,1.046
1,3.345,1.986,1.063,1.978,1.093
1,3.515,1.936,1.039,1.932,1.046
2,3.796,3.072,5.954,3.066,5.907
1,3.839,1.929,1.072,2.0,1.057
1,4.313,1.913,1.071,1.981,1.07
1,4.331,1.979,1.033,1.954,1.001
2,5.327,3.064,5.927,3.073,5.952
2,5.367,3.093,5.912,3.03,5.997
1,5.457,1.902,1.074,1.908,1.076
1,5.985,1.968,1.072,1.918,1.019
2,6.477,3.088,5.992,3.047,5.9
1,6.691,1.903,1.018,1.903,1.031
2,7.704,3.001,5.923,3.001,5.911
1,7.801,1.98,1.032,1.926,1.011
1,7.955,1.95,1.094,1.925,1.072
2,9.455,3.031,5.995,3.014,5.977
2,10.081,3.066,5.998,3.098,5.968
2,10.142,3.053,5.963,3.052,5.946
2,10.18,3.04,5.97,3.004,5.945
1,10.941,1.964,1.02,1.949,1.037
1,11.908,1.92,1.066,1.968,1.023
1,11.973,1.914,1.096,1.976,1.025
2,12.221,3.059,5.927,3.08,5.957
1,12.698,1.954,1.046,1.938,1.095
1,13.895,1.916,1.048,1.969,1.094
2,14.112,3.018,5.951,3.054,5.934
2,14.457,3.074,5.96,3.073,5.975
1,14.762,1.998,1.087,1.927,1.047
1,15.669,1.902,1.055,1.934,1.043
1,16.823,1.999,1.061,1.959,1.063
1,16.949,1.972,1.004,1.999,1.004
1,17.697,1.936,1.052,1.978,1.053
1,17.738,1.902,1.05,1.928,1.08
1,18.57,1.903,1.032,1.925,1.071
1,18.73,1.956,1.063,1.923,1.001
2,18.809,3.028,5.991,3.062,5.916
1,19.049,1.965,1.029,1.978,1.004
1,19.225,1.996,1.01,1.972,1.09
1,19.226,1.98,1.027,1.912,1.015
1,20.036,1.903,1.088,1.941,1.081
1,20.492,1.936,1.044,1.946,1.077
2,20.665,3.002,5.911,3.057,5.908
1,21.194,1.982,1.028,1.918,1.028
1,21.2,1.974,1.021,1.931,1.018
2,21.376,3.032,5.945,3.033,5.957
1,21.579,1.974,1.046,1.931,1.009
1,22.249,1.986,1.051,1.974,1.063
1,22.281,1.978,1.088,1.993,1.004
2,22.529,3.052,5.905,3.095,5.929
1,22.716,1.92,1.024,1.925,1.043
1,22.88,1.924,1.06,1.966,1.004
1,23.056,1.912,1.065,1.995,1.065
2,23.312,3.086,5.966,3.084,5.918
1,23.417,1.996,1.031,1.931,1.09
1,23.802,1.922,1.043,1.948,1.081
1,24.017,1.944,1.09,1.905,1.021
1,24.03,1.992,1.05,1.974,1.056
1,24.45,1.972,1.055,1.986,1.01
1,25.061,1.91,1.089,1.988,1.047
1,25.302,1.951,1.077,1.925,1.026
1,25.362,1.996,1.027,1.978,1.099
2,25.664,3.033,5.998,3.084,5.999
1,25.89,1.949,1.077,1.966,1.002
2,26.722,3.069,5.903,3.047,5.974
1,27.216,1.957,1.069,1.923,1.059
2,27.332,3.026,5.933,3.094,5.962
2,27.648,3.078,5.901,3.064,5.915
2,28.187,3.094,5.971,3.01,5.903
1,28.624,1.974,1.057,1.907,1.02
2,28.91,3.099,5.925,3.056,5.971
2,29.28,3.023,5.979,3.067,5.962
2,29.843,3.068,5.949,3.012,5.914
1,29.844,1.98,1.005,1.949,1.07
2,30.052,3.067,5.946,3.09,5.901
1,31.219,1.987,1.085,1.902,1.063
1,31.231,1.965,1.008,1.955,1.001
1,32.337,1.914,1.003,1.913,1.078
1,32.424,1.976,1.052,1.978,1.092
1,32.624,1.936,1.061,1.913,1.093
1,32.643,1.933,1.078,1.966,1.035
2,33.003,3.076,5.947,3.067,5.966
2,33.005,3.025,5.933,3.071,5.924
2,33.209,3.079,5.915,3.069,5.96
1,33.26,1.982,1.085,1.996,1.016
1,33.746,1.993,1.046,1.974,1.057
1,33.776,1.942,1.06,1.922,1.027
1,34.093,1.943,1.029,1.933,1.099
1,35.165,1.991,1.065,1.971,1.048
1,35.318,1.978,1.037,1.989,1.05
1,36.75,1.923,1.063,1.94,1.028
1,36.98,1.909,1.048,1.932,1.096
1,37.016,1.975,1.046,1.944,1.079
1,37.272,1.959,1.062,1.949,1.081
2,37.57,3.075,5.927,3.068,5.947
1,37.825,1.957,1.021,1.936,1.086
2,38.424,3.099,5.952,3.05,5.92
1,38.726,1.963,1.013,1.999,1.063
1,38.839,1.904,1.031,1.989,1.066
1,38.911,1.986,1.078,1.975,1.077
1,39.311,1.94,1.016,1.904,1.065
1,39.334,1.939,1.079,1.979,1.036
1,40.844,1.963,1.075,1.913,1.084
1,41.533,1.96,1.01,1.97,1.051
2,41.704,3.043,5.912,3.034,5.996
1,41.784,1.969,1.051,1.961,1.068
1,41.966,1.978,1.05,1.915,1.091
1,42.108,1.905,1.008,1.919,1.023
1,42.589,1.925,1.054,1.923,1.077
1,42.949,1.908,1.073,1.986,1.008
1,43.538,1.913,1.034,1.906,1.026
2,43.782,3.035,5.982,3.042,5.958
2,43.8,3.076,5.913,3.009,5.968
1,44.599,1.989,1.086,1.902,1.014
2,44.789,3.017,5.937,3.045,5.968
2,45.663,3.005,5.993,3.037,5.993
1,46.351,1.987,1.087,1.999,1.058
1,46.545,1.964,1.007,1.988,1.078
2,47.478,3.086,5.98,3.065,5.958
1,47.891,1.902,1.048,1.939,1.097
1,47.931,1.946,1.028,1.944,1.0
1,47.977,1.927,1.07,1.962,1.047
2,48.178,3.038,5.924,3.053,5.917
2,48.33,3.046,5.911,3.058,5.908
1,48.339,1.931,1.065,1.988,1.059
1,48.408,1.927,1.026,1.974,1.005
1,48.73,1.952,1.052,1.912,1.094
2,49.151,3.09,5.941,3.075,5.934
1,49.805,1.982,1.016,1.999,1.017
1,50.057,1.958,1.027,1.95,1.026
1,50.321,1.981,1.03,1.943,1.023
1,50.406,1.968,1.097,1.972,1.097
1,52.954,1.972,1.048,1.925,1.066
2,54.159,3.078,5.987,3.079,5.976
1,54.552,1.936,1.06,1.912,1.028
1,55.164,1.978,1.088,1.916,1.075
1,55.703,1.96,1.095,1.922,1.026
1,56.181,1.991,1.001,1.912,1.062
1,56.326,1.987,1.075,1.912,1.094
1,56.732,1.996,1.097,1.926,1.094
1,56.837,1.917,1.081,1.97,1.043
2,57.033,3.055,5.927,3.039,5.997
1,57.204,1.922,1.043,1.983,1.097
1,57.366,1.906,1.039,1.925,1.021
1,57.391,1.94,1.079,1.998,1.007
1,57.467,1.984,1.057,1.94,1.056
2,58.047,3.017,5.985,3.024,5.931
1,58.096,1.905,1.005,1.994,1.091
2,58.491,3.058,5.912,3.025,5.963
1,58.58,1.967,1.029,1.916,1.003
1,58.582,1.967,1.065,1.96,1.074
1,58.987,1.973,1.042,1.943,1.023
1,59.35,1.964,1.084,1.961,1.06
1,59.477,1.925,1.055,1.969,1.027
1,59.826,1.926,1.061,1.942,1.042
1,59.955,1.901,1.022,1.999,1.019
2,60.697,3.003,5.925,3.001,5.936
1,61.348,1.976,1.06,1.916,1.01
2,61.8,3.07,5.985,3.054,5.95
1,61.907,1.977,1.05,1.925,1.05
1,62.22,1.932,1.085,1.919,1.072
1,63.061,1.906,1.025,1.964,1.048
1,64.145,1.975,1.062,1.91,1.048
1,64.196,1.957,1.095,1.974,1.095
1,64.221,1.962,1.081,1.95,1.092
1,65.028,1.941,1.036,1.962,1.043
1,65.132,1.92,1.057,1.94,1.058
1,65.535,1.956,1.045,1.97,1.005
2,65.831,3.068,5.934,3.023,5.915
1,66.022,1.957,1.064,1.96,1.053
2,66.54,3.072,5.996,3.053,5.936
1,66.849,1.919,1.086,1.902,1.074
1,66.915,1.936,1.033,1.972,1.093
1,68.456,1.93,1.059,1.969,1.003
1,68.6,1.972,1.016,1.917,1.012
1,68.687,1.989,1.098,1.958,1.05
2,68.929,3.017,5.929,3.009,5.971
