task_type,m1_1,m2_1,m3_1,m4_1
T2,0.69,1.981,6.173,6.654
T2,0.787,1.856,6.534,7.136
T2,0.772,2.122,6.624,6.222
T1,0.571,1.418,5.396,5.374
T2,0.722,1.987,6.908,7.025
T4,1.2,2.779,10.081,10.845
T3,0.851,2.634,7.648,8.219
T4,1.058,2.803,9.718,10.82
T2,0.684,1.994,6.548,6.286
T2,0.728,2.06,6.858,6.601
T3,0.897,2.522,8.127,8.838
T2,0.703,1.999,7.07,6.402
T1,0.551,1.424,4.876,5.157
T1,0.576,1.566,5.179,5.103
T1,0.598,1.549,5.23,5.532
T4,1.055,2.965,10.424,9.336
T4,1.075,3.112,9.168,10.084
T2,0.755,1.928,6.53,7.178
T4,1.049,2.896,10.671,10.18
T2,0.729,1.863,6.141,6.945
T3,0.935,2.257,8.029,7.678
T3,0.845,2.299,8.774,8.683
T4,1.137,3.206,10.63,9.671
T1,0.601,1.597,4.718,5.003
T3,0.94,2.43,7.797,7.987
T1,0.579,1.477,5.482,4.923
T4,1.21,2.797,10.314,9.53
T3,0.959,2.321,8.635,7.664
T3,0.903,2.332,8.703,8.195
T1,0.609,1.513,5.246,4.708
T2,0.723,1.949,7.058,6.195
T3,0.974,2.616,8.692,8.403
T3,0.86,2.595,8.568,7.84
T2,0.771,2.108,6.192,6.671
T1,0.603,1.395,4.87,4.714
T1,0.567,1.457,4.92,5.278
T3,0.977,2.248,8.069,8.28
T2,0.78,1.903,6.424,6.343
T4,1.134,2.944,9.923,9.927
T4,1.117,3.233,9.631,9.723
T2,0.688,1.994,6.609,7.101
T3,0.956,2.614,7.537,8.833
T4,1.116,2.802,10.651,10.391
T4,1.112,3.091,10.042,10.05
T2,0.766,2.078,6.731,6.945
T4,1.087,2.778,9.433,10.205
T3,0.878,2.505,7.842,8.299
T2,0.708,1.826,6.327,6.588
T3,0.982,2.331,8.095,8.191
T2,0.804,2.101,7.042,6.844
T1,0.584,1.48,4.999,4.775
T4,1.054,2.798,9.668,10.117
T3,0.975,2.525,8.564,8.074
T1,0.583,1.577,4.694,4.681
T2,0.733,1.979,7.174,6.172
T3,0.859,2.53,8.951,7.692
T3,0.965,2.459,8.95,8.825
T4,1.043,2.841,10.622,10.705
T3,0.971,2.369,7.618,7.988
T4,1.178,3.152,10.653,10.699
T4,1.11,3.149,10.575,9.266
T2,0.683,1.935,6.51,6.444
