task_type,m1_1,m2_1,m3_1,m4_1
T2,57.755,86.486,126.854,136.727
T2,65.921,81.024,134.267,146.633
T2,64.662,92.631,136.121,127.857
T1,57.4,74.303,133.041,132.514
T2,60.454,86.745,141.947,144.37
T4,73.375,88.568,151.21,162.674
T3,60.562,97.706,133.52,143.485
T4,64.685,89.312,145.772,162.299
T2,57.264,87.033,134.565,129.165
T2,60.956,89.95,140.92,135.65
T3,63.83,93.539,141.883,154.298
T2,58.861,87.281,145.282,131.561
T1,55.413,74.592,120.219,127.154
T1,57.877,82.054,127.698,125.826
T1,60.114,81.153,128.97,136.402
T4,64.489,94.474,156.353,140.034
T4,65.705,99.176,137.517,151.254
T2,63.209,84.166,134.183,147.51
T4,64.157,92.275,160.067,152.696
T2,61.084,81.347,126.195,142.725
T3,66.56,83.729,140.172,134.044
T3,60.161,85.263,153.184,151.601
T4,69.486,102.154,159.456,145.062
T1,60.379,83.671,116.346,123.36
T3,66.916,90.145,136.131,139.435
T1,58.197,77.361,135.179,121.39
T4,73.96,89.131,154.707,142.956
T3,68.226,86.076,150.752,133.805
T3,64.263,86.492,151.948,143.068
T1,61.178,79.249,129.364,116.094
T2,60.527,85.078,145.035,127.309
T3,69.276,97.008,151.755,146.71
T3,61.208,96.236,149.584,136.878
T2,64.587,92.031,127.244,137.085
T1,60.618,73.074,120.082,116.23
T1,57.019,76.328,121.32,130.139
T3,69.488,83.392,140.874,144.56
T2,65.366,83.063,132.001,130.35
T4,69.347,93.819,148.849,148.912
T4,68.263,103.01,144.464,145.841
T2,57.627,87.056,135.815,145.923
T3,67.992,96.966,131.577,154.211
T4,68.256,89.291,159.759,155.869
T4,67.989,98.503,150.623,150.744
T2,64.179,90.708,138.328,142.726
T4,66.483,88.54,141.498,153.08
T3,62.451,92.892,136.917,144.886
T2,59.26,79.728,130.025,135.375
T3,69.873,86.458,141.323,142.997
T2,67.311,91.73,144.711,140.646
T1,58.72,77.504,123.265,117.746
T4,64.464,89.147,145.021,151.761
T3,69.383,93.668,149.508,140.957
T1,58.565,82.62,115.735,115.427
T2,61.373,86.38,147.426,126.839
T3,61.129,93.847,156.27,134.287
T3,68.665,91.215,156.249,154.075
T4,63.746,90.528,159.335,160.575
T3,69.124,87.849,133.005,139.455
T4,72.038,100.431,159.794,160.484
T4,67.835,100.357,158.621,138.986
T2,57.161,84.487,133.775,132.423
T1,57.303,73.454,136.503,131.26
T1,56.574,85.554,118.904,136.265
T2,63.317,87.446,144.341,127.18
T1,57.963,73.937,124.485,131.549
T2,66.015,92.665,132.977,130.823
T4,62.67,92.92,153.937,160.461
T4,63.891,93.7,156.953,137.778
T4,67.655,91.595,153.611,148.692
T4,67.736,98.532,137.265,155.813
T2,58.492,86.693,138.003,137.456
T3,66.906,84.172,136.674,148.406
T1,52.812,77.864,125.23,135.826
T3,65.027,87.108,141.064,134.89
T2,59.161,81.71,125.417,126.27
T2,62.31,79.835,126.24,129.173
T4,70.592,88.412,154.073,158.115
T3,69.064,92.537,148.45,149.638
T3,66.447,91.519,138.279,135.815
T2,63.169,83.268,138.112,125.273
T2,67.316,88.497,138.682,126.931
T3,66.528,90.351,155.555,151.135
T3,70.942,96.917,155.432,149.512
T3,69.743,98.646,148.566,148.326
T4,65.072,91.334,155.83,156.006
T3,61.038,98.832,134.567,136.856
T3,62.613,96.079,132.199,149.327
T4,63.216,88.971,161.676,146.011
T2,59.232,86.245,128.049,138.436
T3,64.461,90.163,151.237,151.26
T3,69.311,87.174,149.452,154.41
T1,56.627,73.433,125.978,119.499
T4,73.629,96.465,154.391,160.708
T1,53.734,74.348,127.844,125.596
T4,72.291,96.117,141.174,154.127
T4,68.682,88.203,138.988,162.659
T3,60.675,83.463,138.125,139.648
T4,72.863,97.242,141.339,162.014
T3,65.006,95.363,154.158,146.594
T2,67.311,86.503,126.037,133.304
T3,66.867,96.473,150.701,144.406
T3,60.619,92.4,149.652,140.825
T2,64.382,92.421,139.688,142.435
T2,62.553,93.535,135.143,133.526
T3,64.678,95.821,156.111,154.008
T1,59.923,83.079,129.308,133.611
T2,64.361,93.441,129.32,132.376
T2,60.617,92.189,138.569,124.59
T2,60.472,86.344,127.506,144.925
T3,65.457,89.914,132.158,151.755
T4,69.451,86.993,146.702,143.246
T1,60.348,82.237,130.435,136.327
T1,57.142,86.597,132.639,117.247
T2,66.506,90.137,133.48,129.7
T3,64.534,94.162,154.296,152.34
T2,58.369,85.07,137.526,139.253
T4,65.024,97.57,137.315,153.62
T2,61.677,87.283,125.337,137.836
T1,53.61,82.518,127.741,133.256
T3,64.493,92.234,134.325,155.152
T1,58.933,78.486,135.935,131.482
T1,54.262,73.082,119.629,132.258
T2,59.452,90.592,135.399,126.274
T1,53.18,84.965,124.008,117.645
T1,61.197,76.784,127.63,116.506
T1,53.716,73.739,124.167,131.142
T4,72.285,88.681,139.456,151.944
T4,62.995,96.519,149.057,137.612
T1,59.72,73.197,132.324,120.519
T4,74.036,99.519,141.454,142.812
T1,56.201,78.483,127.258,127.979
T1,55.901,80.865,130.168,132.837
T1,55.828,75.189,124.47,135.868
T4,68.022,98.946,142.343,151.802
T2,65.35,79.307,138.286,142.966
T1,56.638,73.186,135.302,136.78
T1,60.932,75.822,115.238,126.158
T3,68.639,83.684,152.719,151.433
T1,56.294,80.794,134.783,126.363
T2,59.707,89.583,139.636,141.688
T1,54.344,76.822,116.522,127.435
T1,53.84,84.555,120.805,134.452
T4,63.026,95.156,161.662,162.024
T4,72.489,90.815,155.634,148.289
T3,64.997,95.205,152.294,132.274
T2,57.587,82.831,124.716,143.647
T1,61.613,74.58,132.932,130.028
T1,54.157,77.241,121.786,128.286
T2,61.942,93.147,130.593,129.127
T4,66.383,88.285,142.048,151.69
T3,66.459,88.654,142.089,142.229
T3,64.148,97.217,156.145,142.104
T2,63.066,87.44,136.899,144.585
T1,53.736,78.378,115.032,132.36
T2,63.989,81.862,132.661,140.2
T3,60.571,92.239,134.078,134.167
T2,58.567,80.582,139.42,137.868
T2,66.285,81.192,133.759,129.215
T3,61.279,85.412,143.078,134.854
T2,59.116,80.921,134.31,131.324
T4,70.61,87.377,141.915,138.75
T4,69.458,91.024,139.42,159.471
T4,64.602,89.56,141.454,159.42
T4,69.414,92.976,150.546,137.421
T3,60.066,88.348,153.817,152.518
T3,64.323,86.661,131.944,146.52
T3,63.98,85.355,150.938,146.58
T3,64.866,98.838,131.475,145.524
T2,58.372,83.905,147.039,142.853
T4,63.35,96.833,154.111,149.554
T3,65.148,94.961,149.447,139.929
T3,65.04,83.606,142.574,136.838
T2,67.101,84.793,125.213,137.711
T1,55.044,80.933,134.555,127.381
T4,64.05,96.58,149.994,149.898
T3,70.671,98.052,152.697,142.352
T2,60.461,81.269,132.294,126.96
T1,61.747,80.078,130.0,117.917
T3,61.397,94.488,155.562,150.08
T3,64.397,91.952,133.967,143.988
T1,62.204,84.433,131.261,115.146
T4,66.688,102.35,146.168,137.074
T2,62.934,90.365,134.85,141.713
T4,69.304,88.68,154.37,147.078
T4,72.352,94.893,139.431,156.763
T3,64.933,87.807,147.742,136.003
T2,57.161,80.847,147.771,138.799
T1,53.743,74.158,127.906,115.683
T2,61.939,85.876,131.931,137.589
T4,68.653,102.131,149.92,137.972
T3,62.264,87.756,138.098,136.601
T3,69.501,96.792,141.373,146.582
T4,68.454,103.026,144.909,139.514
T3,69.921,96.009,152.474,153.377
T4,66.698,88.644,148.321,160.276
T2,61.855,88.044,141.547,131.213
T4,70.166,89.75,157.933,162.512
T3,64.188,94.158,137.627,153.913
T2,61.552,87.323,133.161,138.627
T3,70.596,95.35,154.216,155.37
T4,72.422,101.962,145.115,154.777
T3,65.701,92.685,138.016,141.701
T4,69.052,96.083,160.896,147.435
T3,70.867,90.627,153.997,132.986
T3,66.925,91.048,136.007,150.544
T3,70.858,85.638,133.005,155.875
T4,64.287,89.055,149.973,149.541
T4,70.394,96.787,158.997,160.273
T2,59.394,92.169,137.326,145.891
T1,59.596,81.099,130.062,131.248
T3,63.003,85.837,137.211,140.966
T2,56.784,84.233,146.442,131.174
T2,58.498,84.747,134.637,135.525
T4,67.062,98.42,140.648,161.78
T4,62.595,98.95,155.749,152.258
T1,62.275,85.49,119.914,136.498
T1,56.451,82.988,127.413,118.837
T2,65.359,85.836,143.693,128.074
T3,67.623,84.269,146.58,140.813
T3,60.951,88.352,146.316,137.218
T1,56.662,75.938,130.732,133.865
T3,64.242,92.897,145.357,143.199
T1,60.639,78.156,136.106,135.878
T1,58.571,81.02,123.068,134.683
T2,62.092,82.541,125.912,142.886
T2,66.553,78.907,145.102,128.83
T3,61.335,85.295,154.674,133.67
T3,62.709,89.226,153.26,138.898
T2,62.738,93.547,127.035,135.757
T3,64.916,96.888,142.867,150.81
T4,69.962,91.777,142.911,144.631
T1,53.65,80.907,121.73,127.07
T3,61.358,91.606,140.963,148.052
T2,58.393,80.575,147.038,126.097
T2,61.398,85.178,129.497,132.289
T3,70.788,93.988,152.663,151.04
T4,71.073,96.088,162.485,151.235
T1,59.931,86.663,125.093,132.27
T2,62.558,80.264,138.47,129.53
T2,61.28,85.11,138.589,137.125
T1,58.993,74.025,128.621,132.933
T2,57.973,85.502,146.922,144.592
T4,74.043,100.714,148.846,150.183
T2,57.119,79.161,141.182,141.43
T3,63.718,89.37,145.044,152.71
T2,57.221,91.634,124.657,127.887
T1,59.03,81.505,128.332,132.785
T3,67.531,83.98,143.921,142.614
T2,67.252,80.111,141.593,129.257
T1,59.157,75.637,120.769,121.411
T4,71.746,103.277,154.522,142.788
T4,65.75,92.245,143.407,152.023
T1,57.657,82.794,126.83,130.086
T4,72.744,102.203,162.61,145.469
T1,52.976,73.405,135.76,122.044
T2,66.243,86.054,125.642,127.339
T4,65.243,91.891,148.759,146.109
T1,61.938,82.129,130.542,127.15
T3,66.065,86.278,155.012,137.819
T4,65.7,92.246,149.774,139.664
T2,57.373,92.409,146.411,145.083
T1,52.518,77.051,121.208,131.385
T2,66.964,82.828,130.312,130.329
T2,57.708,86.573,133.026,139.522
T4,69.58,94.142,140.903,138.91
T2,57.838,87.288,138.353,134.523
T1,52.865,84.931,131.154,133.11
T2,66.247,91.576,136.631,135.969
T2,65.273,88.23,146.502,141.691
T3,66.476,90.174,156.326,156.054
T4,66.746,89.797,151.816,149.63
T3,68.155,84.356,155.562,147.765
T2,66.904,80.829,136.943,140.413
T2,64.088,91.155,133.213,125.581
T2,57.732,91.178,135.772,141.978
T2,57.792,92.206,131.242,131.348
T3,69.371,95.275,142.416,132.888
T4,63.528,102.663,151.378,157.584
T3,63.279,89.42,139.445,147.667
T1,58.3,79.675,136.494,127.592
T4,73.976,93.298,150.338,157.567
T2,57.304,88.378,146.513,128.914
T1,59.641,83.242,116.57,117.355
T3,61.304,95.726,141.933,135.713
T3,67.771,88.28,136.983,150.946
T3,70.17,94.995,137.172,141.059
T2,57.094,90.987,143.538,136.215
T2,62.176,93.327,132.184,129.395
T1,61.391,73.322,117.729,133.765
T4,73.05,97.757,146.853,156.943
T3,62.873,93.748,139.778,147.516
T1,60.915,81.348,116.591,116.673
T3,68.195,86.792,137.787,140.889
T1,56.395,75.057,131.331,122.152
T2,63.672,86.292,138.835,145.539
T1,60.097,76.348,129.97,124.583
T1,60.129,82.147,119.812,123.726
T1,54.375,73.93,131.602,132.945
T1,54.28,78.171,134.771,130.643
T2,60.084,81.245,141.395,138.09
T2,60.185,91.799,126.746,131.631
T4,69.941,99.184,140.429,157.612
T1,58.799,73.947,115.775,132.557
T3,68.9,91.376,145.062,139.649
T2,66.281,91.404,145.724,135.105
T1,55.301,77.696,126.702,115.067
T3,66.021,88.747,147.249,131.516
T1,59.465,83.788,119.651,127.41
T1,61.334,86.137,128.471,128.34
T3,70.593,88.93,147.266,142.6
T4,70.735,95.448,157.531,162.246
T4,62.659,100.964,141.816,150.874
T4,67.652,93.332,138.551,141.146
T2,61.859,93.429,143.55,132.11
T2,60.78,88.707,145.527,127.082
T4,74.019,91.084,161.631,140.741
T3,66.911,89.774,144.85,154.567
T3,61.617,86.949,141.279,146.199
T4,73.916,88.501,157.062,148.651
T1,58.587,82.123,130.755,118.314
T2,62.89,79.287,146.916,138.062
T2,63.186,81.602,139.864,147.873
T3,70.277,92.675,132.395,156.055
T2,57.42,93.701,140.555,128.419
T2,63.532,79.245,147.455,135.109
T3,61.97,90.411,152.66,154.465
T4,71.0,98.047,141.199,162.425
T4,71.952,101.73,152.184,144.771
T2,63.303,86.433,136.525,144.716
T2,60.799,93.54,132.229,135.715
T2,63.111,80.178,140.171,146.119
T3,69.899,97.491,150.84,155.39
T4,72.749,90.024,161.692,148.074
T1,58.597,78.479,124.218,118.903
T3,64.369,95.91,155.489,138.652
T4,71.982,90.631,137.337,160.761
T3,70.699,98.504,133.607,151.296
T3,69.734,98.221,140.734,150.855
T1,55.138,83.048,128.468,131.937
T2,64.316,83.696,130.241,134.339
T4,72.137,101.026,151.58,139.878
T1,54.882,80.728,115.511,134.616
T3,61.215,90.523,131.499,149.316
T2,58.721,88.796,125.594,131.634
T2,65.617,83.017,144.016,136.213
T3,65.294,94.203,143.266,156.321
T1,52.501,80.957,118.669,126.026
T4,65.387,97.462,155.047,142.902
T3,61.686,84.181,132.819,153.152
