task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T6,0.042,24.52,98.56,5.01,1.09,146.96,0.98,110.13,27.31,25.63,108.51,5.42,0.98,151.39,1.09,104.54,29.08
T2,0.072,28.54,104.59,5.42,1.03,152.18,1.14,106.51,27.06,24.74,111.4,5.22,1.11,165.04,1.08,107.69,27.16
T7,0.074,25.11,100.04,5.19,1.04,147.52,0.98,113.11,26.36,28.87,92.97,4.92,1.01,165.57,1.06,111.76,28.04
T9,0.076,26.18,99.31,4.93,1.09,169.48,1.03,98.22,28.82,25.99,114.28,5.52,1.08,161.06,1.02,96.94,26.01
T4,0.08,23.81,102.78,5.28,1.08,147.74,1.11,112.26,25.34,26.11,104.21,5.11,0.99,152.74,1.06,109.66,26.06
T5,0.25,24.0,95.54,4.8,1.02,151.42,1.11,100.53,25.37,25.74,104.27,4.6,1.08,175.99,1.13,105.9,26.14
T4,0.292,23.84,101.68,4.87,1.11,148.51,1.02,111.13,27.07,23.46,95.93,4.7,1.06,165.39,1.08,99.67,26.26
T4,0.465,24.04,108.81,5.39,1.13,160.99,1.03,108.89,26.26,23.47,108.62,5.02,1.12,148.23,1.12,107.65,23.36
T6,0.556,27.44,103.44,5.15,1.09,152.77,1.09,103.98,26.43,27.38,97.08,4.96,1.11,153.1,0.97,100.73,27.57
T5,0.683,25.63,106.55,4.7,1.06,167.46,1.12,99.34,26.74,23.72,99.3,5.38,1.0,173.24,0.98,105.19,28.44
T8,0.864,24.61,114.22,4.95,1.1,149.38,1.07,107.8,26.18,27.53,100.42,5.45,1.03,152.41,1.05,117.73,25.19
T4,0.903,23.69,94.01,4.99,1.01,154.11,1.13,105.47,25.86,23.19,105.6,5.32,1.06,150.99,1.05,100.22,23.73
T6,0.973,28.08,105.16,5.22,1.12,146.28,1.09,112.5,28.47,26.83,96.7,5.36,0.98,152.0,0.96,106.61,27.42
T10,1.122,28.98,108.51,5.72,0.97,160.75,1.13,96.25,25.15,27.52,97.52,4.97,1.03,150.68,0.98,111.14,26.5
T7,1.419,26.5,93.57,4.8,1.09,160.22,1.14,112.4,28.19,27.38,98.05,5.16,1.14,170.55,1.09,104.67,27.76
T2,1.545,26.07,116.03,5.15,1.05,156.01,1.06,103.7,27.38,27.53,101.77,5.04,1.03,147.52,0.99,104.25,23.67
