task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.076,1.11,97.66,112.71,107.9,1.15,109.81,99.62,108.05,1.14,112.2,98.53,107.18,1.0,114.17,111.05,111.32
4,0.111,1.04,98.56,113.45,106.32,1.0,105.64,107.53,107.27,1.04,103.08,101.73,106.51,1.02,103.79,102.79,118.1
1,0.143,0.99,100.33,101.5,103.99,1.0,109.89,110.98,98.48,1.13,105.16,105.64,98.0,1.04,102.23,108.04,99.79
1,0.208,1.12,113.65,102.88,109.08,1.12,98.85,97.7,96.57,0.97,109.32,106.81,97.22,1.02,108.59,96.66,110.74
1,0.213,1.15,97.64,103.59,107.22,1.14,103.2,107.01,107.75,1.0,105.12,100.08,97.68,1.07,101.49,94.69,107.83
1,0.933,1.12,108.37,108.47,97.03,1.0,115.53,111.01,108.85,1.04,108.02,113.08,106.69,1.03,97.52,99.87,102.92
4,1.35,1.07,95.79,110.85,103.32,1.12,98.06,109.06,103.57,1.0,107.71,113.76,107.05,1.0,94.77,115.33,111.25
2,1.691,1.01,105.3,103.04,109.3,1.09,99.41,106.55,104.12,1.08,107.59,99.28,117.4,1.11,95.04,100.6,99.66
4,2.177,1.06,92.71,101.64,102.65,1.12,97.7,108.59,117.68,0.98,108.0,113.54,98.34,1.01,93.06,114.1,102.67
2,2.862,1.11,106.08,117.15,103.35,1.01,110.51,105.49,100.68,1.04,97.83,99.44,113.02,0.98,96.27,96.18,102.83
1,3.424,0.99,98.24,109.77,96.98,1.04,107.79,104.46,107.46,1.15,110.27,106.73,111.63,1.05,107.76,104.55,106.47
4,3.588,1.07,101.47,115.85,98.02,1.09,100.6,100.57,109.4,1.04,103.71,109.9,93.42,1.1,110.05,98.86,111.13
3,3.626,1.1,95.38,111.11,104.02,1.06,99.37,97.88,110.85,1.09,99.37,100.03,107.16,0.98,97.98,96.68,106.95
3,3.743,0.96,96.67,102.27,108.91,1.0,103.34,111.18,103.99,1.08,98.59,103.93,104.92,1.03,93.33,107.45,104.62
2,3.965,0.98,106.63,104.59,101.12,1.09,103.94,101.48,103.71,1.09,109.63,107.79,113.17,0.98,101.32,106.81,105.79
4,4.177,1.0,99.82,99.29,108.05,0.97,108.91,107.07,109.26,0.97,106.73,103.71,107.67,1.06,102.06,101.81,117.49
2,4.423,1.05,98.77,105.99,111.75,1.02,106.91,102.62,108.61,0.98,103.45,102.58,99.26,1.04,94.69,99.44,105.42
1,4.899,1.1,110.72,99.77,110.6,1.12,112.5,107.31,100.26,1.06,100.55,108.19,98.58,1.17,107.92,96.46,98.97
2,5.492,0.95,103.36,109.62,110.92,1.1,95.3,99.93,109.18,1.02,95.05,108.82,114.32,0.96,94.09,112.33,109.27
4,5.676,1.02,105.28,110.48,101.73,0.99,93.9,104.56,113.81,1.04,104.35,97.78,95.76,0.98,97.48,107.18,113.09
1,6.084,1.05,103.16,113.08,98.17,1.07,114.0,110.24,100.96,1.02,107.05,102.05,112.11,1.04,107.33,105.16,105.72
3,6.085,0.99,94.73,118.76,104.46,1.05,105.0,99.94,106.75,1.07,105.23,104.13,108.1,0.98,98.16,100.37,110.47
2,7.46,0.95,109.72,109.37,102.17,1.04,104.36,107.66,99.61,1.1,107.46,113.37,105.69,1.11,111.15,104.29,104.5
2,7.465,1.06,94.43,100.66,100.7,1.02,111.02,104.35,96.36,1.05,95.29,114.57,105.24,1.0,109.56,98.96,101.64
2,7.647,0.98,111.25,114.12,113.41,1.11,102.16,101.65,112.44,1.05,105.02,108.84,116.02,1.02,103.94,97.08,110.47
4,7.754,1.08,95.98,98.64,109.38,1.04,96.01,102.22,102.8,1.08,99.74,99.73,94.12,1.0,107.9,98.89,103.0
4,7.792,1.02,102.41,115.69,108.19,1.12,104.88,113.05,107.35,1.05,99.82,103.71,102.68,1.06,100.76,108.17,117.71
2,7.941,1.09,94.98,109.22,112.98,1.13,94.47,105.12,102.79,1.12,106.67,99.33,112.0,0.98,110.66,108.28,110.35
3,8.168,1.0,96.75,114.44,96.54,0.99,95.53,95.62,101.43,1.1,101.7,104.04,103.66,0.99,106.63,105.91,103.4
2,8.196,1.0,98.86,113.0,117.21,0.96,94.14,104.56,102.83,1.0,103.85,111.18,115.99,0.95,101.06,96.47,110.36
2,8.308,1.04,103.56,100.66,99.76,0.99,106.19,98.04,98.05,1.0,97.08,113.26,102.39,0.96,97.41,100.65,111.07
4,8.45,1.01,93.38,108.81,104.94,1.0,105.68,107.41,103.98,0.93,98.42,111.24,105.06,0.97,107.86,110.63,108.34
1,9.19,1.11,108.7,97.93,97.26,0.99,101.38,96.5,97.75,0.99,105.48,99.62,113.85,1.0,104.17,111.19,96.85
4,9.257,1.08,107.11,103.0,99.87,1.07,103.86,113.74,113.95,0.95,96.41,106.09,107.8,0.99,109.7,101.9,106.58
2,9.303,1.0,109.75,107.54,104.5,0.96,93.62,99.17,100.15,1.11,105.8,99.14,107.47,1.06,106.43,96.57,103.25
1,9.798,1.05,112.91,114.45,98.83,1.06,102.31,95.13,102.8,1.08,101.68,103.45,97.51,1.15,99.39,109.87,110.22
1,9.828,1.01,97.46,113.11,108.97,1.02,103.68,110.53,105.69,1.0,113.43,106.43,104.07,1.02,98.25,102.15,104.44
2,10.347,1.06,106.02,116.05,117.5,1.05,106.94,96.63,107.29,1.01,100.54,112.37,109.43,1.03,100.18,99.2,104.31
2,10.454,1.08,105.36,107.61,108.1,1.01,103.58,108.57,113.7,0.98,110.06,106.56,101.05,1.12,95.48,107.32,99.75
1,10.529,1.06,107.05,106.0,101.58,1.01,107.63,105.17,108.73,1.03,108.42,108.07,96.78,1.06,115.51,98.43,95.0
4,10.606,0.96,105.97,97.67,96.95,1.04,107.86,116.43,103.98,0.99,97.03,103.08,93.23,1.09,93.37,102.0,115.5
1,10.653,1.01,100.58,108.85,104.68,1.13,106.85,97.7,101.54,1.1,106.03,107.86,102.56,1.14,112.95,101.67,101.93
4,11.135,0.93,99.56,107.76,97.96,1.06,101.91,98.12,109.12,1.09,94.74,102.28,108.38,0.98,96.52,105.9,109.23
2,11.135,1.09,103.91,99.37,117.98,1.1,101.36,102.42,104.88,1.03,97.67,107.16,102.01,1.12,99.36,100.05,96.39
1,11.273,1.12,106.24,111.48,98.18,1.08,101.84,108.61,110.9,1.02,111.21,112.24,110.2,1.03,114.82,97.39,97.86
4,11.312,1.02,109.8,102.39,96.61,0.96,105.5,102.1,114.72,1.03,95.08,100.53,93.68,1.09,95.05,108.98,105.4
4,11.457,1.06,103.13,108.73,99.18,1.08,109.37,116.05,111.74,1.04,97.2,97.78,98.04,0.95,96.2,108.65,104.0
4,11.615,1.06,107.52,100.69,102.59,1.09,110.3,99.46,112.75,1.04,96.43,99.6,109.38,1.09,93.79,106.16,115.67
