task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.034,1.12,98.66,105.85,105.65,1.12,100.81,96.33,96.43,1.04,99.72,114.72,102.88,1.05,105.73,106.02,111.29
1,0.469,0.99,100.3,108.03,111.14,1.08,101.49,95.44,108.49,1.03,100.9,97.18,111.2,1.1,109.16,104.46,104.19
2,0.706,1.07,94.98,115.94,101.62,1.06,103.35,103.03,102.34,1.08,96.53,109.73,110.59,1.07,98.77,105.01,105.44
4,1.518,0.96,96.42,104.24,104.3,1.02,105.72,106.35,104.97,1.06,103.4,114.34,105.83,0.99,93.78,115.78,113.82
4,1.998,1.03,104.24,112.21,101.25,1.01,96.4,106.35,115.19,1.0,108.94,108.56,97.11,0.96,99.71,109.62,99.55
3,2.171,0.98,108.13,113.82,99.92,1.05,105.56,101.6,99.58,0.96,98.14,114.03,104.66,1.0,110.5,105.91,109.05
2,2.577,1.04,101.34,110.55,106.84,1.08,95.75,103.48,96.76,1.08,111.25,106.68,117.63,1.07,94.79,108.28,101.36
2,3.107,0.98,97.7,117.72,108.62,1.06,102.58,108.02,110.58,1.09,103.71,113.9,102.88,1.01,108.38,95.43,96.69
1,3.479,1.14,96.25,112.82,105.43,1.01,112.42,105.2,110.05,1.1,110.29,102.3,99.57,1.04,105.31,110.98,99.96
3,3.724,0.95,95.2,115.06,97.88,1.04,94.17,110.3,110.76,1.09,99.65,103.44,106.18,1.03,107.02,96.85,102.72
4,3.762,1.0,94.85,110.49,107.02,1.03,97.09,115.29,101.14,1.0,101.59,114.35,96.67,0.95,107.91,110.93,108.87
2,4.105,1.02,101.42,105.84,99.63,1.09,97.0,100.95,107.21,1.12,104.49,117.47,99.64,1.04,102.77,96.25,97.81
