task_type,arrival_time
T1,0.71
T2,2.402
T2,3.825
T2,4.875
T1,6.333
T4,9.146
T1,9.648
T4,9.868
T1,10.669
T3,11.519
T4,11.578
T3,11.89
T1,12.338
T4,12.856
T1,13.0
T2,13.537
T2,14.362
T1,14.694
T1,14.864
T1,16.004
T3,16.644
T1,19.667
T3,21.46
T3,24.23
T2,25.09
T2,25.276
T4,26.433
T3,27.024
T2,30.979
T2,31.347
T2,31.954
T1,33.825
T3,35.919
T3,36.292
T2,36.46
T1,38.668
T4,40.107
T4,42.886
T1,43.759
T3,43.814
T1,44.64
T3,45.576
T1,47.379
T1,48.319
T4,49.849
T2,50.04
T1,54.555
T2,56.856
T4,56.999
T1,61.379
T4,61.579
T1,61.947
T2,66.012
T4,67.021
T3,70.079
T2,71.465
T1,72.359
T1,72.734
T4,74.257
T3,75.862
T1,75.922
T1,76.263
T2,76.656
T4,76.78
T2,77.31
T1,78.732
T4,79.307
T1,80.676
T3,81.537
T2,82.568
T1,83.359
T2,83.892
T1,85.928
T3,86.369
T4,86.442
T1,87.122
T2,87.398
T2,87.509
T2,87.632
T2,87.72
T4,88.23
T4,89.983
T2,90.818
T2,91.14
T3,92.172
T3,92.194
T4,95.125
T4,99.229
T4,99.437
T2,99.853
T3,100.121
T4,102.098
T3,102.979
T3,103.44
T4,105.181
T3,107.547
T4,107.854
T1,109.064
T4,109.099
T4,110.102
T1,111.005
T1,113.257
T2,113.993
T4,114.752
T3,116.349
T4,118.362
T2,121.064
T4,121.609
T1,123.188
T3,123.57
T4,125.932
T2,127.249
T4,127.494
T3,132.078
T2,132.492
T1,134.011
T3,135.244
T3,137.798
T4,141.823
T3,144.896
T1,147.461
T3,147.939
T4,148.43
T2,148.883
T3,149.079
T4,150.308
T1,150.441
T2,151.728
T3,153.457
T4,155.399
T3,156.565
T3,158.351
T1,159.57
T2,161.289
T3,162.578
T1,162.595
T4,162.949
T4,163.134
T2,164.939
T1,166.286
T4,167.71
T2,168.103
T3,170.218
T1,171.251
T2,173.692
T4,173.981
T4,174.083
T4,174.096
T2,174.121
T2,174.253
T3,177.531
T4,177.866
T2,179.841
T3,180.92
T2,181.653
T2,181.896
T4,183.418
T2,183.445
T4,184.997
T4,186.263
T3,186.817
T3,187.33
T4,187.348
T3,187.499
T2,188.198
T1,188.614
T1,190.2
T3,190.84
T3,192.28
T4,192.424
T4,193.356
T3,194.002
T3,194.852
T1,194.853
T4,194.947
T2,195.987
T2,196.28
T4,198.501
T2,198.557
T2,203.293
T3,205.263
T3,205.666
T1,205.834
T1,206.026
T3,207.669
T4,207.722
T3,207.96
T4,208.343
T3,209.08
T1,209.176
T3,209.546
T3,209.657
T2,210.045
T3,210.079
T4,211.516
T4,211.695
T1,213.968
T1,215.237
T4,215.932
T2,217.667
T2,218.452
T2,223.222
T1,224.459
T4,225.263
T2,225.996
T1,226.247
T4,229.441
T2,231.214
T3,231.692
T4,231.817
T4,233.357
T3,235.995
T2,236.252
T2,237.083
T4,237.275
T1,237.525
T3,240.613
T2,240.858
T1,241.38
T4,243.223
T3,245.536
T1,245.87
T1,246.243
T4,246.58
T2,246.724
T2,247.684
T3,249.584
T3,250.184
T1,251.308
T3,252.398
T1,253.076
T1,253.551
T1,255.842
T4,258.387
T3,259.437
T4,259.559
T1,262.199
T3,262.585
T4,263.917
T3,263.983
T2,264.06
T1,265.27
T1,266.399
T3,266.762
T3,267.437
T1,268.211
T2,269.083
T4,269.312
T1,270.162
T1,270.861
T3,270.938
T2,272.333
T1,272.627
T1,272.868
T2,274.587
T3,274.618
T2,274.876
T1,275.41
T3,275.756
T3,278.248
T1,279.272
T2,279.584
T1,280.035
T4,281.484
T1,281.911
T1,282.185
T4,283.508
T3,283.843
T1,285.105
T2,285.21
T3,288.281
T1,291.552
T2,291.592
T1,292.796
T3,294.013
T3,296.148
T3,296.894
T2,297.213
T4,298.368
T2,299.902
T4,299.998
T3,300.038
T3,301.106
T3,304.658
T2,305.975
T3,306.15
T1,306.633
T1,306.745
T2,308.124
T4,308.386
T3,310.07
T3,310.512
T1,311.411
T1,311.492
T2,311.848
T1,312.955
T3,312.981
T1,314.32
T2,316.187
T1,320.96
T3,321.236
T2,321.407
T2,322.036
T3,322.706
T3,323.08
T3,323.668
T4,324.215
T1,326.172
T3,326.565
T3,326.885
T2,329.316
T3,331.523
T2,331.996
T4,332.086
T3,334.183
T4,334.388
T1,335.768
T4,336.114
T1,336.538
T1,336.883
T4,338.48
T1,338.655
T4,340.068
T4,340.184
T1,344.043
T1,345.835
T4,346.405
T3,346.621
T4,346.674
T3,347.023
T2,347.15
T4,348.469
T1,348.859
T2,349.28
T3,349.313
T4,349.366
T4,354.363
T3,354.424
T2,356.023
T2,356.455
T4,356.646
T4,359.144
T4,360.646
T4,362.059
T1,363.834
T4,366.19
T2,366.58
T3,366.767
T3,368.877
T2,371.513
T2,371.69
T2,374.123
T1,374.508
T4,375.035
T1,375.748
T1,377.157
T1,377.785
T2,378.328
T4,378.465
T1,381.729
T4,383.067
T4,384.59
T1,387.661
T2,388.015
T2,388.102
T3,389.463
T4,390.741
T1,391.301
T3,391.346
T3,391.827
T1,392.948
T1,394.653
T4,396.732
T1,397.045
T3,398.169
T3,398.45
T3,401.336
T4,401.842
T1,402.241
T1,402.411
T2,403.598
T3,404.37
T1,404.916
T1,404.959
T2,407.476
T4,409.769
T2,410.455
T1,411.886
T4,412.736
T3,413.021
T3,413.44
T2,413.908
T3,418.367
T3,418.862
T1,418.932
T2,419.192
T1,419.541
T4,420.297
T3,421.459
T1,421.69
T2,421.778
T1,422.324
T4,422.678
T3,423.942
T3,424.097
T2,425.042
T1,425.614
T4,425.863
T3,427.264
T1,428.161
T1,430.054
T4,430.871
T2,432.944
T3,434.735
T1,434.988
T4,435.701
T3,435.799
T3,436.365
T4,440.125
T4,441.021
T4,442.191
T1,442.32
T3,442.51
T4,442.782
T4,444.058
T3,445.045
T4,446.191
T2,448.427
T1,451.145
T2,451.175
T3,454.203
T1,454.592
T2,455.054
T3,455.505
T3,455.648
T1,456.142
T4,457.583
T1,457.752
T3,458.743
T2,458.839
T3,461.131
T4,463.099
T4,464.572
T4,464.587
T4,466.337
T1,467.066
T4,468.231
T4,468.274
T2,468.451
T4,468.635
T2,469.095
T4,471.236
T4,473.752
T1,474.012
T1,474.319
T4,474.467
T2,474.513
T2,475.632
T3,476.524
T2,477.037
T3,477.127
T2,478.586
T3,479.784
T2,480.427
T4,481.284
T1,484.563
T3,485.416
T2,486.967
T1,488.519
T3,488.691
T3,489.555
T3,491.842
T1,493.927
T3,495.554
T2,496.175
T1,497.305
T2,498.372
T1,499.065
T2,501.005
T2,501.734
T4,502.122
T4,504.691
T4,505.357
T2,505.938
T4,507.971
T2,508.46
T2,509.408
T4,516.453
T4,528.494
T2,529.068
T2,533.647
T2,541.478
T2,541.817
T2,544.341
T2,546.782
T2,553.811
T2,559.971
T2,560.183
T2,564.362
T2,565.081
