task_type,arrival_time
T4,0.051
T2,0.905
T2,1.153
T4,2.763
T2,4.608
T4,5.235
T1,5.768
T1,7.095
T4,10.048
T4,10.174
T4,11.872
T3,13.085
T1,13.301
T4,13.937
T4,14.934
T2,15.317
T2,20.15
T1,22.945
T3,23.154
T1,23.637
T3,24.155
T3,24.176
T1,26.349
T1,26.59
T1,27.089
T3,28.131
T2,28.781
T3,28.907
T4,29.454
T2,30.127
T3,30.321
T3,31.404
T3,32.055
T2,33.407
T1,33.831
T1,34.956
T3,35.114
T3,35.319
T4,36.751
T2,38.928
T3,39.398
T3,39.46
T2,40.651
T1,41.004
T2,41.626
T1,42.566
T1,43.252
T4,43.481
T4,44.306
T2,44.311
T2,44.63
T1,46.079
T2,49.463
T3,49.923
T2,50.315
T4,50.513
T4,51.183
T2,52.741
T3,53.122
T3,53.533
T1,53.614
T2,54.202
T1,57.262
T4,59.375
T3,59.643
T1,59.863
T2,60.006
T3,62.135
T3,63.498
T2,63.695
T4,63.932
T3,65.117
T2,65.888
T1,66.17
T2,68.177
T1,68.369
T3,70.937
T4,73.03
T2,74.819
T3,76.205
T2,76.741
T1,77.108
T4,77.398
T2,77.657
T4,77.954
T3,78.724
T4,79.573
T1,79.759
T1,81.952
T3,84.937
T2,86.755
T3,89.406
T4,91.039
T4,91.298
T1,92.669
T3,94.608
T3,95.766
T2,96.58
T3,97.606
T4,97.718
T4,97.807
T3,98.282
T2,101.852
T2,102.637
T1,103.93
T2,105.527
T2,105.76
T2,106.592
T2,106.719
T4,107.356
T3,109.159
T4,109.297
T1,109.844
T3,110.647
T3,111.425
T1,111.564
T3,112.674
T1,112.766
T2,113.8
T4,113.993
T3,114.398
T4,115.395
T4,115.503
T1,116.428
T3,117.485
T1,118.428
T3,120.725
T2,121.504
T3,125.236
T4,126.887
T4,127.164
T4,130.039
T1,131.727
T2,131.825
T2,132.164
T1,133.061
T4,135.689
T1,136.484
T3,136.856
T4,139.158
T3,143.804
T3,143.861
T3,145.03
T2,146.016
T2,146.658
T3,147.489
T1,148.175
T4,151.088
T3,152.055
T3,152.857
T2,153.093
T1,154.543
T3,156.129
T1,157.284
T2,157.328
T2,158.057
T2,158.841
T2,160.233
T4,160.834
T2,162.063
T1,163.118
T1,163.451
T1,164.749
T2,165.315
T1,166.51
T2,166.784
T3,167.379
T3,168.053
T4,168.999
T3,170.016
T2,170.4
T4,170.568
T1,171.438
T1,171.808
T1,174.381
T1,174.811
T3,176.003
T1,176.125
T3,178.018
T3,178.679
T4,179.513
T4,182.031
T3,182.046
T3,184.824
T2,185.159
T3,185.482
T1,185.827
T3,185.892
T4,186.22
T1,186.52
T3,187.363
T3,188.183
T2,188.37
T2,193.398
T4,194.359
T2,194.441
T3,194.514
T1,195.197
T3,195.316
T3,196.136
T2,197.248
T2,198.016
T4,199.027
T4,199.516
T2,200.885
T4,201.228
T3,201.487
T2,202.759
T4,204.512
T3,204.754
T2,205.363
T2,207.066
T2,207.088
T3,207.184
T2,208.117
T1,209.339
T1,209.386
T3,209.441
T4,210.902
T4,211.236
T2,212.073
T3,212.744
T2,213.89
T2,215.216
T2,215.834
T2,217.154
T3,217.536
T1,218.039
T1,218.766
T1,223.232
T2,225.56
T4,227.424
T3,227.433
T3,228.316
T2,228.321
T3,228.689
T3,229.228
T1,230.316
T4,232.545
T2,232.66
T3,232.737
T1,232.967
T3,233.183
T1,233.594
T1,234.57
