task_type,arrival_time
T4,1.546
T1,1.824
T3,2.651
T4,3.716
T3,4.235
T3,4.459
T4,5.784
T3,8.705
T3,9.581
T2,10.627
T1,11.348
T4,14.342
T3,14.417
T2,17.2
T1,18.461
T1,18.82
T4,20.628
T4,20.721
T3,20.882
T2,21.193
T1,22.758
T4,23.401
T1,24.685
T3,25.345
T4,25.623
T2,26.617
T3,29.579
T3,32.222
T2,32.309
T1,32.444
T2,32.915
T2,34.483
T3,34.659
T4,35.084
T2,35.63
T1,35.654
T3,35.798
T3,36.843
T3,37.734
T2,38.471
T3,39.288
T4,39.335
T4,40.494
T2,41.138
T3,41.446
T3,41.585
T1,41.613
T2,41.63
T2,42.843
T3,43.011
T2,43.057
T1,43.38
T1,44.864
T1,45.762
T3,46.386
T1,47.45
T3,49.085
T3,49.561
T1,49.922
T2,51.619
T3,52.555
T3,57.437
T1,58.622
T1,60.418
T2,62.315
T1,63.396
T4,65.084
T2,65.174
T2,67.962
T3,68.478
T4,70.61
T4,72.358
T4,72.657
T3,75.878
T2,76.451
T3,79.957
T2,84.33
T4,85.994
T1,87.341
T1,87.633
T2,89.114
T4,89.524
T1,90.088
T3,90.336
T1,90.777
T4,91.023
T1,95.157
T1,95.758
T1,98.482
T3,98.733
T3,100.021
T4,101.609
T1,102.06
T2,102.544
T4,104.666
T1,106.867
T2,107.532
T4,108.735
T2,110.301
T1,112.066
T2,112.839
T1,113.865
T2,115.248
T4,116.436
T1,117.885
T4,118.34
T2,118.784
T2,119.564
T1,120.178
T3,120.714
T4,121.658
T1,122.662
T2,123.212
T4,124.356
T4,126.458
T4,126.884
T2,127.292
T2,127.973
T2,128.99
T1,129.343
T3,130.358
T1,131.415
T4,131.685
T4,134.073
T3,134.725
T3,135.844
T1,136.779
T2,136.946
T3,137.339
T2,138.422
T4,138.861
T3,140.794
T1,141.042
T1,144.097
T2,145.052
T2,147.921
T1,148.323
T3,148.586
T2,149.204
T1,149.889
T2,152.247
T2,152.878
T2,153.266
T2,153.416
T4,155.133
T3,155.589
T1,155.934
T3,156.077
T4,157.369
T3,157.446
T2,157.752
T3,159.793
T1,160.224
T2,160.279
T1,161.08
T4,161.832
T1,162.416
T3,162.804
T2,163.766
T3,165.939
T2,166.419
T4,166.926
T1,167.436
T3,167.692
T1,167.915
T4,168.686
T2,168.979
T1,169.404
T3,171.031
T2,172.614
T2,173.57
T1,175.38
T3,175.56
T2,176.436
T1,177.892
T4,177.969
T1,178.014
T3,180.939
T4,180.943
T2,181.015
T3,184.705
T4,185.453
T1,188.187
T4,191.06
T1,193.005
T1,193.826
T3,194.822
T4,196.294
T2,196.347
T3,196.839
T4,197.992
T3,198.241
T3,199.309
T2,200.098
T4,201.876
T1,204.056
T3,204.215
T3,208.039
T3,209.314
T1,209.563
T3,209.576
T1,210.93
T4,212.915
T3,214.339
T2,215.872
T2,216.013
T1,216.937
T1,217.104
T3,217.778
T3,217.805
T1,218.161
T4,219.275
T1,219.381
T2,219.633
T2,220.55
T3,220.64
T4,220.875
T2,221.791
T4,222.335
T2,222.459
T4,223.071
T1,224.921
T4,225.201
T1,225.394
T3,225.437
T2,226.79
T2,230.455
T3,231.047
T1,234.76
T2,235.342
T2,236.116
T2,237.741
T2,238.165
T2,238.304
T4,243.265
T3,247.343
T4,248.168
T4,251.297
T2,253.495
T2,254.421
T3,254.9
T4,256.288
T4,256.307
T1,256.973
T3,257.248
T4,259.255
T4,262.071
T4,263.172
T1,263.582
T2,263.842
T1,265.26
T3,265.718
T1,266.594
T4,266.926
T1,267.262
T1,269.361
T2,269.959
T3,271.767
T1,272.069
T1,273.758
T4,274.639
T2,274.924
T2,274.962
T1,275.639
T1,276.517
T4,278.887
T1,278.916
T3,279.062
T3,281.392
T2,282.003
T3,282.307
T3,283.039
T4,283.333
T4,283.472
T2,284.714
T4,286.08
T1,286.164
T4,286.562
T1,286.686
T1,286.954
T4,287.144
T3,289.084
T3,289.378
T3,290.007
T1,290.16
T1,291.54
T1,291.568
T1,294.344
T4,294.549
T2,294.631
T1,295.349
T1,295.556
T3,298.304
T3,298.672
T1,299.364
T2,301.119
T2,301.647
T2,301.877
T1,304.721
T3,305.277
T1,305.868
T1,307.31
T3,308.003
T1,308.538
T3,310.104
T3,310.677
T2,311.212
T4,311.592
T2,312.243
T2,312.864
T2,313.866
T4,314.566
T3,315.26
T2,316.505
T3,321.33
T4,322.054
T2,322.831
T4,323.143
T3,325.095
T2,328.267
T2,330.209
T4,330.913
T2,332.584
T2,334.535
T2,335.042
T2,335.309
T3,342.459
T2,342.674
T1,342.921
T4,343.194
T3,344.597
T4,345.252
T1,349.076
T3,351.078
T1,351.139
T3,351.436
T3,351.464
T1,354.175
T1,355.498
T1,355.832
T3,356.618
T1,356.749
T4,357.221
T3,358.274
T2,358.905
T4,360.041
T2,361.056
T1,361.309
T1,361.505
T4,362.487
T1,365.323
T1,365.598
T1,367.529
T1,368.251
T4,368.774
T1,369.262
T4,370.647
T4,372.003
T4,375.24
T3,377.278
T3,377.653
T1,378.403
T1,379.024
T1,379.569
T4,379.932
T2,380.189
T1,380.602
T4,381.805
T3,383.905
T2,384.384
T3,384.496
T2,385.024
T4,385.161
T2,385.313
T3,385.997
T2,387.404
T2,388.425
T4,389.752
T4,392.614
T2,393.614
T1,394.453
T4,397.891
T4,397.998
T2,398.266
T1,399.369
T3,399.623
T2,399.907
T3,403.104
T1,405.302
T1,406.512
T2,406.777
T1,406.867
T3,407.047
T3,407.399
T2,407.86
T2,408.143
T4,409.361
T4,409.897
T3,412.493
T2,413.074
T4,413.552
T4,413.785
T4,414.731
T4,417.405
T3,419.055
T4,419.675
T3,420.65
T3,420.874
T1,426.979
T4,428.506
T3,429.479
T1,430.744
T3,431.82
T2,432.131
T1,433.349
T3,435.69
T1,435.765
T3,436.139
T4,436.63
T2,437.3
T4,437.431
T2,439.022
T2,443.163
T2,444.377
T1,445.762
T4,446.144
T2,447.243
T1,451.729
T1,452.037
T1,452.354
T1,454.193
T3,454.426
T4,455.097
T4,455.503
T2,456.065
T1,456.795
T4,458.233
T1,460.155
T3,460.902
T2,461.492
T1,461.998
T4,462.475
T1,462.672
T2,466.264
T2,466.523
T1,467.819
T4,468.569
T2,468.87
T3,470.532
T3,471.044
T4,473.695
T1,475.42
T3,475.51
T1,475.655
T3,477.309
T3,477.646
T2,478.717
T3,479.35
T4,480.772
T2,481.003
T2,481.736
T4,481.814
T3,482.2
T4,482.753
T4,483.108
T3,485.335
T2,485.478
T3,492.266
T2,492.348
T3,493.018
T2,493.37
T4,493.856
T2,494.646
T2,497.167
T4,497.23
T2,497.596
T4,498.622
T2,498.966
T3,499.116
T4,500.537
T3,501.326
T4,503.372
T4,505.974
T4,506.765
T4,511.681
T3,512.758
T3,514.668
T3,523.391
T3,528.298
T4,531.858
T3,532.818
T4,533.173
T4,535.837
T4,536.698
T4,550.438
T4,553.951
T4,556.671
T4,562.782
T4,565.71
T4,569.085
