task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T1,12.226,5.0,8.0,10.0,5.0,8.0,10.0
T3,13.213,2.0,3.0,5.0,2.0,3.0,5.0
T4,13.557,1.0,1.5,2.0,1.0,1.5,2.0
T3,19.808,2.0,3.0,5.0,2.0,3.0,5.0
T4,25.354,1.0,1.5,2.0,1.0,1.5,2.0
T1,28.949,5.0,8.0,10.0,5.0,8.0,10.0
T4,35.742,1.0,1.5,2.0,1.0,1.5,2.0
T3,41.194,2.0,3.0,5.0,2.0,3.0,5.0
T1,42.829,5.0,8.0,10.0,5.0,8.0,10.0
T3,43.691,2.0,3.0,5.0,2.0,3.0,5.0
T4,44.247,1.0,1.5,2.0,1.0,1.5,2.0
T3,58.197,2.0,3.0,5.0,2.0,3.0,5.0
T1,59.637,5.0,8.0,10.0,5.0,8.0,10.0
T1,59.899,5.0,8.0,10.0,5.0,8.0,10.0
T2,69.269,7.0,10.0,15.0,7.0,10.0,15.0
T4,81.805,1.0,1.5,2.0,1.0,1.5,2.0
T3,83.965,2.0,3.0,5.0,2.0,3.0,5.0
T4,85.979,1.0,1.5,2.0,1.0,1.5,2.0
T2,95.362,7.0,10.0,15.0,7.0,10.0,15.0
T3,104.618,2.0,3.0,5.0,2.0,3.0,5.0
T1,105.325,5.0,8.0,10.0,5.0,8.0,10.0
T3,147.919,2.0,3.0,5.0,2.0,3.0,5.0
T1,152.237,5.0,8.0,10.0,5.0,8.0,10.0
T2,152.676,7.0,10.0,15.0,7.0,10.0,15.0
T4,158.704,1.0,1.5,2.0,1.0,1.5,2.0
T1,166.149,5.0,8.0,10.0,5.0,8.0,10.0
T1,177.208,5.0,8.0,10.0,5.0,8.0,10.0
T2,189.854,7.0,10.0,15.0,7.0,10.0,15.0
T3,190.282,2.0,3.0,5.0,2.0,3.0,5.0
T2,192.738,7.0,10.0,15.0,7.0,10.0,15.0
T4,195.082,1.0,1.5,2.0,1.0,1.5,2.0
T1,195.496,5.0,8.0,10.0,5.0,8.0,10.0
T3,197.688,2.0,3.0,5.0,2.0,3.0,5.0
T1,201.115,5.0,8.0,10.0,5.0,8.0,10.0
T3,204.321,2.0,3.0,5.0,2.0,3.0,5.0
T3,208.471,2.0,3.0,5.0,2.0,3.0,5.0
T3,210.775,2.0,3.0,5.0,2.0,3.0,5.0
T3,221.927,2.0,3.0,5.0,2.0,3.0,5.0
T2,224.887,7.0,10.0,15.0,7.0,10.0,15.0
T1,233.27,5.0,8.0,10.0,5.0,8.0,10.0
T4,235.768,1.0,1.5,2.0,1.0,1.5,2.0
T3,237.136,2.0,3.0,5.0,2.0,3.0,5.0
T1,238.56,5.0,8.0,10.0,5.0,8.0,10.0
T2,239.262,7.0,10.0,15.0,7.0,10.0,15.0
T4,242.712,1.0,1.5,2.0,1.0,1.5,2.0
T2,245.234,7.0,10.0,15.0,7.0,10.0,15.0
T3,256.469,2.0,3.0,5.0,2.0,3.0,5.0
T2,258.394,7.0,10.0,15.0,7.0,10.0,15.0
T3,261.772,2.0,3.0,5.0,2.0,3.0,5.0
T3,262.289,2.0,3.0,5.0,2.0,3.0,5.0
T2,264.523,7.0,10.0,15.0,7.0,10.0,15.0
T1,264.635,5.0,8.0,10.0,5.0,8.0,10.0
T3,267.909,2.0,3.0,5.0,2.0,3.0,5.0
