task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.353,2.0,3.0,5.0,2.0,3.0,5.0
T4,0.988,1.0,1.5,2.0,1.0,1.5,2.0
T1,21.018,5.0,8.0,10.0,5.0,8.0,10.0
T4,23.837,1.0,1.5,2.0,1.0,1.5,2.0
T2,26.114,7.0,10.0,15.0,7.0,10.0,15.0
T1,35.1,5.0,8.0,10.0,5.0,8.0,10.0
T2,42.59,7.0,10.0,15.0,7.0,10.0,15.0
T3,44.787,2.0,3.0,5.0,2.0,3.0,5.0
T2,45.26,7.0,10.0,15.0,7.0,10.0,15.0
T3,51.492,2.0,3.0,5.0,2.0,3.0,5.0
T2,55.396,7.0,10.0,15.0,7.0,10.0,15.0
T4,55.895,1.0,1.5,2.0,1.0,1.5,2.0
T3,58.596,2.0,3.0,5.0,2.0,3.0,5.0
T1,77.274,5.0,8.0,10.0,5.0,8.0,10.0
T1,81.288,5.0,8.0,10.0,5.0,8.0,10.0
T2,85.798,7.0,10.0,15.0,7.0,10.0,15.0
T4,88.095,1.0,1.5,2.0,1.0,1.5,2.0
T3,90.004,2.0,3.0,5.0,2.0,3.0,5.0
T3,97.849,2.0,3.0,5.0,2.0,3.0,5.0
T2,100.105,7.0,10.0,15.0,7.0,10.0,15.0
T2,104.14,7.0,10.0,15.0,7.0,10.0,15.0
T1,119.53,5.0,8.0,10.0,5.0,8.0,10.0
T3,137.856,2.0,3.0,5.0,2.0,3.0,5.0
T2,142.557,7.0,10.0,15.0,7.0,10.0,15.0
T1,147.267,5.0,8.0,10.0,5.0,8.0,10.0
T3,149.722,2.0,3.0,5.0,2.0,3.0,5.0
T4,155.314,1.0,1.5,2.0,1.0,1.5,2.0
T3,165.614,2.0,3.0,5.0,2.0,3.0,5.0
T4,167.054,1.0,1.5,2.0,1.0,1.5,2.0
T1,169.205,5.0,8.0,10.0,5.0,8.0,10.0
T3,174.452,2.0,3.0,5.0,2.0,3.0,5.0
T3,176.834,2.0,3.0,5.0,2.0,3.0,5.0
T3,179.895,2.0,3.0,5.0,2.0,3.0,5.0
T3,191.669,2.0,3.0,5.0,2.0,3.0,5.0
T4,202.639,1.0,1.5,2.0,1.0,1.5,2.0
T2,204.744,7.0,10.0,15.0,7.0,10.0,15.0
T4,208.301,1.0,1.5,2.0,1.0,1.5,2.0
T4,209.333,1.0,1.5,2.0,1.0,1.5,2.0
T3,218.003,2.0,3.0,5.0,2.0,3.0,5.0
T4,222.7,1.0,1.5,2.0,1.0,1.5,2.0
T3,230.331,2.0,3.0,5.0,2.0,3.0,5.0
T4,243.71,1.0,1.5,2.0,1.0,1.5,2.0
T3,248.297,2.0,3.0,5.0,2.0,3.0,5.0
T3,256.508,2.0,3.0,5.0,2.0,3.0,5.0
T1,257.489,5.0,8.0,10.0,5.0,8.0,10.0
T1,263.429,5.0,8.0,10.0,5.0,8.0,10.0
T1,264.003,5.0,8.0,10.0,5.0,8.0,10.0
T3,268.626,2.0,3.0,5.0,2.0,3.0,5.0
T3,272.77,2.0,3.0,5.0,2.0,3.0,5.0
T3,283.283,2.0,3.0,5.0,2.0,3.0,5.0
T1,284.2,5.0,8.0,10.0,5.0,8.0,10.0
T3,286.117,2.0,3.0,5.0,2.0,3.0,5.0
T3,286.873,2.0,3.0,5.0,2.0,3.0,5.0
T2,287.716,7.0,10.0,15.0,7.0,10.0,15.0
T3,288.584,2.0,3.0,5.0,2.0,3.0,5.0
T2,291.998,7.0,10.0,15.0,7.0,10.0,15.0
T3,293.386,2.0,3.0,5.0,2.0,3.0,5.0
T4,294.47,1.0,1.5,2.0,1.0,1.5,2.0
T3,309.145,2.0,3.0,5.0,2.0,3.0,5.0
T4,321.315,1.0,1.5,2.0,1.0,1.5,2.0
T1,321.787,5.0,8.0,10.0,5.0,8.0,10.0
T4,327.0,1.0,1.5,2.0,1.0,1.5,2.0
T3,330.433,2.0,3.0,5.0,2.0,3.0,5.0
T4,341.597,1.0,1.5,2.0,1.0,1.5,2.0
T3,348.206,2.0,3.0,5.0,2.0,3.0,5.0
T1,348.436,5.0,8.0,10.0,5.0,8.0,10.0
T1,348.857,5.0,8.0,10.0,5.0,8.0,10.0
T1,351.224,5.0,8.0,10.0,5.0,8.0,10.0
T1,358.292,5.0,8.0,10.0,5.0,8.0,10.0
T2,362.666,7.0,10.0,15.0,7.0,10.0,15.0
T4,363.415,1.0,1.5,2.0,1.0,1.5,2.0
T3,365.318,2.0,3.0,5.0,2.0,3.0,5.0
T2,368.019,7.0,10.0,15.0,7.0,10.0,15.0
T2,368.553,7.0,10.0,15.0,7.0,10.0,15.0
T4,370.344,1.0,1.5,2.0,1.0,1.5,2.0
T3,373.468,2.0,3.0,5.0,2.0,3.0,5.0
T1,381.521,5.0,8.0,10.0,5.0,8.0,10.0
T3,383.048,2.0,3.0,5.0,2.0,3.0,5.0
T3,393.319,2.0,3.0,5.0,2.0,3.0,5.0
T4,411.695,1.0,1.5,2.0,1.0,1.5,2.0
T3,416.065,2.0,3.0,5.0,2.0,3.0,5.0
T3,419.226,2.0,3.0,5.0,2.0,3.0,5.0
T1,421.077,5.0,8.0,10.0,5.0,8.0,10.0
T1,425.506,5.0,8.0,10.0,5.0,8.0,10.0
T2,426.951,7.0,10.0,15.0,7.0,10.0,15.0
T1,446.918,5.0,8.0,10.0,5.0,8.0,10.0
T3,450.323,2.0,3.0,5.0,2.0,3.0,5.0
T3,451.086,2.0,3.0,5.0,2.0,3.0,5.0
T4,454.618,1.0,1.5,2.0,1.0,1.5,2.0
T3,470.106,2.0,3.0,5.0,2.0,3.0,5.0
T1,470.974,5.0,8.0,10.0,5.0,8.0,10.0
T4,471.028,1.0,1.5,2.0,1.0,1.5,2.0
T3,473.405,2.0,3.0,5.0,2.0,3.0,5.0
T4,476.105,1.0,1.5,2.0,1.0,1.5,2.0
T2,477.901,7.0,10.0,15.0,7.0,10.0,15.0
T1,479.664,5.0,8.0,10.0,5.0,8.0,10.0
T2,484.863,7.0,10.0,15.0,7.0,10.0,15.0
T2,488.5,7.0,10.0,15.0,7.0,10.0,15.0
T2,498.565,7.0,10.0,15.0,7.0,10.0,15.0
T3,502.962,2.0,3.0,5.0,2.0,3.0,5.0
T3,509.069,2.0,3.0,5.0,2.0,3.0,5.0
T1,510.873,5.0,8.0,10.0,5.0,8.0,10.0
T2,512.859,7.0,10.0,15.0,7.0,10.0,15.0
T2,520.224,7.0,10.0,15.0,7.0,10.0,15.0
T4,530.286,1.0,1.5,2.0,1.0,1.5,2.0
T2,531.451,7.0,10.0,15.0,7.0,10.0,15.0
T3,538.634,2.0,3.0,5.0,2.0,3.0,5.0
T4,540.167,1.0,1.5,2.0,1.0,1.5,2.0
T4,543.433,1.0,1.5,2.0,1.0,1.5,2.0
T1,544.518,5.0,8.0,10.0,5.0,8.0,10.0
T3,545.412,2.0,3.0,5.0,2.0,3.0,5.0
T1,548.917,5.0,8.0,10.0,5.0,8.0,10.0
T4,551.2,1.0,1.5,2.0,1.0,1.5,2.0
T4,559.346,1.0,1.5,2.0,1.0,1.5,2.0
T3,566.505,2.0,3.0,5.0,2.0,3.0,5.0
T2,566.898,7.0,10.0,15.0,7.0,10.0,15.0
