task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T1,4.358,5.0,8.0,10.0,5.0,8.0,10.0
T3,5.207,2.0,3.0,5.0,2.0,3.0,5.0
T3,21.016,2.0,3.0,5.0,2.0,3.0,5.0
T3,23.215,2.0,3.0,5.0,2.0,3.0,5.0
T1,33.3,5.0,8.0,10.0,5.0,8.0,10.0
T1,37.947,5.0,8.0,10.0,5.0,8.0,10.0
T1,43.6,5.0,8.0,10.0,5.0,8.0,10.0
T4,46.006,1.0,1.5,2.0,1.0,1.5,2.0
T3,50.991,2.0,3.0,5.0,2.0,3.0,5.0
T3,51.359,2.0,3.0,5.0,2.0,3.0,5.0
T3,56.265,2.0,3.0,5.0,2.0,3.0,5.0
T1,64.006,5.0,8.0,10.0,5.0,8.0,10.0
T1,76.474,5.0,8.0,10.0,5.0,8.0,10.0
T1,77.151,5.0,8.0,10.0,5.0,8.0,10.0
T2,78.092,7.0,10.0,15.0,7.0,10.0,15.0
T4,79.902,1.0,1.5,2.0,1.0,1.5,2.0
T2,82.053,7.0,10.0,15.0,7.0,10.0,15.0
T3,87.263,2.0,3.0,5.0,2.0,3.0,5.0
T4,87.425,1.0,1.5,2.0,1.0,1.5,2.0
T3,90.765,2.0,3.0,5.0,2.0,3.0,5.0
T2,94.242,7.0,10.0,15.0,7.0,10.0,15.0
T2,94.549,7.0,10.0,15.0,7.0,10.0,15.0
T2,98.139,7.0,10.0,15.0,7.0,10.0,15.0
T1,98.234,5.0,8.0,10.0,5.0,8.0,10.0
T4,98.644,1.0,1.5,2.0,1.0,1.5,2.0
T4,101.284,1.0,1.5,2.0,1.0,1.5,2.0
T1,104.934,5.0,8.0,10.0,5.0,8.0,10.0
T3,110.799,2.0,3.0,5.0,2.0,3.0,5.0
T3,112.198,2.0,3.0,5.0,2.0,3.0,5.0
T3,122.013,2.0,3.0,5.0,2.0,3.0,5.0
T2,124.017,7.0,10.0,15.0,7.0,10.0,15.0
T2,125.03,7.0,10.0,15.0,7.0,10.0,15.0
T4,148.258,1.0,1.5,2.0,1.0,1.5,2.0
T2,152.621,7.0,10.0,15.0,7.0,10.0,15.0
T1,164.521,5.0,8.0,10.0,5.0,8.0,10.0
T3,164.785,2.0,3.0,5.0,2.0,3.0,5.0
T1,179.124,5.0,8.0,10.0,5.0,8.0,10.0
T3,188.077,2.0,3.0,5.0,2.0,3.0,5.0
T4,198.372,1.0,1.5,2.0,1.0,1.5,2.0
T1,201.285,5.0,8.0,10.0,5.0,8.0,10.0
T3,201.955,2.0,3.0,5.0,2.0,3.0,5.0
T1,204.231,5.0,8.0,10.0,5.0,8.0,10.0
T1,206.506,5.0,8.0,10.0,5.0,8.0,10.0
T3,211.232,2.0,3.0,5.0,2.0,3.0,5.0
T1,215.643,5.0,8.0,10.0,5.0,8.0,10.0
T2,219.712,7.0,10.0,15.0,7.0,10.0,15.0
T3,220.097,2.0,3.0,5.0,2.0,3.0,5.0
T2,220.5,7.0,10.0,15.0,7.0,10.0,15.0
T2,233.087,7.0,10.0,15.0,7.0,10.0,15.0
T1,234.302,5.0,8.0,10.0,5.0,8.0,10.0
T1,235.187,5.0,8.0,10.0,5.0,8.0,10.0
