task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,7.271,7.0,10.0,15.0,7.0,10.0,15.0
T3,12.134,2.0,3.0,5.0,2.0,3.0,5.0
T4,27.787,1.0,1.5,2.0,1.0,1.5,2.0
T4,34.261,1.0,1.5,2.0,1.0,1.5,2.0
T1,48.064,5.0,8.0,10.0,5.0,8.0,10.0
T3,49.741,2.0,3.0,5.0,2.0,3.0,5.0
T4,58.212,1.0,1.5,2.0,1.0,1.5,2.0
T3,64.883,2.0,3.0,5.0,2.0,3.0,5.0
T2,68.437,7.0,10.0,15.0,7.0,10.0,15.0
T1,71.756,5.0,8.0,10.0,5.0,8.0,10.0
T1,82.681,5.0,8.0,10.0,5.0,8.0,10.0
T3,86.281,2.0,3.0,5.0,2.0,3.0,5.0
T3,98.448,2.0,3.0,5.0,2.0,3.0,5.0
T3,104.095,2.0,3.0,5.0,2.0,3.0,5.0
T1,106.126,5.0,8.0,10.0,5.0,8.0,10.0
T3,106.146,2.0,3.0,5.0,2.0,3.0,5.0
T3,119.737,2.0,3.0,5.0,2.0,3.0,5.0
T3,124.606,2.0,3.0,5.0,2.0,3.0,5.0
T4,129.075,1.0,1.5,2.0,1.0,1.5,2.0
T2,135.319,7.0,10.0,15.0,7.0,10.0,15.0
T1,141.919,5.0,8.0,10.0,5.0,8.0,10.0
T2,143.744,7.0,10.0,15.0,7.0,10.0,15.0
T4,158.506,1.0,1.5,2.0,1.0,1.5,2.0
T1,160.289,5.0,8.0,10.0,5.0,8.0,10.0
T1,162.828,5.0,8.0,10.0,5.0,8.0,10.0
T1,163.979,5.0,8.0,10.0,5.0,8.0,10.0
T3,165.018,2.0,3.0,5.0,2.0,3.0,5.0
T1,169.528,5.0,8.0,10.0,5.0,8.0,10.0
T4,194.779,1.0,1.5,2.0,1.0,1.5,2.0
T4,198.221,1.0,1.5,2.0,1.0,1.5,2.0
T3,206.562,2.0,3.0,5.0,2.0,3.0,5.0
T3,209.534,2.0,3.0,5.0,2.0,3.0,5.0
T4,217.444,1.0,1.5,2.0,1.0,1.5,2.0
T3,218.918,2.0,3.0,5.0,2.0,3.0,5.0
T1,225.882,5.0,8.0,10.0,5.0,8.0,10.0
T2,245.686,7.0,10.0,15.0,7.0,10.0,15.0
T4,248.974,1.0,1.5,2.0,1.0,1.5,2.0
T2,252.879,7.0,10.0,15.0,7.0,10.0,15.0
T4,265.895,1.0,1.5,2.0,1.0,1.5,2.0
T4,270.458,1.0,1.5,2.0,1.0,1.5,2.0
T1,272.566,5.0,8.0,10.0,5.0,8.0,10.0
T1,273.514,5.0,8.0,10.0,5.0,8.0,10.0
T4,281.542,1.0,1.5,2.0,1.0,1.5,2.0
T1,284.688,5.0,8.0,10.0,5.0,8.0,10.0
T2,294.666,7.0,10.0,15.0,7.0,10.0,15.0
T3,297.439,2.0,3.0,5.0,2.0,3.0,5.0
T3,313.033,2.0,3.0,5.0,2.0,3.0,5.0
T2,319.125,7.0,10.0,15.0,7.0,10.0,15.0
T3,321.687,2.0,3.0,5.0,2.0,3.0,5.0
T4,327.359,1.0,1.5,2.0,1.0,1.5,2.0
T1,337.124,5.0,8.0,10.0,5.0,8.0,10.0
T4,340.996,1.0,1.5,2.0,1.0,1.5,2.0
T2,341.986,7.0,10.0,15.0,7.0,10.0,15.0
T4,353.052,1.0,1.5,2.0,1.0,1.5,2.0
T2,357.879,7.0,10.0,15.0,7.0,10.0,15.0
T3,360.244,2.0,3.0,5.0,2.0,3.0,5.0
T1,371.138,5.0,8.0,10.0,5.0,8.0,10.0
T2,374.945,7.0,10.0,15.0,7.0,10.0,15.0
T3,381.601,2.0,3.0,5.0,2.0,3.0,5.0
T4,384.389,1.0,1.5,2.0,1.0,1.5,2.0
T1,385.129,5.0,8.0,10.0,5.0,8.0,10.0
T1,388.274,5.0,8.0,10.0,5.0,8.0,10.0
T3,393.187,2.0,3.0,5.0,2.0,3.0,5.0
T3,393.532,2.0,3.0,5.0,2.0,3.0,5.0
T3,404.379,2.0,3.0,5.0,2.0,3.0,5.0
T1,406.107,5.0,8.0,10.0,5.0,8.0,10.0
T4,414.735,1.0,1.5,2.0,1.0,1.5,2.0
T1,415.657,5.0,8.0,10.0,5.0,8.0,10.0
T4,419.404,1.0,1.5,2.0,1.0,1.5,2.0
T4,424.248,1.0,1.5,2.0,1.0,1.5,2.0
T2,428.261,7.0,10.0,15.0,7.0,10.0,15.0
T3,436.613,2.0,3.0,5.0,2.0,3.0,5.0
T2,446.675,7.0,10.0,15.0,7.0,10.0,15.0
T1,447.216,5.0,8.0,10.0,5.0,8.0,10.0
T1,456.142,5.0,8.0,10.0,5.0,8.0,10.0
T3,460.097,2.0,3.0,5.0,2.0,3.0,5.0
T2,462.508,7.0,10.0,15.0,7.0,10.0,15.0
T3,475.011,2.0,3.0,5.0,2.0,3.0,5.0
T1,490.385,5.0,8.0,10.0,5.0,8.0,10.0
T3,490.989,2.0,3.0,5.0,2.0,3.0,5.0
T3,495.453,2.0,3.0,5.0,2.0,3.0,5.0
T4,510.986,1.0,1.5,2.0,1.0,1.5,2.0
T2,513.626,7.0,10.0,15.0,7.0,10.0,15.0
T2,516.963,7.0,10.0,15.0,7.0,10.0,15.0
T3,521.119,2.0,3.0,5.0,2.0,3.0,5.0
T2,525.182,7.0,10.0,15.0,7.0,10.0,15.0
T1,530.156,5.0,8.0,10.0,5.0,8.0,10.0
T4,541.687,1.0,1.5,2.0,1.0,1.5,2.0
T2,555.739,7.0,10.0,15.0,7.0,10.0,15.0
T4,559.16,1.0,1.5,2.0,1.0,1.5,2.0
