task_type,m1_1,m2_1,m3_1,m4_1
T2,0.153,3.617,5.315,7.501
T2,0.174,3.389,5.626,8.044
T2,0.171,3.874,5.703,7.014
T1,0.003,0.053,0.095,0.124
T2,0.16,3.628,5.947,7.92
T4,0.236,4.502,7.699,10.845
T3,0.187,4.769,6.529,9.186
T4,0.208,4.54,7.422,10.82
T2,0.151,3.64,5.638,7.086
T2,0.161,3.762,5.904,7.441
T3,0.197,4.566,6.938,9.878
T2,0.156,3.651,6.087,7.217
T1,0.003,0.053,0.086,0.119
T1,0.003,0.058,0.091,0.118
T1,0.003,0.058,0.092,0.127
T4,0.207,4.802,7.961,9.336
T4,0.211,5.041,7.002,10.084
T2,0.167,3.52,5.622,8.092
T4,0.206,4.69,8.15,10.18
T2,0.161,3.402,5.287,7.83
T3,0.205,4.087,6.854,8.582
T3,0.185,4.162,7.49,9.706
T4,0.223,5.192,8.119,9.671
T1,0.003,0.06,0.083,0.115
T3,0.206,4.4,6.656,8.927
T1,0.003,0.055,0.097,0.113
T4,0.237,4.531,7.877,9.53
T3,0.21,4.202,7.371,8.566
T3,0.198,4.222,7.43,9.159
T1,0.003,0.056,0.092,0.109
T2,0.16,3.559,6.077,6.984
T3,0.214,4.735,7.42,9.393
T3,0.189,4.698,7.314,8.763
T2,0.171,3.849,5.331,7.52
T1,0.003,0.052,0.086,0.109
T1,0.003,0.054,0.087,0.122
T3,0.214,4.071,6.888,9.255
T2,0.173,3.474,5.531,7.151
T4,0.223,4.769,7.579,9.927
T4,0.219,5.236,7.356,9.723
T2,0.152,3.641,5.69,8.005
T3,0.21,4.733,6.434,9.873
T4,0.219,4.539,8.134,10.391
T4,0.218,5.007,7.669,10.05
T2,0.17,3.794,5.796,7.83
T4,0.213,4.5,7.205,10.205
T3,0.193,4.534,6.695,9.276
T2,0.157,3.335,5.448,7.426
T3,0.215,4.22,6.91,9.155
T2,0.178,3.837,6.063,7.716
T1,0.003,0.055,0.088,0.11
T4,0.207,4.531,7.384,10.117
T3,0.214,4.572,7.311,9.024
T1,0.003,0.059,0.083,0.108
T2,0.162,3.613,6.177,6.958
T3,0.188,4.581,7.641,8.597
T3,0.212,4.453,7.64,9.864
T4,0.205,4.602,8.113,10.705
T3,0.213,4.288,6.504,8.928
T4,0.231,5.105,8.136,10.699
T4,0.218,5.101,8.077,9.266
