task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.459,1.87,1.765,3.975,0.898,2.566,1.72,3.647,0.785
4,0.551,2.156,1.864,4.349,0.847,1.949,1.376,5.144,0.849
2,0.651,2.114,1.753,4.721,0.95,2.084,1.723,4.128,0.99
4,0.809,1.824,1.762,3.731,0.963,2.383,1.5,4.378,0.97
3,0.996,1.909,1.712,5.978,0.96,2.035,1.409,5.447,0.787
1,1.063,1.919,1.76,4.194,0.751,2.602,1.478,4.311,0.732
3,1.385,2.192,1.542,4.819,0.877,2.351,1.357,5.831,0.869
3,1.752,2.285,1.347,5.43,0.728,1.83,1.619,4.714,0.737
1,1.861,2.07,1.678,4.867,0.617,2.327,1.837,4.718,0.86
3,1.936,1.931,1.72,5.753,1.001,1.792,1.598,5.166,0.732
1,2.544,2.324,1.984,4.148,0.844,2.312,1.73,4.723,0.689
4,2.692,2.228,1.584,3.769,0.936,2.125,1.66,4.193,0.999
2,2.731,2.64,1.563,4.285,0.904,2.408,2.089,4.444,0.745
4,3.034,1.796,1.376,4.804,1.068,2.172,1.473,4.746,0.774
1,3.187,2.399,1.819,4.258,0.638,2.397,1.846,4.249,0.852
4,3.961,1.766,1.548,4.013,0.997,2.335,1.822,3.825,0.846
1,3.977,2.138,1.585,5.095,0.739,2.003,1.764,4.405,0.754
4,4.066,2.076,1.607,4.925,0.879,2.083,1.75,4.105,0.904
3,4.481,2.068,1.497,4.462,0.736,2.22,1.696,4.712,0.946
3,4.485,1.916,1.524,4.806,0.864,2.04,1.401,4.958,0.782
2,4.52,1.898,1.949,4.398,0.946,2.181,2.104,4.178,0.809
2,4.597,1.943,2.039,3.743,0.999,1.879,1.844,4.673,0.94
4,4.656,2.102,1.427,3.889,0.898,2.361,1.601,5.019,0.978
2,4.702,2.605,1.554,3.731,0.734,2.066,1.878,4.331,0.864
4,4.89,2.423,1.397,4.966,1.063,2.017,1.58,3.726,0.857
1,5.129,2.49,1.758,4.04,0.832,2.429,1.957,4.298,0.637
1,5.147,2.267,1.437,4.167,0.76,2.286,1.959,4.711,0.765
1,5.21,2.049,1.921,3.773,0.618,1.903,1.783,5.07,0.658
3,5.565,2.03,1.41,4.779,0.848,2.195,1.625,4.964,0.817
1,5.723,2.524,1.716,4.199,0.761,2.312,1.685,3.623,0.859
2,5.946,1.98,2.002,4.622,0.918,1.882,1.985,3.911,0.973
1,6.185,1.913,1.775,4.851,0.853,2.022,1.482,3.824,0.837
2,6.249,2.13,1.578,4.641,1.009,2.629,2.125,4.961,0.804
1,6.6,2.419,1.634,3.638,0.703,2.528,1.443,4.71,0.853
4,6.706,2.22,1.415,3.859,1.037,2.371,1.653,4.702,0.884
4,6.758,2.4,1.692,4.932,0.907,2.027,1.512,3.891,0.786
2,6.862,2.003,1.96,4.313,0.882,2.592,1.818,5.011,0.92
4,6.961,2.351,1.736,3.912,0.755,1.956,1.725,4.11,0.884
2,7.226,2.311,1.656,4.962,0.791,1.88,1.656,4.085,0.811
3,7.476,1.811,1.421,5.514,0.917,2.277,1.53,4.335,0.945
4,7.521,2.326,1.691,4.817,0.948,1.785,1.498,4.562,0.86
1,7.583,2.249,1.838,4.548,0.823,2.259,1.962,4.025,0.861
2,8.02,2.343,1.712,4.433,0.933,2.116,1.748,3.918,0.982
4,8.282,2.026,1.774,3.756,1.067,2.449,1.468,5.049,0.812
1,8.488,1.941,1.937,5.11,0.661,2.0,1.464,4.225,0.763
1,8.754,2.414,1.61,4.175,0.682,2.52,1.591,5.019,0.716
4,8.812,1.869,1.897,4.809,0.794,2.175,1.358,4.975,0.913
3,9.04,2.399,1.559,5.712,0.889,2.378,1.739,4.303,0.752
3,9.975,2.201,1.654,5.726,0.991,2.26,1.635,4.908,0.808
1,10.697,2.526,1.654,4.322,0.76,2.185,1.541,5.003,0.61
3,10.828,1.818,1.426,5.965,0.744,1.785,1.627,5.08,0.999
4,11.174,2.2,1.379,3.975,0.819,2.286,1.664,4.807,0.792
3,11.179,2.351,1.391,5.168,0.884,2.029,1.587,5.937,0.732
1,11.436,1.989,1.589,4.838,0.733,2.485,1.892,4.367,0.63
4,11.728,2.421,1.353,3.731,0.879,2.186,1.898,3.666,0.806
2,12.103,2.263,2.133,5.032,0.768,1.892,1.592,4.742,0.916
3,12.146,2.179,1.434,4.744,0.798,2.405,1.305,5.312,0.727
1,12.205,2.549,1.92,4.194,0.809,2.092,1.897,4.584,0.659
4,12.234,2.0,1.713,3.912,0.914,1.809,1.788,3.76,0.837
2,12.454,2.316,1.978,5.085,0.722,2.262,1.898,4.388,1.013
3,12.557,1.747,1.381,5.507,0.734,1.931,1.547,4.356,0.935
2,13.891,2.16,1.785,4.383,0.824,2.469,1.918,5.037,1.016
1,14.655,2.59,1.916,4.169,0.696,1.852,1.44,4.828,0.638
1,14.918,1.978,1.558,4.666,0.659,2.451,1.847,4.711,0.694
1,15.177,2.24,1.55,3.838,0.623,2.625,1.795,4.694,0.719
3,15.465,2.279,1.698,5.661,0.802,2.069,1.543,5.205,0.889
2,15.623,2.221,1.591,4.15,0.976,2.443,1.544,4.915,0.981
4,15.646,1.812,1.453,3.929,0.983,2.275,1.412,4.435,0.891
3,15.699,2.221,1.542,4.415,0.72,1.829,1.499,5.201,1.002
1,15.811,2.358,1.828,4.446,0.703,2.525,1.844,3.773,0.754
2,15.834,2.236,1.748,4.275,0.722,2.306,1.826,4.297,0.832
3,15.873,1.862,1.69,5.965,0.965,1.901,1.432,5.0,0.744
3,15.916,2.328,1.711,5.812,0.952,1.807,1.378,4.833,0.972
3,16.36,2.315,1.725,5.852,0.881,1.747,1.603,5.26,0.971
3,16.53,1.893,1.397,4.916,0.817,1.807,1.617,4.676,0.854
3,16.671,2.069,1.624,4.891,0.795,2.043,1.758,4.781,0.868
1,16.714,2.211,1.95,4.169,0.79,2.101,1.981,4.047,0.724
2,16.898,2.549,1.667,4.251,0.838,2.251,2.088,5.046,0.837
3,16.98,2.405,1.729,4.427,0.928,2.392,1.733,5.043,0.926
4,16.983,1.85,1.776,3.906,0.755,2.158,1.617,4.054,0.884
1,17.674,2.063,1.752,4.253,0.81,2.171,1.656,3.854,0.728
3,18.414,1.81,1.426,5.332,0.984,2.209,1.369,5.881,0.941
2,18.589,2.438,2.046,4.388,0.867,2.483,1.898,4.545,0.836
2,18.603,2.16,1.964,3.914,0.904,2.094,2.011,4.492,0.882
1,18.636,1.922,1.444,4.361,0.781,2.455,1.822,4.264,0.838
2,18.643,2.426,1.58,4.464,0.847,1.902,1.821,4.584,0.809
2,18.839,2.246,2.113,4.283,0.953,1.914,2.113,3.834,0.982
2,19.066,2.017,1.978,4.392,1.016,2.439,1.917,4.984,0.944
3,19.375,1.751,1.673,5.503,0.937,2.132,1.297,4.933,0.951
4,19.482,2.235,1.405,4.219,0.939,1.916,1.837,3.678,0.777
3,19.577,2.073,1.683,5.099,0.821,2.129,1.635,5.216,0.792
3,19.626,2.389,1.693,5.077,0.864,1.999,1.583,4.951,0.798
4,19.639,1.869,1.372,5.081,1.02,2.379,1.519,5.023,0.946
3,20.001,2.18,1.511,4.595,0.801,2.322,1.69,5.522,1.002
2,20.048,2.547,1.677,3.987,0.933,2.604,2.105,4.893,0.819
1,20.194,2.078,1.709,4.456,0.762,2.192,1.678,4.876,0.84
4,20.243,2.268,1.751,4.565,0.982,1.925,1.588,3.846,1.027
2,20.304,2.097,2.017,4.25,1.0,2.442,2.112,3.637,0.742
2,20.441,2.426,1.871,4.928,1.014,2.229,1.544,4.929,0.909
4,20.579,2.102,1.598,4.067,1.04,2.163,1.689,4.865,0.766
2,20.839,2.364,2.053,4.872,0.871,2.215,1.587,3.63,0.861
4,20.99,2.36,1.884,3.957,1.054,1.771,1.347,4.036,0.889
1,21.055,2.409,1.501,4.583,0.798,2.092,1.911,4.261,0.698
4,21.658,2.193,1.408,4.341,0.826,1.793,1.768,3.754,0.916
2,22.311,2.45,1.673,4.032,0.984,2.433,1.686,5.095,0.964
4,23.554,1.942,1.593,3.751,0.969,2.068,1.504,4.907,0.954
2,23.689,2.261,1.596,3.888,0.96,2.222,2.122,4.365,0.988
3,23.938,2.429,1.694,5.345,0.881,2.212,1.784,4.482,0.836
3,24.038,2.386,1.293,5.815,0.774,1.944,1.749,4.37,0.766
