task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,1.198,2.542,1.786,4.245,0.839,2.016,1.792,4.37,1.014
1,1.326,2.424,1.497,4.081,0.861,2.328,1.826,4.241,0.643
1,1.372,2.388,1.534,4.304,0.764,2.23,1.67,4.529,0.772
2,2.221,2.259,1.83,4.235,0.764,2.063,1.705,4.987,0.809
1,2.275,2.363,1.892,4.136,0.661,2.087,1.603,4.625,0.661
2,2.415,2.017,1.982,4.951,0.803,2.306,1.605,4.48,0.946
2,2.609,2.56,1.747,4.24,0.874,2.438,2.053,4.031,0.953
1,4.162,1.995,1.842,4.225,0.688,2.441,1.884,4.899,0.614
1,4.596,2.621,1.672,4.405,0.843,2.565,1.619,4.962,0.637
1,4.788,2.552,1.49,4.986,0.854,2.592,1.509,4.706,0.655
1,4.876,1.879,1.514,4.104,0.846,2.525,1.604,4.41,0.786
1,4.911,2.131,1.931,4.353,0.7,1.871,1.642,4.252,0.732
1,4.986,1.988,1.569,4.791,0.636,2.173,1.958,4.252,0.859
1,5.431,1.995,1.817,4.325,0.803,2.622,1.916,3.709,0.736
2,6.412,2.264,1.785,4.366,0.889,2.368,1.866,4.317,0.914
1,7.22,2.011,1.515,3.982,0.863,2.338,1.653,5.073,0.653
2,7.423,2.308,1.743,4.564,0.823,2.293,1.63,4.666,0.941
2,8.186,2.577,1.692,5.025,0.893,1.933,2.059,4.817,0.797
1,8.282,2.269,1.445,4.718,0.69,2.468,1.862,4.716,0.778
2,9.081,2.15,1.532,4.62,0.91,1.904,1.866,4.935,0.77
1,10.789,2.276,1.55,3.881,0.689,2.397,1.977,3.902,0.76
1,10.887,2.124,1.742,4.487,0.843,2.453,1.638,3.672,0.749
1,11.174,2.041,1.946,4.38,0.719,1.997,1.512,4.594,0.667
1,11.359,2.453,1.445,4.613,0.797,1.885,1.61,4.469,0.765
1,11.907,2.418,1.87,4.791,0.638,1.881,1.806,4.503,0.621
1,12.526,2.162,1.803,4.044,0.612,2.076,1.433,5.001,0.693
1,12.903,1.853,1.638,4.267,0.632,2.335,1.852,4.075,0.643
2,13.368,2.135,1.984,4.176,0.733,2.297,1.933,3.628,0.913
1,13.71,1.97,1.566,3.709,0.614,2.477,1.591,4.234,0.708
1,13.791,2.167,1.469,4.032,0.799,2.082,1.655,4.452,0.723
1,13.837,2.14,1.859,3.937,0.805,2.042,1.41,3.724,0.709
2,14.478,2.397,1.718,4.666,0.884,2.491,1.873,4.427,0.821
1,14.629,2.169,1.558,4.176,0.662,2.486,1.479,4.357,0.724
