#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,157.0,0.0,1.774,0.263,0.263,1.639,0.236,0.052
2,2,133.0,0.226,11.85,1.148,1.148,13.088,1.137,0.143
3,1,6.0,1.718,2.601,0.299,0.299,1.733,0.189,0.055
4,2,114.0,2.97,11.12,1.027,1.027,10.484,1.469,0.197
5,1,214.0,5.018,1.558,0.111,0.111,2.322,0.203,0.056
6,2,200.0,6.783,13.45,1.215,1.215,14.511,1.273,0.169
7,1,512.0,10.692,1.07,0.169,0.169,2.013,0.103,0.051
8,2,136.0,10.732,14.786,1.481,1.481,14.85,1.392,0.143
9,2,277.0,10.913,12.71,1.469,1.469,13.337,1.091,0.118
10,2,160.0,12.588,10.792,1.01,1.01,13.439,1.405,0.105
11,2,129.0,14.016,11.553,1.456,1.456,14.011,1.219,0.155
12,2,146.0,14.543,11.578,1.461,1.461,11.881,1.108,0.199
13,2,100.0,14.807,12.902,1.141,1.141,14.564,1.289,0.105
14,2,50.0,15.834,10.758,1.126,1.126,10.298,1.118,0.111
15,2,89.0,16.868,14.481,1.084,1.084,10.176,1.499,0.173
16,2,84.0,17.799,13.478,1.025,1.025,12.125,1.021,0.123
17,2,177.0,18.475,10.56,1.147,1.147,13.239,1.12,0.147
18,1,6.0,18.681,1.052,0.262,0.262,1.27,0.29,0.059
19,2,186.0,19.91,11.238,1.012,1.012,13.823,1.264,0.199
20,2,150.0,22.862,10.742,1.2,1.2,14.277,1.252,0.102
21,2,174.0,22.874,13.217,1.062,1.062,11.573,1.011,0.101
22,2,156.0,25.795,11.531,1.262,1.262,14.649,1.463,0.141
23,1,447.0,25.848,2.557,0.184,0.184,1.293,0.221,0.051
24,2,195.0,27.69,13.415,1.45,1.45,12.815,1.333,0.148
25,1,44.0,27.93,1.413,0.103,0.103,2.454,0.228,0.052
26,1,103.0,29.493,1.998,0.175,0.175,2.598,0.129,0.059
27,2,100.0,30.0,10.84,1.493,1.493,10.037,1.437,0.188
28,2,214.0,30.442,13.911,1.075,1.075,12.242,1.075,0.167
29,2,122.0,31.87,14.611,1.117,1.117,10.921,1.484,0.117
30,1,559.0,32.631,2.385,0.191,0.191,1.631,0.299,0.058
31,2,100.0,34.003,10.036,1.259,1.259,12.551,1.062,0.111
32,2,85.0,34.991,11.238,1.374,1.374,11.316,1.286,0.138
33,1,7.0,35.14,2.378,0.19,0.19,2.588,0.182,0.053
34,2,180.0,36.169,12.443,1.416,1.416,14.692,1.317,0.116
35,2,109.0,37.98,13.025,1.264,1.264,14.836,1.253,0.143
36,2,150.0,38.306,12.643,1.203,1.203,13.329,1.302,0.106
37,1,95.0,38.318,1.757,0.254,0.254,2.173,0.247,0.059
38,1,214.0,39.341,1.807,0.249,0.249,2.852,0.269,0.057
39,1,126.0,40.33,1.637,0.265,0.265,1.907,0.221,0.055
40,2,188.0,41.28,14.235,1.205,1.205,11.036,1.495,0.169
41,1,6.0,42.592,2.985,0.203,0.203,2.279,0.13,0.057
42,2,236.0,43.651,10.654,1.063,1.063,10.778,1.479,0.158
43,2,98.0,43.759,14.132,1.124,1.124,14.436,1.381,0.12
44,2,224.0,43.963,14.028,1.031,1.031,13.463,1.2,0.17
