#, task_type_id, size, arrival_time,	execution_time_cpu,	execution_time_gpu,	execution_time_CLOUD
1,	2,	181.0,	0.0,			2.285,			0.108,			0.108,			2.289,			0.101,			0.049
2,	1,	559.0,	0.453,			1.468,			0.966,			0.966,			1.446,			0.972,			0.501
3,	1,	28.0,	0.72,			1.441,			0.971,			0.971,			1.487,			0.973,			0.501
4,	1,	13.0,	1.155,			1.452,			0.971,			0.971,			1.471,			0.981,			0.499
5,	1,	95.0,	1.724,			1.452,			0.962,			0.962,			1.455,			0.948,			0.499
6,	1,	387.0,	1.952,			1.441,			0.966,			0.966,			1.459,			0.958,			0.499
7,	1,	498.0,	2.601,			1.447,			0.977,			0.977,			1.455,			0.969,			0.498
8,	1,	44.0,	2.612,			1.438,			0.961,			0.961,			1.457,			0.976,			0.501
9,	1,	28.0,	2.749,			1.459,			0.965,			0.965,			1.444,			0.97,			0.499
10,	1,	387.0,	2.932,			1.472,			0.977,			0.977,			1.454,			0.975,			0.501
11,	1,	7.0,	3.429,			1.454,			0.979,			0.979,			1.454,			0.983,			0.499
12,	1,	126.0,	3.557,			1.483,			0.962,			0.962,			1.462,			0.961,			0.5
13,	1,	447.0,	3.651,			1.457,			0.972,			0.972,			1.446,			0.985,			0.498
14,	1,	28.0,	3.827,			1.451,			0.966,			0.966,			1.455,			0.942,			0.502
15,	1,	95.0,	4.413,			1.46,			0.985,			0.985,			1.457,			0.962,			0.5
16,	1,	6.0,	4.97,			1.459,			0.971,			0.971,			1.468,			0.968,			0.499
17,	1,	126.0,	5.266,			1.457,			0.954,			0.954,			1.457,			0.979,			0.501
18,	1,	7.0,	5.32,			1.458,			0.983,			0.983,			1.457,			0.971,			0.5
19,	1,	6.0,	5.338,			1.443,			0.978,			0.978,			1.469,			0.969,			0.502
20,	1,	6.0,	5.366,			1.453,			0.968,			0.968,			1.47,			0.966,			0.501
21,	1,	7.0,	5.515,			1.453,			0.963,			0.963,			1.482,			0.942,			0.499
22,	1,	379.0,	5.992,			1.47,			0.962,			0.962,			1.457,			0.969,			0.499
23,	1,	13.0,	6.03,			1.466,			0.957,			0.957,			1.462,			0.971,			0.501
24,	1,	379.0,	8.332,			1.464,			0.972,			0.972,			1.469,			0.984,			0.501
25,	1,	214.0,	10.183,			1.454,			0.98,			0.98,			1.454,			0.969,			0.5
26,	1,	103.0,	10.422,			1.461,			0.962,			0.962,			1.462,			0.983,			0.5
27,	1,	169.0,	10.897,			1.462,			0.958,			0.958,			1.45,			0.981,			0.5
28,	1,	59.0,	10.911,			1.474,			0.963,			0.963,			1.461,			0.968,			0.5
29,	1,	10.0,	11.259,			1.465,			0.978,			0.978,			1.482,			0.952,			0.498
30,	1,	379.0,	11.454,			1.466,			0.984,			0.984,			1.448,			0.955,			0.5
31,	1,	49.0,	11.651,			1.462,			0.972,			0.972,			1.464,			0.98,			0.5
32,	1,	6.0,	11.94,			1.443,			0.947,			0.947,			1.458,			0.994,			0.5
33,	1,	13.0,	12.234,			1.476,			0.983,			0.983,			1.446,			0.977,			0.5
34,	1,	90.0,	13.296,			1.471,			0.971,			0.971,			1.451,			0.973,			0.5
35,	1,	7.0,	13.387,			1.46,			0.977,			0.977,			1.447,			0.984,			0.499
36,	1,	6.0,	13.484,			1.442,			0.968,			0.968,			1.475,			0.981,			0.499
37,	1,	157.0,	13.805,			1.444,			0.971,			0.971,			1.464,			0.981,			0.5
38,	1,	120.0,	15.028,			1.448,			0.966,			0.966,			1.443,			0.981,			0.5
39,	1,	13.0,	15.084,			1.445,			0.967,			0.967,			1.446,			0.978,			0.504
40,	1,	559.0,	15.156,			1.464,			0.969,			0.969,			1.458,			0.983,			0.5
41,	1,	16.0,	15.774,			1.467,			0.967,			0.967,			1.464,			0.991,			0.501
42,	1,	214.0,	16.453,			1.455,			0.965,			0.965,			1.451,			1.005,			0.5
43,	1,	146.0,	16.609,			1.453,			0.979,			0.979,			1.471,			0.987,			0.499
44,	1,	44.0,	17.255,			1.45,			0.954,			0.954,			1.476,			0.965,			0.499
45,	1,	146.0,	17.287,			1.458,			0.976,			0.976,			1.471,			0.963,			0.498
46,	1,	157.0,	17.318,			1.459,			0.965,			0.965,			1.443,			0.97,			0.5
47,	1,	498.0,	17.33,			1.465,			0.97,			0.97,			1.461,			0.97,			0.5
48,	1,	146.0,	18.222,			1.457,			0.953,			0.953,			1.448,			0.992,			0.5
49,	1,	44.0,	18.464,			1.464,			0.97,			0.97,			1.45,			0.956,			0.5
50,	1,	512.0,	18.539,			1.459,			0.984,			0.984,			1.464,			0.977,			0.499
51,	1,	214.0,	19.808,			1.469,			0.962,			0.962,			1.464,			0.97,			0.5
52,	1,	103.0,	20.078,			1.467,			0.974,			0.974,			1.463,			0.963,			0.501
53,	1,	7.0,	20.55,			1.459,			0.968,			0.968,			1.461,			0.954,			0.498
54,	1,	146.0,	20.817,			1.473,			0.961,			0.961,			1.438,			0.983,			0.5
55,	1,	6.0,	21.124,			1.458,			0.971,			0.971,			1.464,			0.983,			0.499
56,	1,	447.0,	21.23,			1.466,			0.979,			0.979,			1.457,			0.978,			0.501
57,	1,	512.0,	21.355,			1.445,			0.98,			0.98,			1.457,			0.96,			0.502
58,	1,	28.0,	22.319,			1.447,			0.983,			0.983,			1.462,			0.983,			0.5
59,	1,	6.0,	24.372,			1.441,			0.951,			0.951,			1.467,			0.978,			0.501
60,	2,	168.0,	25.254,			2.297,			0.098,			0.098,			2.316,			0.102,			0.052
61,	1,	59.0,	26.677,			1.436,			0.971,			0.971,			1.447,			0.975,			0.502
62,	1,	157.0,	27.018,			1.461,			0.96,			0.96,			1.45,			0.97,			0.501
63,	1,	103.0,	27.921,			1.459,			0.964,			0.964,			1.451,			0.964,			0.5
64,	1,	7.0,	27.95,			1.452,			0.973,			0.973,			1.457,			0.95,			0.501
65,	1,	44.0,	28.98,			1.464,			0.947,			0.947,			1.451,			0.963,			0.499
66,	2,	229.0,	29.154,			2.306,			0.093,			0.093,			2.301,			0.095,			0.05
67,	1,	7.0,	30.159,			1.47,			0.974,			0.974,			1.463,			0.973,			0.5
68,	1,	169.0,	30.706,			1.446,			0.97,			0.97,			1.477,			0.963,			0.5
69,	1,	169.0,	30.973,			1.447,			0.964,			0.964,			1.457,			0.957,			0.499
70,	1,	7.0,	31.677,			1.442,			0.968,			0.968,			1.476,			0.961,			0.501
71,	1,	7.0,	31.858,			1.468,			0.983,			0.983,			1.463,			0.973,			0.5
72,	1,	498.0,	32.442,			1.464,			0.975,			0.975,			1.468,			0.965,			0.502
73,	1,	16.0,	32.826,			1.464,			0.968,			0.968,			1.473,			0.978,			0.5
74,	1,	120.0,	33.069,			1.459,			0.97,			0.97,			1.468,			0.972,			0.498
75,	1,	7.0,	33.147,			1.46,			0.967,			0.967,			1.457,			0.987,			0.501
76,	1,	7.0,	34.336,			1.461,			0.958,			0.958,			1.447,			0.982,			0.498
77,	1,	126.0,	34.62,			1.461,			0.976,			0.976,			1.456,			0.979,			0.5
78,	1,	90.0,	35.06,			1.461,			0.979,			0.979,			1.442,			0.982,			0.5
79,	1,	559.0,	35.153,			1.429,			0.981,			0.981,			1.46,			0.959,			0.501
80,	1,	30.0,	35.368,			1.482,			0.987,			0.987,			1.482,			0.965,			0.5
81,	1,	6.0,	35.561,			1.452,			0.962,			0.962,			1.473,			0.984,			0.5
82,	1,	387.0,	36.4,			1.463,			0.971,			0.971,			1.461,			0.985,			0.5
83,	1,	7.0,	36.821,			1.464,			0.979,			0.979,			1.464,			0.983,			0.502
84,	1,	59.0,	37.317,			1.459,			0.971,			0.971,			1.44,			0.969,			0.499
85,	1,	157.0,	37.93,			1.465,			0.97,			0.97,			1.46,			0.966,			0.501
86,	1,	387.0,	38.247,			1.494,			0.966,			0.966,			1.472,			0.965,			0.499
87,	1,	379.0,	38.437,			1.452,			0.979,			0.979,			1.455,			0.961,			0.5
88,	1,	498.0,	38.779,			1.461,			0.981,			0.981,			1.451,			0.961,			0.5
89,	1,	90.0,	38.807,			1.457,			0.969,			0.969,			1.468,			0.977,			0.501
90,	1,	30.0,	39.001,			1.45,			0.966,			0.966,			1.442,			0.994,			0.5
91,	1,	6.0,	39.705,			1.469,			0.963,			0.963,			1.462,			0.965,			0.5
92,	1,	146.0,	40.854,			1.465,			0.965,			0.965,			1.458,			0.951,			0.5
93,	1,	49.0,	41.588,			1.464,			0.979,			0.979,			1.464,			0.963,			0.502
94,	1,	146.0,	43.264,			1.459,			0.956,			0.956,			1.462,			0.968,			0.501
95,	1,	387.0,	43.501,			1.465,			0.964,			0.964,			1.457,			0.987,			0.501
96,	1,	103.0,	44.189,			1.46,			0.954,			0.954,			1.457,			0.991,			0.499
97,	1,	512.0,	44.392,			1.469,			0.964,			0.964,			1.456,			0.981,			0.5
98,	1,	59.0,	45.403,			1.452,			0.957,			0.957,			1.465,			0.99,			0.499
99,	1,	28.0,	45.941,			1.45,			0.96,			0.96,			1.449,			0.959,			0.501
100,	1,	7.0,	46.016,			1.453,			0.959,			0.959,			1.454,			0.96,			0.501
101,	1,	498.0,	46.216,			1.457,			0.962,			0.962,			1.456,			0.983,			0.498
102,	2,	125.0,	47.004,			2.311,			0.094,			0.094,			2.306,			0.099,			0.05
103,	1,	10.0,	47.092,			1.453,			0.974,			0.974,			1.455,			0.97,			0.499
104,	1,	30.0,	48.741,			1.452,			0.962,			0.962,			1.458,			0.964,			0.502
105,	1,	103.0,	49.177,			1.468,			0.971,			0.971,			1.462,			0.959,			0.5
106,	1,	6.0,	49.942,			1.458,			0.965,			0.965,			1.465,			0.974,			0.5
107,	1,	146.0,	50.064,			1.472,			0.955,			0.955,			1.466,			0.962,			0.501
108,	1,	169.0,	50.858,			1.444,			0.973,			0.973,			1.472,			0.982,			0.5
109,	1,	49.0,	51.928,			1.456,			0.967,			0.967,			1.448,			0.95,			0.5
110,	1,	7.0,	52.496,			1.47,			0.984,			0.984,			1.47,			0.974,			0.501
111,	1,	49.0,	52.931,			1.464,			0.974,			0.974,			1.461,			0.962,			0.5
112,	1,	447.0,	53.903,			1.459,			0.987,			0.987,			1.446,			0.972,			0.501
113,	1,	49.0,	54.611,			1.443,			0.963,			0.963,			1.458,			0.995,			0.499
114,	1,	103.0,	55.557,			1.468,			0.987,			0.987,			1.456,			0.966,			0.5
