#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,28.0,0.0,2.627,0.105,0.105,1.913,0.2,0.054
2,1,146.0,0.0,1.807,0.133,0.133,2.096,0.237,0.051
3,2,168.0,2.064,11.459,1.25,1.25,10.205,1.159,0.195
4,2,168.0,3.244,12.576,1.193,1.193,10.72,1.086,0.143
5,2,184.0,6.565,11.46,1.433,1.433,13.664,1.499,0.133
6,2,185.0,7.804,13.703,1.27,1.27,14.804,1.474,0.138
7,2,367.0,8.572,10.316,1.197,1.197,12.764,1.191,0.191
8,2,206.0,11.032,14.77,1.159,1.159,11.248,1.021,0.142
9,2,152.0,12.931,11.317,1.295,1.295,12.528,1.285,0.127
10,2,138.0,14.344,11.335,1.191,1.191,12.005,1.029,0.176
11,2,118.0,14.734,10.27,1.35,1.35,12.588,1.266,0.127
12,2,105.0,15.955,11.89,1.437,1.437,11.289,1.48,0.11
13,1,214.0,15.98,2.326,0.265,0.265,1.039,0.152,0.054
14,2,198.0,16.199,14.658,1.117,1.117,12.107,1.328,0.134
15,2,101.0,18.106,10.316,1.323,1.323,10.592,1.139,0.17
16,2,108.0,18.23,11.423,1.492,1.492,11.411,1.484,0.198
17,2,356.0,18.297,12.662,1.008,1.008,11.441,1.304,0.195
18,2,141.0,18.324,14.334,1.408,1.408,10.16,1.055,0.102
19,2,108.0,18.388,12.971,1.44,1.44,14.917,1.238,0.19
20,2,167.0,18.953,13.894,1.089,1.089,11.685,1.036,0.177
21,2,252.0,20.146,12.999,1.141,1.141,11.753,1.166,0.149
22,2,103.0,24.423,14.289,1.029,1.029,14.509,1.049,0.175
23,2,107.0,26.081,10.595,1.348,1.348,10.475,1.131,0.195
24,1,6.0,28.952,2.038,0.157,0.157,1.97,0.256,0.055
25,2,138.0,30.763,14.005,1.136,1.136,11.917,1.346,0.167
26,2,263.0,31.268,12.792,1.067,1.067,12.115,1.444,0.179
27,1,6.0,31.335,2.268,0.192,0.192,1.076,0.286,0.057
28,2,132.0,31.383,13.396,1.493,1.493,12.841,1.055,0.121
29,1,44.0,31.928,2.545,0.285,0.285,1.79,0.187,0.053
30,2,242.0,33.238,11.968,1.4,1.4,10.96,1.454,0.164
31,2,221.0,33.402,10.907,1.357,1.357,12.733,1.398,0.196
32,1,169.0,33.638,2.092,0.186,0.186,1.761,0.151,0.057
33,2,281.0,33.675,11.88,1.167,1.167,11.764,1.082,0.176
34,1,7.0,33.727,2.084,0.189,0.189,1.116,0.161,0.054
35,2,109.0,33.939,12.971,1.384,1.384,13.476,1.47,0.107
36,2,179.0,35.784,14.789,1.165,1.165,14.682,1.182,0.118
37,2,144.0,35.8,13.86,1.481,1.481,12.54,1.459,0.13
