#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,2,120.0,0.16,12.315,1.025,1.025,14.658,1.381,0.117
2,2,116.0,4.11,14.492,1.12,1.12,12.638,1.102,0.117
3,2,155.0,6.964,14.393,1.202,1.202,13.021,1.44,0.128
4,2,153.0,7.352,14.4,1.098,1.098,10.269,1.025,0.18
5,1,7.0,10.831,2.653,0.184,0.184,1.115,0.254,0.059
6,2,116.0,11.144,12.486,1.015,1.015,14.933,1.015,0.191
7,2,115.0,11.273,14.23,1.155,1.155,13.645,1.346,0.191
8,1,498.0,11.52,2.369,0.278,0.278,2.598,0.287,0.057
9,2,224.0,11.869,12.661,1.453,1.453,11.488,1.442,0.2
10,2,152.0,14.319,11.202,1.243,1.243,13.131,1.096,0.109
11,1,16.0,14.356,1.631,0.176,0.176,2.842,0.168,0.056
12,1,28.0,14.678,2.568,0.249,0.249,1.631,0.165,0.054
13,1,49.0,15.367,2.606,0.119,0.119,2.038,0.133,0.051
14,2,85.0,16.813,11.28,1.306,1.306,12.973,1.131,0.121
15,2,164.0,17.958,11.933,1.039,1.039,12.192,1.489,0.127
16,2,228.0,20.163,12.564,1.212,1.212,12.987,1.016,0.111
17,2,186.0,24.363,10.592,1.495,1.495,12.48,1.229,0.131
18,1,10.0,26.844,2.717,0.158,0.158,2.252,0.269,0.052
19,1,7.0,27.76,1.613,0.289,0.289,2.939,0.179,0.058
20,2,249.0,29.251,12.286,1.255,1.255,14.89,1.401,0.155
21,1,30.0,35.168,2.407,0.184,0.184,1.232,0.251,0.055
22,2,46.0,37.34,11.793,1.108,1.108,10.36,1.282,0.182
23,1,13.0,38.34,2.596,0.176,0.176,1.406,0.198,0.06
24,2,147.0,38.362,11.575,1.222,1.222,12.005,1.412,0.171
25,2,246.0,38.507,10.399,1.418,1.418,12.54,1.316,0.105
26,1,49.0,38.656,1.761,0.21,0.21,2.813,0.251,0.053
27,2,195.0,39.369,14.05,1.321,1.321,10.159,1.197,0.133
28,1,30.0,41.357,1.728,0.222,0.222,1.79,0.212,0.053
29,1,379.0,41.384,2.151,0.191,0.191,1.111,0.178,0.06
30,1,379.0,41.64,2.596,0.29,0.29,1.402,0.217,0.057
31,2,135.0,41.775,14.277,1.039,1.039,13.823,1.198,0.132
32,1,169.0,41.914,2.522,0.205,0.205,2.686,0.106,0.059
33,2,195.0,42.265,10.592,1.166,1.166,11.677,1.048,0.161
34,1,10.0,43.019,2.226,0.142,0.142,1.483,0.272,0.051
35,1,7.0,43.141,1.64,0.104,0.104,2.193,0.237,0.05
36,1,169.0,45.32,2.559,0.121,0.121,1.437,0.142,0.059
37,1,6.0,45.412,1.587,0.108,0.108,2.675,0.25,0.055
38,2,157.0,45.818,10.198,1.121,1.121,14.767,1.181,0.171
39,1,387.0,45.885,1.495,0.248,0.248,2.76,0.156,0.057
40,1,512.0,46.014,2.819,0.205,0.205,2.735,0.161,0.056
41,1,7.0,46.149,2.864,0.192,0.192,2.645,0.201,0.06
42,2,136.0,46.382,11.881,1.153,1.153,11.842,1.251,0.158
43,1,7.0,46.713,1.542,0.253,0.253,1.912,0.292,0.053
44,2,85.0,46.791,10.268,1.413,1.413,12.26,1.461,0.185
45,2,192.0,47.352,10.178,1.364,1.364,12.526,1.381,0.19
46,2,81.0,48.548,10.339,1.229,1.229,13.224,1.324,0.145
47,2,133.0,48.938,14.716,1.453,1.453,11.816,1.179,0.147
48,1,447.0,49.217,2.123,0.174,0.174,2.69,0.149,0.052
49,2,197.0,50.739,13.469,1.426,1.426,11.403,1.027,0.174
50,1,95.0,51.03,1.631,0.174,0.174,1.435,0.286,0.056
51,2,86.0,51.126,11.28,1.236,1.236,12.841,1.433,0.197
52,2,266.0,51.233,12.909,1.468,1.468,10.15,1.494,0.159
53,2,67.0,51.826,13.027,1.025,1.025,14.323,1.357,0.121
54,1,7.0,52.322,2.068,0.233,0.233,2.999,0.11,0.05
55,1,28.0,52.358,1.755,0.164,0.164,1.309,0.229,0.054
56,2,100.0,52.384,12.315,1.204,1.204,10.952,1.07,0.105
57,2,125.0,52.694,10.84,1.261,1.261,11.011,1.236,0.102
58,1,44.0,53.395,1.913,0.133,0.133,2.122,0.284,0.054
59,1,447.0,53.583,1.908,0.286,0.286,2.131,0.275,0.053
60,2,136.0,53.79,11.611,1.185,1.185,14.32,1.346,0.136
61,1,387.0,53.969,2.283,0.123,0.123,2.317,0.183,0.052
62,2,148.0,54.984,11.385,1.141,1.141,10.392,1.356,0.139
63,1,7.0,55.779,2.349,0.178,0.178,1.489,0.295,0.057
64,1,146.0,57.309,2.598,0.171,0.171,2.03,0.116,0.057
65,2,178.0,57.32,14.863,1.017,1.017,14.464,1.406,0.114
66,2,96.0,57.412,10.527,1.418,1.418,12.668,1.124,0.14
67,2,60.0,58.486,12.315,1.426,1.426,14.464,1.244,0.111
68,2,295.0,59.481,14.424,1.349,1.349,14.127,1.397,0.147
69,1,28.0,59.632,1.688,0.217,0.217,1.505,0.252,0.057
70,1,157.0,59.747,2.69,0.109,0.109,2.167,0.28,0.059
71,2,176.0,60.071,14.464,1.273,1.273,11.134,1.327,0.135
72,1,28.0,60.368,1.3,0.245,0.245,2.865,0.127,0.058
73,2,204.0,60.533,14.002,1.464,1.464,12.934,1.139,0.113
74,2,146.0,60.542,13.478,1.356,1.356,11.753,1.185,0.118
75,1,7.0,60.885,2.144,0.274,0.274,1.433,0.163,0.053
76,2,153.0,61.113,14.132,1.114,1.114,13.889,1.406,0.188
77,2,165.0,62.112,14.439,1.178,1.178,10.56,1.068,0.199
78,2,201.0,63.812,11.92,1.141,1.141,13.86,1.44,0.103
79,1,214.0,64.295,2.223,0.131,0.131,1.75,0.196,0.06
80,1,28.0,64.525,1.005,0.151,0.151,2.623,0.206,0.053
81,2,36.0,65.278,14.967,1.47,1.47,10.882,1.43,0.127
82,1,103.0,65.885,1.701,0.151,0.151,2.08,0.227,0.054
83,2,104.0,66.087,11.93,1.327,1.327,11.438,1.283,0.195
84,1,103.0,66.449,1.956,0.153,0.153,1.472,0.21,0.053
85,1,44.0,66.514,2.408,0.223,0.223,1.826,0.215,0.06
86,1,7.0,66.58,1.979,0.287,0.287,1.626,0.27,0.054
87,2,195.0,66.794,12.955,1.416,1.416,11.328,1.06,0.14
88,2,76.0,66.981,13.977,1.188,1.188,12.643,1.451,0.105
89,2,115.0,67.349,13.747,1.356,1.356,13.899,1.397,0.149
90,2,286.0,67.543,10.054,1.128,1.128,11.28,1.349,0.104
91,2,109.0,68.187,10.721,1.117,1.117,13.386,1.386,0.118
92,1,146.0,68.522,1.907,0.147,0.147,2.084,0.2,0.055
93,1,90.0,70.112,1.729,0.135,0.135,1.69,0.124,0.06
94,1,447.0,70.558,1.505,0.171,0.171,1.942,0.263,0.058
95,2,120.0,71.292,13.973,1.479,1.479,12.134,1.212,0.148
96,1,387.0,71.54,2.866,0.213,0.213,2.176,0.243,0.05
97,1,7.0,71.924,1.969,0.235,0.235,2.18,0.147,0.052
98,1,6.0,72.219,2.9,0.161,0.161,2.163,0.237,0.054
99,1,103.0,72.337,2.18,0.116,0.116,2.914,0.267,0.056
100,2,178.0,72.471,14.692,1.41,1.41,12.434,1.212,0.137
101,1,512.0,72.752,2.565,0.166,0.166,1.719,0.284,0.057
102,2,53.0,72.791,14.735,1.033,1.033,13.093,1.392,0.139
103,1,146.0,73.625,1.211,0.116,0.116,1.613,0.249,0.054
104,1,44.0,73.791,2.057,0.17,0.17,1.728,0.227,0.058
105,1,126.0,73.798,2.013,0.146,0.146,2.601,0.215,0.058
106,2,155.0,74.229,10.952,1.373,1.373,13.645,1.381,0.126
107,2,90.0,74.309,10.9,1.239,1.239,11.557,1.268,0.14
108,1,30.0,74.893,1.225,0.113,0.113,1.998,0.195,0.055
109,1,7.0,75.295,2.288,0.151,0.151,1.864,0.297,0.058
110,1,6.0,75.393,1.869,0.142,0.142,1.715,0.172,0.055
111,1,13.0,75.664,2.283,0.2,0.2,2.796,0.216,0.052
112,1,6.0,75.781,1.537,0.245,0.245,1.217,0.231,0.058
113,2,174.0,75.884,14.906,1.314,1.314,11.335,1.31,0.137
114,1,120.0,76.573,2.222,0.214,0.214,2.149,0.243,0.057
115,1,44.0,76.752,1.403,0.279,0.279,1.441,0.243,0.057
116,2,171.0,76.842,11.81,1.131,1.131,10.924,1.103,0.174
117,1,447.0,76.975,2.298,0.123,0.123,1.482,0.141,0.06
118,1,7.0,76.988,1.728,0.285,0.285,2.351,0.178,0.053
119,1,13.0,77.113,1.441,0.228,0.228,1.581,0.235,0.057
120,1,214.0,77.172,1.977,0.217,0.217,1.211,0.222,0.053
121,1,13.0,77.642,1.651,0.103,0.103,2.861,0.126,0.053
122,1,559.0,77.645,1.168,0.162,0.162,1.703,0.114,0.053
123,1,512.0,78.59,1.104,0.27,0.27,2.038,0.114,0.054
124,1,7.0,78.618,1.192,0.185,0.185,2.176,0.246,0.052
125,1,157.0,79.299,1.141,0.11,0.11,2.102,0.139,0.06
126,1,6.0,79.362,1.912,0.152,0.152,1.729,0.223,0.055
127,2,204.0,79.999,13.837,1.471,1.471,13.42,1.397,0.134
128,2,48.0,80.059,10.159,1.242,1.242,10.014,1.171,0.15
129,1,214.0,80.368,1.977,0.124,0.124,1.095,0.179,0.052
130,1,49.0,81.144,2.048,0.146,0.146,1.575,0.29,0.055
131,1,7.0,81.345,1.605,0.132,0.132,1.828,0.18,0.058
132,2,164.0,81.635,11.334,1.114,1.114,13.059,1.077,0.167
133,1,120.0,82.127,2.976,0.238,0.238,1.913,0.288,0.05
134,1,13.0,83.097,1.191,0.29,0.29,2.41,0.134,0.054
135,1,16.0,83.495,1.423,0.195,0.195,2.627,0.151,0.052
136,2,104.0,83.923,12.206,1.137,1.137,10.702,1.45,0.119
137,1,6.0,84.079,1.679,0.221,0.221,1.682,0.111,0.053
138,2,86.0,84.108,11.81,1.218,1.218,14.859,1.489,0.167
139,2,159.0,84.474,10.594,1.407,1.407,10.681,1.29,0.139
140,1,49.0,84.534,1.048,0.16,0.16,1.942,0.252,0.056
141,1,126.0,84.944,1.733,0.282,0.282,1.282,0.106,0.056
142,1,103.0,85.067,1.485,0.101,0.101,2.027,0.167,0.056
143,1,95.0,85.415,1.631,0.249,0.249,2.625,0.124,0.052
144,1,169.0,85.811,2.318,0.294,0.294,2.562,0.233,0.058
145,2,43.0,86.072,13.038,1.074,1.074,10.118,1.206,0.108
146,2,151.0,86.202,13.45,1.051,1.051,12.849,1.082,0.199
147,1,6.0,86.283,2.076,0.29,0.29,1.096,0.182,0.054
148,1,447.0,86.305,1.719,0.132,0.132,1.927,0.262,0.058
149,1,95.0,86.313,2.92,0.279,0.279,1.862,0.259,0.05
150,1,16.0,86.432,1.932,0.234,0.234,1.078,0.117,0.053
151,1,59.0,87.045,1.581,0.294,0.294,1.706,0.156,0.052
152,1,7.0,87.613,2.194,0.254,0.254,1.554,0.138,0.06
153,1,13.0,88.202,1.73,0.21,0.21,1.532,0.114,0.059
154,1,7.0,88.336,2.014,0.109,0.109,2.301,0.237,0.058
155,2,135.0,88.356,14.323,1.384,1.384,13.575,1.03,0.15
156,1,103.0,89.403,2.601,0.142,0.142,2.249,0.233,0.054
157,1,7.0,89.529,1.071,0.232,0.232,1.67,0.21,0.055
158,1,559.0,89.807,2.954,0.218,0.218,2.265,0.135,0.054
159,1,49.0,89.947,2.11,0.249,0.249,2.35,0.193,0.06
160,1,44.0,90.055,2.293,0.156,0.156,2.004,0.252,0.054
161,1,95.0,90.149,2.844,0.16,0.16,1.825,0.174,0.05
162,2,314.0,90.353,12.291,1.406,1.406,12.357,1.062,0.139
163,1,169.0,90.388,2.881,0.22,0.22,2.349,0.125,0.053
164,2,68.0,90.812,13.439,1.357,1.357,11.11,1.056,0.148
165,1,95.0,90.825,1.833,0.158,0.158,1.411,0.15,0.055
166,1,120.0,91.778,2.642,0.258,0.258,2.525,0.215,0.059
167,1,6.0,92.409,2.697,0.139,0.139,1.482,0.195,0.056
168,1,379.0,93.274,1.035,0.229,0.229,2.614,0.197,0.052
169,1,498.0,93.604,1.08,0.115,0.115,1.494,0.195,0.055
170,1,6.0,94.101,2.133,0.231,0.231,1.757,0.209,0.055
171,1,90.0,94.148,2.288,0.228,0.228,1.26,0.186,0.05
172,1,7.0,94.345,1.071,0.114,0.114,1.876,0.226,0.056
173,1,387.0,94.547,1.483,0.254,0.254,1.303,0.133,0.056
174,2,263.0,95.446,12.089,1.131,1.131,13.021,1.137,0.149
175,1,214.0,95.759,1.211,0.154,0.154,1.642,0.222,0.054
176,1,10.0,96.107,2.697,0.179,0.179,2.133,0.249,0.053
177,1,16.0,96.111,1.653,0.121,0.121,2.614,0.29,0.059
178,1,559.0,96.276,1.116,0.268,0.268,2.273,0.284,0.054
179,1,10.0,96.673,1.733,0.217,0.217,1.81,0.182,0.054
180,1,95.0,96.707,1.372,0.192,0.192,1.841,0.29,0.051
181,1,214.0,97.116,1.011,0.113,0.113,2.301,0.2,0.053
182,1,103.0,97.509,1.158,0.14,0.14,2.936,0.205,0.058
183,1,559.0,97.604,1.651,0.169,0.169,1.217,0.213,0.054
184,2,127.0,97.696,14.215,1.334,1.334,14.492,1.178,0.106
185,1,28.0,98.322,2.705,0.232,0.232,2.454,0.245,0.054
186,1,6.0,98.393,1.932,0.234,0.234,1.038,0.167,0.058
187,1,6.0,98.459,2.418,0.19,0.19,1.285,0.152,0.051
188,2,90.0,98.577,10.72,1.369,1.369,13.129,1.029,0.199
189,1,157.0,99.203,1.581,0.12,0.12,2.461,0.129,0.059
190,1,7.0,99.31,1.283,0.174,0.174,2.324,0.238,0.052
191,1,7.0,99.354,2.1,0.288,0.288,2.509,0.215,0.057
192,1,44.0,100.074,1.076,0.245,0.245,1.702,0.258,0.054
193,1,90.0,100.695,2.711,0.162,0.162,2.454,0.139,0.06
194,1,6.0,100.709,2.278,0.247,0.247,2.976,0.102,0.059
195,1,498.0,100.722,1.625,0.289,0.289,2.789,0.266,0.053
196,1,120.0,101.253,2.797,0.154,0.154,1.031,0.294,0.052
197,1,6.0,101.293,2.26,0.259,0.259,2.298,0.203,0.051
198,1,103.0,101.446,2.35,0.198,0.198,1.539,0.152,0.059
199,1,10.0,101.655,1.169,0.124,0.124,2.862,0.185,0.051
200,1,169.0,101.897,2.454,0.147,0.147,1.702,0.185,0.05
201,1,6.0,101.98,1.821,0.238,0.238,2.691,0.208,0.051
202,1,30.0,102.269,1.876,0.148,0.148,2.866,0.229,0.053
203,1,90.0,102.342,2.759,0.27,0.27,2.31,0.135,0.055
204,2,164.0,102.651,14.424,1.055,1.055,12.328,1.494,0.156
205,1,44.0,102.939,2.31,0.16,0.16,2.184,0.151,0.054
206,1,7.0,103.02,2.425,0.235,0.235,1.217,0.112,0.052
207,2,157.0,103.514,13.061,1.003,1.003,14.464,1.454,0.159
208,1,7.0,103.655,2.759,0.183,0.183,2.984,0.263,0.06
209,1,146.0,103.699,2.068,0.104,0.104,2.016,0.176,0.053
210,1,44.0,103.709,1.748,0.173,0.173,1.422,0.137,0.059
211,1,13.0,103.864,2.025,0.26,0.26,1.571,0.272,0.06
212,1,6.0,104.071,1.643,0.283,0.283,1.4,0.166,0.05
213,1,103.0,104.116,1.393,0.288,0.288,1.826,0.229,0.052
214,1,6.0,104.367,1.582,0.231,0.231,1.557,0.17,0.051
215,1,7.0,104.451,2.18,0.247,0.247,1.769,0.244,0.05
216,1,559.0,104.57,1.659,0.296,0.296,1.878,0.146,0.053
217,1,7.0,105.189,2.503,0.142,0.142,1.962,0.17,0.054
218,1,44.0,105.19,1.423,0.147,0.147,1.561,0.206,0.058
219,1,6.0,105.499,1.875,0.269,0.269,1.64,0.235,0.051
220,1,90.0,105.965,1.07,0.173,0.173,1.291,0.21,0.057
221,1,28.0,106.511,1.283,0.177,0.177,2.678,0.189,0.051
222,1,7.0,106.689,2.461,0.24,0.24,1.305,0.15,0.051
223,1,387.0,106.713,1.517,0.119,0.119,2.711,0.205,0.059
224,1,10.0,106.716,2.446,0.263,0.263,1.543,0.209,0.056
225,1,169.0,107.602,2.427,0.122,0.122,2.454,0.249,0.051
226,1,49.0,107.884,2.305,0.202,0.202,2.074,0.211,0.057
227,1,146.0,108.033,2.602,0.29,0.29,2.832,0.275,0.059
228,1,7.0,108.182,1.119,0.124,0.124,2.761,0.121,0.06
229,1,30.0,108.285,2.567,0.214,0.214,1.314,0.158,0.055
230,1,16.0,108.603,1.23,0.212,0.212,1.481,0.237,0.054
231,1,90.0,109.284,2.703,0.117,0.117,1.391,0.119,0.057
232,1,28.0,109.558,2.01,0.153,0.153,1.694,0.228,0.051
233,1,90.0,109.729,2.131,0.209,0.209,1.755,0.101,0.05
234,1,126.0,109.914,2.797,0.209,0.209,2.571,0.106,0.056
235,1,498.0,109.927,2.691,0.221,0.221,1.749,0.288,0.051
236,1,157.0,109.987,2.19,0.195,0.195,2.541,0.284,0.05
237,1,10.0,110.181,2.847,0.248,0.248,1.928,0.265,0.055
238,1,7.0,110.469,2.864,0.207,0.207,1.969,0.252,0.054
239,1,512.0,110.582,1.168,0.117,0.117,2.321,0.251,0.051
240,1,387.0,110.6,2.911,0.166,0.166,1.409,0.141,0.055
241,1,59.0,110.612,2.631,0.223,0.223,1.141,0.222,0.058
242,1,7.0,110.984,2.304,0.122,0.122,1.266,0.174,0.054
243,1,10.0,111.124,2.901,0.269,0.269,2.35,0.133,0.058
244,1,512.0,111.588,1.071,0.214,0.214,1.525,0.174,0.059
245,1,44.0,111.981,1.121,0.208,0.208,1.128,0.135,0.058
246,1,90.0,112.186,1.151,0.176,0.176,1.491,0.194,0.051
247,2,155.0,112.232,13.303,1.248,1.248,10.742,1.154,0.165
248,1,44.0,112.977,2.098,0.27,0.27,2.727,0.2,0.054
249,1,6.0,112.992,1.296,0.275,0.275,2.813,0.177,0.06
250,1,157.0,113.02,2.051,0.109,0.109,2.467,0.236,0.059
251,2,177.0,113.136,13.288,1.01,1.01,10.173,1.24,0.14
252,1,447.0,113.315,1.631,0.193,0.193,2.844,0.195,0.058
253,1,169.0,113.442,1.991,0.124,0.124,1.097,0.279,0.055
254,1,512.0,113.524,1.287,0.245,0.245,2.232,0.145,0.051
255,1,379.0,114.167,2.446,0.258,0.258,2.486,0.27,0.052
256,1,512.0,114.253,2.947,0.101,0.101,2.735,0.162,0.051
257,1,379.0,114.506,2.669,0.106,0.106,1.838,0.174,0.058
258,1,7.0,114.56,1.146,0.121,0.121,1.029,0.27,0.059
259,1,7.0,114.925,1.499,0.103,0.103,2.316,0.23,0.056
260,1,95.0,115.085,1.998,0.13,0.13,2.153,0.187,0.059
261,1,49.0,115.118,2.286,0.135,0.135,1.719,0.106,0.052
262,1,103.0,115.518,1.708,0.125,0.125,2.286,0.29,0.051
263,1,13.0,115.572,2.678,0.201,0.201,2.984,0.159,0.051
264,1,447.0,115.578,1.688,0.177,0.177,2.712,0.201,0.052
265,1,7.0,115.692,1.566,0.277,0.277,1.805,0.178,0.06
266,2,188.0,115.791,10.72,1.051,1.051,10.035,1.497,0.125
267,1,13.0,115.812,2.131,0.107,0.107,2.169,0.153,0.057
268,1,7.0,116.052,1.736,0.235,0.235,2.954,0.166,0.057
269,1,30.0,116.091,1.962,0.209,0.209,1.838,0.259,0.056
270,1,7.0,116.395,1.63,0.133,0.133,2.678,0.107,0.052
271,1,512.0,116.487,1.225,0.199,0.199,1.241,0.157,0.06
272,1,379.0,117.141,1.911,0.257,0.257,1.467,0.295,0.051
273,1,7.0,117.344,1.61,0.209,0.209,1.485,0.192,0.055
274,1,387.0,117.386,2.777,0.175,0.175,2.324,0.27,0.059
275,1,103.0,117.578,2.753,0.195,0.195,2.418,0.168,0.058
276,1,157.0,117.65,2.26,0.216,0.216,2.492,0.167,0.051
277,1,10.0,117.859,2.487,0.243,0.243,2.065,0.251,0.056
278,1,103.0,118.425,1.935,0.211,0.211,1.844,0.163,0.055
279,1,214.0,118.664,1.155,0.101,0.101,2.796,0.174,0.053
280,2,147.0,118.725,10.627,1.287,1.287,14.916,1.43,0.167
281,1,512.0,118.733,1.432,0.177,0.177,1.731,0.193,0.056
282,1,30.0,118.945,2.398,0.235,0.235,1.421,0.222,0.056
283,1,30.0,119.129,1.907,0.23,0.23,1.531,0.214,0.054
284,1,6.0,119.605,2.318,0.233,0.233,2.293,0.205,0.057
285,1,498.0,120.181,1.092,0.158,0.158,1.302,0.151,0.052
286,1,44.0,120.212,2.991,0.15,0.15,2.298,0.236,0.056
287,2,184.0,120.328,10.792,1.219,1.219,11.28,1.484,0.19
288,1,6.0,120.392,1.13,0.19,0.19,2.984,0.254,0.056
289,1,44.0,120.433,2.424,0.228,0.228,2.628,0.114,0.056
290,1,157.0,120.67,1.63,0.283,0.283,2.858,0.195,0.05
291,1,379.0,120.694,2.598,0.298,0.298,2.157,0.226,0.058
292,1,90.0,120.807,1.291,0.281,0.281,1.134,0.286,0.053
293,1,126.0,121.181,2.073,0.189,0.189,2.916,0.205,0.059
294,2,129.0,121.251,12.329,1.374,1.374,14.076,1.148,0.125
295,1,10.0,121.578,1.733,0.113,0.113,2.303,0.212,0.057
296,1,169.0,121.836,1.63,0.297,0.297,2.819,0.29,0.056
297,1,157.0,121.957,1.639,0.299,0.299,1.998,0.277,0.055
298,1,16.0,122.296,2.525,0.173,0.173,1.007,0.183,0.051
