#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,2,135.0,5.717,11.854,1.177,1.177,14.387,1.493,0.136
2,2,66.0,7.463,11.339,1.248,1.248,11.289,1.409,0.147
3,1,103.0,11.611,1.651,0.276,0.276,1.116,0.255,0.054
4,2,145.0,13.209,11.661,1.187,1.187,11.915,1.064,0.138
5,2,102.0,14.929,12.127,1.392,1.392,11.727,1.142,0.114
6,2,141.0,16.442,10.548,1.33,1.33,10.146,1.492,0.17
7,1,146.0,19.753,1.382,0.171,0.171,2.8,0.202,0.057
8,2,125.0,19.764,12.206,1.207,1.207,10.769,1.44,0.163
9,2,184.0,19.861,11.966,1.41,1.41,14.767,1.409,0.157
10,2,192.0,21.939,11.933,1.465,1.465,10.162,1.166,0.112
11,2,110.0,22.112,10.173,1.302,1.302,11.393,1.481,0.185
12,1,6.0,25.106,2.874,0.149,0.149,1.031,0.144,0.059
13,2,261.0,26.664,12.064,1.029,1.029,12.486,1.087,0.124
14,2,86.0,26.703,14.12,1.396,1.396,10.521,1.192,0.176
15,1,7.0,27.204,1.331,0.228,0.228,2.939,0.128,0.056
16,2,185.0,27.413,12.125,1.324,1.324,12.317,1.008,0.13
17,2,138.0,27.943,11.971,1.286,1.286,14.576,1.268,0.125
18,2,171.0,29.614,11.247,1.411,1.411,10.506,1.001,0.199
19,2,69.0,29.966,14.117,1.103,1.103,13.288,1.272,0.127
20,2,115.0,31.855,11.508,1.296,1.296,11.662,1.282,0.152
21,2,101.0,31.927,11.328,1.069,1.069,11.437,1.311,0.131
22,2,108.0,33.214,14.4,1.135,1.135,10.187,1.289,0.186
23,1,157.0,34.463,1.004,0.161,0.161,2.167,0.124,0.06
24,1,7.0,35.205,2.759,0.172,0.172,2.632,0.109,0.056
25,2,278.0,35.237,10.035,1.299,1.299,11.262,1.389,0.142
26,2,113.0,36.679,14.729,1.354,1.354,14.929,1.401,0.186
27,2,157.0,38.188,12.581,1.473,1.473,11.781,1.065,0.107
28,1,146.0,38.492,2.895,0.235,0.235,1.331,0.244,0.055
29,1,30.0,39.211,2.055,0.21,0.21,2.08,0.221,0.059
30,2,183.0,40.208,12.33,1.029,1.029,10.175,1.481,0.111
31,2,106.0,41.369,11.153,1.456,1.456,12.463,1.47,0.181
32,1,7.0,41.693,2.685,0.142,0.142,2.03,0.295,0.058
33,2,79.0,43.52,12.617,1.335,1.335,14.836,1.069,0.119
34,1,126.0,44.088,1.225,0.282,0.282,1.111,0.148,0.052
35,2,131.0,44.977,11.496,1.159,1.159,10.27,1.422,0.126
36,1,6.0,45.22,1.537,0.268,0.268,2.102,0.116,0.059
37,1,44.0,45.561,1.956,0.103,0.103,2.916,0.263,0.053
38,1,6.0,46.005,1.096,0.267,0.267,1.112,0.212,0.06
39,1,214.0,47.128,2.686,0.171,0.171,1.116,0.138,0.058
40,1,95.0,47.5,2.786,0.153,0.153,1.402,0.267,0.051
41,2,194.0,47.928,11.89,1.077,1.077,14.399,1.253,0.11
42,1,7.0,48.567,2.457,0.288,0.288,1.523,0.284,0.05
43,2,192.0,48.835,12.964,1.092,1.092,11.28,1.332,0.134
44,1,6.0,49.324,2.697,0.178,0.178,2.269,0.299,0.058
45,2,157.0,49.571,14.582,1.409,1.409,10.9,1.43,0.16
46,2,134.0,50.124,14.931,1.337,1.337,13.45,1.374,0.156
47,2,230.0,50.174,14.216,1.227,1.227,11.994,1.361,0.196
48,2,198.0,50.451,14.767,1.146,1.146,10.043,1.159,0.165
49,1,95.0,50.745,1.539,0.19,0.19,2.316,0.164,0.05
50,1,28.0,51.566,2.8,0.221,0.221,2.393,0.155,0.058
51,1,559.0,51.569,1.169,0.266,0.266,1.445,0.191,0.055
52,1,30.0,53.057,1.119,0.152,0.152,2.2,0.135,0.053
