task_type,m1_1,m2_1,m3_1,m4_1
T2,0.426,4.637,13.264,20.962
T2,0.487,4.344,14.039,22.48
T2,0.477,4.966,14.233,19.602
T1,0.013,0.121,0.424,0.619
T2,0.446,4.651,14.842,22.133
T4,1.178,10.325,34.377,54.225
T3,0.684,8.016,21.363,33.659
T4,1.038,10.411,33.141,54.1
T2,0.423,4.666,14.071,19.802
T2,0.45,4.823,14.735,20.797
T3,0.721,7.674,22.701,36.196
T2,0.435,4.68,15.191,20.17
T1,0.012,0.122,0.383,0.594
T1,0.013,0.134,0.407,0.588
T1,0.014,0.133,0.411,0.638
T4,1.035,11.013,35.546,46.678
T4,1.055,11.561,31.264,50.418
T2,0.467,4.513,14.031,22.615
T4,1.03,10.757,36.391,50.899
T2,0.451,4.361,13.195,21.881
T3,0.752,6.869,22.427,31.445
T3,0.68,6.995,24.509,35.563
T4,1.116,11.908,36.252,48.354
T1,0.014,0.137,0.371,0.577
T3,0.756,7.395,21.78,32.709
T1,0.013,0.126,0.431,0.567
T4,1.187,10.39,35.172,47.652
T3,0.771,7.062,24.12,31.389
T3,0.726,7.096,24.311,33.561
T1,0.014,0.13,0.412,0.543
T2,0.447,4.562,15.165,19.518
T3,0.783,7.958,24.28,34.416
T3,0.692,7.895,23.933,32.109
T2,0.477,4.934,13.305,21.016
T1,0.014,0.119,0.383,0.543
T1,0.013,0.125,0.387,0.608
T3,0.785,6.841,22.539,33.911
T2,0.483,4.453,13.802,19.984
T4,1.113,10.937,33.84,49.637
T4,1.096,12.008,32.843,48.614
T2,0.426,4.668,14.201,22.371
T3,0.768,7.955,21.052,36.176
T4,1.096,10.409,36.321,51.956
T4,1.091,11.483,34.244,50.248
T2,0.474,4.863,14.464,21.881
T4,1.067,10.321,32.169,51.027
T3,0.706,7.621,21.906,33.988
T2,0.438,4.275,13.596,20.754
T3,0.789,7.093,22.611,33.545
T2,0.497,4.918,15.131,21.562
T1,0.013,0.127,0.393,0.55
T4,1.035,10.392,32.97,50.587
T3,0.784,7.684,23.921,33.066
T1,0.013,0.135,0.369,0.54
T2,0.453,4.631,15.415,19.446
T3,0.691,7.699,25.003,31.502
T3,0.776,7.483,24.999,36.143
T4,1.023,10.553,36.224,53.525
T3,0.781,7.207,21.28,32.714
T4,1.156,11.708,36.329,53.495
T4,1.089,11.699,36.062,46.329
T2,0.422,4.53,13.988,20.302
T1,0.013,0.12,0.435,0.614
T1,0.013,0.14,0.379,0.637
T2,0.468,4.688,15.093,19.498
T1,0.013,0.121,0.397,0.615
T2,0.487,4.968,13.905,20.056
T4,1.006,10.832,34.997,53.487
T4,1.026,10.923,35.683,45.926
T4,1.086,10.678,34.923,49.564
T4,1.087,11.486,31.207,51.938
T2,0.432,4.648,14.43,21.073
T3,0.756,6.905,21.867,34.814
T1,0.012,0.127,0.399,0.635
T3,0.735,7.146,22.57,31.643
T2,0.437,4.381,13.114,19.358
T2,0.46,4.28,13.2,19.804
T4,1.133,10.306,35.028,52.705
T3,0.78,7.592,23.751,35.103
T3,0.751,7.508,22.124,31.86
T2,0.466,4.464,14.441,19.206
T2,0.497,4.745,14.501,19.46
T3,0.752,7.412,24.888,35.454
T3,0.802,7.951,24.868,35.073
T3,0.788,8.093,23.77,34.795
T4,1.045,10.647,35.428,52.002
T3,0.69,8.108,21.53,32.104
T3,0.707,7.882,21.151,35.03
T4,1.015,10.372,36.757,48.67
T2,0.437,4.624,13.389,21.224
T3,0.728,7.397,24.197,35.483
T3,0.783,7.152,23.912,36.222
T1,0.013,0.12,0.402,0.559
T4,1.182,11.245,35.1,53.569
T1,0.012,0.122,0.408,0.587
T4,1.161,11.205,32.095,51.376
T4,1.103,10.282,31.599,54.22
T3,0.686,6.847,22.099,32.759
T4,1.17,11.336,32.133,54.005
T3,0.734,7.823,24.665,34.389
T2,0.497,4.638,13.179,20.437
T3,0.756,7.915,24.112,33.875
T3,0.685,7.58,23.944,33.035
T2,0.475,4.955,14.606,21.837
T2,0.462,5.015,14.131,20.471
T3,0.731,7.861,24.977,36.128
T1,0.013,0.136,0.412,0.625
T2,0.475,5.01,13.522,20.295
T2,0.448,4.943,14.489,19.101
T2,0.447,4.629,13.332,22.218
T3,0.74,7.376,21.145,35.599
T4,1.115,10.141,33.352,47.749
T1,0.014,0.134,0.416,0.637
T1,0.013,0.142,0.423,0.548
T2,0.491,4.833,13.957,19.884
T3,0.729,7.725,24.687,35.737
T2,0.431,4.561,14.38,21.349
T4,1.044,11.374,31.218,51.207
T2,0.455,4.68,13.106,21.132
T1,0.012,0.135,0.407,0.623
T3,0.729,7.567,21.491,36.396
T1,0.013,0.128,0.433,0.615
T1,0.012,0.119,0.381,0.618
T2,0.439,4.857,14.158,19.359
T1,0.012,0.139,0.395,0.55
T1,0.014,0.126,0.407,0.545
T1,0.012,0.121,0.396,0.613
T4,1.16,10.338,31.705,50.648
T4,1.011,11.252,33.888,45.871
T1,0.013,0.12,0.422,0.563
T4,1.189,11.601,32.159,47.604
T1,0.013,0.128,0.406,0.598
T1,0.013,0.132,0.415,0.621
T1,0.013,0.123,0.397,0.635
T4,1.092,11.534,32.361,50.601
T2,0.483,4.252,14.46,21.918
T1,0.013,0.12,0.431,0.639
T1,0.014,0.124,0.367,0.59
T3,0.776,6.865,24.435,35.524
T1,0.013,0.132,0.43,0.591
T2,0.441,4.803,14.601,21.722
T1,0.012,0.126,0.372,0.596
T1,0.012,0.138,0.385,0.628
T4,1.012,11.093,36.753,54.008
T4,1.164,10.587,35.383,49.43
T3,0.734,7.81,24.366,31.029
T2,0.425,4.441,13.041,22.022
T1,0.014,0.122,0.424,0.608
T1,0.012,0.126,0.388,0.6
T2,0.457,4.994,13.655,19.796
T4,1.066,10.292,32.294,50.563
T3,0.751,7.273,22.734,33.365
T3,0.725,7.976,24.983,33.335
T2,0.466,4.688,14.315,22.166
T1,0.012,0.128,0.367,0.619
T2,0.472,4.389,13.871,21.494
T3,0.684,7.567,21.452,31.473
T2,0.432,4.32,14.578,21.136
T2,0.489,4.353,13.986,19.81
T3,0.692,7.007,22.892,31.635
T2,0.437,4.339,14.044,20.133
T4,1.134,10.186,32.264,46.25
T4,1.115,10.611,31.697,53.157
T4,1.037,10.44,32.159,53.14
T4,1.114,10.839,34.226,45.807
T3,0.679,7.248,24.61,35.778
T3,0.727,7.11,21.111,34.371
T3,0.723,7.002,24.149,34.385
T3,0.733,8.109,21.036,34.138
T2,0.431,4.499,15.375,21.901
T4,1.017,11.288,35.037,49.851
T3,0.736,7.79,23.911,32.825
T3,0.735,6.859,22.811,32.1
T2,0.495,4.546,13.093,21.112
T1,0.012,0.132,0.429,0.595
T4,1.028,11.259,34.101,49.966
T3,0.799,8.044,24.431,33.394
T2,0.446,4.357,13.833,19.464
T1,0.014,0.131,0.414,0.551
T3,0.694,7.752,24.889,35.206
T3,0.728,7.544,21.434,33.777
T1,0.014,0.138,0.419,0.538
T4,1.071,11.931,33.231,45.691
T2,0.465,4.845,14.1,21.726
T4,1.113,10.338,35.096,49.026
T4,1.162,11.062,31.699,52.254
T3,0.734,7.204,23.638,31.904
T2,0.422,4.335,15.451,21.279
T1,0.012,0.121,0.408,0.541
T2,0.457,4.604,13.795,21.094
T4,1.102,11.906,34.084,45.991
T3,0.704,7.199,22.095,32.044
T3,0.785,7.941,22.619,34.386
T4,1.099,12.01,32.945,46.505
T3,0.79,7.876,24.395,35.98
T4,1.071,10.333,33.72,53.425
T2,0.457,4.721,14.801,20.116
T4,1.126,10.462,35.905,54.171
T3,0.725,7.725,22.02,36.106
T2,0.455,4.682,13.924,21.253
T3,0.798,7.822,24.674,36.447
T4,1.163,11.886,32.991,51.592
T3,0.742,7.604,22.082,33.241
T4,1.109,11.201,36.579,49.145
T3,0.801,7.435,24.639,31.196
T3,0.756,7.469,21.761,35.315
T3,0.801,7.026,21.28,36.566
T4,1.032,10.381,34.096,49.847
T4,1.13,11.283,36.147,53.424
T2,0.439,4.942,14.359,22.366
T1,0.013,0.133,0.415,0.613
T3,0.712,7.042,21.953,33.068
T2,0.419,4.516,15.312,20.11
T2,0.432,4.544,14.078,20.777
T4,1.077,11.473,31.976,53.927
T4,1.005,11.535,35.409,50.753
T1,0.014,0.14,0.382,0.638
T1,0.013,0.136,0.406,0.555
T2,0.483,4.602,15.025,19.635
T3,0.764,6.913,23.452,33.032
T3,0.689,7.248,23.41,32.189
T1,0.013,0.124,0.417,0.626
T3,0.726,7.621,23.257,33.592
T1,0.014,0.128,0.434,0.635
T1,0.013,0.132,0.392,0.63
T2,0.458,4.425,13.166,21.906
T2,0.491,4.231,15.172,19.751
T3,0.693,6.997,24.747,31.357
T3,0.709,7.32,24.521,32.583
T2,0.463,5.016,13.283,20.813
T3,0.733,7.949,22.858,35.378
T4,1.123,10.699,32.49,48.21
T1,0.012,0.132,0.388,0.594
T3,0.693,7.515,22.554,34.731
T2,0.431,4.32,15.375,19.332
T2,0.453,4.567,13.541,20.281
T3,0.8,7.711,24.426,35.431
T4,1.141,11.201,36.94,50.412
T1,0.013,0.142,0.399,0.618
T2,0.462,4.303,14.479,19.858
T2,0.452,4.563,14.491,21.023
T1,0.013,0.121,0.41,0.621
T2,0.428,4.584,15.363,22.167
T4,1.189,11.741,33.84,50.061
T2,0.422,4.244,14.762,21.683
T3,0.72,7.332,23.207,35.823
T2,0.423,4.913,13.035,19.606
T1,0.013,0.133,0.409,0.621
T3,0.763,6.89,23.027,33.455
T2,0.497,4.295,14.805,19.816
T1,0.013,0.124,0.385,0.568
T4,1.152,12.039,35.13,47.596
T4,1.056,10.753,32.603,50.674
T1,0.013,0.135,0.404,0.608
T4,1.168,11.914,36.969,48.49
T1,0.012,0.12,0.433,0.57
T2,0.489,4.614,13.138,19.522
T4,1.047,10.712,33.82,48.703
T1,0.014,0.134,0.416,0.594
T3,0.746,7.078,24.801,32.33
T4,1.055,10.753,34.051,46.555
T2,0.424,4.955,15.309,22.243
T1,0.012,0.126,0.386,0.614
T2,0.494,4.441,13.626,19.981
T2,0.426,4.642,13.91,21.39
T4,1.117,10.974,32.034,46.303
T2,0.427,4.68,14.467,20.624
T1,0.012,0.139,0.418,0.622
T2,0.489,4.91,14.287,20.845
T2,0.482,4.73,15.319,21.723
T3,0.751,7.398,25.012,36.608
T4,1.072,10.468,34.515,49.877
T3,0.77,6.92,24.889,34.663
T2,0.494,4.334,14.319,21.527
T2,0.473,4.887,13.929,19.253
T2,0.426,4.889,14.197,21.767
T2,0.427,4.944,13.723,20.137
T3,0.784,7.816,22.786,31.173
T4,1.02,11.968,34.415,52.528
T3,0.715,7.336,22.311,34.64
T1,0.013,0.13,0.435,0.596
T4,1.188,10.876,34.179,52.522
T2,0.423,4.738,15.32,19.764
T1,0.013,0.136,0.372,0.549
T3,0.693,7.853,22.709,31.836
T3,0.766,7.242,21.917,35.41
T3,0.793,7.793,21.947,33.09
T2,0.422,4.878,15.009,20.883
T2,0.459,5.004,13.822,19.838
T1,0.014,0.12,0.375,0.625
T4,1.173,11.396,33.386,52.314
T3,0.71,7.691,22.364,34.605
T1,0.014,0.133,0.372,0.545
T3,0.771,7.12,22.045,33.05
T1,0.013,0.123,0.419,0.571
T2,0.47,4.627,14.517,22.313
T1,0.014,0.125,0.414,0.582
T1,0.014,0.134,0.382,0.578
T1,0.012,0.121,0.42,0.621
T1,0.012,0.128,0.43,0.611
T2,0.444,4.356,14.785,21.171
T2,0.444,4.922,13.253,20.18
T4,1.123,11.562,31.926,52.537
T1,0.013,0.121,0.369,0.62
T3,0.778,7.496,23.209,32.759
T2,0.489,4.901,15.237,20.713
T1,0.012,0.127,0.404,0.538
T3,0.746,7.281,23.559,30.852
T1,0.013,0.137,0.381,0.596
T1,0.014,0.141,0.41,0.6
T3,0.798,7.296,23.562,33.452
T4,1.136,11.127,35.814,54.082
T4,1.006,11.77,32.241,50.291
T4,1.086,10.88,31.499,47.049
T2,0.457,5.009,15.01,20.254
T2,0.449,4.756,15.217,19.483
T4,1.188,10.618,36.746,46.914
T3,0.756,7.365,23.175,36.259
T3,0.696,7.133,22.604,34.296
T4,1.187,10.317,35.707,49.55
T1,0.013,0.134,0.417,0.553
T2,0.464,4.251,15.362,21.166
T2,0.467,4.375,14.625,22.67
T3,0.794,7.603,21.183,36.608
T2,0.424,5.024,14.697,19.688
T2,0.469,4.249,15.418,20.714
T3,0.7,7.417,24.425,36.235
T4,1.14,11.43,32.101,54.142
T4,1.155,11.859,34.598,48.257
T2,0.467,4.634,14.276,22.186
T2,0.449,5.015,13.826,20.806
T2,0.466,4.299,14.657,22.402
T3,0.79,7.998,24.134,36.452
T4,1.168,10.494,36.76,49.358
T1,0.013,0.128,0.396,0.556
T3,0.727,7.868,24.878,32.526
T4,1.156,10.565,31.223,53.587
T3,0.799,8.081,21.377,35.492
T3,0.788,8.058,22.517,35.388
T1,0.012,0.136,0.41,0.617
T2,0.475,4.487,13.618,20.596
T4,1.158,11.777,34.461,46.626
T1,0.012,0.132,0.368,0.629
T3,0.692,7.426,21.039,35.027
T2,0.434,4.761,13.132,20.181
T2,0.485,4.451,15.059,20.883
T3,0.738,7.728,22.922,36.67
T1,0.012,0.132,0.378,0.589
T4,1.05,11.361,35.249,47.634
T3,0.697,6.906,21.251,35.927
T2,0.463,4.918,15.437,22.166
T4,1.12,10.825,31.651,51.89
T2,0.461,4.727,13.861,19.806
T4,1.077,12.054,34.036,53.927
T1,0.014,0.12,0.435,0.593
T4,1.053,11.315,35.278,52.401
T1,0.014,0.128,0.417,0.549
T2,0.461,4.955,15.348,20.161
T4,1.096,10.511,34.305,49.581
T1,0.012,0.137,0.418,0.581
T2,0.488,4.267,13.829,21.722
T3,0.776,8.127,21.678,33.085
T4,1.143,11.114,36.159,46.523
T1,0.012,0.131,0.388,0.563
T4,1.063,10.998,33.983,53.015
T2,0.481,4.647,13.162,19.25
T2,0.479,4.729,15.05,19.634
T4,1.063,10.158,33.448,51.303
T1,0.013,0.121,0.427,0.638
T4,1.165,10.8,32.833,51.235
T1,0.014,0.13,0.407,0.593
T1,0.013,0.136,0.425,0.604
T2,0.497,4.822,13.316,19.434
T3,0.781,7.54,22.082,31.339
T1,0.013,0.128,0.433,0.616
T4,1.18,11.049,33.991,51.566
T2,0.429,4.724,13.903,22.533
T4,1.146,11.016,33.635,47.25
T2,0.494,4.941,15.327,19.452
T4,1.092,10.381,35.926,50.545
T1,0.013,0.133,0.398,0.551
T1,0.013,0.124,0.416,0.608
T2,0.463,4.952,13.918,19.281
T2,0.491,4.467,14.503,22.269
T2,0.453,4.716,15.207,20.073
T3,0.757,7.065,24.387,32.47
T1,0.014,0.123,0.379,0.625
T2,0.449,4.771,14.401,22.133
T1,0.013,0.121,0.388,0.609
T2,0.422,4.895,14.927,22.415
T3,0.76,6.984,23.777,31.783
T2,0.463,4.976,13.876,22.065
T1,0.014,0.119,0.372,0.573
T3,0.769,7.499,23.587,32.717
T4,1.178,11.109,34.554,48.258
T2,0.481,4.562,13.806,20.468
T4,1.185,10.558,34.885,52.669
T3,0.692,7.125,22.508,36.557
T2,0.452,5.025,13.992,21.244
T2,0.475,4.733,15.333,22.5
T3,0.696,7.843,24.692,36.327
T1,0.014,0.133,0.397,0.629
T4,1.035,10.481,34.867,50.949
T3,0.756,7.684,24.443,36.438
T1,0.012,0.134,0.373,0.588
T2,0.424,4.621,13.205,20.908
