task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.004,1.488,0.879,1.429,0.91
2,0.354,6.07,1.394,2.488,3.276
2,0.38,1.764,0.803,4.339,1.601
1,0.552,2.074,1.158,1.442,0.928
1,0.566,1.825,0.903,1.486,1.444
1,0.681,1.772,1.396,2.015,0.883
1,0.773,1.437,0.908,1.11,1.401
1,0.955,1.749,0.841,1.757,1.25
2,1.088,4.051,1.641,1.616,1.723
2,1.255,3.698,2.182,1.689,0.965
2,1.27,6.025,1.663,12.36,3.25
1,1.58,1.22,1.119,1.749,0.797
2,1.641,2.831,0.6,12.463,1.309
1,1.723,1.284,0.925,2.228,0.998
1,1.934,1.835,0.856,0.937,1.259
1,2.356,1.511,0.958,1.267,1.447
2,2.379,11.381,2.992,7.238,0.542
1,2.424,2.382,1.405,1.763,0.949
2,2.444,4.615,1.329,3.698,0.819
1,2.487,1.227,0.587,1.097,0.811
1,2.566,1.253,1.209,1.41,0.884
2,2.632,5.61,1.26,2.831,3.424
2,2.696,5.775,2.896,3.194,0.591
1,2.838,2.435,0.911,1.487,0.908
1,3.0,1.442,1.405,2.155,1.436
2,3.001,10.999,2.291,4.023,0.983
1,3.065,2.123,0.827,1.987,1.228
2,3.114,4.028,3.294,3.75,0.917
2,3.115,5.388,2.429,11.905,0.837
1,3.178,1.281,1.377,0.983,1.243
1,3.23,1.297,0.623,2.087,0.823
2,3.596,2.571,3.169,5.219,0.699
2,3.617,5.671,3.433,4.379,2.396
1,3.675,2.038,0.746,1.128,1.335
1,3.7,1.556,1.417,1.391,0.813
1,3.86,1.211,0.944,2.144,1.386
1,3.963,1.506,1.264,1.294,0.725
2,4.075,7.125,0.973,3.213,2.394
2,4.327,3.73,1.613,5.89,1.915
1,4.967,1.035,0.932,1.09,0.931
1,5.014,1.321,0.935,1.501,1.109
2,5.075,8.374,2.908,12.422,2.27
1,5.129,1.533,0.619,1.031,1.401
2,5.27,8.062,0.685,3.858,1.211
2,5.333,13.779,0.943,2.472,1.485
2,5.362,2.46,3.424,8.024,1.662
2,5.477,7.624,0.636,4.933,0.914
2,5.575,4.023,1.015,9.48,1.363
2,5.84,5.47,1.89,1.977,1.754
2,5.853,6.608,1.066,3.038,0.929
2,5.957,3.509,1.178,5.488,0.837
1,6.017,1.321,1.387,1.212,1.384
1,6.364,2.119,1.181,1.412,0.734
1,6.547,1.812,0.934,1.203,0.611
1,6.601,2.134,1.132,2.162,1.228
2,6.659,3.855,1.098,6.309,3.415
1,6.738,2.012,0.752,1.019,1.339
1,6.81,2.027,1.187,1.351,0.944
1,6.827,1.208,1.22,1.228,1.344
2,6.931,2.738,0.903,4.79,1.295
2,6.951,8.728,0.699,12.982,1.031
1,7.079,1.239,1.245,1.499,1.241
1,7.156,1.77,0.764,1.106,0.914
2,7.209,4.792,1.853,11.493,1.334
2,7.26,9.003,1.42,13.011,2.843
2,7.337,5.165,3.424,6.394,0.747
2,7.453,1.417,0.818,4.841,0.865
1,7.852,1.807,0.903,1.13,1.21
2,7.915,5.43,2.908,5.68,1.176
1,8.172,1.239,0.627,1.262,0.953
2,8.307,4.524,1.671,5.212,1.106
1,8.39,1.41,0.875,1.019,0.82
1,8.413,1.237,0.981,0.962,0.92
1,8.467,0.993,1.522,1.406,0.963
1,8.602,1.556,1.12,1.023,0.968
1,8.616,2.001,1.527,0.986,0.614
2,8.656,1.918,1.009,8.906,0.982
2,8.665,9.048,2.247,2.544,2.508
2,9.21,6.844,1.658,1.191,0.699
1,9.28,1.227,0.857,2.186,0.588
1,9.3,2.18,0.776,1.426,0.613
2,9.529,3.381,0.601,12.982,1.036
1,9.583,1.38,0.719,2.146,0.868
1,9.59,1.403,1.177,1.253,0.62
1,9.608,1.0,0.88,1.778,0.967
1,9.8,1.403,0.894,1.306,1.457
1,9.832,1.476,0.992,1.213,1.233
2,9.882,6.093,0.738,2.928,0.754
1,9.886,1.763,0.828,2.279,1.258
2,10.192,2.172,3.343,2.446,1.215
2,10.228,8.809,1.74,9.048,1.106
2,10.5,4.103,1.776,3.223,1.275
2,10.529,2.694,2.755,2.747,1.175
1,10.619,1.407,0.964,1.32,0.919
1,10.664,0.945,0.924,1.289,0.87
2,10.771,5.805,1.09,4.107,1.695
1,10.817,1.435,1.121,2.099,1.115
2,10.839,9.02,1.454,13.287,0.819
1,10.972,1.249,0.621,1.894,1.234
2,11.065,3.381,2.166,5.83,1.232
1,11.095,1.016,0.92,1.251,0.935
1,11.212,1.019,0.945,1.328,0.872
1,11.395,1.213,1.057,0.979,0.958
1,11.398,1.257,1.143,1.106,0.621
1,11.555,1.483,0.618,0.999,0.972
2,11.575,4.555,3.465,7.39,2.81
1,11.588,2.126,1.144,1.293,0.918
1,11.626,1.752,0.976,1.233,1.011
1,11.655,1.433,1.123,1.444,0.855
2,11.779,12.475,1.853,11.459,0.543
1,11.865,1.201,0.611,1.541,0.936
2,12.396,13.868,2.774,8.164,0.891
2,12.434,3.73,0.879,4.422,1.426
1,12.441,1.083,0.617,1.219,0.957
1,12.505,2.023,0.611,1.239,0.837
1,12.528,1.267,1.233,2.123,0.877
2,12.576,10.361,3.294,4.016,0.824
1,12.613,1.299,0.922,1.123,1.393
1,12.669,1.501,0.912,1.757,0.931
2,12.697,1.977,0.551,2.45,0.939
2,12.722,5.43,0.804,8.783,0.661
2,12.763,3.943,2.751,1.9,0.835
1,12.777,0.985,0.722,1.304,0.94
2,12.814,2.952,1.135,6.844,1.443
1,12.994,2.04,0.92,1.2,0.924
1,13.439,1.749,1.426,2.13,0.913
1,13.593,0.935,0.968,2.036,0.632
2,13.609,4.16,0.754,11.641,1.618
2,13.757,5.69,0.833,8.05,0.608
2,13.803,2.486,1.432,2.457,0.84
1,13.879,1.002,0.884,1.447,0.764
1,14.024,1.725,0.619,1.507,1.396
2,14.154,11.941,2.96,1.954,0.873
2,14.195,9.789,1.158,3.645,2.989
1,14.298,1.242,0.932,1.256,0.932
2,14.363,2.064,1.74,1.962,1.365
1,14.404,1.426,0.832,1.287,0.87
2,14.461,2.15,3.43,6.769,2.067
2,14.538,11.941,0.663,3.654,0.975
1,14.568,1.023,0.896,1.425,1.44
1,14.594,2.361,1.241,1.087,0.911
1,14.742,1.059,0.959,2.079,0.867
2,14.886,2.015,2.507,2.563,1.89
1,15.014,1.299,0.833,1.257,0.848
2,15.081,2.684,0.987,9.692,2.589
1,15.322,2.014,1.429,1.418,0.739
1,15.335,1.841,0.835,1.966,0.613
2,15.651,2.488,1.807,13.792,1.998
2,15.821,2.241,1.7,5.743,1.011
2,15.913,13.751,1.744,2.082,2.507
1,15.947,1.087,0.62,1.794,0.666
1,16.026,1.351,1.237,1.293,1.387
2,16.076,1.993,1.598,4.2,2.105
2,16.164,9.015,0.912,12.1,1.456
1,16.17,2.138,0.903,1.442,0.655
1,16.273,1.834,0.641,0.981,1.347
2,16.41,11.381,2.71,2.402,2.601
2,16.477,2.794,1.605,2.727,0.992
2,16.607,4.721,0.533,8.879,0.905
1,16.715,1.193,0.935,0.979,0.876
1,16.851,2.446,1.107,2.124,0.971
2,16.9,2.432,1.953,1.562,1.76
2,16.91,13.587,0.699,2.457,1.502
1,16.974,1.983,0.995,1.423,0.995
2,17.059,2.873,2.776,1.962,0.914
1,17.15,2.151,0.884,1.254,0.914
1,17.268,1.835,0.884,1.237,0.991
2,17.275,1.526,1.091,4.58,1.857
1,17.386,1.263,0.925,1.921,0.617
2,17.457,9.789,2.507,4.554,0.973
2,17.529,14.09,0.748,6.475,2.782
2,17.691,1.969,1.522,2.688,1.89
1,17.854,1.759,0.628,1.306,0.618
1,17.869,2.049,0.845,2.091,0.953
1,17.879,2.176,0.934,1.802,0.628
1,17.98,0.935,0.897,1.202,1.13
2,17.989,4.016,0.835,2.193,3.191
2,18.151,6.769,0.588,12.422,1.243
2,18.337,6.635,0.733,3.888,0.804
2,18.404,2.902,2.247,2.802,0.987
1,18.557,1.185,0.94,1.426,0.867
1,18.666,1.435,0.619,1.271,0.661
