task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.14,2.757,0.601,4.107,1.916
1,0.422,1.262,1.245,1.248,0.958
1,0.461,1.25,1.137,1.511,0.832
2,0.923,1.818,0.745,12.36,2.199
2,1.0,2.304,0.699,8.809,0.796
1,1.176,1.189,1.109,1.062,0.87
1,1.416,1.242,0.887,1.265,0.945
2,1.459,5.734,0.774,6.475,1.001
2,1.565,3.858,0.779,4.389,2.782
2,1.914,2.687,1.5,5.62,0.805
1,2.154,1.224,1.183,1.051,0.946
1,2.156,2.186,1.137,1.424,0.621
1,2.209,1.438,0.833,1.005,0.883
1,2.489,0.945,0.919,1.924,0.951
2,2.57,4.705,1.42,7.125,1.215
2,2.74,13.287,1.919,11.941,2.016
1,3.144,1.959,1.244,1.779,0.904
2,3.153,8.728,2.78,3.074,0.745
1,3.16,1.852,1.233,1.325,0.945
1,3.629,2.069,0.934,1.214,0.953
1,3.649,1.422,1.49,2.144,0.611
1,3.674,1.501,1.192,1.803,0.653
1,3.75,1.265,0.633,1.327,0.788
1,3.775,1.82,1.405,1.249,0.844
2,3.841,5.594,2.705,6.718,1.694
1,4.021,2.37,0.998,1.941,0.79
1,4.197,1.105,1.527,1.291,1.178
2,4.228,6.948,1.562,4.341,1.76
1,4.314,1.016,0.797,0.948,1.25
2,4.389,3.911,1.42,11.718,0.975
2,4.455,2.632,2.05,4.79,0.656
2,4.498,3.188,1.659,2.195,1.348
2,4.592,5.338,1.232,4.161,1.484
2,4.674,9.651,1.279,5.559,0.946
1,4.756,2.049,1.107,1.286,0.617
1,4.762,1.442,1.233,1.252,0.884
2,4.764,4.289,2.092,1.818,1.212
2,4.834,3.907,3.169,4.841,1.106
2,4.877,9.839,0.901,4.684,0.874
1,4.89,1.815,0.928,2.155,0.928
2,4.953,2.864,1.009,3.176,1.242
2,5.057,12.1,0.987,3.943,1.924
1,5.348,1.536,0.874,1.08,1.389
1,5.432,1.261,0.898,1.018,1.255
1,5.56,0.953,1.115,1.316,1.396
1,5.726,1.541,0.874,0.966,0.917
2,5.756,5.824,1.682,6.039,1.404
1,5.758,2.121,0.94,1.262,0.889
2,5.861,5.7,1.324,5.671,1.701
1,5.904,1.239,0.591,2.043,0.947
2,6.055,6.025,1.089,9.02,3.167
2,6.112,3.109,1.721,4.454,0.531
1,6.148,1.178,0.629,1.434,0.918
2,6.239,12.424,0.729,5.603,0.657
1,6.433,1.093,0.627,1.018,1.347
2,6.492,7.59,0.622,4.919,0.818
2,6.762,2.199,1.025,2.496,3.071
2,6.937,2.924,0.943,5.69,1.675
2,6.985,4.312,1.011,1.594,1.107
1,7.181,1.293,1.123,2.05,1.246
1,7.208,1.252,1.192,1.205,1.244
2,7.253,3.004,0.941,6.873,1.262
2,7.266,12.036,0.759,3.284,3.142
2,7.361,4.324,1.707,2.738,1.158
2,7.459,1.504,0.611,6.635,0.775
2,7.486,2.268,2.139,4.858,1.5
2,7.489,4.113,2.067,4.373,1.701
2,7.646,6.63,3.015,4.322,0.982
2,7.788,8.036,1.394,1.898,3.112
2,7.863,13.39,1.425,11.134,0.941
1,8.523,1.306,0.903,1.349,0.837
2,8.565,3.658,1.236,3.52,2.78
1,8.77,1.11,0.63,2.228,0.627
1,8.92,1.247,0.844,1.799,1.383
2,8.949,3.949,0.614,2.767,3.335
1,8.966,2.059,0.94,1.019,1.231
1,8.968,1.254,0.607,2.119,0.862
2,9.002,9.897,1.066,7.706,2.954
1,9.02,1.248,0.615,1.213,0.928
2,9.056,2.043,1.646,9.643,1.04
2,9.099,8.879,2.954,13.39,0.674
2,9.121,12.475,1.969,1.764,1.062
2,9.192,9.082,3.071,11.381,0.8
1,9.296,1.2,1.342,1.001,0.899
1,9.362,1.834,0.816,1.461,0.617
1,9.453,1.752,0.917,1.035,0.89
1,9.727,1.412,0.614,1.011,0.919
2,9.729,3.054,0.932,3.527,0.731
2,9.782,4.825,1.642,5.671,1.426
1,10.104,1.066,0.95,1.035,0.731
1,10.275,1.18,0.827,0.948,1.449
2,10.59,5.748,1.212,7.156,2.405
1,10.64,1.351,0.956,1.406,0.857
1,10.709,1.38,1.123,1.326,0.914
2,10.836,4.927,1.092,3.034,2.956
2,10.898,5.487,2.048,4.132,0.988
1,10.943,1.274,0.96,1.244,0.961
1,11.018,1.233,1.141,1.115,1.233
1,11.067,2.382,0.928,1.258,0.944
2,11.069,6.369,1.771,13.587,1.853
1,11.085,1.541,0.948,2.099,0.895
1,11.197,1.283,0.621,1.319,0.652
1,11.324,2.446,0.991,2.122,1.383
2,11.376,8.507,0.983,2.941,2.705
2,11.548,4.684,1.133,1.799,0.564
1,11.575,2.305,1.161,0.999,0.913
2,11.642,2.578,2.384,3.028,1.667
2,11.647,2.814,1.663,10.546,2.412
2,11.798,6.601,0.543,9.048,3.488
2,11.841,4.858,1.776,13.587,1.553
1,12.006,1.932,0.958,1.966,0.872
2,12.089,3.969,1.502,1.962,1.485
1,12.306,1.437,0.841,1.185,0.813
1,12.313,1.11,1.187,2.121,0.867
1,12.352,1.941,0.928,1.027,0.901
1,12.377,2.164,0.794,1.189,0.964
1,12.503,1.323,0.877,2.34,0.878
1,12.573,1.102,0.874,0.999,0.832
1,12.706,1.223,0.666,1.522,0.919
2,12.737,2.481,2.601,2.881,0.766
2,12.768,2.992,3.238,4.684,1.891
1,12.817,1.321,0.863,1.224,0.868
2,12.817,5.388,3.142,10.841,0.981
2,12.905,4.841,1.559,1.679,0.924
2,12.963,6.488,3.151,1.743,1.991
2,12.977,2.587,3.294,8.355,0.642
2,13.234,13.021,2.929,1.44,0.697
2,13.383,9.048,0.74,8.101,2.173
1,13.477,1.027,1.241,0.944,0.899
1,13.5,2.179,0.877,1.303,0.919
2,13.533,3.781,0.902,2.794,2.007
1,13.589,1.566,0.9,1.298,1.459
2,13.711,4.516,0.733,1.703,2.984
1,13.741,1.011,1.346,1.437,1.396
2,14.153,4.841,1.093,8.515,0.73
1,14.18,1.25,1.449,1.764,0.965
1,14.222,1.216,1.074,1.431,1.153
1,14.373,1.453,1.444,1.516,0.727
2,14.374,9.02,3.009,2.688,0.941
1,14.444,1.253,0.912,1.418,0.929
1,14.854,1.747,0.841,1.021,1.29
1,15.106,1.488,0.864,0.985,0.992
1,15.334,1.13,1.618,2.228,1.398
2,15.498,5.165,3.265,1.954,0.9
1,15.526,1.819,0.612,0.991,1.164
2,15.567,5.338,0.947,8.024,2.139
2,15.65,12.565,1.446,1.967,1.091
1,15.869,1.29,1.346,1.213,0.613
1,15.926,1.128,0.841,1.337,1.13
2,16.012,5.386,0.699,5.064,0.551
1,16.166,1.556,1.199,2.028,0.797
2,16.187,3.004,0.918,5.327,1.776
2,16.264,5.141,1.924,5.444,0.72
2,16.336,3.88,0.656,1.81,1.637
1,16.607,1.232,0.874,2.159,1.392
1,17.15,2.162,0.649,1.007,0.739
1,17.356,1.237,1.187,1.196,0.85
1,17.436,1.487,0.986,1.021,1.258
1,17.488,1.78,0.615,1.414,0.88
1,17.494,1.428,0.996,1.351,0.902
1,17.65,1.489,0.804,2.051,1.12
1,17.877,1.233,0.593,2.044,1.49
2,17.936,1.872,1.363,2.15,2.984
1,17.998,1.293,0.85,1.309,0.848
2,18.055,3.645,1.692,3.643,1.626
2,18.175,11.024,3.141,4.919,1.216
1,18.446,1.208,0.877,1.25,0.957
1,18.48,1.556,1.229,1.841,0.92
1,18.638,2.059,0.898,1.201,0.884
2,18.739,5.715,0.567,6.132,2.811
2,18.802,2.421,1.117,4.615,0.697
1,18.915,1.514,0.885,2.051,0.893
2,18.945,2.063,0.918,12.036,1.957
2,19.115,9.3,2.166,7.338,0.601
1,19.129,1.308,0.94,1.261,0.892
1,19.135,2.435,0.692,1.252,0.612
1,19.174,0.944,1.332,1.414,1.182
1,19.216,1.403,1.228,1.434,0.926
1,19.299,1.747,1.189,0.935,0.872
2,19.307,3.169,2.385,12.036,2.23
2,19.389,11.226,1.644,1.957,1.693
2,19.394,2.687,3.162,1.75,2.295
2,19.568,4.899,0.974,7.507,0.999
2,19.577,5.146,1.301,4.312,0.784
1,19.625,1.329,1.109,1.134,0.641
2,19.68,8.233,1.01,3.0,1.253
1,19.9,2.097,0.73,1.223,0.688
2,19.952,3.501,0.791,7.115,0.924
2,19.988,11.134,0.564,4.32,1.737
1,20.076,1.3,0.926,1.223,0.621
2,20.164,13.827,1.11,2.737,1.658
2,20.17,8.13,1.209,7.084,0.551
2,20.19,1.579,0.731,7.605,1.604
2,20.28,8.293,1.296,2.558,0.975
1,20.305,1.343,0.616,1.987,0.739
1,20.561,1.417,0.932,1.503,1.161
2,20.565,3.47,1.943,2.304,0.553
2,20.567,4.79,1.309,3.634,1.723
2,20.574,4.111,1.028,2.156,0.686
2,20.603,3.781,1.117,3.756,1.701
2,20.637,8.402,1.154,1.962,1.74
2,20.809,2.767,2.249,9.84,1.548
2,21.012,3.028,1.825,5.062,0.884
2,21.016,10.999,3.041,3.743,1.194
1,21.177,1.223,1.217,1.262,0.935
2,21.274,4.16,1.605,2.688,1.626
1,21.614,1.921,0.9,1.221,0.62
2,21.661,4.209,2.384,3.752,0.701
2,21.672,1.183,3.085,6.394,0.429
2,21.822,12.185,3.151,11.548,0.865
1,21.914,1.406,0.853,1.286,1.268
1,22.096,1.756,0.833,1.295,0.875
2,22.205,7.102,1.636,10.532,0.675
2,22.274,3.219,1.263,11.458,1.557
1,22.587,1.802,0.92,1.108,0.896
2,22.604,6.772,2.27,7.507,1.826
2,22.87,4.972,1.133,2.687,0.737
1,23.055,1.094,0.885,1.782,0.855
2,23.171,13.021,1.76,2.488,1.754
1,23.257,1.351,1.078,1.221,0.623
2,23.263,5.255,1.188,12.216,1.309
1,23.281,1.223,0.92,1.426,0.621
2,23.523,8.946,1.663,11.905,1.334
2,23.59,5.986,2.589,13.409,1.428
2,23.623,5.141,1.639,2.346,2.0
2,23.659,2.197,2.039,4.129,3.015
2,23.685,2.64,1.553,8.906,1.553
1,23.696,2.072,0.841,1.222,0.614
1,23.79,1.326,1.178,2.116,0.94
1,23.881,1.533,0.619,1.017,0.955
1,23.911,1.326,1.115,1.091,0.654
2,23.945,11.381,3.244,11.641,1.215
1,23.999,1.469,0.882,1.292,0.905
2,24.052,3.855,1.275,3.756,2.469
1,24.29,1.763,0.616,1.284,0.863
2,24.422,6.082,2.292,10.721,1.937
1,24.44,1.87,0.861,1.11,1.143
1,24.632,1.343,0.967,1.343,1.074
2,24.649,2.421,1.366,5.973,1.21
2,24.783,6.348,1.455,10.361,0.784
1,24.895,1.106,1.128,2.116,1.459
1,24.939,1.403,0.812,1.248,0.95
1,24.965,1.344,0.903,1.802,0.927
2,24.973,4.209,0.955,10.331,0.918
1,25.042,1.403,0.739,1.798,0.991
2,25.124,3.297,1.375,2.727,2.956
2,25.183,12.422,0.894,6.047,0.674
1,25.347,1.86,1.24,2.252,0.91
1,25.368,0.987,1.245,2.151,0.947
2,25.382,12.982,0.601,3.509,1.444
1,25.424,1.035,0.619,2.046,0.839
2,25.5,6.608,0.476,8.728,0.917
2,25.607,7.238,1.319,5.068,1.74
1,25.661,1.016,0.946,1.087,0.865
2,25.888,2.952,1.232,2.553,0.919
2,25.995,4.42,2.105,12.444,3.43
1,26.007,1.325,1.114,2.179,0.896
2,26.066,4.028,2.519,2.207,0.66
1,26.161,1.293,0.619,0.989,1.131
1,26.188,1.267,0.947,1.035,0.833
2,26.193,9.015,1.031,4.488,0.912
1,26.443,1.766,0.855,2.191,0.734
2,26.739,5.338,2.705,3.845,1.668
1,26.754,1.25,0.617,1.221,0.732
2,26.816,2.296,1.872,2.402,1.825
2,26.832,5.62,1.891,3.654,0.811
2,27.077,6.948,1.281,11.718,0.96
1,27.094,2.191,0.994,0.961,0.726
1,27.124,0.985,1.337,1.251,1.255
2,27.172,2.486,1.159,3.643,2.412
2,27.368,8.101,2.96,10.061,0.669
1,27.417,1.216,0.783,1.994,0.998
2,27.422,2.45,0.667,2.024,2.396
1,27.43,1.204,0.963,1.258,1.203
1,27.437,1.418,0.972,0.95,0.913
2,27.481,2.563,2.811,12.424,0.729
1,27.506,1.318,1.539,1.435,0.895
2,27.549,2.206,0.669,7.431,3.335
2,27.652,2.25,0.591,6.188,0.855
1,27.768,0.95,0.752,1.15,0.616
2,27.877,2.553,2.295,1.955,2.84
1,28.03,1.758,0.993,1.753,1.282
1,28.398,1.301,0.613,1.747,1.342
1,28.462,1.291,0.811,0.966,1.229
1,28.464,1.288,1.141,1.237,0.621
1,28.516,0.94,1.082,1.083,0.804
2,28.553,1.641,1.535,2.085,1.281
2,28.775,3.299,0.621,7.429,0.677
1,29.02,1.967,0.887,1.51,0.883
2,29.023,10.601,1.275,2.234,0.601
2,29.133,4.051,1.028,4.612,2.984
2,29.229,3.652,0.701,11.529,1.085
1,29.251,1.422,0.884,1.987,0.946
1,29.323,0.953,0.901,1.232,0.903
2,29.377,5.813,1.04,2.199,1.42
2,29.965,4.16,0.987,5.68,1.535
2,30.408,6.791,1.953,4.516,0.669
2,30.464,3.653,1.934,2.572,1.446
2,30.492,3.688,2.81,8.879,1.916
1,30.567,1.319,0.913,1.797,0.908
2,30.696,3.821,1.173,14.09,1.446
2,30.727,11.869,1.707,11.024,1.693
2,30.741,3.209,0.748,4.899,0.993
2,30.784,1.95,1.452,7.084,1.604
2,30.807,3.139,0.775,2.271,1.597
1,30.929,0.955,0.839,2.435,0.944
1,31.367,1.088,0.607,1.308,0.948
1,31.444,1.282,0.641,1.299,0.977
1,31.476,1.423,0.876,1.429,0.756
2,31.496,7.178,0.924,3.279,1.0
1,31.585,1.2,1.213,2.023,0.624
1,31.639,1.275,0.873,1.33,1.002
1,32.052,1.15,0.972,1.185,0.857
2,32.123,1.641,3.015,8.387,1.229
1,32.133,1.478,1.449,1.206,0.911
1,32.136,1.011,0.908,1.792,1.25
1,32.243,1.253,1.074,0.943,1.264
1,32.408,1.098,1.073,1.254,1.118
1,32.662,1.104,0.992,1.223,0.903
2,32.665,3.213,1.092,2.796,3.239
2,32.713,8.652,1.783,2.878,1.131
2,32.816,2.687,1.671,1.579,1.25
2,32.858,5.106,3.137,12.036,1.094
1,33.237,1.407,0.908,1.794,0.688
2,33.348,4.166,0.685,7.238,2.899
2,33.882,1.683,1.373,8.437,1.791
2,34.042,4.598,1.527,7.338,0.656
1,34.3,2.025,0.879,1.326,0.906
1,34.346,1.499,0.813,2.193,0.998
2,34.457,4.529,1.646,6.718,2.779
2,34.629,9.02,1.641,3.133,0.929
1,34.911,2.13,0.834,1.21,0.789
1,34.995,1.079,1.377,1.274,0.922
2,35.091,10.999,3.11,7.141,2.007
2,35.333,2.939,1.085,2.432,1.564
1,35.415,2.261,0.955,1.321,0.828
1,35.418,1.503,0.87,1.556,1.219
2,35.424,6.475,2.213,4.378,1.452
1,35.637,1.752,0.935,1.757,0.764
1,35.663,1.263,1.398,1.289,1.389
1,36.044,0.987,0.864,1.277,0.624
1,36.072,1.418,0.905,2.176,0.752
1,36.14,2.067,0.666,1.218,0.666
1,36.169,1.791,0.592,1.523,0.845
1,36.173,1.442,1.115,2.028,1.231
1,36.197,1.515,0.935,1.277,1.333
2,36.394,6.406,1.667,4.445,1.211
1,36.453,1.029,0.915,1.442,0.995
1,36.5,2.025,1.002,2.06,1.093
1,36.518,2.025,1.242,1.316,0.85
1,36.604,1.737,0.914,1.282,0.611
1,36.776,1.262,1.105,1.235,1.149
2,36.826,4.085,1.37,6.348,1.014
2,36.832,2.481,3.141,11.493,1.197
2,36.895,2.878,2.782,3.649,1.46
1,36.962,1.253,1.054,1.814,0.79
1,37.018,1.489,1.178,1.525,0.884
1,37.044,1.77,0.619,1.791,1.228
1,37.326,2.116,0.62,2.019,1.078
1,37.37,0.986,0.817,2.043,1.154
1,37.644,1.29,0.732,1.511,1.347
1,37.657,1.074,0.879,1.312,0.873
2,37.923,4.456,1.28,1.417,0.733
2,38.232,3.652,1.447,7.714,1.168
1,38.364,1.24,0.958,1.208,0.678
2,38.374,4.58,0.855,2.689,0.617
2,38.46,5.263,2.039,3.755,2.092
2,38.549,2.864,1.485,5.97,3.425
1,38.679,1.225,0.63,1.252,0.918
2,38.796,11.226,1.435,2.172,1.025
1,38.812,1.258,0.919,1.752,1.231
1,38.863,1.475,1.235,1.275,1.134
2,38.955,5.736,1.169,4.429,2.167
1,39.088,1.0,0.97,1.03,1.344
1,39.233,1.255,0.898,1.281,0.617
2,39.404,5.97,1.659,2.687,1.009
1,39.579,1.243,1.266,2.015,0.797
1,39.608,1.489,1.222,0.973,0.935
2,39.719,10.613,0.885,8.809,0.743
2,39.752,9.829,1.247,7.207,1.518
1,39.782,1.062,0.948,1.094,1.247
2,39.812,5.97,0.476,2.0,2.755
1,40.253,1.294,0.653,1.295,0.862
1,40.313,1.237,0.635,1.418,0.919
1,40.357,2.043,1.199,1.309,1.044
1,40.389,1.41,0.958,2.124,0.884
2,40.392,9.122,0.687,2.882,0.809
2,40.44,2.802,0.683,10.721,0.663
1,40.491,1.815,0.84,1.81,0.863
1,40.569,1.292,1.245,1.461,0.872
1,40.722,1.016,0.653,1.252,0.876
1,40.774,1.994,1.232,1.091,0.624
1,40.798,1.442,0.948,1.475,1.233
1,40.803,1.318,0.89,1.213,1.506
2,40.815,4.858,1.401,2.677,2.002
1,40.843,1.29,1.124,1.09,1.242
2,40.848,2.64,1.388,8.05,0.699
2,40.943,5.736,0.885,7.588,2.81
1,40.945,1.265,0.861,2.252,0.84
1,40.956,2.088,0.932,1.218,1.335
2,41.017,6.791,0.774,10.22,1.7
1,41.149,2.34,0.621,1.277,0.915
1,41.18,1.961,0.902,1.257,1.224
2,41.191,5.327,0.807,3.492,3.191
2,41.282,1.794,1.693,7.287,3.275
2,41.348,3.213,3.43,9.818,1.872
2,41.398,3.295,0.656,2.207,1.275
1,41.49,1.016,1.082,2.435,0.73
1,41.671,1.414,0.935,1.398,0.955
2,41.813,5.97,2.954,4.524,1.106
2,42.238,4.529,3.141,2.31,3.165
1,42.395,1.454,1.597,1.418,1.128
1,42.461,1.002,0.936,1.268,0.655
1,42.641,1.758,1.26,1.277,1.09
1,42.658,1.065,1.53,1.466,1.597
2,42.71,5.064,2.23,8.022,1.563
2,42.883,3.907,1.106,1.848,1.663
2,42.97,6.718,0.873,5.61,1.549
1,43.077,1.812,1.154,1.437,0.872
1,43.166,1.088,0.964,0.948,0.615
2,43.224,4.718,1.46,2.563,0.797
