task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.264,5.0,5.0,5.0,4.94,4.96,5.02
T4,0.503,2.0,2.0,2.0,2.03,2.02,2.0
T1,0.606,10.0,10.0,10.0,9.95,9.89,10.15
T2,5.033,15.0,15.0,15.0,15.17,14.8,15.09
T2,5.102,15.0,15.0,15.0,14.97,14.86,14.86
T4,5.79,2.0,2.0,2.0,2.03,2.0,1.98
T2,6.438,15.0,15.0,15.0,15.19,15.11,15.12
T3,6.726,5.0,5.0,5.0,4.99,5.04,5.02
T1,8.592,10.0,10.0,10.0,10.02,9.85,10.06
T3,10.799,5.0,5.0,5.0,5.04,4.97,5.0
T1,14.536,10.0,10.0,10.0,10.0,9.89,9.85
T1,19.306,10.0,10.0,10.0,9.85,9.9,10.17
T4,20.982,2.0,2.0,2.0,2.02,1.98,2.02
T2,28.443,15.0,15.0,15.0,15.07,14.98,14.94
T4,28.609,2.0,2.0,2.0,1.98,1.97,1.99
T1,31.568,10.0,10.0,10.0,9.99,9.96,10.13
T1,33.137,10.0,10.0,10.0,10.11,10.12,10.01
T4,34.428,2.0,2.0,2.0,2.0,2.02,1.98
T4,35.341,2.0,2.0,2.0,2.03,2.03,1.97
T1,36.361,10.0,10.0,10.0,10.02,10.14,9.84
T2,41.449,15.0,15.0,15.0,15.05,15.1,14.86
T1,41.532,10.0,10.0,10.0,9.96,10.05,9.86
T2,44.408,15.0,15.0,15.0,15.16,15.03,14.91
T1,44.861,10.0,10.0,10.0,9.9,10.06,10.11
T2,53.293,15.0,15.0,15.0,14.74,14.99,15.23
T2,56.238,15.0,15.0,15.0,14.91,14.8,15.23
T3,56.565,5.0,5.0,5.0,4.96,4.95,5.04
T1,57.453,10.0,10.0,10.0,9.96,10.01,9.85
T4,58.904,2.0,2.0,2.0,2.01,2.02,2.01
T1,63.644,10.0,10.0,10.0,9.87,10.16,9.97
T4,70.036,2.0,2.0,2.0,2.02,1.99,2.03
T3,71.806,5.0,5.0,5.0,4.92,4.92,5.01
T1,72.902,10.0,10.0,10.0,10.04,10.05,10.05
T1,74.292,10.0,10.0,10.0,10.05,9.91,10.09
T3,77.979,5.0,5.0,5.0,4.96,4.96,5.06
T4,90.225,2.0,2.0,2.0,1.98,2.0,2.01
T1,104.346,10.0,10.0,10.0,10.12,9.88,9.87
T3,104.777,5.0,5.0,5.0,4.98,4.97,4.94
T3,107.001,5.0,5.0,5.0,5.07,5.03,4.92
T2,107.778,15.0,15.0,15.0,14.79,15.1,14.9
T3,109.786,5.0,5.0,5.0,4.92,5.04,4.94
T4,113.688,2.0,2.0,2.0,2.03,2.01,1.97
T2,113.759,15.0,15.0,15.0,15.04,14.95,15.04
T1,115.702,10.0,10.0,10.0,10.12,9.88,9.99
T2,119.65,15.0,15.0,15.0,14.92,14.75,15.12
T1,122.326,10.0,10.0,10.0,9.85,9.87,10.12
T1,126.424,10.0,10.0,10.0,10.05,10.0,9.99
T4,126.431,2.0,2.0,2.0,2.03,1.98,1.98
T3,127.45,5.0,5.0,5.0,5.04,5.08,4.98
T4,128.07,2.0,2.0,2.0,2.0,2.01,2.01
T3,128.571,5.0,5.0,5.0,4.95,5.04,4.92
T1,128.581,10.0,10.0,10.0,10.1,9.96,10.04
T4,136.72,2.0,2.0,2.0,2.03,1.99,1.98
T2,138.44,15.0,15.0,15.0,14.94,14.99,15.05
T2,138.816,15.0,15.0,15.0,15.25,14.91,15.16
T3,139.425,5.0,5.0,5.0,4.94,4.94,5.05
T4,140.055,2.0,2.0,2.0,1.99,2.02,2.03
T3,148.284,5.0,5.0,5.0,5.04,5.08,5.01
T3,151.638,5.0,5.0,5.0,4.96,4.96,5.03
T3,153.247,5.0,5.0,5.0,4.99,4.99,4.99
T2,153.776,15.0,15.0,15.0,15.05,15.12,15.06
T4,158.848,2.0,2.0,2.0,1.98,2.0,1.97
T1,159.685,10.0,10.0,10.0,10.12,9.87,9.91
T4,160.473,2.0,2.0,2.0,2.0,1.99,1.97
T1,162.793,10.0,10.0,10.0,9.84,10.12,10.04
T3,163.624,5.0,5.0,5.0,5.04,5.0,5.07
T4,164.805,2.0,2.0,2.0,1.98,1.99,2.01
T1,168.593,10.0,10.0,10.0,9.87,9.97,10.15
T4,169.414,2.0,2.0,2.0,2.03,2.03,1.99
T1,169.986,10.0,10.0,10.0,10.16,9.9,10.01
T4,173.272,2.0,2.0,2.0,2.01,2.02,1.97
T3,176.977,5.0,5.0,5.0,5.05,5.0,4.98
T1,177.213,10.0,10.0,10.0,10.03,10.16,9.87
T2,177.779,15.0,15.0,15.0,14.92,15.13,15.11
T2,182.246,15.0,15.0,15.0,15.21,15.24,15.19
T1,183.805,10.0,10.0,10.0,10.15,10.07,10.12
T2,187.064,15.0,15.0,15.0,15.23,15.05,15.0
T1,190.135,10.0,10.0,10.0,9.99,10.07,10.12
T1,193.621,10.0,10.0,10.0,9.91,10.11,9.98
T2,199.618,15.0,15.0,15.0,14.76,15.15,14.84
T3,202.678,5.0,5.0,5.0,4.96,5.04,5.03
T1,203.89,10.0,10.0,10.0,9.86,10.15,10.04
T4,203.976,2.0,2.0,2.0,1.97,2.03,2.0
T4,208.181,2.0,2.0,2.0,2.01,2.01,1.98
T2,209.286,15.0,15.0,15.0,14.91,15.21,15.04
T1,216.299,10.0,10.0,10.0,10.13,9.99,9.97
T1,217.111,10.0,10.0,10.0,9.98,9.96,10.05
T1,217.328,10.0,10.0,10.0,10.03,9.95,10.03
T2,218.788,15.0,15.0,15.0,15.25,15.05,14.94
T4,223.53,2.0,2.0,2.0,2.02,1.99,1.97
T3,226.626,5.0,5.0,5.0,5.02,5.06,5.08
T2,228.837,15.0,15.0,15.0,14.91,14.77,15.0
