task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,2.693,15.0,15.0,15.0,15.09,14.92,15.02
T1,5.27,10.0,10.0,10.0,9.95,9.99,9.94
T2,7.481,15.0,15.0,15.0,14.77,14.91,14.93
T1,10.271,10.0,10.0,10.0,10.13,10.07,10.17
T3,11.366,5.0,5.0,5.0,4.92,5.05,5.04
T2,11.701,15.0,15.0,15.0,14.81,15.13,14.98
T2,12.877,15.0,15.0,15.0,15.02,14.76,15.24
T3,13.589,5.0,5.0,5.0,4.96,4.93,4.92
T2,17.738,15.0,15.0,15.0,14.76,14.92,15.11
T3,20.462,5.0,5.0,5.0,4.95,4.96,4.93
T4,29.923,2.0,2.0,2.0,2.03,2.02,1.99
T2,33.24,15.0,15.0,15.0,14.93,15.19,15.22
T3,38.06,5.0,5.0,5.0,5.06,4.94,5.01
T4,38.79,2.0,2.0,2.0,2.02,2.01,2.01
T4,39.318,2.0,2.0,2.0,2.01,1.97,2.01
T3,42.26,5.0,5.0,5.0,5.05,4.93,5.02
T1,42.727,10.0,10.0,10.0,10.02,10.0,9.96
T3,44.199,5.0,5.0,5.0,5.07,5.0,5.0
T3,44.472,5.0,5.0,5.0,5.07,5.0,5.05
T4,45.884,2.0,2.0,2.0,2.01,2.02,2.0
T2,45.919,15.0,15.0,15.0,15.23,15.21,15.02
T3,51.013,5.0,5.0,5.0,5.08,5.03,5.01
T3,54.285,5.0,5.0,5.0,5.06,5.07,5.05
T2,54.353,15.0,15.0,15.0,15.1,15.24,15.11
T3,59.229,5.0,5.0,5.0,4.99,4.99,4.96
T4,60.914,2.0,2.0,2.0,2.02,2.01,2.01
T4,62.927,2.0,2.0,2.0,2.01,1.98,2.0
T4,63.547,2.0,2.0,2.0,1.97,1.98,1.98
T1,72.143,10.0,10.0,10.0,9.87,10.0,9.83
T4,77.846,2.0,2.0,2.0,2.0,1.97,2.03
T2,89.678,15.0,15.0,15.0,14.79,15.11,14.89
T1,93.945,10.0,10.0,10.0,10.09,10.1,9.84
T1,94.681,10.0,10.0,10.0,10.04,10.01,10.08
T1,98.105,10.0,10.0,10.0,10.16,10.07,10.02
T2,101.525,15.0,15.0,15.0,14.75,14.88,15.1
T4,102.96,2.0,2.0,2.0,2.0,2.02,2.03
T4,105.234,2.0,2.0,2.0,2.03,2.01,2.03
T4,105.519,2.0,2.0,2.0,2.02,1.98,1.98
T1,106.644,10.0,10.0,10.0,9.85,9.84,9.87
