task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,2.527,5.0,5.0,5.0,4.98,5.03,5.05
T3,4.354,5.0,5.0,5.0,5.06,5.04,4.99
T1,8.98,10.0,10.0,10.0,10.05,10.06,9.85
T3,19.762,5.0,5.0,5.0,5.07,4.93,5.02
T2,20.804,15.0,15.0,15.0,15.07,15.24,14.92
T2,27.342,15.0,15.0,15.0,14.91,15.24,14.98
T1,30.095,10.0,10.0,10.0,9.87,9.85,9.96
T4,32.541,2.0,2.0,2.0,1.98,2.02,2.03
T4,38.108,2.0,2.0,2.0,2.03,1.98,1.97
T3,43.808,5.0,5.0,5.0,4.93,5.0,4.96
T3,47.077,5.0,5.0,5.0,4.96,4.92,4.99
T3,51.172,5.0,5.0,5.0,5.06,5.01,4.92
T1,54.432,10.0,10.0,10.0,10.15,10.06,9.99
T2,54.693,15.0,15.0,15.0,14.77,14.85,14.94
T1,57.672,10.0,10.0,10.0,9.9,9.97,9.99
T2,57.704,15.0,15.0,15.0,14.79,15.04,15.24
T3,63.149,5.0,5.0,5.0,4.97,5.07,4.97
T1,70.466,10.0,10.0,10.0,9.98,10.11,9.92
T3,75.758,5.0,5.0,5.0,5.02,4.93,5.08
T1,76.34,10.0,10.0,10.0,10.16,10.1,9.84
T3,80.275,5.0,5.0,5.0,4.99,5.02,5.03
T4,84.588,2.0,2.0,2.0,1.97,2.01,2.01
T1,95.363,10.0,10.0,10.0,10.14,10.08,9.84
T2,99.084,15.0,15.0,15.0,14.91,14.93,15.09
T1,100.482,10.0,10.0,10.0,10.01,9.94,10.0
T1,102.921,10.0,10.0,10.0,9.93,9.9,10.14
T4,103.462,2.0,2.0,2.0,2.03,2.01,2.01
T1,104.034,10.0,10.0,10.0,9.85,9.94,10.02
T4,105.651,2.0,2.0,2.0,2.0,2.0,1.97
T1,105.949,10.0,10.0,10.0,10.04,9.83,9.91
T1,106.313,10.0,10.0,10.0,9.89,9.97,10.14
T2,108.537,15.0,15.0,15.0,15.24,14.8,15.09
T4,108.958,2.0,2.0,2.0,2.01,1.97,2.03
T1,112.691,10.0,10.0,10.0,10.12,10.01,9.88
T4,118.294,2.0,2.0,2.0,1.97,1.99,2.0
T3,126.72,5.0,5.0,5.0,5.05,4.97,5.01
T2,129.802,15.0,15.0,15.0,15.07,14.74,15.23
T1,131.413,10.0,10.0,10.0,9.86,9.94,9.83
T4,132.482,2.0,2.0,2.0,2.03,1.99,2.01
T4,133.49,2.0,2.0,2.0,2.01,2.03,2.0
T1,136.734,10.0,10.0,10.0,9.85,9.9,9.96
T4,139.206,2.0,2.0,2.0,1.97,1.98,2.03
T3,143.854,5.0,5.0,5.0,5.06,4.98,4.95
T1,144.273,10.0,10.0,10.0,9.98,9.88,9.99
T3,148.347,5.0,5.0,5.0,4.92,5.01,4.97
T3,153.943,5.0,5.0,5.0,5.0,4.95,5.07
T4,154.128,2.0,2.0,2.0,1.98,2.01,1.98
T4,161.752,2.0,2.0,2.0,1.98,1.99,2.01
T2,163.145,15.0,15.0,15.0,14.92,15.07,14.88
T3,169.642,5.0,5.0,5.0,5.06,4.94,5.0
T4,181.517,2.0,2.0,2.0,2.0,1.98,2.0
T1,183.047,10.0,10.0,10.0,9.85,10.01,10.04
T3,185.623,5.0,5.0,5.0,5.07,5.05,5.06
T2,186.565,15.0,15.0,15.0,15.09,14.76,14.87
T3,187.369,5.0,5.0,5.0,4.97,4.93,5.08
T4,190.495,2.0,2.0,2.0,1.98,1.97,2.0
T3,191.887,5.0,5.0,5.0,5.09,4.97,4.93
T2,195.025,15.0,15.0,15.0,15.14,15.24,15.24
T3,201.171,5.0,5.0,5.0,4.97,5.05,4.98
T3,201.501,5.0,5.0,5.0,5.03,5.06,4.99
