task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.526,5.0,5.0,5.0,5.08,5.0,4.94
T3,1.456,5.0,5.0,5.0,4.99,5.01,4.97
T2,1.802,15.0,15.0,15.0,14.89,15.08,15.22
T2,2.938,15.0,15.0,15.0,15.15,15.19,15.21
T1,8.366,10.0,10.0,10.0,10.07,9.85,9.91
T2,10.492,15.0,15.0,15.0,14.83,15.13,14.82
T2,18.551,15.0,15.0,15.0,14.96,14.74,14.88
T2,21.476,15.0,15.0,15.0,15.25,15.25,15.04
T2,22.789,15.0,15.0,15.0,15.16,14.85,15.19
T2,24.55,15.0,15.0,15.0,14.84,15.21,14.75
T4,26.886,2.0,2.0,2.0,1.97,1.97,1.99
T2,31.123,15.0,15.0,15.0,15.01,15.1,15.05
T1,34.224,10.0,10.0,10.0,10.13,10.02,10.03
T3,39.493,5.0,5.0,5.0,4.96,5.0,5.06
T3,42.894,5.0,5.0,5.0,4.93,4.93,5.03
T4,46.782,2.0,2.0,2.0,2.03,1.99,1.98
T3,47.097,5.0,5.0,5.0,4.93,4.92,5.08
T3,49.761,5.0,5.0,5.0,5.03,4.93,4.99
T3,52.877,5.0,5.0,5.0,5.05,4.94,5.04
T4,53.534,2.0,2.0,2.0,2.0,1.98,1.97
T3,53.563,5.0,5.0,5.0,5.04,4.97,4.96
T4,56.613,2.0,2.0,2.0,2.03,2.0,2.0
T1,57.514,10.0,10.0,10.0,9.88,9.97,9.99
T1,58.843,10.0,10.0,10.0,9.89,9.84,10.12
T2,72.264,15.0,15.0,15.0,15.07,14.78,15.24
T3,74.145,5.0,5.0,5.0,4.96,5.08,5.06
T2,76.569,15.0,15.0,15.0,15.15,15.21,14.84
T1,79.241,10.0,10.0,10.0,9.87,9.87,9.87
T1,82.379,10.0,10.0,10.0,9.87,10.12,10.05
T4,109.69,2.0,2.0,2.0,2.0,2.01,2.01
T2,111.233,15.0,15.0,15.0,14.96,14.9,14.91
T1,112.894,10.0,10.0,10.0,10.12,10.07,9.93
T2,113.93,15.0,15.0,15.0,15.15,14.88,15.13
