task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.989,5.0,5.0,5.0,4.95,5.05,4.94
T2,1.549,15.0,15.0,15.0,15.23,15.05,15.23
T3,3.933,5.0,5.0,5.0,4.97,5.03,4.95
T1,8.195,10.0,10.0,10.0,9.99,10.01,10.05
T3,9.261,5.0,5.0,5.0,4.93,4.93,4.99
T2,16.052,15.0,15.0,15.0,14.9,15.06,14.75
T2,17.085,15.0,15.0,15.0,14.88,15.14,15.06
T1,18.79,10.0,10.0,10.0,9.88,10.1,10.1
T2,19.102,15.0,15.0,15.0,15.08,15.08,15.04
T4,29.103,2.0,2.0,2.0,2.01,1.99,2.01
T1,29.806,10.0,10.0,10.0,10.13,9.91,9.84
T1,31.694,10.0,10.0,10.0,10.14,9.92,9.94
T3,34.672,5.0,5.0,5.0,5.06,5.01,4.94
T4,35.196,2.0,2.0,2.0,1.98,1.98,2.02
T1,35.886,10.0,10.0,10.0,9.91,9.86,10.04
T3,39.414,5.0,5.0,5.0,5.08,5.0,5.01
T3,42.722,5.0,5.0,5.0,5.06,4.93,4.97
T4,44.124,2.0,2.0,2.0,1.97,1.99,2.03
T3,44.477,5.0,5.0,5.0,5.0,5.01,4.99
T1,50.935,10.0,10.0,10.0,9.99,9.96,9.94
T2,56.244,15.0,15.0,15.0,15.25,14.83,15.14
T3,56.287,5.0,5.0,5.0,5.0,5.05,4.93
T2,71.388,15.0,15.0,15.0,15.06,14.87,14.94
T2,74.516,15.0,15.0,15.0,15.2,15.11,15.18
T4,76.309,2.0,2.0,2.0,2.0,1.97,2.0
T1,81.966,10.0,10.0,10.0,9.85,9.89,10.1
T1,86.177,10.0,10.0,10.0,9.99,9.88,10.16
T4,91.466,2.0,2.0,2.0,2.03,1.97,1.97
T4,92.697,2.0,2.0,2.0,2.03,2.03,2.0
T4,96.202,2.0,2.0,2.0,2.01,1.98,1.99
T3,99.772,5.0,5.0,5.0,4.92,4.94,5.02
T2,103.977,15.0,15.0,15.0,15.12,15.15,14.91
T3,109.748,5.0,5.0,5.0,5.06,4.93,5.07
T3,110.2,5.0,5.0,5.0,4.96,5.08,5.08
T1,114.628,10.0,10.0,10.0,9.84,9.85,10.12
T1,115.14,10.0,10.0,10.0,10.1,10.05,10.03
T1,115.496,10.0,10.0,10.0,10.0,10.06,10.13
T3,116.776,5.0,5.0,5.0,5.04,4.99,5.05
T1,120.169,10.0,10.0,10.0,9.86,9.93,10.03
T4,126.033,2.0,2.0,2.0,1.97,2.02,1.98
T4,132.47,2.0,2.0,2.0,2.02,1.97,1.99
T3,135.93,5.0,5.0,5.0,4.93,5.04,4.93
T4,137.267,2.0,2.0,2.0,1.97,2.01,2.03
T3,140.456,5.0,5.0,5.0,4.98,5.06,4.97
T2,148.099,15.0,15.0,15.0,14.91,15.22,15.04
T3,152.419,5.0,5.0,5.0,4.92,4.99,5.08
T1,153.049,10.0,10.0,10.0,10.15,10.16,10.16
T2,154.76,15.0,15.0,15.0,14.91,15.2,15.1
T3,156.932,5.0,5.0,5.0,5.05,4.92,4.97
T3,162.037,5.0,5.0,5.0,5.03,4.91,5.0
T4,162.618,2.0,2.0,2.0,1.99,2.03,2.01
T1,162.914,10.0,10.0,10.0,10.16,9.87,9.87
T3,164.541,5.0,5.0,5.0,4.97,4.94,5.03
T3,176.914,5.0,5.0,5.0,4.96,4.92,5.03
T4,183.097,2.0,2.0,2.0,1.99,1.98,2.01
T4,184.914,2.0,2.0,2.0,2.03,1.99,1.98
T1,192.0,10.0,10.0,10.0,10.01,10.13,10.04
T4,196.538,2.0,2.0,2.0,1.98,2.02,2.01
T3,198.561,5.0,5.0,5.0,5.02,5.07,5.02
T2,198.835,15.0,15.0,15.0,14.9,15.25,14.95
T2,201.517,15.0,15.0,15.0,14.76,14.84,14.8
T1,202.316,10.0,10.0,10.0,9.96,10.06,10.16
T3,207.449,5.0,5.0,5.0,4.92,5.05,4.93
T4,212.111,2.0,2.0,2.0,2.02,1.97,2.0
T1,226.317,10.0,10.0,10.0,9.96,9.99,9.88
T4,227.795,2.0,2.0,2.0,1.97,2.03,2.0
T2,231.563,15.0,15.0,15.0,15.2,14.9,15.01
T3,234.013,5.0,5.0,5.0,4.96,4.95,5.06
T4,235.34,2.0,2.0,2.0,2.01,1.99,2.02
T3,240.097,5.0,5.0,5.0,4.98,4.96,5.05
T1,244.162,10.0,10.0,10.0,10.0,10.02,10.11
T3,245.314,5.0,5.0,5.0,5.06,5.06,4.96
T2,248.154,15.0,15.0,15.0,15.02,14.87,15.11
T4,249.388,2.0,2.0,2.0,2.0,1.98,2.03
T2,256.326,15.0,15.0,15.0,15.06,15.18,15.23
T3,261.527,5.0,5.0,5.0,4.99,5.02,4.99
T1,261.892,10.0,10.0,10.0,10.14,10.1,9.96
T2,262.589,15.0,15.0,15.0,15.21,15.02,14.92
T4,263.185,2.0,2.0,2.0,1.97,2.0,2.01
T1,263.193,10.0,10.0,10.0,10.15,9.86,10.12
T3,263.572,5.0,5.0,5.0,4.96,4.99,4.99
T2,265.734,15.0,15.0,15.0,15.17,15.04,14.74
T4,269.674,2.0,2.0,2.0,2.03,1.97,2.03
T1,272.549,10.0,10.0,10.0,10.01,10.1,9.99
T1,273.823,10.0,10.0,10.0,9.86,9.89,9.83
T2,274.159,15.0,15.0,15.0,15.1,15.09,14.93
T2,280.821,15.0,15.0,15.0,14.81,14.86,14.8
T3,283.223,5.0,5.0,5.0,4.92,4.98,4.96
T1,286.975,10.0,10.0,10.0,10.16,9.96,10.13
T2,288.663,15.0,15.0,15.0,14.96,14.84,14.89
T4,289.455,2.0,2.0,2.0,1.98,1.98,1.98
T4,289.746,2.0,2.0,2.0,1.99,2.02,1.97
T1,290.13,10.0,10.0,10.0,9.89,10.07,10.01
T4,290.438,2.0,2.0,2.0,1.97,1.97,1.98
T2,291.771,15.0,15.0,15.0,15.02,15.03,14.95
T3,295.309,5.0,5.0,5.0,5.07,4.99,5.08
T1,296.8,10.0,10.0,10.0,9.94,9.83,9.85
T3,299.715,5.0,5.0,5.0,4.92,4.97,4.94
T4,304.794,2.0,2.0,2.0,2.02,2.01,1.98
T1,307.766,10.0,10.0,10.0,10.08,10.09,10.05
T1,309.195,10.0,10.0,10.0,9.94,10.06,10.09
T2,311.593,15.0,15.0,15.0,15.11,15.08,15.04
T3,324.015,5.0,5.0,5.0,5.01,5.07,4.95
T1,324.115,10.0,10.0,10.0,10.08,10.01,9.83
T3,324.542,5.0,5.0,5.0,4.98,4.97,5.03
T3,327.879,5.0,5.0,5.0,4.93,5.04,5.08
T1,330.721,10.0,10.0,10.0,9.87,9.95,9.9
T1,336.341,10.0,10.0,10.0,9.99,9.88,10.12
T1,339.914,10.0,10.0,10.0,10.09,9.86,10.07
T4,340.284,2.0,2.0,2.0,2.03,1.98,2.0
T4,340.582,2.0,2.0,2.0,1.98,1.99,1.98
T2,344.608,15.0,15.0,15.0,14.92,15.2,14.79
T1,346.935,10.0,10.0,10.0,10.04,9.96,10.01
T1,348.374,10.0,10.0,10.0,9.83,10.11,9.87
T4,349.827,2.0,2.0,2.0,2.01,1.97,2.03
T4,353.967,2.0,2.0,2.0,1.98,2.03,1.98
T4,358.863,2.0,2.0,2.0,2.02,1.98,1.98
T3,362.664,5.0,5.0,5.0,5.08,5.05,4.97
T4,366.016,2.0,2.0,2.0,2.03,2.02,2.03
T4,372.821,2.0,2.0,2.0,2.02,1.98,2.03
T3,373.215,5.0,5.0,5.0,4.97,4.98,4.98
T3,378.374,5.0,5.0,5.0,5.01,4.96,5.01
T3,378.794,5.0,5.0,5.0,5.06,5.05,5.0
T4,387.651,2.0,2.0,2.0,2.01,1.98,1.99
T2,388.485,15.0,15.0,15.0,14.77,14.82,14.78
T1,388.636,10.0,10.0,10.0,10.01,10.11,9.91
T4,391.407,2.0,2.0,2.0,2.01,2.02,1.98
T1,391.549,10.0,10.0,10.0,9.9,10.13,9.95
T4,399.208,2.0,2.0,2.0,1.99,2.0,2.0
T4,408.682,2.0,2.0,2.0,2.01,1.99,2.0
T1,410.919,10.0,10.0,10.0,10.01,9.92,9.83
T2,412.151,15.0,15.0,15.0,15.1,15.03,14.88
T2,413.33,15.0,15.0,15.0,14.78,14.74,15.22
T2,414.338,15.0,15.0,15.0,14.93,14.83,15.17
T3,415.764,5.0,5.0,5.0,5.0,4.93,4.94
T1,417.452,10.0,10.0,10.0,10.08,10.12,9.9
T3,417.579,5.0,5.0,5.0,5.08,5.06,5.03
T2,423.258,15.0,15.0,15.0,14.76,15.08,14.94
T1,425.239,10.0,10.0,10.0,9.9,10.17,9.85
T1,427.842,10.0,10.0,10.0,9.89,10.12,10.06
T3,438.331,5.0,5.0,5.0,4.98,5.0,4.95
T4,438.693,2.0,2.0,2.0,2.03,1.97,1.97
T1,445.15,10.0,10.0,10.0,9.98,9.92,10.1
T3,462.169,5.0,5.0,5.0,5.03,4.94,4.93
T3,462.889,5.0,5.0,5.0,5.0,5.07,4.97
T1,463.665,10.0,10.0,10.0,10.05,9.88,9.88
T2,464.449,15.0,15.0,15.0,14.88,14.98,14.82
T3,468.185,5.0,5.0,5.0,5.07,4.95,4.97
T3,472.882,5.0,5.0,5.0,4.99,5.0,4.99
T3,476.583,5.0,5.0,5.0,4.98,5.02,5.01
T3,477.473,5.0,5.0,5.0,5.0,4.98,4.93
T2,477.877,15.0,15.0,15.0,15.12,15.06,14.94
T3,483.982,5.0,5.0,5.0,5.04,5.01,4.94
T2,503.032,15.0,15.0,15.0,14.81,15.11,15.0
T2,503.347,15.0,15.0,15.0,15.16,14.75,15.03
T3,504.012,5.0,5.0,5.0,4.95,5.05,4.98
T4,507.699,2.0,2.0,2.0,2.02,2.0,1.97
T3,514.436,5.0,5.0,5.0,5.07,4.94,5.02
T1,514.57,10.0,10.0,10.0,9.86,10.0,9.9
T4,518.294,2.0,2.0,2.0,1.98,2.03,1.97
T2,523.259,15.0,15.0,15.0,15.07,15.22,15.12
T2,523.76,15.0,15.0,15.0,15.18,15.24,15.14
T4,525.746,2.0,2.0,2.0,1.98,2.01,2.02
T3,526.813,5.0,5.0,5.0,4.96,4.99,5.06
T2,531.185,15.0,15.0,15.0,14.74,14.94,14.83
T3,536.489,5.0,5.0,5.0,4.98,5.04,4.92
T4,540.208,2.0,2.0,2.0,2.0,2.02,2.0
T3,540.793,5.0,5.0,5.0,4.99,5.07,4.96
T4,544.505,2.0,2.0,2.0,1.99,1.98,1.97
T2,545.303,15.0,15.0,15.0,14.94,15.23,15.17
T3,552.399,5.0,5.0,5.0,5.0,5.02,5.01
T3,553.466,5.0,5.0,5.0,4.91,4.98,5.0
T3,555.308,5.0,5.0,5.0,5.04,5.08,5.05
T1,556.04,10.0,10.0,10.0,9.84,9.86,10.02
T2,566.519,15.0,15.0,15.0,14.85,15.06,14.87
T4,567.91,2.0,2.0,2.0,2.0,2.0,1.97
T3,569.462,5.0,5.0,5.0,5.05,5.08,5.0
T2,570.787,15.0,15.0,15.0,15.03,14.94,14.84
T3,575.059,5.0,5.0,5.0,5.02,4.93,5.07
T2,575.756,15.0,15.0,15.0,14.89,14.92,14.84
T1,577.482,10.0,10.0,10.0,10.16,10.14,10.16
T1,578.784,10.0,10.0,10.0,10.1,10.13,9.83
T3,585.724,5.0,5.0,5.0,4.96,4.93,4.99
T2,586.267,15.0,15.0,15.0,14.96,14.76,14.98
T4,591.043,2.0,2.0,2.0,2.0,2.0,2.01
T3,595.244,5.0,5.0,5.0,5.04,5.06,5.02
T2,599.152,15.0,15.0,15.0,15.12,14.91,15.02
T1,600.366,10.0,10.0,10.0,9.84,9.91,10.02
T2,600.964,15.0,15.0,15.0,15.11,15.23,14.82
T1,601.926,10.0,10.0,10.0,9.98,10.03,9.98
T2,608.364,15.0,15.0,15.0,14.9,14.88,15.15
T4,609.439,2.0,2.0,2.0,1.98,1.99,2.0
T4,612.449,2.0,2.0,2.0,1.97,1.99,1.99
T1,613.242,10.0,10.0,10.0,9.88,10.07,9.96
T1,619.739,10.0,10.0,10.0,10.0,10.06,9.94
T1,621.21,10.0,10.0,10.0,9.92,9.92,9.9
T1,624.028,10.0,10.0,10.0,10.11,10.1,10.03
T1,627.897,10.0,10.0,10.0,10.06,9.99,10.16
T1,631.698,10.0,10.0,10.0,9.94,10.03,10.11
T1,633.114,10.0,10.0,10.0,9.86,10.15,9.83
T3,635.049,5.0,5.0,5.0,5.08,5.01,4.92
T1,636.58,10.0,10.0,10.0,10.02,9.95,10.14
T4,637.051,2.0,2.0,2.0,2.03,2.02,1.97
T2,638.1,15.0,15.0,15.0,15.26,15.03,15.12
T3,644.88,5.0,5.0,5.0,5.07,4.94,5.08
T4,655.258,2.0,2.0,2.0,1.97,2.02,2.03
T2,661.649,15.0,15.0,15.0,14.99,15.25,14.89
T4,666.157,2.0,2.0,2.0,2.0,2.03,1.98
