task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T3,0.212,5.0,5.0,5.0,5.04,5.03,5.01
T4,0.593,2.0,2.0,2.0,2.02,1.97,1.97
T1,12.611,10.0,10.0,10.0,9.89,10.07,10.09
T4,14.302,2.0,2.0,2.0,2.03,2.03,2.0
T2,15.668,15.0,15.0,15.0,14.95,14.77,15.02
T1,21.06,10.0,10.0,10.0,9.98,9.85,9.89
T2,25.554,15.0,15.0,15.0,15.12,15.07,15.04
T3,26.872,5.0,5.0,5.0,5.02,4.96,5.0
T2,27.156,15.0,15.0,15.0,15.03,15.19,14.94
T3,30.895,5.0,5.0,5.0,4.98,4.98,5.05
T2,33.238,15.0,15.0,15.0,15.18,14.94,14.92
T4,33.537,2.0,2.0,2.0,2.0,2.01,1.99
T3,35.158,5.0,5.0,5.0,5.07,4.94,5.05
T1,46.364,10.0,10.0,10.0,9.96,10.13,9.91
T1,48.773,10.0,10.0,10.0,9.93,10.06,10.11
T2,51.479,15.0,15.0,15.0,14.89,15.2,15.14
T4,52.857,2.0,2.0,2.0,1.97,2.02,2.02
T3,54.002,5.0,5.0,5.0,5.0,4.99,4.92
T3,58.71,5.0,5.0,5.0,5.04,5.05,4.99
T2,60.063,15.0,15.0,15.0,15.15,15.02,14.75
T2,62.484,15.0,15.0,15.0,14.74,15.13,14.89
T1,71.718,10.0,10.0,10.0,10.17,10.0,10.12
T3,82.714,5.0,5.0,5.0,5.06,4.94,5.01
T2,85.534,15.0,15.0,15.0,14.82,15.25,14.85
T1,88.36,10.0,10.0,10.0,10.08,9.85,10.1
T3,89.833,5.0,5.0,5.0,4.97,4.92,5.02
T4,93.188,2.0,2.0,2.0,2.0,1.97,2.03
T3,99.368,5.0,5.0,5.0,4.98,5.01,4.99
T4,100.232,2.0,2.0,2.0,2.03,2.01,2.03
T1,101.523,10.0,10.0,10.0,10.01,10.04,10.1
T3,104.671,5.0,5.0,5.0,4.97,4.93,5.08
T3,106.101,5.0,5.0,5.0,5.01,5.0,4.99
T3,107.937,5.0,5.0,5.0,5.04,4.94,5.05
T3,115.002,5.0,5.0,5.0,4.96,4.94,4.95
T4,121.583,2.0,2.0,2.0,1.99,2.01,1.98
T2,122.847,15.0,15.0,15.0,14.94,14.82,15.19
T4,124.981,2.0,2.0,2.0,2.01,1.99,2.03
T4,125.6,2.0,2.0,2.0,2.0,1.97,2.03
T3,130.802,5.0,5.0,5.0,5.08,5.0,4.95
T4,133.62,2.0,2.0,2.0,2.0,2.03,2.0
T3,138.198,5.0,5.0,5.0,5.07,4.92,4.97
T4,146.226,2.0,2.0,2.0,2.0,2.02,1.97
T3,148.978,5.0,5.0,5.0,5.02,4.96,5.08
T3,153.905,5.0,5.0,5.0,4.96,5.0,5.07
T1,154.493,10.0,10.0,10.0,9.94,9.84,9.85
T1,158.057,10.0,10.0,10.0,9.83,9.99,9.97
T1,158.402,10.0,10.0,10.0,10.14,9.92,9.98
T3,161.176,5.0,5.0,5.0,5.07,4.94,4.96
T3,163.662,5.0,5.0,5.0,4.98,4.96,4.92
T3,169.97,5.0,5.0,5.0,5.01,5.01,4.98
T1,170.52,10.0,10.0,10.0,9.9,10.16,9.96
T3,171.67,5.0,5.0,5.0,4.92,5.0,5.08
T3,172.124,5.0,5.0,5.0,5.04,5.02,4.93
T2,172.63,15.0,15.0,15.0,15.02,15.09,15.04
T3,173.15,5.0,5.0,5.0,4.94,5.08,5.02
