task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,4.362,15.0,15.0,15.0,15.04,14.93,14.74
T3,7.28,5.0,5.0,5.0,4.99,5.03,5.0
T4,16.672,2.0,2.0,2.0,2.01,2.02,2.0
T4,20.556,2.0,2.0,2.0,2.0,1.98,1.97
T1,28.838,10.0,10.0,10.0,9.95,9.88,10.14
T3,29.845,5.0,5.0,5.0,5.06,5.0,4.97
T4,34.927,2.0,2.0,2.0,1.98,1.97,1.98
T3,38.93,5.0,5.0,5.0,4.92,4.96,4.94
T2,41.062,15.0,15.0,15.0,14.95,15.12,14.79
T1,43.053,10.0,10.0,10.0,10.16,9.88,10.13
T1,49.609,10.0,10.0,10.0,9.84,9.87,9.99
T3,51.768,5.0,5.0,5.0,5.0,4.99,4.92
T3,59.069,5.0,5.0,5.0,5.04,5.08,5.04
T3,62.457,5.0,5.0,5.0,4.97,5.01,5.01
T1,63.676,10.0,10.0,10.0,10.03,10.0,9.98
T3,63.688,5.0,5.0,5.0,5.06,5.03,4.95
T3,71.842,5.0,5.0,5.0,4.92,5.06,5.05
T3,74.764,5.0,5.0,5.0,5.07,4.91,5.01
T4,77.445,2.0,2.0,2.0,1.97,2.03,2.02
T2,81.191,15.0,15.0,15.0,14.91,15.08,15.01
T1,85.151,10.0,10.0,10.0,9.85,10.07,10.0
T2,86.246,15.0,15.0,15.0,14.76,14.75,14.87
T4,95.104,2.0,2.0,2.0,1.99,1.99,2.0
T1,96.174,10.0,10.0,10.0,9.83,9.89,9.96
T1,97.697,10.0,10.0,10.0,9.83,9.96,10.11
T1,98.387,10.0,10.0,10.0,10.02,9.89,10.06
T3,99.011,5.0,5.0,5.0,5.08,4.93,5.0
T1,101.717,10.0,10.0,10.0,9.83,9.95,9.84
T4,116.867,2.0,2.0,2.0,1.98,1.99,2.0
T4,118.933,2.0,2.0,2.0,2.02,2.0,2.0
T3,123.937,5.0,5.0,5.0,4.97,4.98,4.93
T3,125.72,5.0,5.0,5.0,4.96,4.99,4.95
T4,130.466,2.0,2.0,2.0,2.02,2.03,1.99
T3,131.351,5.0,5.0,5.0,4.92,5.01,4.92
T1,135.529,10.0,10.0,10.0,10.17,10.06,9.89
T2,147.412,15.0,15.0,15.0,14.93,15.05,15.12
T4,149.384,2.0,2.0,2.0,2.0,2.02,1.97
T2,151.728,15.0,15.0,15.0,15.22,15.0,15.08
T4,159.537,2.0,2.0,2.0,2.0,2.02,2.03
T4,162.275,2.0,2.0,2.0,1.99,2.01,2.02
T1,163.539,10.0,10.0,10.0,10.13,10.11,9.91
T1,164.108,10.0,10.0,10.0,9.93,9.98,10.1
T4,168.925,2.0,2.0,2.0,2.01,1.97,2.03
T1,170.813,10.0,10.0,10.0,10.09,9.93,9.89
T2,176.8,15.0,15.0,15.0,14.96,15.06,15.06
T3,178.463,5.0,5.0,5.0,5.04,5.07,4.99
T3,187.82,5.0,5.0,5.0,4.96,4.99,4.96
T2,191.475,15.0,15.0,15.0,15.13,14.82,14.87
T3,193.012,5.0,5.0,5.0,5.01,5.07,5.08
T4,196.416,2.0,2.0,2.0,1.99,2.0,2.0
T1,202.274,10.0,10.0,10.0,9.91,9.84,10.06
T4,204.598,2.0,2.0,2.0,2.03,2.01,1.97
T2,205.192,15.0,15.0,15.0,14.78,14.78,15.16
T4,211.831,2.0,2.0,2.0,2.0,1.97,2.0
T2,214.728,15.0,15.0,15.0,15.18,14.91,15.06
T3,216.146,5.0,5.0,5.0,5.0,4.92,4.95
T1,222.683,10.0,10.0,10.0,10.04,9.85,10.12
T2,224.967,15.0,15.0,15.0,14.79,14.92,14.76
T3,228.96,5.0,5.0,5.0,4.97,5.04,5.01
T4,230.633,2.0,2.0,2.0,1.98,2.0,1.99
T1,231.077,10.0,10.0,10.0,10.15,10.03,10.0
T1,232.965,10.0,10.0,10.0,9.96,10.11,10.12
T3,235.912,5.0,5.0,5.0,5.0,5.08,5.03
T3,236.119,5.0,5.0,5.0,5.04,5.0,5.04
T3,242.627,5.0,5.0,5.0,4.93,5.03,4.95
T1,243.664,10.0,10.0,10.0,10.0,9.98,9.91
T4,248.841,2.0,2.0,2.0,2.02,2.02,1.99
T1,249.394,10.0,10.0,10.0,9.88,10.04,9.85
T4,251.642,2.0,2.0,2.0,1.99,2.0,1.99
T4,254.549,2.0,2.0,2.0,1.98,2.0,1.97
T2,256.957,15.0,15.0,15.0,14.77,15.02,14.95
T3,261.968,5.0,5.0,5.0,4.93,5.02,4.99
T2,268.005,15.0,15.0,15.0,14.83,15.08,14.78
T1,268.33,10.0,10.0,10.0,9.84,10.06,10.14
T1,273.685,10.0,10.0,10.0,10.1,9.92,9.99
T3,276.058,5.0,5.0,5.0,5.03,5.09,4.93
T2,277.505,15.0,15.0,15.0,14.9,15.26,15.13
T3,285.006,5.0,5.0,5.0,4.97,5.07,5.04
T1,294.231,10.0,10.0,10.0,9.97,10.03,10.17
T3,294.593,5.0,5.0,5.0,5.06,5.01,5.0
T3,297.272,5.0,5.0,5.0,4.92,4.96,4.92
T4,306.591,2.0,2.0,2.0,2.0,1.99,1.99
T2,308.176,15.0,15.0,15.0,15.1,14.95,14.83
T2,310.178,15.0,15.0,15.0,14.82,15.11,15.15
T3,312.671,5.0,5.0,5.0,5.08,5.0,4.96
T2,315.109,15.0,15.0,15.0,15.17,14.91,15.1
T1,318.094,10.0,10.0,10.0,10.0,10.14,10.15
T4,325.012,2.0,2.0,2.0,2.01,1.99,2.0
T2,333.443,15.0,15.0,15.0,15.24,14.85,14.8
T4,335.496,2.0,2.0,2.0,1.97,2.02,2.02
T4,336.201,2.0,2.0,2.0,2.01,2.0,1.97
T1,337.996,10.0,10.0,10.0,10.16,10.0,9.97
T4,338.72,2.0,2.0,2.0,1.97,2.02,2.01
T4,342.004,2.0,2.0,2.0,1.98,2.0,1.99
T1,344.464,10.0,10.0,10.0,9.86,9.83,9.86
T2,344.957,15.0,15.0,15.0,15.12,15.24,15.08
T2,347.403,15.0,15.0,15.0,15.12,15.15,15.2
T4,347.626,2.0,2.0,2.0,2.03,1.98,2.0
T4,349.513,2.0,2.0,2.0,2.01,2.03,2.0
T4,350.852,2.0,2.0,2.0,2.0,2.02,2.03
T1,355.268,10.0,10.0,10.0,10.09,9.87,10.09
T1,359.544,10.0,10.0,10.0,10.15,9.88,9.97
T2,365.0,15.0,15.0,15.0,14.77,15.13,15.12
T4,369.022,2.0,2.0,2.0,2.0,2.02,2.02
T3,369.123,5.0,5.0,5.0,5.0,4.93,5.03
T2,370.646,15.0,15.0,15.0,14.91,15.13,15.21
T4,371.686,2.0,2.0,2.0,2.02,1.99,2.0
T2,371.931,15.0,15.0,15.0,15.09,14.76,15.02
T2,373.143,15.0,15.0,15.0,15.0,15.17,14.76
T2,373.391,15.0,15.0,15.0,15.1,15.25,15.04
T1,374.18,10.0,10.0,10.0,9.88,10.15,10.01
T4,377.506,2.0,2.0,2.0,2.01,2.0,2.0
T4,383.094,2.0,2.0,2.0,2.02,2.0,2.03
T1,383.638,10.0,10.0,10.0,9.89,9.9,10.08
T3,386.555,5.0,5.0,5.0,5.03,5.07,5.07
T2,388.267,15.0,15.0,15.0,14.76,14.77,15.14
T3,388.683,5.0,5.0,5.0,4.99,5.0,5.01
T3,389.876,5.0,5.0,5.0,4.96,5.0,4.98
T2,392.298,15.0,15.0,15.0,14.86,14.98,14.85
T2,393.913,15.0,15.0,15.0,15.17,15.24,15.18
T1,395.076,10.0,10.0,10.0,9.96,9.94,9.91
T2,407.264,15.0,15.0,15.0,15.15,15.1,14.92
T4,409.316,2.0,2.0,2.0,2.02,2.02,2.01
T2,409.819,15.0,15.0,15.0,15.11,14.9,14.84
T1,416.41,10.0,10.0,10.0,10.06,9.88,9.91
T3,423.841,5.0,5.0,5.0,5.01,4.98,4.98
T1,428.969,10.0,10.0,10.0,10.17,9.91,10.05
T1,434.073,10.0,10.0,10.0,9.86,9.83,10.1
T1,439.932,10.0,10.0,10.0,10.01,9.96,9.87
T3,442.835,5.0,5.0,5.0,4.94,5.09,4.96
T1,446.08,10.0,10.0,10.0,10.04,10.0,10.15
T2,448.675,15.0,15.0,15.0,14.79,14.75,15.07
T3,459.015,5.0,5.0,5.0,5.05,4.97,5.08
T4,461.08,2.0,2.0,2.0,1.98,2.0,1.98
T2,468.011,15.0,15.0,15.0,14.92,14.86,14.98
T2,472.896,15.0,15.0,15.0,14.78,15.17,14.95
T4,473.83,2.0,2.0,2.0,2.0,2.03,1.98
T2,476.291,15.0,15.0,15.0,14.87,15.04,14.87
T1,481.467,10.0,10.0,10.0,10.07,10.0,10.07
T4,483.09,2.0,2.0,2.0,2.0,2.0,2.01
T3,487.096,5.0,5.0,5.0,5.08,5.05,5.03
T2,489.076,15.0,15.0,15.0,15.24,14.92,14.93
T3,489.367,5.0,5.0,5.0,5.0,5.01,4.95
T2,494.734,15.0,15.0,15.0,15.16,14.85,14.93
T2,499.017,15.0,15.0,15.0,14.98,15.26,14.8
T4,504.324,2.0,2.0,2.0,1.98,1.97,2.0
T2,505.33,15.0,15.0,15.0,15.11,14.92,15.07
T1,508.016,10.0,10.0,10.0,10.11,9.85,9.92
T1,509.092,10.0,10.0,10.0,9.9,10.16,9.84
T3,510.003,5.0,5.0,5.0,5.02,4.96,4.93
T4,510.722,2.0,2.0,2.0,2.0,2.0,2.02
T1,511.373,10.0,10.0,10.0,10.13,10.1,10.01
T3,516.273,5.0,5.0,5.0,5.06,5.08,4.91
T4,518.654,2.0,2.0,2.0,1.99,2.03,2.01
T1,519.518,10.0,10.0,10.0,10.11,9.84,10.15
T3,523.637,5.0,5.0,5.0,4.96,4.92,4.92
T4,528.96,2.0,2.0,2.0,1.98,1.99,2.0
T2,529.192,15.0,15.0,15.0,15.18,14.9,15.2
T3,534.293,5.0,5.0,5.0,4.99,5.06,5.04
T1,542.981,10.0,10.0,10.0,9.98,10.08,9.97
T1,548.631,10.0,10.0,10.0,9.9,10.03,10.01
T3,551.433,5.0,5.0,5.0,4.97,4.97,4.99
T2,553.669,15.0,15.0,15.0,14.77,14.83,15.17
T3,561.273,5.0,5.0,5.0,5.01,5.0,5.0
T3,563.718,5.0,5.0,5.0,4.98,4.94,5.03
T1,564.121,10.0,10.0,10.0,10.14,9.99,10.09
T2,569.479,15.0,15.0,15.0,15.01,15.05,14.89
T3,573.244,5.0,5.0,5.0,4.93,4.93,5.08
T3,581.506,5.0,5.0,5.0,4.92,5.08,5.01
T4,583.396,2.0,2.0,2.0,1.97,2.01,2.0
T2,584.318,15.0,15.0,15.0,14.83,14.78,15.22
T2,586.487,15.0,15.0,15.0,14.89,14.99,15.04
T2,586.682,15.0,15.0,15.0,14.88,14.84,15.03
T4,587.062,2.0,2.0,2.0,1.99,1.98,2.0
T3,587.245,5.0,5.0,5.0,4.95,4.95,4.99
T4,590.966,2.0,2.0,2.0,1.98,1.97,2.02
T3,591.927,5.0,5.0,5.0,5.03,4.92,5.07
T4,592.568,2.0,2.0,2.0,2.03,1.98,2.01
T1,593.615,10.0,10.0,10.0,10.12,9.9,9.93
T3,594.249,5.0,5.0,5.0,5.03,4.99,5.03
T1,594.556,10.0,10.0,10.0,10.07,10.04,10.16
T3,596.562,5.0,5.0,5.0,5.0,5.01,5.03
T1,597.125,10.0,10.0,10.0,9.99,9.88,9.88
T4,602.022,2.0,2.0,2.0,1.98,1.97,2.0
T4,602.466,2.0,2.0,2.0,2.01,2.03,2.02
T4,608.516,2.0,2.0,2.0,1.99,2.01,1.98
T3,608.776,5.0,5.0,5.0,5.04,5.03,5.0
T4,609.41,2.0,2.0,2.0,1.98,1.98,1.99
T1,621.353,10.0,10.0,10.0,10.13,9.86,9.88
T3,622.805,5.0,5.0,5.0,4.96,5.07,5.0
T3,629.838,5.0,5.0,5.0,4.92,5.04,5.02
T1,633.925,10.0,10.0,10.0,10.13,10.16,9.94
T3,653.239,5.0,5.0,5.0,5.01,5.07,4.96
T1,657.779,10.0,10.0,10.0,10.01,9.87,9.99
T1,658.514,10.0,10.0,10.0,9.94,10.02,10.01
T2,662.986,15.0,15.0,15.0,14.85,14.96,15.06
T1,663.217,10.0,10.0,10.0,9.91,10.15,10.08
T2,672.481,15.0,15.0,15.0,15.18,15.05,14.75
T3,674.807,5.0,5.0,5.0,5.09,5.02,4.93
T3,678.58,5.0,5.0,5.0,5.04,5.03,4.99
T3,682.82,5.0,5.0,5.0,4.98,5.03,5.07
T3,685.933,5.0,5.0,5.0,5.06,5.02,4.93
T3,686.154,5.0,5.0,5.0,4.93,4.96,5.07
T2,689.485,15.0,15.0,15.0,15.23,15.17,15.05
T2,693.212,15.0,15.0,15.0,14.74,15.15,15.02
T4,695.181,2.0,2.0,2.0,2.0,2.03,1.98
T3,695.821,5.0,5.0,5.0,5.03,4.94,4.92
T2,697.311,15.0,15.0,15.0,14.95,15.08,15.0
T4,698.066,2.0,2.0,2.0,2.01,2.01,2.02
T4,700.035,2.0,2.0,2.0,1.98,2.01,2.0
T3,700.04,5.0,5.0,5.0,5.01,4.94,5.04
T3,702.945,5.0,5.0,5.0,5.07,5.07,4.92
T4,703.958,2.0,2.0,2.0,1.99,2.03,1.99
T3,708.047,5.0,5.0,5.0,5.07,5.01,4.93
T3,709.465,5.0,5.0,5.0,4.96,4.92,4.95
T1,715.421,10.0,10.0,10.0,10.07,10.05,9.83
T1,724.379,10.0,10.0,10.0,9.87,9.98,10.07
T2,742.082,15.0,15.0,15.0,15.11,14.98,14.89
T4,743.998,2.0,2.0,2.0,2.02,2.03,1.97
T4,744.299,2.0,2.0,2.0,1.97,2.03,2.02
T4,745.784,2.0,2.0,2.0,2.0,2.0,2.02
T3,746.123,5.0,5.0,5.0,4.94,4.96,5.04
T2,746.921,15.0,15.0,15.0,14.92,14.88,15.02
T1,747.176,10.0,10.0,10.0,9.92,9.92,10.14
T2,747.349,15.0,15.0,15.0,14.77,15.01,15.22
T2,757.227,15.0,15.0,15.0,15.24,14.98,15.16
T2,757.985,15.0,15.0,15.0,15.01,15.17,14.82
T1,758.71,10.0,10.0,10.0,9.94,9.96,9.99
T2,760.995,15.0,15.0,15.0,15.14,15.11,14.98
T2,763.836,15.0,15.0,15.0,15.01,14.86,14.99
T2,767.183,15.0,15.0,15.0,14.97,15.02,14.85
T4,768.385,2.0,2.0,2.0,2.01,2.01,2.0
T1,771.08,10.0,10.0,10.0,9.96,9.85,10.07
T4,778.576,2.0,2.0,2.0,1.99,2.02,1.99
T1,779.952,10.0,10.0,10.0,10.07,10.08,9.87
T3,780.08,5.0,5.0,5.0,5.07,4.92,4.99
T2,780.849,15.0,15.0,15.0,14.86,14.8,14.96
T3,782.444,5.0,5.0,5.0,5.01,4.97,4.97
T3,784.272,5.0,5.0,5.0,4.95,4.94,4.95
T1,788.048,10.0,10.0,10.0,9.89,10.1,10.15
T2,797.217,15.0,15.0,15.0,14.88,15.22,15.0
T4,800.716,2.0,2.0,2.0,2.0,1.98,1.98
T2,807.484,15.0,15.0,15.0,15.21,14.92,15.23
T2,811.911,15.0,15.0,15.0,14.96,15.07,14.87
T1,812.568,10.0,10.0,10.0,10.08,10.02,9.91
T2,813.913,15.0,15.0,15.0,14.96,15.21,14.81
T2,814.744,15.0,15.0,15.0,14.88,14.92,14.88
T2,822.218,15.0,15.0,15.0,15.01,14.86,15.0
T4,825.669,2.0,2.0,2.0,1.98,2.0,1.97
T3,825.803,5.0,5.0,5.0,4.92,5.0,4.98
T3,826.469,5.0,5.0,5.0,4.94,4.98,5.02
T2,827.307,15.0,15.0,15.0,14.83,15.16,15.22
