task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
1,0.381,109.627,105.644,104.563,111.162,95.111,116.06,110.209,114.065,97.128,102.986,100.124,100.899,99.648,105.481
2,0.797,11.739,114.008,10.504,113.452,102.318,1.108,115.611,10.054,108.257,10.798,112.776,101.557,1.125,99.454
1,0.798,106.37,94.486,94.354,101.268,101.694,115.392,98.705,115.137,92.572,99.188,103.63,96.909,107.823,100.567
2,0.891,10.387,109.526,10.305,102.273,111.606,1.09,109.385,10.015,109.611,9.736,111.247,109.338,1.009,113.721
4,1.007,0.938,97.195,99.615,105.318,97.313,102.388,9.811,1.001,104.443,100.547,104.027,99.79,109.285,10.404
2,1.038,10.447,116.468,10.641,114.165,107.847,0.959,115.943,10.719,107.391,10.153,112.465,96.456,1.093,108.702
3,1.132,11.262,112.611,98.432,101.913,99.785,10.148,10.368,9.82,106.423,109.762,106.568,102.335,11.333,11.592
1,2.166,116.979,99.577,103.786,108.29,105.629,105.846,99.27,108.362,103.03,103.156,96.066,109.135,110.658,99.966
1,2.459,117.833,95.403,106.292,96.655,94.243,100.697,100.009,117.882,104.099,96.074,104.075,102.738,105.517,98.283
2,2.606,11.343,100.103,9.916,108.992,113.044,1.018,104.788,10.086,108.257,10.827,112.776,112.928,1.129,104.641
2,2.699,10.528,112.936,9.751,109.43,102.689,1.045,100.897,10.476,111.39,10.208,113.553,103.823,0.987,108.226
2,2.75,10.56,99.963,10.72,98.217,98.672,1.095,110.196,10.296,111.802,11.317,104.094,104.175,1.025,105.55
4,3.142,0.986,99.462,99.077,108.277,94.674,103.065,9.951,0.938,100.349,114.229,104.019,95.659,109.899,10.501
3,3.383,11.016,107.112,108.553,100.69,107.61,10.463,9.962,10.315,110.961,107.165,110.011,103.363,11.085,11.419
1,3.416,103.498,106.642,101.071,96.562,103.833,112.364,100.857,109.957,98.364,104.098,107.814,103.4,107.653,107.83
2,3.487,10.696,104.599,10.4,111.402,103.854,0.977,108.768,10.557,106.691,10.334,110.154,110.303,0.988,106.662
1,3.634,108.758,100.343,95.425,101.462,97.791,113.698,103.614,113.498,106.37,103.437,100.16,95.218,116.478,113.862
1,3.837,102.525,94.96,95.744,106.947,109.443,117.148,109.309,111.337,93.489,109.785,113.834,94.91,116.47,110.724
2,3.888,11.415,105.262,10.215,98.45,101.647,1.06,107.593,11.189,109.33,10.658,96.827,100.161,1.06,108.199
1,4.33,111.491,99.685,99.994,107.828,98.302,109.713,101.923,103.177,93.363,94.784,99.995,104.03,107.301,107.858
2,4.444,9.908,110.786,9.781,102.296,104.197,1.115,106.662,10.711,115.724,11.212,97.889,103.883,1.123,111.571
4,4.449,1.062,98.819,109.076,99.023,95.714,106.821,9.764,1.05,106.127,107.745,103.035,96.665,105.554,10.164
2,4.622,11.745,109.31,10.491,109.013,96.435,0.954,104.068,10.808,112.46,9.664,97.889,108.01,0.982,116.367
