task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T7,0.192,5.34,4.82,102.28,25.01,144.65,4.92,11.76,26.03,5.24,4.97,110.77,24.24,159.34,5.14,11.68,28.99
T2,1.094,4.72,5.37,104.48,27.15,158.54,5.89,11.15,24.71,4.62,5.58,106.07,28.64,148.53,5.33,11.21,28.82
T4,1.944,4.8,5.02,106.61,28.19,161.31,5.39,10.42,24.64,5.17,5.48,104.15,25.91,163.37,5.35,9.88,26.83
T9,3.635,4.97,5.01,99.56,25.9,138.23,4.74,10.15,26.65,5.22,5.55,107.03,23.28,161.76,5.11,11.0,28.16
T5,3.866,5.27,4.84,108.89,25.03,159.88,4.89,10.0,24.43,5.12,5.2,104.3,24.58,155.92,4.81,10.8,24.49
T8,4.367,4.94,5.63,109.31,28.59,150.89,5.19,10.58,25.83,5.06,4.91,100.08,28.4,170.22,4.96,11.68,27.76
T10,4.784,5.6,5.14,103.04,29.14,174.3,5.36,11.16,27.84,5.25,5.33,104.11,26.69,166.44,4.97,10.86,26.88
T1,6.991,5.3,4.87,110.78,26.91,144.42,5.0,11.06,23.46,5.7,5.11,101.01,23.35,150.87,5.09,9.82,24.96
T8,7.217,5.05,5.66,101.75,28.1,155.99,5.02,11.12,25.96,4.92,5.6,111.05,27.28,150.28,5.24,11.36,27.66
T5,9.289,5.66,5.19,109.13,27.12,158.53,4.94,9.74,23.85,5.07,4.95,99.57,24.95,144.23,4.7,9.37,23.59
T4,11.455,4.99,5.76,107.3,28.07,166.16,5.26,11.1,27.26,5.09,5.81,95.76,28.12,161.95,5.25,10.74,25.62
T10,11.482,5.48,5.7,95.16,27.15,163.44,5.64,11.73,28.2,5.11,5.04,100.38,29.05,151.98,5.03,11.3,25.85
T1,11.548,5.54,5.2,113.37,25.1,145.95,5.03,10.28,27.37,5.3,5.11,102.09,26.09,160.62,5.3,10.41,25.23
T6,12.847,4.88,4.92,98.64,26.74,148.49,5.41,11.31,27.84,5.25,5.19,99.0,27.93,163.06,5.0,10.4,26.06
T10,13.445,5.32,5.54,95.51,26.38,171.4,5.63,10.02,26.79,5.08,5.5,95.79,28.0,168.29,5.67,11.41,27.92
T5,14.459,5.21,4.93,106.22,25.59,154.46,4.78,9.53,25.28,5.82,4.92,98.04,25.2,143.99,4.9,9.79,27.16
T6,15.976,4.72,5.06,102.62,23.59,145.34,5.34,11.7,28.22,4.94,5.23,111.03,25.05,152.65,5.64,10.46,25.38
T2,16.865,5.02,5.64,101.52,29.27,163.41,5.74,10.68,28.99,5.03,5.26,103.28,29.72,150.3,5.56,10.85,26.7
T1,17.478,5.91,5.63,115.64,23.26,150.2,5.13,10.78,26.75,5.84,5.56,115.69,24.8,139.83,5.14,10.96,24.45
T10,17.617,5.11,5.72,101.16,27.21,176.36,4.98,10.75,25.63,5.3,5.02,109.24,27.5,157.59,5.38,11.02,26.59
T10,18.072,5.12,5.75,95.2,25.52,171.4,5.01,10.72,26.65,5.65,5.35,110.22,27.49,151.42,5.14,10.1,28.41
T2,20.035,4.72,5.69,99.34,27.21,169.21,5.13,11.1,27.46,4.62,5.61,98.17,26.83,152.6,5.07,9.8,28.64
T4,21.931,5.3,5.42,111.56,29.31,169.06,5.29,10.38,28.11,5.16,5.16,97.0,25.17,146.46,5.01,11.05,26.81
T1,21.97,5.91,5.07,106.19,27.07,139.8,5.38,11.42,25.66,5.37,5.3,111.15,26.69,143.2,5.64,10.9,23.36
T8,22.03,5.22,5.68,102.15,26.34,168.03,5.45,11.18,28.57,5.82,5.45,114.1,26.65,162.3,5.4,10.32,26.79
T10,23.812,5.08,5.71,97.04,25.16,168.77,5.2,9.91,26.99,4.84,5.77,101.96,28.48,150.1,4.93,11.3,27.8
T10,24.175,5.0,5.07,98.79,28.14,165.34,4.88,11.45,27.68,5.04,5.53,100.82,28.25,161.95,5.37,11.15,24.8
T2,29.39,5.21,5.21,111.64,29.72,162.86,5.53,10.75,25.21,5.44,5.78,97.02,27.87,150.07,5.19,10.56,27.19
T1,32.067,5.86,5.01,101.9,25.08,139.04,5.46,11.35,26.7,5.16,5.07,112.34,26.96,147.32,5.15,11.28,24.18
T6,33.05,5.45,5.46,107.48,26.2,162.67,5.1,11.22,27.19,4.87,5.5,108.29,27.0,141.67,5.33,10.68,26.41
T8,33.83,5.42,5.45,99.92,26.75,174.97,5.09,11.42,29.31,5.76,5.61,104.29,28.12,160.08,5.4,10.38,29.18
T10,34.209,5.22,5.02,99.33,25.16,154.25,5.08,10.25,25.14,5.3,5.22,95.43,28.53,163.66,5.68,11.19,27.41
T9,34.218,5.07,4.93,105.63,24.28,149.58,4.94,10.02,29.35,5.56,4.77,106.4,27.29,150.15,4.78,10.68,27.13
T5,35.855,5.38,5.5,105.64,26.14,162.88,4.8,9.89,27.3,5.71,4.87,98.77,25.23,160.37,4.72,9.36,26.3
T10,36.663,5.66,5.72,99.76,27.45,176.64,5.0,10.33,28.12,5.37,5.69,95.26,29.56,157.71,5.58,10.33,25.82
T2,37.026,5.01,5.28,107.44,25.68,154.36,5.83,10.36,28.13,4.85,5.0,98.77,27.03,151.64,5.44,10.92,26.84
T1,39.826,5.88,4.8,103.38,26.32,146.57,5.88,11.35,27.19,5.93,5.52,109.34,27.62,142.05,4.99,10.07,27.54
T8,41.072,5.41,5.37,115.2,25.42,162.55,5.31,10.3,28.32,5.57,5.28,111.23,26.27,155.2,5.48,10.89,27.13
T7,43.253,5.42,5.23,98.74,27.2,140.3,5.01,10.26,25.1,5.22,5.08,113.97,26.97,142.39,5.3,11.74,26.74
T3,44.07,4.84,5.47,102.08,27.64,151.35,5.08,10.46,24.23,5.68,5.43,105.55,24.16,146.1,5.27,9.4,25.31
T1,44.112,5.3,5.15,99.97,24.66,138.54,5.2,10.64,24.59,5.63,5.6,105.7,23.68,157.36,5.66,10.14,23.27
T7,44.278,4.7,4.94,111.47,24.68,159.17,4.96,10.22,27.71,5.02,5.18,108.38,27.79,152.55,5.48,11.24,26.31
T1,44.278,5.84,5.26,111.06,25.43,157.91,5.59,11.07,23.92,5.4,5.41,98.94,26.78,146.26,5.09,10.69,25.7
T6,44.742,4.81,5.45,111.52,24.39,163.39,5.6,10.94,25.89,5.09,5.2,112.22,27.62,144.69,5.54,11.79,25.23
T3,46.798,5.44,5.83,94.68,28.18,155.89,5.71,9.7,24.94,5.11,5.05,108.2,27.74,145.38,5.56,9.98,26.14
T3,46.938,5.49,5.41,108.56,25.8,150.83,5.63,10.68,26.3,5.09,5.77,95.9,25.59,159.15,5.79,10.68,23.09
T2,47.299,4.88,5.41,97.57,27.59,149.93,5.27,9.73,29.26,4.66,4.96,96.95,25.77,161.04,5.13,10.59,26.59
T4,48.602,4.97,5.67,109.78,29.19,162.88,5.54,10.9,25.33,5.05,5.08,103.25,25.19,152.04,5.02,10.34,28.14
T10,51.3,4.87,5.34,109.57,25.69,160.31,5.08,10.25,26.44,5.41,5.01,93.29,27.5,173.06,4.83,10.21,28.27
T8,51.542,5.33,5.57,97.82,25.38,156.56,4.89,11.25,25.04,5.17,5.79,99.17,28.28,172.12,5.14,11.1,27.73
T5,51.57,5.09,4.8,100.02,26.06,139.28,5.1,10.04,26.29,5.46,5.53,109.0,23.63,152.49,5.44,10.37,23.79
T5,51.803,5.57,4.72,102.85,23.8,162.96,4.66,10.83,25.96,5.1,5.37,109.84,24.38,144.83,4.71,10.06,24.31
T7,51.903,4.77,5.39,103.5,24.59,159.4,4.92,10.62,28.75,4.95,4.87,107.82,27.88,159.02,4.91,11.06,27.31
T1,52.075,5.91,4.88,110.76,26.77,157.35,5.62,11.07,26.59,5.19,5.32,107.71,23.85,152.7,5.25,10.3,25.48
T1,52.34,5.96,5.29,115.7,27.17,152.7,5.68,11.46,23.64,5.55,5.31,105.71,24.45,150.93,5.4,10.48,26.62
T1,53.377,5.92,5.52,100.76,23.51,150.98,5.05,9.94,26.02,5.26,4.91,107.34,23.54,139.07,5.18,11.06,23.27
