task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,2.384,2.305,2.064,4.501,0.74,2.605,1.861,4.259,0.769
1,3.407,2.566,1.797,4.971,0.671,2.318,1.738,4.252,0.762
2,6.388,1.912,2.025,4.647,0.992,1.945,2.071,4.408,0.843
2,6.793,2.605,2.113,5.083,0.968,2.232,1.984,4.209,0.874
1,8.935,2.592,1.467,4.003,0.841,2.269,1.419,4.287,0.845
1,8.973,2.309,1.794,4.666,0.691,1.996,1.758,4.161,0.738
1,9.021,2.616,1.896,4.169,0.776,2.528,1.687,4.353,0.755
1,10.469,2.369,1.771,4.986,0.643,2.56,1.911,3.696,0.668
1,14.253,1.99,1.942,4.917,0.845,1.94,1.737,4.338,0.858
2,15.405,2.542,2.108,3.779,0.917,2.209,1.598,3.782,0.964
1,16.085,2.082,1.492,4.07,0.666,2.195,1.653,4.031,0.634
1,17.215,2.345,1.89,4.495,0.634,2.328,1.836,4.177,0.738
2,18.876,2.305,1.802,4.266,0.812,2.127,1.694,4.453,1.002
1,19.241,1.979,1.758,4.136,0.672,1.954,1.451,4.694,0.612
1,19.328,2.372,1.793,4.909,0.642,2.347,1.939,4.241,0.621
1,19.864,2.305,1.847,4.233,0.697,2.572,1.448,4.042,0.744
2,19.938,2.368,2.141,4.572,0.885,2.046,1.964,3.975,0.737
1,22.059,2.331,1.846,4.529,0.812,2.484,1.469,3.775,0.837
1,22.104,2.558,1.437,3.727,0.799,2.19,1.971,4.442,0.776
2,22.721,2.055,2.12,4.638,0.754,2.438,1.955,4.647,0.93
1,22.982,2.093,1.743,4.261,0.625,2.095,1.779,3.991,0.787
1,23.791,2.615,1.542,4.083,0.801,1.949,1.876,4.283,0.734
1,25.594,2.185,1.565,4.104,0.799,2.467,1.615,3.765,0.822
1,25.622,2.563,1.802,4.778,0.86,2.373,1.415,4.182,0.621
1,25.666,2.061,1.704,4.177,0.807,1.897,1.585,4.475,0.801
1,26.465,1.886,1.515,4.209,0.785,2.453,1.985,4.851,0.623
2,26.792,2.434,1.656,3.897,0.917,2.297,1.869,5.025,0.96
1,27.173,2.478,1.549,4.275,0.815,2.313,1.696,4.361,0.693
1,27.759,2.238,1.949,4.205,0.804,2.215,1.893,3.654,0.811
1,29.269,2.447,1.412,3.783,0.732,2.106,1.854,4.999,0.824
1,29.369,2.279,1.752,4.465,0.623,2.109,1.815,4.341,0.825
1,29.669,2.312,1.479,4.81,0.734,2.193,1.516,4.132,0.61
1,30.367,2.133,1.879,4.08,0.745,2.572,1.549,4.843,0.804
1,31.086,2.231,1.853,4.252,0.755,2.312,1.653,4.977,0.672
2,31.229,1.984,1.94,4.714,0.758,2.14,1.909,3.75,0.894
1,31.963,2.43,1.883,4.492,0.859,2.364,1.822,4.994,0.741
1,33.107,1.901,1.418,4.02,0.701,1.964,1.515,4.19,0.702
1,33.236,2.065,1.702,4.749,0.789,1.943,1.422,4.92,0.705
2,34.745,2.048,1.823,5.076,0.803,1.923,1.743,3.951,0.869
1,35.356,1.912,1.895,4.54,0.707,2.511,1.852,4.529,0.787
1,39.098,1.996,1.656,4.425,0.839,2.276,1.806,4.069,0.764
1,40.788,2.216,1.427,4.857,0.801,2.342,1.463,3.78,0.847
1,41.321,2.582,1.872,3.709,0.681,1.981,1.61,4.271,0.689
1,41.636,2.215,1.799,4.584,0.621,1.94,1.869,3.627,0.712
1,44.407,2.002,1.946,4.371,0.661,2.311,1.548,3.776,0.68
1,44.842,2.397,1.492,3.944,0.687,2.003,1.767,4.757,0.622
2,45.855,2.533,1.517,5.123,0.719,2.403,1.955,4.051,0.954
1,49.726,2.272,1.671,4.225,0.646,1.916,1.904,4.79,0.618
1,51.152,1.914,1.869,3.664,0.696,2.263,1.946,4.689,0.668
2,51.564,1.898,1.67,3.894,0.953,1.979,1.718,4.369,0.908
1,52.61,1.91,1.452,4.386,0.65,2.525,1.754,4.632,0.858
1,53.364,2.028,1.744,4.541,0.744,2.327,1.601,4.201,0.634
1,54.743,2.144,1.858,3.64,0.845,2.588,1.609,3.785,0.61
1,54.748,1.999,1.535,4.645,0.768,2.238,1.448,4.085,0.809
2,55.688,2.615,1.776,4.251,0.735,2.151,1.596,4.584,0.719
1,56.842,2.348,1.879,4.412,0.618,2.43,1.609,4.156,0.724
2,57.269,2.056,1.82,4.344,0.795,2.058,1.725,4.611,0.729
1,58.261,2.149,1.404,4.632,0.664,2.153,1.771,4.032,0.686
1,58.605,1.88,1.515,4.34,0.613,2.528,1.566,4.84,0.848
1,58.683,2.581,1.65,4.3,0.858,2.023,1.791,4.364,0.633
2,59.627,2.14,1.902,4.739,0.98,1.978,1.615,3.975,0.798
1,60.053,2.049,1.882,3.669,0.632,2.198,1.515,4.89,0.702
1,60.405,2.215,1.931,4.176,0.637,2.015,1.544,4.136,0.76
1,60.639,2.386,1.607,4.417,0.676,2.267,1.882,3.902,0.858
2,61.374,2.207,1.557,3.636,0.846,2.38,1.544,4.252,0.991
1,62.036,2.056,1.948,4.408,0.649,2.031,1.981,4.591,0.618
1,62.558,2.012,1.835,4.542,0.834,2.101,1.505,4.325,0.838
1,62.61,2.507,1.763,3.64,0.788,2.568,1.479,3.8,0.746
2,65.572,2.207,1.626,4.462,0.848,2.631,1.803,4.98,0.914
1,65.721,2.429,1.672,4.986,0.637,2.055,1.644,4.62,0.772
1,66.302,1.881,1.548,3.625,0.693,2.113,1.627,4.206,0.859
1,66.672,1.885,1.942,4.025,0.779,2.215,1.98,5.003,0.655
1,66.896,2.056,1.443,3.619,0.719,1.945,1.905,4.771,0.616
2,67.073,2.29,1.658,4.821,0.913,2.093,2.065,3.975,0.91
1,67.222,2.209,1.913,3.724,0.784,2.277,1.908,3.619,0.684
1,67.293,2.04,1.771,5.042,0.811,2.07,1.415,5.11,0.861
1,68.04,2.209,1.676,3.604,0.652,2.277,1.618,3.617,0.695
1,69.077,2.348,1.885,3.617,0.61,1.945,1.882,4.233,0.625
1,69.765,2.277,1.518,4.353,0.801,2.604,1.586,5.05,0.804
2,70.169,2.268,1.821,4.312,0.744,2.167,1.635,5.063,0.779
