task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,2.323,1.904,1.77,3.652,0.755,2.35,2.12,3.774,0.951
1,2.401,2.193,1.69,5.001,0.844,2.492,1.684,3.786,0.651
1,3.176,2.597,1.634,3.726,0.759,1.956,1.813,3.668,0.646
1,6.196,2.028,1.673,3.775,0.857,2.126,1.817,4.791,0.656
2,7.402,2.313,1.528,4.001,0.911,2.465,1.52,4.719,0.74
2,9.435,2.545,1.836,4.394,0.809,2.271,1.916,3.648,0.956
1,10.014,1.963,1.931,4.74,0.692,2.502,1.876,4.88,0.713
1,10.418,2.197,1.871,4.938,0.724,2.197,1.978,4.486,0.765
2,10.74,2.605,1.978,3.701,0.88,2.013,1.708,4.529,0.926
2,12.175,2.202,1.841,4.335,0.835,2.259,1.522,4.233,0.729
1,12.463,2.34,1.699,4.11,0.834,2.458,1.977,3.613,0.729
1,14.624,2.309,1.422,4.76,0.824,1.953,1.974,3.8,0.681
1,17.21,2.483,1.61,4.401,0.773,2.54,1.422,4.437,0.754
1,17.707,2.469,1.438,4.367,0.658,2.173,1.621,4.925,0.786
1,17.842,2.497,1.515,4.211,0.667,2.602,1.583,3.933,0.642
1,18.5,1.886,1.434,4.612,0.63,2.095,1.68,4.665,0.715
2,19.608,2.617,1.983,3.653,0.989,2.223,1.926,4.361,0.923
1,20.104,1.883,1.834,4.025,0.698,2.064,1.661,3.727,0.664
1,24.705,2.371,1.44,4.707,0.759,2.095,1.797,3.941,0.758
2,26.155,1.914,1.636,4.863,0.996,2.045,1.525,5.01,0.98
1,26.991,2.485,1.457,4.287,0.693,1.899,1.496,4.107,0.703
1,27.644,2.242,1.985,3.748,0.633,2.372,1.558,4.165,0.709
2,28.45,2.438,2.078,3.892,0.987,2.414,2.07,3.976,1.012
1,28.505,2.07,1.942,4.698,0.796,2.171,1.687,3.783,0.853
1,29.637,2.095,1.699,4.258,0.707,2.329,1.753,3.765,0.675
1,30.168,1.986,1.817,4.418,0.68,2.176,1.73,3.994,0.751
2,33.62,1.888,1.804,4.477,0.778,2.509,1.889,4.555,0.899
1,34.532,2.215,1.656,3.681,0.69,2.613,1.542,4.025,0.676
2,35.053,2.132,2.082,3.679,0.867,2.23,1.716,3.636,0.91
1,35.409,2.069,1.848,4.108,0.752,2.301,1.758,3.795,0.738
2,35.955,2.492,1.982,3.714,0.916,2.248,1.604,3.751,0.797
1,36.888,2.45,1.905,4.757,0.628,2.192,1.649,4.887,0.668
1,37.968,1.935,1.962,4.233,0.691,2.413,1.646,3.626,0.716
1,38.229,2.286,1.475,4.301,0.843,1.995,1.782,4.325,0.792
2,39.813,2.311,1.739,4.081,0.874,1.892,1.599,4.765,0.747
1,41.307,2.321,1.73,3.674,0.755,2.215,1.895,5.003,0.666
1,43.679,2.45,1.668,4.505,0.863,2.474,1.905,4.997,0.778
1,44.951,2.045,1.801,3.776,0.764,2.301,1.672,4.998,0.736
1,45.296,1.884,1.883,4.211,0.623,2.07,1.932,4.481,0.735
2,45.469,2.361,1.823,4.225,0.881,2.016,1.956,4.143,0.836
2,46.405,2.172,2.117,4.962,0.947,2.631,1.538,4.978,0.947
1,46.417,1.991,1.98,4.352,0.841,2.226,1.542,5.051,0.804
1,46.689,2.109,1.976,4.541,0.68,2.582,1.815,4.407,0.765
1,47.129,2.146,1.982,4.427,0.762,2.183,1.651,3.654,0.636
2,49.515,2.386,2.03,4.452,0.796,2.088,1.688,3.835,0.733
2,50.679,1.887,2.027,4.039,0.98,2.144,1.992,3.796,0.954
2,50.71,2.132,1.98,3.954,1.009,1.943,1.794,3.987,0.933
1,51.325,2.276,1.822,4.474,0.696,1.874,1.905,3.628,0.754
1,53.216,2.174,1.668,3.672,0.843,2.286,1.892,4.967,0.655
1,53.363,2.567,1.876,4.506,0.783,2.026,1.531,3.729,0.707
2,56.93,2.312,1.916,5.121,0.846,2.141,2.005,4.805,0.745
1,57.76,2.231,1.727,4.373,0.788,1.891,1.821,4.516,0.697
1,57.826,2.167,1.473,4.478,0.804,1.868,1.769,3.87,0.72
1,59.018,2.625,1.972,4.79,0.632,1.97,1.862,4.234,0.664
1,60.089,2.497,1.846,5.037,0.823,2.473,1.448,4.291,0.815
1,61.012,2.382,1.825,4.395,0.618,2.61,1.667,4.465,0.659
1,61.639,2.597,1.566,5.088,0.77,2.525,1.895,4.119,0.627
1,62.285,2.245,1.801,3.931,0.859,2.347,1.562,3.904,0.633
1,62.752,2.372,1.514,4.529,0.658,2.431,1.469,3.719,0.716
2,62.995,2.435,1.867,4.384,0.734,2.602,1.708,3.869,0.837
1,63.189,2.476,1.685,4.045,0.646,2.476,1.505,4.392,0.861
1,64.135,1.853,1.869,4.608,0.713,2.183,1.725,4.919,0.664
1,65.222,2.609,1.89,4.485,0.703,2.183,1.678,4.833,0.664
2,65.524,2.103,1.588,4.623,0.926,2.207,1.628,5.025,0.753
2,65.557,2.05,1.866,4.578,0.905,2.072,1.688,4.975,0.966
2,65.599,2.613,1.713,4.299,0.73,2.14,1.747,4.868,0.907
1,67.648,1.861,1.806,4.624,0.619,2.069,1.886,4.02,0.727
1,67.999,2.503,1.485,4.264,0.729,2.507,1.737,4.517,0.861
1,68.248,2.118,1.69,3.939,0.684,2.072,1.817,3.897,0.806
1,69.223,1.916,1.807,3.608,0.644,2.143,1.982,4.13,0.811
1,69.359,2.358,1.653,4.045,0.759,1.936,1.687,4.829,0.824
1,71.813,2.315,1.662,3.814,0.822,2.361,1.479,4.555,0.757
2,72.978,1.893,1.542,3.975,0.833,2.23,2.047,3.779,0.984
2,74.869,2.635,2.054,4.596,0.972,2.596,2.115,3.652,0.785
2,75.341,2.322,1.589,4.62,0.909,2.272,1.622,4.765,0.821
2,76.19,2.209,1.603,3.792,1.006,2.225,1.52,4.37,0.944
1,76.231,1.882,1.651,4.817,0.625,1.991,1.73,4.341,0.775
1,77.173,2.115,1.893,3.982,0.703,2.278,1.959,3.604,0.704
1,77.546,2.324,1.585,4.967,0.784,2.162,1.799,3.72,0.727
1,80.778,2.07,1.552,4.339,0.844,2.455,1.704,3.746,0.61
2,81.224,2.521,1.845,4.401,1.017,1.943,1.628,3.997,0.784
1,82.706,2.482,1.524,4.583,0.629,2.54,1.515,4.046,0.627
1,82.8,2.483,1.71,4.5,0.76,1.881,1.983,3.839,0.637
1,83.016,2.588,1.505,3.64,0.649,2.483,1.459,4.508,0.787
1,85.656,2.228,1.405,4.659,0.844,1.899,1.662,4.905,0.64
1,85.766,1.969,1.579,4.176,0.693,2.517,1.479,4.402,0.664
1,85.855,1.872,1.716,4.72,0.786,2.373,1.931,4.694,0.668
2,86.496,2.063,1.768,3.772,0.982,2.626,1.736,4.714,0.871
2,87.293,2.223,1.906,3.642,0.843,2.397,1.525,4.21,0.718
1,88.091,2.597,1.668,3.608,0.676,2.44,1.534,3.91,0.834
1,88.463,2.343,1.797,4.503,0.626,2.234,1.793,3.901,0.823
1,88.827,2.313,1.605,4.161,0.801,2.095,1.969,4.252,0.754
2,89.233,1.905,1.888,4.094,0.966,2.297,1.908,4.9,0.81
2,89.665,1.983,1.937,4.572,0.972,1.94,1.923,4.622,0.729
1,89.673,2.207,1.48,4.134,0.626,2.078,1.523,4.233,0.784
1,91.859,2.548,1.876,4.611,0.631,2.522,1.607,4.833,0.703
2,95.706,2.51,1.766,4.086,0.874,2.223,1.967,3.783,0.929
1,96.598,2.248,1.402,4.277,0.863,2.074,1.515,3.696,0.634
1,96.709,2.622,1.534,3.931,0.829,2.434,1.554,3.698,0.693
1,97.33,1.938,1.714,4.02,0.697,2.485,1.448,4.857,0.854
1,97.335,2.358,1.761,4.392,0.807,2.439,1.963,3.806,0.784
