task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.044,112.72,99.58,10.57,10.92,98.71,106.9,10.49,111.29,116.86,96.34,9.97,9.88,102.99,114.76,10.97,101.55
2,0.121,100.74,95.23,10.62,11.17,112.4,103.61,10.77,101.05,114.05,98.12,9.54,10.1,107.84,102.99,10.02,106.75
1,0.15,99.94,109.23,11.13,10.83,103.94,108.91,11.46,97.01,101.26,109.91,11.21,9.96,104.15,115.7,11.38,108.65
1,0.245,109.77,101.6,10.0,9.65,98.07,105.7,9.89,98.46,98.48,109.72,10.72,10.45,106.21,103.71,10.4,103.22
4,0.631,96.58,98.4,10.99,10.47,94.51,105.86,10.96,92.82,99.89,108.17,10.59,9.78,100.47,93.78,11.04,99.29
4,0.643,101.82,99.3,10.97,10.54,95.72,98.15,11.49,94.76,101.82,98.72,9.58,9.87,97.7,102.8,11.04,99.45
4,0.669,101.95,98.83,10.97,10.6,97.71,106.36,10.7,103.01,96.43,98.3,10.57,9.41,106.41,103.28,11.12,101.32
1,0.874,96.46,101.85,10.78,10.04,108.42,116.78,10.32,114.37,106.01,114.58,10.17,9.37,109.21,104.18,10.81,110.55
4,1.477,106.22,102.31,10.51,10.56,92.01,100.91,10.23,102.02,95.95,103.51,10.81,10.91,105.86,97.44,10.33,103.24
1,1.546,97.47,105.77,10.33,10.68,108.16,112.98,11.03,97.65,103.18,110.22,9.69,9.5,107.72,103.88,10.82,106.37
1,1.79,96.64,97.54,11.12,10.96,112.77,116.08,10.12,100.93,111.08,109.21,10.74,9.65,108.71,104.51,10.3,101.3
1,1.899,101.51,112.32,9.81,9.48,106.91,116.35,10.54,103.2,107.72,97.16,10.46,10.71,99.66,113.94,11.18,101.06
1,2.046,109.34,101.15,11.22,9.46,112.47,118.51,10.15,99.92,95.71,104.51,10.57,9.91,109.21,118.65,11.33,112.79
4,2.057,103.19,102.19,10.5,9.65,99.75,107.53,10.79,94.84,103.19,104.88,9.68,10.77,102.71,102.4,10.16,96.52
3,2.24,99.1,114.45,9.94,10.5,104.71,101.94,9.98,114.02,105.36,103.36,10.42,11.06,101.55,110.04,11.11,112.52
1,2.594,100.24,110.15,9.87,10.8,109.0,114.65,11.16,110.01,99.08,103.82,10.73,9.54,103.85,103.15,10.34,112.93
2,3.291,100.87,97.71,10.76,9.59,111.17,98.89,10.95,107.7,101.03,109.72,10.78,10.34,102.75,103.61,9.8,103.97
2,3.575,107.5,108.84,9.51,10.61,105.24,100.81,9.91,100.44,107.78,98.84,10.52,10.51,101.75,106.74,9.69,116.9
3,3.899,114.16,117.75,9.44,10.46,101.37,116.82,9.55,109.15,116.25,112.19,10.24,9.66,106.46,100.04,10.42,115.98
2,3.925,117.69,106.79,10.08,9.65,104.98,104.62,9.88,103.46,112.52,105.66,10.56,11.04,99.22,108.14,10.08,106.82
2,4.147,106.48,100.98,10.21,9.51,107.72,108.81,11.49,107.77,117.81,94.14,9.56,9.61,103.39,112.71,9.87,111.73
2,4.406,117.09,99.68,10.81,10.82,99.68,109.68,11.09,118.05,110.37,98.84,9.4,9.62,101.58,100.7,10.23,108.14
3,4.461,108.65,109.59,9.64,9.7,100.9,100.2,10.93,112.92,112.3,116.26,10.1,9.93,116.8,101.93,10.99,106.71
2,4.464,109.08,107.98,9.93,10.32,112.48,106.04,10.48,99.91,99.51,100.86,9.96,9.69,104.93,99.19,10.58,102.32
3,4.718,113.23,103.37,9.47,10.32,113.72,111.87,9.66,100.59,108.41,107.24,9.61,9.56,118.04,104.05,10.59,109.32
4,5.175,111.5,111.6,10.15,10.83,99.19,102.9,10.53,95.36,97.91,108.41,10.56,11.04,101.4,104.84,11.5,101.26
1,6.022,110.1,98.14,10.05,10.28,97.81,105.53,10.02,104.07,110.4,107.61,11.08,10.93,100.35,108.04,10.85,110.84
4,6.071,101.74,113.14,10.12,10.87,105.77,102.62,10.36,103.79,104.44,99.73,9.76,10.27,98.9,104.05,11.29,94.2
2,6.179,104.7,97.87,10.67,10.78,100.19,100.53,10.75,100.19,112.11,93.37,10.17,10.61,99.88,98.97,10.9,107.52
1,6.381,100.95,97.03,10.53,9.78,99.49,108.55,11.59,99.86,106.74,110.33,9.96,10.46,101.67,111.29,11.19,103.5
4,6.971,104.86,101.71,10.16,9.4,101.03,101.41,10.76,94.67,94.83,109.18,9.44,10.27,107.36,104.66,11.06,95.65
4,7.499,97.38,104.37,9.46,10.61,96.36,92.91,10.06,95.64,93.88,111.06,9.53,9.93,93.18,94.08,10.31,102.07
4,7.806,110.64,113.14,10.31,9.61,93.47,95.28,10.05,93.0,96.57,113.46,9.51,9.53,100.47,96.02,10.49,103.75
3,9.141,111.85,112.64,9.62,10.3,112.35,113.94,10.58,103.03,103.77,100.43,10.5,10.0,101.24,114.2,9.86,105.86
1,9.269,105.0,113.62,9.96,10.06,101.35,116.83,10.97,106.54,102.48,101.38,10.22,9.4,110.56,111.49,11.5,105.54
1,9.494,110.26,104.26,11.26,9.84,94.97,117.2,11.22,106.85,96.39,101.65,10.33,9.94,97.67,104.36,10.39,97.43
3,9.576,102.94,104.69,10.8,9.7,109.62,109.21,10.86,109.02,113.92,108.42,10.5,11.2,110.74,100.11,10.1,111.25
2,10.179,112.71,100.81,10.45,10.34,106.32,114.87,10.83,113.9,102.59,107.14,9.58,10.75,97.79,98.05,10.46,116.74
4,10.26,102.43,108.08,11.12,9.79,95.92,107.37,11.51,110.17,109.28,104.04,10.44,9.98,96.07,94.32,11.4,95.42
4,10.284,104.45,105.39,11.13,9.98,106.68,100.94,10.63,108.75,95.39,102.26,10.27,10.79,105.34,93.32,11.2,101.86
2,10.367,105.05,94.51,10.83,10.13,113.37,107.46,10.15,115.41,116.25,109.45,9.91,10.36,107.57,97.94,11.48,115.41
3,10.39,99.02,101.8,9.76,10.36,114.27,114.18,9.99,99.96,100.99,110.49,9.6,9.69,117.42,117.44,9.74,108.4
4,10.582,106.39,113.45,10.3,9.6,108.3,93.1,10.52,103.68,95.15,102.04,10.56,10.64,108.74,95.55,11.12,106.63
1,11.257,96.49,111.17,10.92,10.4,103.19,112.37,11.19,108.38,100.17,101.38,10.33,10.8,107.62,105.79,10.97,100.78
2,11.828,116.32,104.34,10.95,9.39,101.25,105.83,10.77,108.14,111.06,102.9,9.67,9.94,109.73,107.31,10.48,111.52
3,11.95,111.83,101.69,10.16,10.83,111.68,112.13,11.12,100.96,100.14,116.72,10.1,10.75,117.29,112.67,10.93,105.63
