task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.076,10.91,97.2,104.99,102.05,1.03,95.2,101.0,99.93,11.25,104.75,109.06,102.11,0.98,106.99,107.05,103.92
4,0.111,10.91,98.45,107.75,113.36,1.17,95.92,110.01,94.72,10.3,101.54,102.95,115.16,1.15,105.8,115.15,99.04
1,0.143,10.64,104.86,100.76,106.79,0.98,95.84,102.6,99.77,9.83,111.68,97.63,106.28,1.13,99.34,104.03,107.62
1,0.208,9.81,104.64,109.86,114.03,1.02,105.66,104.84,108.82,9.75,101.42,99.42,102.55,1.11,105.32,100.74,113.61
1,0.213,10.39,96.77,104.2,110.66,0.99,106.93,115.37,112.01,11.34,103.43,112.23,111.57,1.11,99.67,104.45,102.36
1,0.933,11.09,95.07,98.66,112.48,1.03,108.42,108.06,100.93,10.78,107.61,105.85,106.41,1.06,105.99,100.12,116.04
4,1.35,9.53,103.36,113.58,102.7,1.0,102.77,106.64,99.0,9.99,96.89,102.58,110.76,1.17,105.7,108.28,94.49
2,1.691,10.07,110.51,101.15,103.58,1.05,93.64,101.09,98.99,9.72,109.96,105.94,97.85,0.99,100.35,102.26,98.76
4,2.177,9.65,108.29,113.32,117.06,1.1,107.73,101.73,96.58,10.16,97.22,108.95,111.87,1.01,100.4,114.63,103.4
2,2.862,9.72,99.03,106.79,100.22,1.09,103.65,115.64,113.45,9.65,97.76,94.95,97.94,1.11,97.51,115.88,115.52
1,3.424,10.32,110.62,104.2,116.62,1.03,96.09,106.34,107.99,9.98,111.45,103.89,117.04,1.06,100.89,115.54,102.86
4,3.588,10.49,103.96,115.42,109.56,1.11,107.87,111.96,99.16,10.14,99.58,101.76,106.07,1.09,109.01,117.2,107.34
3,3.626,10.19,94.66,104.31,101.69,1.11,109.94,101.28,99.4,10.01,103.3,101.58,115.49,0.96,112.06,110.73,98.99
3,3.743,10.54,94.77,104.26,102.4,1.05,112.91,108.2,94.9,9.74,98.94,107.95,99.68,0.94,115.04,109.34,94.58
2,3.965,10.21,105.15,101.99,103.93,1.06,104.52,109.09,106.88,9.91,98.22,94.28,97.48,0.98,98.68,101.22,105.69
4,4.177,9.52,111.81,110.58,112.84,1.01,107.32,100.31,99.28,9.71,107.92,118.29,111.0,1.04,110.13,113.96,92.88
2,4.423,9.46,96.08,106.58,97.21,0.99,97.51,108.5,104.52,10.29,105.64,100.06,99.59,1.12,98.25,98.67,98.52
1,4.899,10.75,95.39,97.51,113.6,0.97,108.3,104.27,102.01,10.58,100.74,110.69,105.36,1.03,107.13,99.91,103.43
2,5.492,9.38,101.36,97.83,100.28,1.13,100.68,112.33,112.97,9.92,96.12,98.83,104.44,0.98,93.39,110.22,107.46
4,5.676,10.64,106.14,101.78,101.48,1.02,99.95,114.07,97.56,10.41,109.11,106.47,109.04,1.17,93.65,103.54,102.83
1,6.084,11.22,109.54,105.85,99.44,1.0,96.27,111.92,112.15,10.92,98.52,110.96,114.01,1.02,92.96,114.25,103.68
3,6.085,9.62,96.95,105.15,117.88,0.97,103.18,112.9,106.8,10.48,93.65,104.38,100.54,1.02,105.8,95.43,104.03
2,7.46,9.75,99.19,100.98,98.41,1.08,92.94,99.19,105.7,10.12,112.36,97.63,107.61,1.12,106.17,99.86,107.8
2,7.465,10.65,98.68,100.61,98.94,1.02,104.41,110.8,101.59,10.76,108.66,109.01,97.32,1.12,100.4,115.0,108.45
2,7.647,11.04,99.88,110.06,98.63,1.04,92.97,104.28,102.75,10.44,100.49,109.1,104.38,1.14,104.52,101.72,97.73
4,7.754,10.9,111.07,117.81,104.42,0.99,95.51,110.28,99.46,9.96,108.23,100.62,111.0,1.16,109.33,107.67,98.98
4,7.792,10.21,107.89,108.19,106.97,1.1,106.91,110.2,98.04,9.83,111.81,118.29,112.29,1.16,109.55,104.35,98.66
2,7.941,10.24,103.08,102.89,106.98,1.15,94.29,113.01,105.02,10.41,98.65,95.92,108.41,1.15,95.01,103.42,101.75
3,8.168,10.26,98.93,111.9,110.23,1.05,102.8,101.43,98.79,10.19,106.56,109.87,105.76,1.03,101.27,100.89,104.56
2,8.196,10.36,108.1,95.3,107.89,0.99,106.24,115.0,103.42,10.78,108.43,107.42,108.08,1.06,91.67,115.22,108.27
2,8.308,10.78,99.19,107.72,106.7,1.06,101.07,102.58,106.84,10.05,108.64,106.73,102.64,1.09,104.27,114.26,100.3
4,8.45,10.37,100.27,111.17,106.13,1.05,93.84,112.18,108.1,10.05,101.6,100.91,112.93,1.11,97.48,103.77,107.6
1,9.19,10.81,98.51,108.68,107.25,1.1,102.82,115.25,99.87,9.93,97.29,97.28,116.73,1.01,96.97,98.12,107.51
4,9.257,10.56,104.27,101.45,107.3,1.08,108.12,103.28,105.37,10.93,98.71,105.23,101.75,1.0,95.18,109.53,107.46
2,9.303,10.35,101.57,103.76,111.23,1.01,105.3,110.94,99.4,9.66,106.05,96.44,100.37,1.09,102.01,116.44,104.62
1,9.798,11.29,103.05,103.87,105.48,0.96,95.53,110.03,109.94,10.77,108.66,113.26,114.12,1.09,105.07,105.82,115.38
1,9.828,10.32,95.78,102.96,109.59,1.01,93.05,106.53,107.23,9.9,104.73,105.22,107.55,0.99,102.88,101.05,102.06
2,10.347,10.76,102.58,96.49,100.03,1.03,96.08,108.38,97.77,9.53,99.69,107.27,100.25,1.05,103.34,99.05,114.06
2,10.454,10.76,101.72,99.72,103.76,1.08,92.3,111.59,102.38,9.57,99.58,96.63,103.98,1.15,102.78,111.55,114.89
1,10.529,10.85,95.1,101.62,111.32,0.98,99.84,103.8,102.69,10.2,110.26,98.81,105.9,1.04,98.49,113.66,103.95
