task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,0.211,1.927,1.031,1.936,1.021
1,0.258,1.921,1.077,1.976,1.033
1,1.66,1.917,1.071,1.928,1.021
1,1.939,1.901,1.015,1.997,1.036
2,3.165,3.014,5.991,3.013,5.967
1,3.532,1.925,1.086,1.979,1.022
1,5.109,1.95,1.098,1.915,1.018
1,5.909,1.954,1.004,1.975,1.005
1,6.444,1.905,1.088,1.992,1.042
1,6.739,1.947,1.003,1.964,1.006
1,7.687,1.924,1.042,1.944,1.083
2,10.238,3.046,5.906,3.023,5.962
2,10.55,3.064,5.911,3.022,5.934
2,10.577,3.003,5.988,3.022,5.901
1,13.9,1.998,1.055,1.94,1.091
2,13.935,3.054,5.906,3.023,5.933
1,14.087,1.99,1.035,1.911,1.098
1,14.087,1.97,1.008,1.918,1.066
2,15.565,3.089,5.936,3.076,5.949
2,18.304,3.076,5.917,3.097,5.929
1,20.112,1.985,1.026,1.904,1.027
1,22.359,1.904,1.038,1.929,1.044
1,24.552,1.999,1.04,1.919,1.039
1,25.729,1.95,1.092,1.943,1.054
1,25.849,1.915,1.052,1.98,1.018
1,25.999,1.986,1.094,1.933,1.049
2,26.363,3.042,5.938,3.053,5.988
1,27.61,1.995,1.066,1.983,1.031
1,28.105,1.932,1.044,1.993,1.051
2,28.676,3.054,5.987,3.016,5.939
1,29.84,1.921,1.056,1.922,1.09
1,32.169,1.983,1.095,1.967,1.007
2,32.832,3.066,5.981,3.029,5.988
1,35.442,1.963,1.066,1.902,1.001
1,35.913,1.992,1.048,1.919,1.048
1,36.236,1.919,1.004,1.944,1.059
1,36.466,1.977,1.044,1.945,1.006
1,36.527,1.925,1.1,1.915,1.051
1,36.87,1.929,1.077,1.954,1.033
1,37.755,1.903,1.071,1.96,1.042
1,38.275,1.923,1.03,1.974,1.027
1,39.857,1.996,1.004,1.95,1.005
1,39.858,1.922,1.081,1.998,1.062
1,40.545,1.992,1.053,1.904,1.028
1,41.199,1.956,1.052,1.933,1.087
2,42.053,3.012,5.962,3.095,5.99
2,43.007,3.072,5.97,3.072,5.948
1,43.243,1.905,1.078,1.938,1.007
1,43.25,1.957,1.077,1.998,1.052
1,43.724,1.989,1.056,1.993,1.046
1,44.728,1.949,1.04,1.909,1.009
1,45.606,1.902,1.071,1.926,1.063
1,46.269,1.955,1.043,1.989,1.081
1,46.898,1.919,1.02,1.901,1.038
1,47.954,1.928,1.075,1.964,1.03
2,48.143,3.029,5.959,3.05,5.983
1,49.985,1.921,1.027,1.968,1.094
1,50.503,1.981,1.027,1.967,1.01
1,51.281,1.984,1.07,1.968,1.087
1,52.808,1.928,1.094,1.946,1.007
2,53.414,3.007,5.924,3.095,5.933
1,53.549,1.936,1.047,1.988,1.042
1,54.671,1.998,1.07,1.916,1.046
1,55.208,1.944,1.029,1.949,1.07
1,55.431,1.984,1.08,1.927,1.039
1,55.583,1.99,1.091,1.963,1.042
2,56.311,3.098,5.979,3.075,5.913
1,58.831,1.965,1.093,1.919,1.091
1,58.896,1.929,1.06,1.957,1.096
2,59.418,3.042,5.909,3.065,5.964
2,59.709,3.083,5.937,3.049,5.979
1,60.133,1.972,1.08,1.902,1.016
1,60.89,1.936,1.003,1.921,1.094
1,61.292,1.954,1.052,1.923,1.016
1,61.972,1.919,1.031,1.996,1.033
1,63.446,1.939,1.098,1.901,1.077
1,63.689,1.971,1.084,1.98,1.028
2,67.42,3.072,5.919,3.033,5.973
1,68.046,1.947,1.099,1.942,1.028
1,70.201,1.927,1.006,1.907,1.06
1,71.191,1.958,1.06,1.943,1.011
1,71.751,1.943,1.007,1.953,1.02
2,72.794,3.08,5.993,3.029,5.928
1,73.91,1.983,1.088,1.909,1.042
1,74.285,1.917,1.086,1.922,1.003
1,75.752,1.918,1.075,1.949,1.082
1,76.363,1.995,1.035,1.907,1.054
1,77.331,1.987,1.041,1.98,1.075
2,79.462,3.039,5.961,3.022,5.987
1,79.464,1.908,1.079,1.959,1.018
2,80.558,3.033,5.992,3.004,5.952
1,81.162,1.95,1.041,1.981,1.055
2,81.575,3.001,5.912,3.088,5.953
1,81.834,1.946,1.001,1.914,1.088
1,82.11,1.97,1.069,1.991,1.081
1,82.133,1.909,1.063,1.918,1.073
1,82.25,1.964,1.067,1.941,1.013
1,83.11,1.928,1.043,1.971,1.05
1,83.158,1.942,1.05,1.92,1.002
1,83.48,1.99,1.023,1.928,1.046
1,83.859,1.997,1.088,1.996,1.021
1,85.232,1.95,1.057,1.982,1.08
1,86.763,1.981,1.024,1.904,1.034
1,87.188,1.946,1.042,1.993,1.058
1,87.688,1.923,1.044,1.958,1.005
2,88.582,3.047,5.938,3.088,5.903
1,88.649,1.969,1.004,1.942,1.037
1,89.361,1.966,1.07,1.948,1.046
1,91.638,1.949,1.076,1.918,1.088
2,91.683,3.045,5.909,3.007,5.914
1,91.794,1.941,1.038,1.999,1.021
1,91.801,1.935,1.083,1.936,1.036
1,94.38,1.905,1.033,1.946,1.089
1,95.896,1.93,1.048,1.958,1.026
1,97.234,1.952,1.02,1.95,1.093
1,97.843,1.998,1.058,1.919,1.029
1,98.129,1.917,1.01,1.934,1.092
2,98.773,3.038,5.911,3.042,5.916
1,98.787,1.975,1.068,1.954,1.037
1,98.934,1.929,1.055,1.986,1.06
1,99.173,1.963,1.025,1.931,1.087
2,99.736,3.072,5.914,3.068,5.923
1,101.156,1.923,1.015,1.954,1.091
1,101.688,1.95,1.075,1.996,1.096
1,102.921,1.955,1.046,1.98,1.062
1,103.114,1.998,1.056,1.999,1.006
1,103.347,1.975,1.022,1.998,1.058
1,104.929,1.905,1.025,1.923,1.004
2,105.32,3.055,5.926,3.05,5.919
1,105.792,1.982,1.015,1.913,1.07
2,107.1,3.044,5.947,3.026,5.954
1,107.247,1.995,1.093,1.94,1.02
1,110.135,1.964,1.047,1.939,1.039
1,111.012,1.978,1.089,1.929,1.082
1,111.72,1.931,1.03,1.965,1.023
1,111.875,1.997,1.09,1.912,1.029
2,112.248,3.095,6.0,3.016,5.965
1,112.819,1.993,1.087,1.999,1.021
2,113.178,3.055,5.988,3.01,5.909
1,113.409,1.917,1.028,1.975,1.066
1,113.473,1.941,1.07,1.937,1.03
1,113.958,1.936,1.054,1.972,1.04
1,115.356,1.917,1.063,1.981,1.075
1,116.126,1.987,1.066,1.964,1.077
1,116.568,1.949,1.006,1.957,1.095
2,116.812,3.05,5.971,3.05,5.934
1,117.183,1.975,1.057,1.905,1.093
2,117.717,3.016,5.949,3.045,5.917
1,118.403,1.949,1.079,1.906,1.046
1,119.333,1.916,1.051,1.988,1.038
2,120.595,3.014,5.966,3.039,5.977
1,120.709,1.904,1.08,1.963,1.072
2,120.865,3.033,5.97,3.016,5.911
1,121.423,1.921,1.033,1.993,1.067
2,121.512,3.054,5.941,3.064,5.959
2,121.917,3.09,5.996,3.042,5.949
1,122.193,1.984,1.081,1.997,1.064
1,122.444,1.906,1.089,1.993,1.077
1,123.893,1.989,1.01,1.924,1.045
1,124.395,1.97,1.027,1.918,1.085
1,125.666,1.938,1.094,1.91,1.096
1,126.649,1.916,1.033,1.93,1.047
2,127.623,3.017,5.919,3.093,5.97
1,127.69,1.931,1.018,1.918,1.076
2,129.196,3.024,5.984,3.064,5.986
1,130.831,1.965,1.065,1.932,1.078
2,130.975,3.044,5.939,3.071,5.985
1,131.85,1.961,1.064,1.948,1.086
1,132.337,1.915,1.052,1.902,1.037
1,134.412,1.986,1.043,1.968,1.023
1,134.505,1.984,1.065,1.941,1.008
2,134.779,3.022,5.944,3.028,5.982
1,135.83,1.963,1.044,1.91,1.06
1,136.198,1.902,1.011,1.969,1.021
1,136.334,1.915,1.024,1.942,1.088
1,136.337,1.977,1.093,1.921,1.06
1,136.463,1.928,1.044,1.95,1.001
1,136.991,1.994,1.09,1.933,1.037
2,137.406,3.066,5.902,3.076,5.967
1,138.726,1.926,1.077,1.967,1.048
2,138.882,3.096,5.997,3.031,5.99
1,139.162,1.932,1.07,1.925,1.074
1,139.655,1.933,1.02,1.977,1.065
1,140.822,1.975,1.068,1.958,1.021
1,140.931,1.935,1.057,1.948,1.04
1,143.146,1.927,1.078,1.952,1.043
1,143.377,1.998,1.003,1.995,1.045
1,143.551,1.907,1.098,1.934,1.001
2,144.324,3.029,5.902,3.089,5.983
1,146.517,1.93,1.024,1.967,1.063
1,147.018,1.98,1.057,1.941,1.004
1,147.439,1.996,1.008,1.977,1.019
1,147.939,1.982,1.073,1.931,1.034
1,149.659,1.976,1.087,1.979,1.079
2,149.721,3.066,5.978,3.087,5.905
2,150.042,3.04,5.921,3.072,5.939
1,150.706,1.909,1.097,1.927,1.053
1,151.034,1.99,1.05,1.98,1.003
1,151.099,1.965,1.043,1.901,1.075
1,151.267,1.975,1.086,1.927,1.022
1,151.544,1.934,1.028,1.921,1.077
1,151.573,1.966,1.063,1.961,1.081
1,151.632,1.993,1.058,1.975,1.074
1,152.384,1.943,1.056,1.925,1.004
2,153.302,3.002,5.977,3.037,5.965
2,157.411,3.087,5.973,3.071,5.979
1,158.938,1.996,1.01,1.967,1.014
1,159.185,1.965,1.066,1.922,1.039
2,159.274,3.012,5.99,3.075,5.908
1,159.302,1.95,1.094,1.984,1.072
1,161.517,1.996,1.043,1.902,1.005
1,162.242,1.945,1.031,1.964,1.089
2,162.305,3.083,5.904,3.073,5.947
1,163.312,1.973,1.03,1.903,1.051
1,163.384,1.925,1.09,1.925,1.073
1,163.791,1.931,1.018,1.93,1.078
1,164.003,1.988,1.097,1.928,1.015
1,164.374,1.948,1.067,1.921,1.004
1,164.459,1.991,1.01,1.945,1.052
2,164.646,3.067,5.972,3.061,5.904
1,165.306,1.998,1.081,1.943,1.008
1,166.77,1.926,1.086,1.999,1.016
1,167.34,1.926,1.005,1.985,1.078
1,167.912,1.976,1.013,1.912,1.051
1,168.771,1.979,1.049,1.91,1.004
1,170.331,1.988,1.053,1.97,1.046
2,170.662,3.085,5.933,3.068,5.906
1,171.738,1.971,1.046,1.992,1.091
1,173.815,1.969,1.011,1.951,1.098
1,175.974,1.92,1.037,1.992,1.006
1,176.309,1.917,1.067,1.903,1.051
1,176.652,1.919,1.028,1.965,1.043
1,177.239,1.998,1.087,1.999,1.084
1,177.738,1.991,1.055,1.907,1.047
1,178.687,1.991,1.03,1.902,1.035
1,178.831,1.923,1.009,1.916,1.016
2,178.984,3.065,5.909,3.068,5.903
1,180.392,1.94,1.095,1.94,1.011
1,180.443,1.974,1.094,1.916,1.048
1,180.509,1.991,1.06,1.926,1.091
1,180.753,1.909,1.036,1.974,1.002
1,182.816,1.996,1.057,1.987,1.087
1,182.973,1.995,1.024,1.988,1.018
1,183.538,1.919,1.041,1.957,1.057
1,184.383,1.904,1.068,1.962,1.051
2,184.929,3.072,5.957,3.05,5.955
1,185.015,1.906,1.073,1.909,1.062
2,185.191,3.022,5.987,3.085,5.976
1,185.569,1.925,1.042,1.911,1.093
1,186.27,1.992,1.05,1.914,1.021
1,186.87,1.959,1.055,1.975,1.096
1,186.981,1.95,1.078,1.981,1.057
1,188.097,1.996,1.042,1.927,1.05
1,190.122,1.946,1.006,1.977,1.016
1,190.239,1.995,1.042,1.955,1.027
1,191.463,1.99,1.004,1.939,1.035
1,191.589,1.987,1.025,1.922,1.043
1,192.584,1.906,1.056,1.971,1.095
1,194.797,1.908,1.053,1.917,1.057
2,196.378,3.066,5.984,3.087,5.904
1,197.96,1.991,1.001,1.928,1.019
1,198.58,1.972,1.095,1.93,1.072
1,198.748,1.933,1.048,1.936,1.061
1,199.279,1.954,1.088,1.975,1.03
1,199.442,1.954,1.026,1.971,1.081
2,199.701,3.079,5.968,3.042,5.948
1,201.23,1.91,1.076,1.941,1.06
1,201.912,1.924,1.063,1.968,1.087
2,203.799,3.023,5.957,3.028,6.0
1,204.568,1.92,1.056,1.908,1.044
2,205.815,3.016,5.961,3.094,5.908
1,206.036,1.997,1.024,1.996,1.042
1,206.097,1.914,1.081,1.917,1.049
1,206.208,1.974,1.089,1.977,1.039
1,206.293,1.929,1.052,1.954,1.081
1,207.471,1.991,1.089,1.994,1.052
1,208.155,1.974,1.09,1.963,1.017
2,208.651,3.039,5.946,3.076,5.987
2,209.011,3.014,5.952,3.032,5.974
1,209.24,1.941,1.011,1.986,1.094
1,211.172,1.967,1.059,1.973,1.029
1,211.5,1.908,1.076,1.913,1.084
1,212.169,1.932,1.079,1.932,1.018
1,213.895,1.987,1.029,1.952,1.048
1,215.114,1.956,1.095,1.939,1.042
1,215.156,1.959,1.013,1.993,1.095
1,215.666,1.987,1.015,1.985,1.043
1,216.357,1.998,1.088,1.997,1.018
2,217.244,3.099,5.928,3.008,5.957
1,218.06,1.968,1.047,1.969,1.076
1,218.12,1.972,1.054,1.985,1.052
1,218.147,1.925,1.031,1.943,1.025
1,218.299,1.973,1.092,1.966,1.032
2,218.305,3.076,5.983,3.015,5.997
1,219.118,1.999,1.017,1.977,1.032
1,219.121,1.923,1.077,1.926,1.075
1,219.327,1.99,1.066,1.943,1.054
2,219.476,3.01,5.926,3.037,5.913
1,220.49,1.912,1.091,1.936,1.055
1,221.673,1.925,1.098,1.961,1.081
1,222.149,1.991,1.021,1.998,1.068
2,222.164,3.031,5.967,3.01,5.91
1,222.326,1.946,1.084,1.963,1.018
1,222.339,1.908,1.001,1.978,1.063
