task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.022,111.05,108.79,1.01,99.12,10.13,1.12,95.28,10.48,104.85,109.02,1.04,103.73,10.36,1.02,102.42,9.49
3,0.042,100.98,98.39,1.1,98.08,9.85,0.97,104.51,11.04,107.63,106.18,1.03,109.0,10.28,1.0,101.37,10.21
1,0.419,96.98,99.84,1.02,109.49,10.83,1.0,107.7,10.75,111.76,109.29,1.07,118.31,10.9,0.94,111.06,10.38
1,0.425,104.97,100.55,1.09,107.14,10.89,0.93,103.23,10.85,100.88,110.59,1.04,115.23,9.76,0.98,116.84,10.74
3,0.482,94.65,104.82,0.99,101.88,10.47,0.97,107.28,10.09,109.59,102.66,1.1,108.61,10.81,0.96,99.22,10.69
1,0.537,113.94,108.85,1.04,109.42,10.66,1.09,116.55,10.38,97.26,110.6,1.06,118.46,9.92,0.96,112.65,10.46
2,0.56,107.78,108.28,1.02,109.24,10.64,1.06,93.81,10.96,97.07,106.25,1.04,108.91,9.77,1.05,109.34,10.84
2,0.9,103.6,113.2,0.96,100.54,9.85,1.04,95.49,9.87,98.96,106.17,1.04,105.17,11.2,1.13,98.28,10.1
3,1.749,110.09,107.14,1.09,109.77,9.94,1.02,103.46,11.24,94.28,105.31,0.95,100.48,10.39,1.02,107.43,9.98
1,2.37,111.98,103.06,1.04,113.97,10.17,0.99,100.06,9.67,101.26,104.82,1.12,114.98,10.28,1.1,102.1,9.48
3,2.384,101.98,105.85,0.95,98.56,9.67,1.08,93.76,11.66,105.45,109.53,1.01,99.83,10.16,0.94,106.32,10.69
3,2.869,95.95,99.11,1.04,104.32,9.62,1.06,106.04,11.38,99.9,110.47,1.1,108.34,9.82,1.06,107.76,11.57
3,2.945,99.44,95.03,1.06,99.37,9.85,1.01,104.63,11.09,102.09,106.48,0.99,96.46,9.37,1.04,95.45,10.98
1,3.454,102.54,105.18,1.04,100.86,10.91,1.0,106.88,10.38,112.87,101.21,0.94,101.91,10.46,0.95,105.8,9.36
4,3.57,107.03,108.7,1.06,104.22,10.6,1.14,111.16,10.57,112.86,96.95,1.1,97.17,10.34,1.06,101.32,11.02
1,3.701,110.25,101.67,0.97,114.3,10.17,1.04,103.96,10.01,106.08,114.46,1.09,103.88,10.32,1.0,103.83,9.93
4,3.905,99.8,97.13,1.01,110.45,10.76,1.04,111.01,10.73,109.05,95.45,1.17,113.88,10.98,1.07,111.73,9.7
4,4.112,109.18,99.69,1.0,102.24,9.73,1.0,95.95,11.08,97.48,101.19,1.12,108.81,10.74,1.13,111.35,9.94
1,4.441,103.44,113.22,0.95,116.32,9.44,0.93,100.89,9.26,96.67,103.13,1.01,118.86,11.06,1.02,103.62,9.82
1,4.686,105.58,105.22,1.01,105.71,10.8,0.97,106.13,10.08,99.06,100.05,1.11,107.14,9.78,1.07,117.51,9.38
2,4.714,110.39,100.97,0.96,102.06,10.02,1.06,102.63,11.1,94.58,112.87,1.0,105.05,11.35,1.08,106.81,9.77
3,4.909,103.67,107.86,0.98,101.03,9.46,1.03,108.49,11.44,104.27,103.24,1.05,105.56,9.95,1.03,96.37,10.8
4,4.973,106.21,100.39,1.08,103.2,10.43,1.11,109.95,10.39,111.2,96.7,1.17,113.96,10.44,1.11,111.74,10.84
4,5.321,112.83,95.04,1.0,102.02,9.51,1.1,111.66,11.07,97.6,98.87,1.15,104.8,10.29,1.11,99.55,9.34
4,5.638,110.12,97.59,1.18,107.49,10.28,1.15,101.18,10.91,99.66,95.12,1.14,113.88,10.77,1.1,95.84,10.32
3,5.836,94.62,106.32,1.02,93.16,10.99,1.1,95.62,11.05,95.69,104.32,0.95,108.5,10.63,0.99,96.6,10.29
2,5.984,96.42,101.49,1.08,106.46,10.8,1.14,95.78,10.93,110.27,107.32,1.1,105.83,11.3,1.08,109.12,9.93
4,6.005,109.6,104.2,1.1,98.59,10.62,1.02,106.92,10.56,97.75,92.24,1.13,102.34,9.94,1.14,102.0,11.07
2,6.498,107.78,113.33,1.09,109.62,11.36,1.02,103.97,10.51,104.48,106.39,0.97,101.49,10.29,1.02,109.93,10.8
3,7.519,103.06,98.49,1.05,107.11,10.06,0.96,97.28,11.4,95.76,112.13,0.93,107.79,10.57,1.01,103.36,11.51
4,7.845,106.78,93.65,1.06,108.26,10.32,1.14,94.92,10.33,104.4,101.9,1.0,98.39,11.01,1.14,108.07,10.49
4,8.704,104.18,107.24,1.1,107.17,11.18,1.1,96.75,10.15,112.25,99.67,1.17,114.14,10.67,1.11,95.5,9.72
2,8.731,106.86,106.96,0.99,110.6,10.9,1.09,103.67,11.13,98.8,98.4,1.12,100.47,9.73,1.11,103.85,9.56
4,8.763,108.52,94.49,1.11,102.95,9.6,1.02,105.94,10.26,98.46,102.81,1.08,100.26,10.06,1.02,109.38,10.12
2,8.917,103.12,114.5,1.06,112.01,10.17,1.03,102.17,10.61,107.1,98.82,1.06,99.33,10.63,1.07,108.02,9.51
1,8.981,113.5,116.12,1.07,117.03,10.85,0.93,108.04,9.31,98.24,104.89,1.11,103.75,9.77,0.99,115.02,10.7
2,9.149,99.53,105.37,0.97,105.25,11.23,0.97,105.18,10.08,102.4,104.5,1.13,107.19,10.11,1.08,100.74,10.51
3,9.474,106.78,98.06,1.04,99.77,9.82,0.97,101.56,11.71,102.27,110.65,0.94,93.27,9.74,1.0,92.8,11.61
1,9.48,104.86,117.32,1.03,110.49,10.46,1.1,105.97,10.04,105.76,103.86,0.94,111.9,9.97,1.02,104.34,9.27
1,9.971,101.55,111.27,1.01,104.81,9.61,0.97,99.9,10.75,111.3,117.18,1.01,106.59,10.71,1.01,99.89,10.18
3,10.536,109.1,94.42,1.06,92.71,11.0,1.07,94.98,11.3,100.32,105.11,1.03,107.45,10.51,1.08,97.16,10.56
2,10.621,109.55,110.33,1.0,100.42,10.8,1.14,100.56,10.34,95.78,106.8,1.02,110.43,10.5,1.06,108.39,9.65
3,10.672,101.62,100.24,1.07,107.96,10.35,0.96,107.43,10.16,95.4,95.39,1.1,98.19,10.02,0.93,105.48,11.76
2,10.714,102.74,102.5,0.95,98.8,10.98,1.09,94.81,10.45,100.35,99.79,1.1,112.14,11.05,1.08,110.37,9.99
3,11.393,108.68,104.95,1.07,103.21,9.48,0.97,102.56,10.39,97.57,106.36,1.09,100.3,10.44,1.1,99.35,10.7
1,11.537,112.23,116.84,1.05,105.34,9.88,0.99,110.3,9.92,99.98,110.62,1.02,110.72,9.66,1.02,104.91,9.28
1,11.568,109.39,114.11,1.12,106.66,10.82,1.08,103.83,9.4,101.73,109.26,1.04,116.38,10.08,1.08,102.64,10.06
