task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.284,0.97,98.28,99.86,104.78,104.24,10.32,1.08,111.32,1.02,101.99,96.71,99.11,96.23,10.15,1.03,112.62
4,0.383,0.95,104.32,95.38,102.32,108.73,10.65,1.12,104.38,1.0,111.3,110.03,99.44,101.79,10.53,1.09,117.42
2,0.468,0.94,100.52,113.93,109.15,111.96,9.74,1.01,98.63,0.99,100.02,110.33,107.25,98.51,11.2,1.17,106.94
4,0.647,1.06,102.46,96.61,101.02,110.74,10.29,1.13,102.13,1.08,110.9,103.71,94.96,103.1,10.12,1.14,113.21
4,0.978,0.94,114.28,96.96,102.25,109.2,10.02,1.18,105.53,1.01,112.68,101.75,97.45,112.42,11.04,1.16,112.03
2,1.088,0.96,103.78,103.06,109.61,106.47,10.02,1.11,100.16,0.98,113.26,109.66,102.96,110.05,11.41,1.08,102.56
4,1.132,1.0,111.48,96.54,102.18,113.4,11.45,1.07,101.52,0.99,102.3,112.8,98.65,111.93,11.26,1.09,102.39
2,1.232,1.07,107.18,98.8,98.0,103.66,9.93,1.04,114.31,0.99,107.36,112.31,100.42,99.67,9.86,1.15,98.68
4,1.382,0.93,117.19,102.92,103.02,106.69,11.18,1.17,117.35,1.0,115.35,104.84,110.96,118.6,11.3,1.14,111.32
4,1.466,1.0,112.11,100.34,103.67,116.72,10.03,1.15,107.72,0.96,104.6,108.18,107.92,103.2,11.32,1.02,118.09
2,1.65,0.94,105.16,99.41,106.06,109.26,10.28,0.99,99.55,0.98,104.14,101.32,102.64,101.72,10.47,1.01,105.92
2,2.193,1.02,105.61,108.62,110.88,112.35,10.02,1.12,114.23,0.99,96.3,97.31,107.61,113.05,10.84,1.14,98.68
3,2.454,0.98,110.23,107.9,105.54,97.47,10.31,1.1,110.09,0.99,101.16,106.18,104.84,110.51,10.73,1.15,99.24
1,2.612,1.04,98.3,104.38,101.2,109.92,10.7,1.17,107.64,1.03,109.53,113.35,112.0,99.76,9.55,1.09,109.45
1,3.184,1.09,109.99,114.69,106.56,104.51,10.12,1.15,112.99,1.09,101.66,108.68,110.25,111.54,11.18,1.09,107.64
2,3.223,0.97,102.36,96.16,111.97,98.07,10.52,1.03,102.77,1.05,107.65,110.12,109.68,108.3,9.95,1.14,103.35
3,3.449,1.0,109.47,111.58,102.78,98.12,11.03,1.04,104.84,1.03,93.95,115.84,108.72,100.92,10.66,1.14,112.44
1,3.768,0.98,114.18,97.82,114.07,113.14,9.62,1.02,98.69,0.97,104.5,108.43,111.51,100.86,11.06,1.08,107.07
1,4.159,1.06,110.21,97.84,114.94,103.16,10.04,1.1,114.21,1.12,105.28,115.75,103.42,103.7,10.36,1.12,112.21
3,4.16,0.93,93.48,105.76,106.84,102.01,11.58,1.02,112.09,1.06,106.62,116.34,101.36,98.76,10.89,1.02,112.9
3,4.214,1.01,104.02,104.9,113.89,104.96,11.44,1.12,107.64,1.03,100.11,118.41,102.64,108.6,11.57,1.06,99.3
3,4.255,0.95,102.54,104.2,111.35,98.5,10.39,1.03,99.77,1.0,96.27,111.05,103.09,102.79,10.77,1.13,110.44
4,4.323,1.03,101.66,99.5,97.78,112.72,9.97,1.16,117.4,1.09,105.86,102.92,101.64,103.91,10.9,1.16,106.95
4,4.872,0.96,118.08,105.76,97.6,115.07,10.8,1.06,101.3,1.0,113.19,107.25,98.37,111.2,10.92,1.15,104.88
3,5.577,1.03,103.66,111.44,101.96,99.42,10.93,1.02,99.76,1.05,103.66,107.0,114.08,112.91,11.08,1.0,109.14
2,5.872,1.01,106.25,96.87,115.58,97.49,11.52,1.02,99.22,0.95,105.58,104.47,112.97,101.22,10.02,1.06,108.41
4,6.013,1.08,102.42,101.77,107.3,101.0,10.96,1.09,110.71,0.99,105.91,110.05,103.0,104.39,10.77,1.12,99.65
2,6.504,1.0,105.7,100.88,109.37,106.08,10.27,1.04,110.95,1.07,101.99,102.86,99.61,111.54,10.31,1.08,100.62
3,6.674,0.94,95.12,111.56,108.56,109.1,11.6,1.04,106.26,0.95,108.36,115.32,108.71,102.8,11.34,1.03,100.12
1,6.704,1.09,99.53,111.14,100.38,103.0,11.11,1.05,111.45,1.11,98.61,110.82,107.69,107.09,10.38,1.13,101.96
1,7.994,1.1,103.38,99.8,114.12,111.94,9.63,1.0,113.76,1.0,113.61,101.98,106.56,107.21,11.27,1.1,99.08
1,8.166,1.09,105.79,106.77,103.69,108.37,9.74,1.0,106.28,1.01,99.58,112.75,108.69,112.98,11.32,1.16,96.09
1,8.328,1.04,107.76,99.13,113.74,103.28,9.94,1.07,111.61,0.97,115.52,109.28,112.6,110.73,10.65,1.07,103.14
3,8.551,0.94,100.7,101.25,104.17,110.96,11.57,1.08,106.57,1.04,109.2,110.3,114.78,112.92,10.88,1.04,101.7
3,8.71,1.04,96.14,113.55,104.58,107.72,11.3,1.04,104.94,1.0,105.93,102.3,111.97,101.1,10.66,1.1,114.1
