task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.021,1.06,104.8,104.08,109.62,96.34,10.87,1.01,106.3,1.04,106.91,102.6,113.4,96.72,10.53,1.14,113.18
4,0.634,1.08,106.13,96.19,108.39,103.07,10.21,1.17,108.14,1.02,106.79,97.16,97.5,114.48,10.34,1.05,115.21
2,0.644,1.09,106.75,106.2,115.13,106.8,11.32,1.14,102.3,0.99,95.92,102.5,103.22,102.38,10.41,1.05,103.67
1,1.061,1.12,108.97,101.11,108.69,111.67,10.31,1.01,108.34,1.09,107.69,115.97,106.36,106.95,9.65,1.0,112.99
2,1.569,0.95,97.1,102.22,109.72,109.25,11.25,0.99,114.24,1.01,108.13,107.01,100.14,101.42,11.26,1.17,107.26
3,2.176,0.94,107.12,116.22,106.44,109.78,10.1,1.06,113.51,0.98,102.78,118.41,114.98,104.32,11.76,1.06,103.69
4,2.393,1.07,115.15,103.29,109.94,103.07,10.31,1.03,115.93,1.05,112.08,101.77,95.8,108.93,11.22,1.08,108.14
1,2.593,1.06,105.06,109.72,104.33,97.98,9.7,1.05,107.96,0.96,112.36,98.03,114.38,108.51,9.81,1.1,106.78
4,2.885,1.09,118.56,99.4,103.2,118.34,11.56,1.15,110.17,1.01,103.31,102.92,105.46,104.49,11.48,1.09,108.71
4,2.918,0.98,110.04,106.12,110.74,104.13,11.05,1.15,116.08,1.07,103.95,106.82,103.47,109.76,10.39,1.18,117.19
3,3.118,0.99,110.53,112.97,118.05,110.37,10.17,1.02,107.94,1.0,103.35,101.58,114.02,107.19,11.38,1.08,100.46
2,3.125,0.96,112.3,111.48,104.83,100.28,11.26,1.05,103.99,1.03,112.82,107.11,111.03,96.74,9.9,1.17,98.17
3,3.689,1.0,110.21,115.8,104.4,95.6,11.57,1.03,113.85,1.05,109.69,115.42,116.2,96.7,10.74,1.05,102.03
2,4.199,1.0,104.75,105.19,112.97,108.09,11.17,1.01,100.79,0.94,102.06,109.8,109.15,99.7,10.43,1.1,112.77
4,4.241,0.93,100.2,101.86,104.5,112.17,9.78,1.09,111.27,1.06,100.64,101.73,112.05,103.08,9.92,1.08,116.54
4,4.291,0.99,112.2,99.51,94.6,101.65,10.34,1.14,117.09,0.98,111.62,109.33,105.15,102.84,10.85,1.15,112.77
4,5.14,1.05,106.94,106.03,96.17,104.39,10.38,1.07,115.53,0.99,113.6,106.33,108.03,104.1,11.6,1.02,109.39
4,5.274,1.06,114.34,106.84,111.64,114.48,11.44,1.1,115.3,0.98,118.73,95.75,99.45,103.56,10.49,1.02,109.99
3,5.467,1.05,94.78,104.94,100.32,101.3,10.42,1.08,102.98,1.03,102.77,106.88,113.51,111.85,11.38,1.06,109.24
2,5.473,0.96,107.48,112.12,108.92,110.23,9.92,1.05,100.51,0.97,113.22,110.84,114.53,103.94,10.98,0.99,100.06
