task_type,arrival_time
T1,0.025
T1,0.035
T4,0.053
T1,0.121
T3,0.221
T1,0.231
T3,0.264
T4,0.387
T3,0.659
T2,0.708
T4,0.779
T3,0.814
T4,0.833
T4,0.994
T3,1.023
T3,1.062
T1,1.144
T4,1.476
T1,1.564
T4,1.568
T1,1.621
T2,1.641
T2,2.003
T4,2.064
T2,2.068
T4,2.249
T1,2.343
T1,2.389
T2,2.458
T2,2.481
T3,2.648
T3,2.67
T3,2.738
T3,2.946
T3,2.956
T2,2.99
T2,3.008
T2,3.012
T4,3.115
T2,3.273
T4,3.319
T4,3.329
T3,3.467
T2,3.52
T1,3.535
T3,3.536
T3,3.62
T1,3.704
T2,3.857
T3,3.885
T4,3.941
T2,4.061
T2,4.112
T2,4.127
T1,4.183
T3,4.217
T2,4.359
T4,4.481
T2,4.696
T4,4.716
T3,4.817
T1,5.159
T2,5.264
T1,5.298
T4,5.498
T4,5.551
T3,5.671
T2,5.673
T2,5.741
T4,5.753
T4,5.804
T4,5.837
T2,6.02
T1,6.029
T3,6.088
T2,6.141
T4,6.213
T2,6.311
T2,6.335
T1,6.358
T4,6.361
T3,6.42
T1,6.438
T4,6.451
T3,6.821
T1,6.843
T3,6.849
T4,6.934
T1,7.063
T3,7.092
T4,7.271
T4,7.332
T1,7.388
T3,7.493
T2,7.947
T4,8.025
T2,8.032
T2,8.035
T2,8.057
T1,8.157
T4,8.461
T3,8.632
T3,8.762
T2,8.781
T2,8.782
T3,8.867
T1,8.907
T1,9.027
T1,9.046
T4,9.516
T4,9.744
T3,9.75
T2,9.887
T3,10.037
T2,10.097
T3,10.102
T3,10.231
T2,10.461
T1,10.464
T2,10.557
T1,10.589
T1,10.596
T3,10.603
T3,10.661
T3,10.707
T3,10.76
T2,10.962
T1,11.015
T2,11.048
T4,11.054
T1,11.142
T3,11.216
T3,11.221
T3,11.3
T2,11.357
T4,11.425
T3,11.661
T1,11.81
T3,12.06
T3,12.101
T3,12.11
T1,12.233
T4,12.254
T4,12.303
T3,12.335
T2,12.365
T4,12.445
T3,12.517
T3,12.578
T3,12.595
T3,12.596
T2,12.681
T3,12.742
T1,12.807
T4,12.939
T1,12.95
T4,13.361
T4,13.478
T3,13.545
T2,13.594
T3,13.813
T1,13.932
T3,14.911
T4,15.203
T4,15.392
T4,15.41
T2,15.753
T3,16.126
T2,16.386
T1,16.477
T4,16.48
T4,16.545
T3,16.696
T3,16.715
T3,16.803
T4,17.039
T3,17.042
T4,17.282
T3,17.413
T1,17.489
T3,17.557
T3,17.691
T1,18.021
T2,18.123
T4,18.175
T1,18.312
T4,18.358
T2,18.607
T1,18.744
T4,18.766
T3,18.836
T2,18.902
T2,19.145
T1,19.207
T4,19.261
T1,19.289
T4,19.767
T3,19.809
T4,19.817
T1,19.825
T4,19.947
T1,20.052
T3,20.206
T1,20.27
T4,20.288
T2,20.546
T1,20.9
T2,20.947
T2,20.987
T3,21.061
T4,21.071
T3,21.175
T3,21.179
T2,21.734
T3,21.757
