task_type,arrival_time
T4,0.051
T4,0.087
T4,0.168
T4,0.208
T3,0.333
T1,0.355
T2,0.386
T2,0.402
T3,0.428
T1,0.605
T1,0.632
T1,0.654
T3,0.654
T2,0.757
T3,0.788
T1,0.809
T4,0.827
T2,0.924
T4,1.069
T2,1.173
T2,1.23
T2,1.244
T2,1.287
T1,1.717
T1,1.735
T4,1.994
T4,2.025
T4,2.054
T3,2.06
T3,2.349
T3,2.576
T2,2.648
T1,2.685
T1,2.737
T1,2.766
T3,2.821
T1,2.898
T4,3.03
T4,3.064
T3,3.073
T2,3.117
T3,3.125
T4,3.153
T1,3.285
T3,3.365
T1,3.379
T2,3.4
T4,3.506
T4,3.62
T1,3.673
T3,3.834
T4,3.835
T4,3.899
T1,3.904
T1,3.922
T2,4.257
T2,4.261
T3,4.297
T1,4.38
T1,4.473
T1,4.818
T2,4.837
T1,4.847
T1,5.008
T3,5.098
T3,5.162
T3,5.355
T3,5.498
T2,5.711
T3,5.834
T1,5.854
T1,5.873
T1,6.054
T2,6.074
T1,6.129
T3,6.153
T4,6.196
T2,6.25
T1,6.353
T4,6.355
T3,6.504
T1,6.537
T2,6.567
T2,6.586
T1,6.631
T4,6.869
T1,6.943
T3,6.963
T4,6.97
T1,6.992
T2,7.129
T4,7.161
T3,7.231
T1,7.245
T1,7.35
T4,7.525
T2,7.596
T3,7.608
T4,7.649
T3,7.764
T2,7.801
T2,7.851
T3,7.992
T1,8.247
T1,8.251
T1,8.286
T1,8.453
T1,8.502
T3,8.559
T2,8.583
T4,8.744
T4,8.789
T1,8.832
T1,8.916
T4,8.995
T1,9.052
T1,9.177
T1,9.431
T3,9.502
T1,9.662
T1,9.756
T3,10.039
T1,10.084
T3,10.137
T2,10.169
T3,10.185
T1,10.347
T2,10.377
T4,10.49
T1,10.512
T3,10.548
T3,10.955
T4,11.083
T2,11.101
T2,11.142
T2,11.188
T4,11.251
T2,11.255
T3,11.388
T2,11.394
T1,11.445
T1,11.538
T3,11.624
T1,11.899
T1,12.053
T4,12.068
T2,12.283
T1,12.489
T3,12.529
T1,12.559
T3,12.788
T2,12.868
T1,13.179
T4,13.189
T2,13.257
T3,13.568
T3,13.577
T1,13.67
T2,13.693
T3,14.136
T1,14.246
T4,14.367
T1,14.434
T4,14.453
T4,14.473
T4,14.67
T2,14.727
T3,14.895
T4,15.044
T4,15.197
T3,15.318
T1,15.33
T2,15.526
T3,15.577
T1,15.717
T3,15.727
T3,15.765
T1,15.779
T2,15.829
T3,16.047
T1,16.086
T4,16.223
T3,16.257
T4,16.347
T2,16.523
T4,16.759
T3,16.764
T1,16.839
T4,16.865
T2,16.869
T1,17.005
T4,17.04
T4,17.158
T2,17.166
