task_type,arrival_time
T1,0.022
T1,0.125
T1,0.251
T2,0.331
T2,0.371
T4,0.399
T1,0.532
T2,0.844
T1,0.895
T2,0.954
T3,1.18
T1,1.193
T4,1.255
T3,1.283
T4,1.374
T4,1.525
T3,1.644
T1,1.734
T1,1.741
T3,1.867
T2,2.019
T2,2.29
T3,2.445
T3,2.446
T2,2.487
T2,2.511
T3,2.623
T4,2.624
T1,2.913
T2,3.119
T1,3.166
T4,3.171
T4,3.173
T4,3.181
T2,3.511
T3,3.585
T1,3.607
T4,3.645
T2,3.687
T1,3.776
T3,3.828
T1,3.954
T2,4.442
T2,4.564
T1,4.809
T4,4.892
T2,5.05
T2,5.057
T2,5.139
T4,5.17
T2,5.23
T1,5.326
T3,5.431
T4,5.574
T1,5.65
T1,5.662
T2,5.694
T1,5.789
T2,5.904
T2,6.016
T2,6.238
T3,6.239
T1,6.298
T4,6.404
T2,6.854
T4,7.152
T2,7.159
T1,7.236
T2,7.252
T2,7.302
T2,7.458
T2,7.568
T1,7.572
T1,7.651
T4,7.685
T1,7.702
T3,7.947
T4,8.114
T1,8.218
T2,8.295
T1,8.332
T2,8.413
T4,8.438
T4,8.656
T1,8.794
T4,8.849
T4,8.852
T3,8.974
T3,9.119
T2,9.18
T1,9.379
T2,9.464
T2,9.601
T4,9.631
T1,9.749
T3,9.868
T3,9.919
T2,9.977
T4,10.095
T2,10.187
T3,10.535
T2,10.552
T3,10.651
T1,10.683
T3,10.691
T1,10.759
T1,10.814
T2,10.823
T4,11.252
T1,11.456
T1,11.538
T2,11.548
T4,11.599
T4,11.63
T2,11.645
T4,11.751
T2,11.827
T3,11.84
T4,12.011
T1,12.037
T2,12.071
T4,12.23
T2,12.286
T4,12.518
T3,12.54
T4,12.773
T3,12.832
T4,12.835
T2,12.881
T4,12.929
T4,12.929
T4,12.952
T1,13.283
T4,13.449
T4,13.46
T3,13.659
T4,13.935
T2,13.959
T1,13.996
T3,14.005
T3,14.244
T1,14.254
T4,14.395
T2,14.442
T2,14.503
T3,14.7
T4,14.889
T3,14.917
T4,15.18
T2,15.296
T3,15.326
T2,15.329
T4,15.701
T3,15.702
T4,15.742
T3,15.746
T2,15.898
T1,15.907
T2,16.037
T2,16.335
T2,16.474
T4,16.648
T2,16.664
T4,16.947
T3,17.099
T4,17.223
T1,17.314
T1,17.426
T4,17.482
T1,17.512
T4,17.648
T3,17.668
T2,17.707
T2,17.723
T4,17.775
T2,17.809
T1,17.812
T1,17.849
T2,17.926
T1,18.089
T1,18.115
T3,18.123
T4,18.213
T1,18.234
T3,18.283
T3,18.294
T4,18.403
T1,18.562
T1,18.774
T3,18.945
T1,19.349
T4,19.38
T1,19.428
T2,19.449
T4,19.963
T1,20.211
T2,20.251
T4,20.337
T3,20.387
T2,20.498
T3,20.52
T2,20.678
T2,20.909
T3,20.939
T2,20.941
T3,21.063
T3,21.146
T4,21.335
T3,21.363
T2,21.379
T1,21.386
T2,21.432
T2,21.534
T1,21.7
T4,21.724
T3,21.802
T1,21.912
T4,22.04
T3,22.093
T1,22.14
T2,22.272
T4,22.366
T4,22.41
T2,22.51
T2,22.853
T3,22.864
T4,22.897
T4,22.92
T3,22.939
T4,22.977
T4,23.056
T2,23.162
T4,23.187
T1,23.404
T4,23.541
T2,23.954
T2,23.961
T4,24.013
T2,24.13
T1,24.261
T3,24.469
T4,24.499
T1,24.55
T1,24.566
T3,24.612
T2,24.62
T4,24.71
T3,24.718
T4,24.78
T4,24.804
T2,25.024
T4,25.025
T2,25.051
T4,25.161
T4,25.204
T3,25.345
T2,25.381
T4,25.423
T4,25.475
T1,25.52
T2,25.668
T2,26.089
T4,26.183
