task_type,arrival_time
T4,0.005
T2,0.09
T2,0.115
T4,0.276
T2,0.461
T4,0.523
T1,0.577
T1,0.71
T4,1.005
T4,1.017
T4,1.187
T3,1.308
T1,1.33
T4,1.394
T4,1.493
T2,1.532
T2,2.015
T1,2.294
T3,2.315
T1,2.364
T3,2.416
T3,2.418
T1,2.635
T1,2.659
T1,2.709
T3,2.813
T2,2.878
T3,2.891
T4,2.945
T2,3.013
T3,3.032
T3,3.14
T3,3.205
T2,3.341
T1,3.383
T1,3.496
T3,3.511
T3,3.532
T4,3.675
T2,3.893
T3,3.94
T3,3.946
T2,4.065
T1,4.1
T2,4.163
T1,4.257
T1,4.325
T4,4.348
T2,4.431
T4,4.431
T2,4.463
T1,4.608
T2,4.946
T3,4.992
T2,5.032
T4,5.051
T4,5.118
T2,5.274
T3,5.312
T3,5.353
T1,5.361
T2,5.42
T1,5.726
T4,5.937
T3,5.964
T1,5.986
T2,6.001
T3,6.214
T3,6.35
T2,6.369
T4,6.393
T3,6.512
T2,6.589
T1,6.617
T2,6.818
T1,6.837
T3,7.094
T4,7.303
T2,7.482
T3,7.62
T2,7.674
T1,7.711
T4,7.74
T2,7.766
T4,7.795
T3,7.872
T4,7.957
T1,7.976
T1,8.195
T3,8.494
T2,8.676
T3,8.941
T4,9.104
T4,9.13
T1,9.267
T3,9.461
T3,9.577
T2,9.658
T3,9.761
T4,9.772
T4,9.781
T3,9.828
T2,10.185
T2,10.264
T1,10.393
T2,10.553
T2,10.576
T2,10.659
T2,10.672
T4,10.736
T3,10.916
T4,10.93
T1,10.984
T3,11.065
T3,11.142
T1,11.156
T3,11.267
T1,11.277
T2,11.38
T4,11.399
T3,11.44
T4,11.54
T4,11.55
T1,11.643
T3,11.749
T1,11.843
T3,12.073
T2,12.15
T3,12.524
T4,12.689
T4,12.716
T4,13.004
T1,13.173
T2,13.183
T2,13.216
T1,13.306
T4,13.569
T1,13.648
T3,13.686
T4,13.916
T3,14.38
T3,14.386
T3,14.503
T2,14.602
T2,14.666
T3,14.749
T1,14.817
T4,15.109
T3,15.205
T3,15.286
T2,15.309
T1,15.454
T3,15.613
T1,15.728
T2,15.733
T2,15.806
T2,15.884
T2,16.023
T4,16.083
T2,16.206
T1,16.312
T1,16.345
T1,16.475
T2,16.531
T1,16.651
T2,16.678
T3,16.738
T3,16.805
T4,16.9
T3,17.002
T2,17.04
T4,17.057
T1,17.144
T1,17.181
T1,17.438
T1,17.481
T3,17.6
T1,17.613
T3,17.802
T3,17.868
T4,17.951
T4,18.203
T3,18.205
T3,18.482
T2,18.516
T3,18.548
T1,18.583
T3,18.589
T4,18.622
T1,18.652
T3,18.736
T3,18.818
T2,18.837
T2,19.34
T4,19.436
T2,19.444
T3,19.451
T1,19.52
T3,19.532
T3,19.614
T2,19.725
T2,19.802
T4,19.903
T4,19.952
T2,20.088
T4,20.123
T3,20.149
T2,20.276
T4,20.451
T3,20.475
T2,20.536
T2,20.707
T2,20.709
T3,20.718
T2,20.812
T1,20.934
T1,20.939
T3,20.944
T4,21.09
T4,21.124
T2,21.207
T3,21.274
T2,21.389
T2,21.522
T2,21.583
T2,21.715
T3,21.754
T1,21.804
T1,21.877
T1,22.323
T2,22.556
T4,22.742
T3,22.743
T2,22.832
T3,22.832
T3,22.869
T3,22.923
T1,23.032
T4,23.254
T2,23.266
T3,23.274
T1,23.297
T3,23.318
T1,23.359
T1,23.457
T3,23.497
T2,23.549
T3,23.877
T1,24.258
T3,24.329
T3,24.337
T3,24.372
T4,24.404
T1,24.485
T4,24.548
T2,24.563
T2,24.574
T2,24.658
T1,24.84
T2,24.877
T1,25.013
T4,25.118
T1,25.167
T4,25.215
T4,25.523
T3,25.574
T1,25.614
T1,25.634
T1,25.679
T3,25.7
T1,25.711
T1,25.812
T2,25.833
T4,25.836
T3,25.902
T4,25.928
T3,25.993
T2,26.066
T1,26.145
T4,26.545
T2,26.665
T4,26.698
T2,26.785
T4,26.801
T4,26.871
T3,26.921
T1,26.932
T2,27.065
T1,27.256
T4,27.321
T4,27.372
T2,27.4
T1,27.579
T1,27.599
T1,27.672
T1,27.97
T2,28.031
T4,28.226
T2,28.255
T3,28.263
T3,28.299
T3,28.355
T3,28.534
T1,28.622
T4,28.817
T1,28.916
T3,29.02
T2,29.06
T2,29.216
T4,29.264
T1,29.404
T1,29.451
T4,29.534
T3,29.542
T3,29.736
T1,29.789
T3,29.867
T1,29.91
T1,29.986
T4,30.07
T2,30.238
T3,30.243
T4,30.263
T3,30.443
T4,30.564
T2,30.626
T3,30.773
T2,30.856
T2,30.94
T2,31.117
T1,31.182
T1,31.355
T4,31.383
T1,31.528
T1,31.702
T1,31.895
T1,31.939
T2,32.003
T2,32.056
T3,32.076
T2,32.222
T3,32.401
T1,32.445
T3,32.65
T3,32.743
T4,33.152
T4,33.245
T2,33.501
T1,33.546
T1,33.563
T4,33.595
T1,33.7
T3,33.978
T1,34.084
T3,34.24
T4,34.25
T1,34.571
T3,34.696
T1,34.717
T1,34.984
T3,35.451
T4,35.565
T3,35.605
T4,35.687
T1,35.786
T1,35.807
T2,35.838
T4,36.089
T4,36.123
T1,36.125
T2,36.35
T4,36.353
T1,36.397
T2,36.462
T4,36.56
T2,36.67
T3,36.763
T2,36.78
T3,36.8
T1,36.962
T2,36.998
T2,37.069
T4,37.128
T1,37.135
T4,37.266
T3,37.358
T3,37.388
T1,37.461
T3,37.539
T4,37.607
T1,37.727
T2,37.793
T1,37.933
T4,37.95
T4,37.979
T4,38.342
T4,38.408
T2,38.639
T3,38.729
T3,38.73
T2,38.902
T1,39.116
T2,39.157
T1,39.344
T2,39.422
T1,39.493
T1,39.526
T1,39.539
T1,39.578
T2,39.731
T1,40.045
T4,40.139
T4,40.146
T2,40.184
T1,40.194
T3,40.235
T3,40.336
T3,40.372
T2,40.388
T2,40.468
T2,40.54
T4,40.765
T3,40.956
T4,41.253
T4,41.259
T3,41.357
T2,41.387
T1,41.486
T4,41.503
T2,41.806
T4,41.881
T1,41.899
T4,42.052
T4,42.142
T4,42.381
T2,42.394
T4,42.484
T1,42.665
T4,42.735
T3,42.749
T4,42.753
T2,42.914
T3,43.124
T2,43.13
T3,43.151
T3,43.254
T1,43.283
T3,43.417
T1,43.718
T4,43.746
T3,43.752
T2,43.832
T3,43.851
T2,43.927
T4,44.216
T3,44.357
T3,44.362
T4,44.362
T1,44.471
T1,44.522
T3,44.525
T2,44.527
T4,44.75
T3,45.048
T2,45.205
T2,45.297
T4,45.459
T4,45.735
T4,45.967
T4,45.975
T2,46.116
T1,46.523
T2,46.584
T2,46.629
T1,46.869
T1,47.036
T4,47.318
T4,47.363
T2,47.491
T4,47.509
T4,47.618
T4,47.732
T1,48.09
T1,48.099
T1,48.119
T1,48.123
T4,48.518
T2,48.575
T2,48.804
T2,48.81
T4,50.376
T4,50.761
T4,50.954
T4,51.936
T4,51.986
T4,54.03
T4,54.163
T4,54.211
T4,54.236
T4,54.613
