task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T1,0.367,10.21,10.54,1.0,103.01,92.38,104.92,1.03,107.15,11.51,10.22,1.11,102.76,108.35,105.89,0.92,100.44
T3,0.396,10.85,10.72,1.14,94.32,98.88,98.86,1.0,96.12,11.04,11.52,1.12,107.96,102.84,112.43,1.1,103.4
T4,0.407,9.96,10.58,1.07,103.63,111.5,107.63,1.09,106.74,11.62,10.96,0.92,110.12,117.25,111.29,1.02,106.85
T3,0.594,10.56,10.73,1.11,103.58,106.38,112.91,1.04,100.91,11.37,10.99,1.04,100.9,102.69,109.74,0.93,98.76
T4,0.761,11.08,9.83,0.94,111.03,115.3,99.25,1.05,107.22,10.15,9.84,1.05,116.37,117.48,102.06,1.15,119.02
T1,0.868,10.79,9.64,1.0,116.33,105.29,107.56,0.93,109.7,10.05,11.05,0.98,112.71,107.03,108.88,0.92,99.68
T4,1.072,10.11,10.49,1.02,112.13,99.78,104.63,1.07,109.61,10.35,9.63,1.02,115.29,104.01,114.26,1.13,111.32
T3,1.236,11.39,10.17,1.09,105.36,108.52,113.48,1.05,106.86,10.44,10.52,1.06,103.57,110.9,113.85,1.02,109.41
T1,1.285,10.69,10.94,0.98,115.76,94.82,107.53,1.02,117.16,11.46,10.36,1.02,108.73,104.36,100.64,1.01,110.63
T3,1.311,10.51,10.62,1.1,105.87,107.69,113.4,0.99,112.99,9.68,11.15,1.11,96.19,106.87,109.57,1.02,104.61
T4,1.327,10.93,9.34,1.08,101.13,114.9,97.42,1.08,101.29,10.55,9.29,0.94,97.88,110.91,114.26,1.11,117.74
T3,1.746,10.78,10.4,1.06,109.12,102.54,106.5,1.1,98.24,10.88,11.89,1.13,96.74,111.17,104.64,1.02,109.67
T1,1.789,11.87,10.49,1.14,108.47,95.33,102.56,0.96,114.7,10.16,10.14,1.06,99.96,96.16,99.73,1.1,101.55
T1,1.797,11.07,9.61,1.02,105.61,95.12,109.38,0.93,100.85,11.15,10.72,0.98,110.08,107.29,95.51,1.07,111.89
T2,2.078,10.01,11.22,1.01,98.19,112.29,96.02,1.05,104.08,10.69,9.92,1.12,95.78,113.17,98.09,0.99,114.4
T4,2.454,10.73,10.4,1.0,107.89,102.62,104.92,1.15,114.75,10.74,9.78,0.93,104.21,104.69,98.97,1.16,107.06
T3,2.519,10.41,11.44,1.13,102.55,112.01,110.32,0.97,112.44,9.97,10.42,1.01,99.19,98.46,102.03,1.08,99.85
T4,2.579,10.13,9.42,0.94,106.81,102.31,108.68,1.05,103.49,11.68,9.84,0.93,104.73,114.48,111.1,1.14,114.52
T2,2.861,11.61,11.36,1.13,98.57,97.37,101.6,1.11,99.03,10.31,10.49,1.09,102.29,113.39,106.84,1.01,112.28
T3,3.139,10.9,10.08,0.99,108.79,106.71,103.06,1.05,101.5,10.07,11.33,1.14,95.83,106.11,103.06,1.05,106.39
T1,3.16,11.53,9.99,1.06,103.51,96.76,103.07,0.97,116.53,10.04,11.03,1.08,106.25,98.58,103.67,0.94,106.72
T3,4.438,10.31,11.65,1.0,99.17,110.79,103.13,1.06,97.85,10.6,10.36,1.01,100.79,100.19,97.64,1.03,102.58
T1,4.567,10.63,10.25,1.1,105.61,94.08,101.64,1.08,107.34,10.09,10.04,0.98,111.69,103.89,93.98,1.1,99.18
T2,4.58,11.33,10.39,1.0,102.93,100.14,101.78,1.0,104.1,10.44,9.94,1.08,97.8,100.23,95.38,1.02,113.42
T4,4.761,11.67,10.56,1.06,98.61,113.12,106.9,1.1,103.78,10.34,10.3,1.07,108.36,116.6,113.85,1.0,101.02
T1,4.984,10.39,9.54,1.14,114.73,102.01,109.06,0.98,99.31,11.38,10.38,1.06,100.19,92.96,96.68,0.94,105.47
T1,5.316,10.72,11.09,0.98,100.71,91.98,110.22,0.97,110.4,10.99,11.08,0.98,113.82,106.99,95.47,1.1,116.08
T2,5.696,10.95,11.06,0.98,108.17,103.55,100.29,1.08,104.52,11.42,10.48,1.03,99.8,96.22,99.05,1.1,100.82
T3,5.708,9.91,11.5,1.0,108.94,107.47,109.42,0.96,105.7,10.98,10.5,1.12,99.27,98.22,105.1,1.1,112.27
T2,5.782,10.33,10.8,1.0,101.52,98.08,104.68,1.11,106.44,10.46,10.24,1.07,104.76,105.06,105.7,1.09,112.56
T4,5.852,10.1,10.52,1.06,99.69,112.56,100.5,1.08,102.76,11.17,10.69,1.05,109.73,106.11,98.15,1.12,110.58
T1,5.865,10.72,11.25,1.11,108.5,103.13,101.94,1.09,115.0,11.09,10.22,1.01,114.29,102.38,111.27,1.02,109.44
T3,5.931,11.04,10.8,0.98,105.29,99.76,98.81,1.09,100.75,10.68,10.63,1.14,94.19,99.6,108.26,1.1,109.73
T1,6.033,10.49,10.63,0.98,110.95,106.4,96.32,1.05,105.53,10.14,11.09,1.13,113.55,92.46,94.11,0.95,113.02
T3,6.13,10.35,11.6,1.15,93.59,99.43,100.59,1.01,107.44,10.51,11.21,1.11,105.87,104.9,100.13,0.98,100.77
T3,6.254,10.34,11.73,1.0,101.06,96.99,97.55,0.94,102.86,11.31,11.31,1.04,95.96,101.43,97.77,1.04,102.55
T3,6.323,11.1,11.2,1.12,105.59,102.98,110.34,1.03,99.1,10.55,11.52,1.1,103.11,106.8,111.58,0.94,111.74
T3,6.658,11.14,11.71,1.07,98.8,97.84,100.18,0.97,101.18,10.97,11.51,1.11,102.75,99.13,101.73,1.05,102.04
T2,6.747,9.8,9.89,1.12,94.32,98.93,106.78,1.02,106.26,11.59,11.34,1.13,99.02,105.47,99.85,1.09,98.0
T1,6.998,11.46,9.59,1.02,110.5,100.98,107.21,1.02,105.08,11.58,10.26,1.07,101.9,99.27,95.32,1.04,101.42
