task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
2,0.254,111.577,99.591,1.006,1.068,105.966,1.013,110.861,111.925,97.946,1.095,1.068,109.882,1.075,102.638
2,0.275,102.282,98.826,1.018,1.004,97.288,1.061,105.595,102.185,110.473,1.113,1.08,109.138,1.047,104.442
2,0.359,112.95,101.612,1.181,1.132,104.52,1.038,108.285,113.192,112.0,1.101,1.009,104.693,1.056,110.334
1,0.764,95.045,100.017,97.569,0.988,10.522,114.25,95.113,99.49,116.067,105.848,1.051,11.38,100.022,99.762
3,0.854,10.322,102.092,98.254,109.019,102.087,100.811,1.073,9.64,104.475,98.845,108.381,101.393,98.475,1.021
2,0.884,115.709,111.59,1.069,1.083,110.028,0.996,105.549,113.585,99.274,1.039,1.012,114.648,1.078,99.476
1,1.04,102.682,101.852,107.369,1.099,11.063,111.683,98.526,95.246,116.069,109.315,1.154,10.028,114.106,97.727
1,1.06,95.514,116.419,112.042,1.094,11.639,106.211,105.281,109.827,101.044,107.826,1.071,10.41,112.932,94.709
1,1.191,110.119,110.083,102.683,1.134,10.957,106.967,99.824,100.258,102.329,108.625,1.07,10.837,105.787,100.257
2,1.191,111.557,103.566,1.115,1.041,102.903,1.077,99.381,99.52,101.242,1.077,0.979,114.225,1.12,99.743
4,1.747,9.498,101.492,10.005,0.987,107.786,106.972,107.465,10.362,114.117,9.707,1.045,96.858,104.351,107.908
3,1.82,10.985,106.45,108.555,102.49,111.172,104.55,1.054,10.871,105.471,105.363,112.525,99.103,113.606,1.137
1,1.972,106.185,110.543,107.0,1.123,10.731,109.907,109.438,98.027,107.643,99.599,1.036,11.341,100.61,100.638
3,2.145,9.928,109.101,100.643,102.58,101.749,112.106,1.019,9.941,107.606,107.202,114.777,113.464,107.678,1.019
3,2.217,9.657,100.706,95.774,104.349,114.149,109.457,0.986,9.644,106.26,92.162,101.15,110.964,110.36,1.074
1,2.284,101.991,98.976,96.991,1.036,10.827,99.115,95.395,109.566,109.228,106.894,1.089,10.671,104.513,101.149
1,2.377,109.496,102.461,98.323,1.111,9.87,103.232,102.543,95.59,115.446,98.561,1.04,10.004,101.747,102.321
1,2.522,104.987,111.33,98.043,0.98,10.429,112.075,103.488,105.035,105.382,97.032,1.147,10.105,113.46,95.395
3,2.579,10.19,94.538,99.34,106.022,113.116,106.139,1.095,11.175,103.412,100.981,96.576,103.531,98.681,1.033
1,3.249,97.435,110.065,99.563,1.089,10.925,113.018,108.292,112.609,102.241,106.914,1.105,10.189,106.615,107.118
4,3.282,10.582,115.997,10.726,1.086,102.172,98.025,103.857,10.521,113.287,11.207,0.995,96.75,96.003,104.638
2,3.309,108.032,98.839,1.049,1.14,102.656,1.059,102.311,107.324,112.024,1.192,1.055,97.9,1.086,97.002
3,3.346,11.361,104.067,106.863,106.467,101.342,110.786,0.99,11.148,106.458,100.981,96.836,117.18,112.237,0.986
4,3.809,10.301,103.52,10.801,1.015,102.442,93.686,103.365,9.98,110.702,10.642,0.948,102.857,102.381,92.663
2,4.021,117.56,95.827,1.032,0.976,110.964,0.956,98.021,104.712,101.373,1.135,1.043,101.81,1.0,110.359
2,4.209,102.023,104.624,1.165,1.028,114.484,0.987,98.423,107.111,99.525,1.021,0.985,112.032,1.06,109.555
1,4.222,98.648,105.13,107.215,0.99,11.645,106.28,96.119,109.191,102.004,103.055,1.117,11.308,103.719,98.184
2,4.388,115.031,107.598,1.048,1.026,104.099,1.099,103.643,117.549,98.329,1.032,1.106,113.659,0.999,104.428
3,4.712,10.687,102.518,106.753,108.508,113.69,108.178,1.001,10.569,104.148,109.1,108.381,111.603,100.021,1.001
2,4.912,110.895,96.008,1.152,1.118,105.49,1.085,101.81,101.338,107.575,1.038,1.047,98.949,0.98,107.972
3,4.961,11.049,109.158,101.561,107.003,109.68,112.607,1.037,10.429,91.972,93.6,112.385,106.555,105.764,1.109
4,5.032,10.139,109.682,10.582,0.953,104.898,104.689,106.208,10.41,100.572,10.633,0.989,95.677,101.128,105.222
1,5.522,97.319,105.833,110.909,1.122,10.064,99.16,105.777,98.538,115.697,104.878,1.137,10.95,102.987,99.314
2,5.621,116.777,103.546,1.064,1.138,112.167,1.016,103.245,110.602,102.886,1.08,1.022,103.529,0.973,102.883
2,5.751,108.331,108.883,1.095,1.12,101.983,1.013,105.899,101.001,96.276,1.19,1.056,97.135,0.96,104.524
1,5.872,97.584,105.716,109.974,1.155,9.84,99.565,106.409,98.38,112.798,98.827,1.072,10.792,104.396,107.71
1,5.9,107.932,114.702,98.763,0.991,11.645,96.967,102.382,97.289,105.714,113.392,1.019,10.584,102.54,109.079
3,6.008,10.587,104.424,103.868,112.034,107.805,113.419,1.072,11.154,93.785,97.428,98.813,115.938,108.26,0.982
2,6.042,100.566,99.405,1.071,1.099,102.768,1.09,95.71,105.095,106.093,1.135,1.052,107.359,1.018,105.003
2,6.191,109.432,109.93,1.004,1.066,98.796,1.072,103.375,111.741,103.511,1.154,1.005,108.799,1.012,107.394
4,6.206,9.321,106.225,9.686,0.991,107.234,107.212,102.84,9.734,117.091,10.464,1.066,100.319,96.846,101.802
2,6.508,105.125,95.855,1.153,1.107,103.301,0.997,94.749,99.356,104.262,1.011,1.076,109.109,1.079,97.687
1,6.987,109.402,111.96,105.918,1.094,11.06,112.776,96.957,99.449,99.235,105.973,1.134,10.529,108.423,95.336
3,7.082,10.871,101.823,95.588,98.963,110.896,101.47,1.035,10.031,104.472,97.426,97.474,109.728,110.369,1.013
2,7.546,100.154,95.966,1.193,0.981,113.947,1.087,94.683,115.432,98.914,1.184,1.034,113.694,0.987,109.132
1,8.004,106.335,114.711,111.438,1.117,11.059,104.556,108.34,96.172,108.178,113.889,1.008,11.236,113.708,107.118
2,8.547,112.66,108.763,1.138,0.979,106.375,1.001,104.178,102.607,108.727,1.097,1.026,98.834,0.951,105.601
2,8.561,105.839,99.839,1.187,1.133,99.695,0.987,109.983,113.12,110.607,1.177,0.992,97.527,1.092,102.942
1,8.7,104.237,111.483,99.192,0.982,10.105,101.292,103.823,109.218,103.297,107.716,1.101,11.192,107.3,106.072
1,8.953,110.209,107.83,110.924,1.101,10.592,107.591,103.447,102.882,100.009,97.219,1.045,11.205,101.003,94.226
1,9.181,106.231,112.104,110.377,1.051,11.331,100.734,109.598,98.538,99.636,96.817,1.126,10.713,100.265,105.925
1,9.223,111.926,99.308,107.019,0.971,10.238,113.67,100.603,106.038,112.153,108.388,1.032,10.243,114.669,96.135
1,9.417,101.589,107.939,107.698,1.007,11.127,98.705,101.182,98.249,98.923,108.125,1.078,10.731,111.979,96.657
2,9.563,105.095,101.565,1.012,1.009,107.014,1.022,96.903,106.243,95.733,1.127,1.087,104.52,1.018,109.331
1,9.599,101.837,100.645,104.271,1.075,11.036,107.684,95.7,101.873,108.594,113.569,1.036,10.243,98.085,107.7
