task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
4,0.297,105.781,1.025,108.441,1.07,10.841,108.595,1.046,101.997,1.067,112.673,1.078,10.793,102.622,1.015
2,0.347,104.109,99.495,9.922,107.24,102.176,97.934,95.213,104.762,106.97,9.388,100.176,116.637,100.31,95.954
4,0.456,100.076,0.996,100.693,1.074,10.239,108.732,0.924,105.7,1.011,96.586,0.973,10.385,107.24,0.925
2,0.457,111.078,108.685,10.47,93.873,114.516,96.853,94.467,109.059,114.969,10.639,104.977,106.137,106.998,102.888
2,0.58,113.773,112.661,9.178,104.656,112.55,112.356,99.774,112.203,103.473,10.914,105.155,112.316,112.493,105.685
3,0.631,107.237,1.101,102.566,105.673,1.059,101.998,1.115,118.193,1.111,104.992,101.951,0.965,95.592,1.019
3,0.911,100.29,1.074,105.005,102.259,0.995,96.836,1.091,114.257,1.09,97.22,94.121,0.993,97.729,0.981
3,1.06,115.374,1.04,103.566,108.37,0.987,109.46,1.083,114.118,1.143,106.322,101.237,1.093,105.036,1.119
4,1.102,104.575,1.032,111.766,1.021,10.088,98.935,1.018,95.578,1.001,107.848,1.128,11.435,94.277,1.089
2,1.317,104.347,106.974,9.309,106.655,109.863,114.163,95.405,110.408,113.535,10.158,109.4,109.492,100.678,110.669
3,1.329,116.846,0.966,102.813,95.514,1.055,96.497,1.135,102.095,1.113,106.335,95.029,0.926,104.717,1.006
2,1.455,108.405,112.956,9.866,95.662,108.032,114.378,97.271,100.323,109.302,9.57,102.132,118.235,103.685,111.081
3,1.698,107.051,0.966,114.56,91.825,1.071,109.306,1.041,118.267,1.117,104.564,97.739,1.073,106.633,0.992
2,1.754,101.73,111.021,9.794,106.129,104.436,113.518,95.318,114.043,112.79,9.768,98.805,110.983,97.144,111.523
4,1.782,94.487,1.132,100.141,1.137,11.896,107.711,1.072,98.689,1.042,107.204,1.092,10.76,94.567,0.973
3,1.912,114.785,1.039,105.192,105.089,1.041,97.31,0.985,108.804,1.05,109.537,106.5,0.988,109.251,1.093
2,2.041,105.424,103.114,10.311,99.292,119.303,112.11,97.928,101.513,109.194,9.606,101.501,102.057,111.679,97.577
2,2.283,104.668,107.887,10.31,96.869,113.613,98.097,94.897,100.171,108.522,10.452,106.161,116.22,101.998,110.103
