task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
3,0.047,10.655,0.92,1.065,1.159,106.05,106.824,98.79,11.122,1.022,0.992,1.08,109.746,108.563,114.506
1,0.081,0.978,1.167,95.439,103.52,95.772,0.997,113.578,1.116,1.077,101.193,106.582,110.648,1.106,100.224
4,0.083,10.054,114.386,106.858,0.992,95.526,101.297,97.536,9.602,101.851,100.935,1.032,110.199,116.336,100.021
4,0.085,9.506,112.759,99.578,1.053,107.876,115.968,97.322,10.14,111.339,101.705,1.038,108.642,113.743,110.12
4,0.366,10.858,102.141,96.928,0.954,111.673,110.752,105.466,9.788,103.617,97.263,1.065,100.856,108.777,107.997
2,0.653,9.747,1.044,1.088,11.15,99.834,9.767,106.647,10.82,0.972,1.088,10.654,96.819,9.863,112.346
4,0.922,10.206,101.476,99.405,1.032,97.977,111.573,111.246,9.892,117.91,99.265,0.94,104.863,104.424,105.758
3,0.929,11.205,1.011,1.07,0.982,94.128,112.924,107.827,10.467,1.038,1.161,1.146,94.169,102.21,97.711
3,1.156,11.456,1.036,1.121,1.07,104.985,102.267,98.863,11.019,0.947,1.084,0.985,106.494,111.544,114.888
3,1.244,11.483,0.949,1.122,1.138,94.375,107.494,112.433,10.697,0.93,1.141,1.002,96.221,110.424,113.837
3,1.271,10.894,1.077,1.17,1.079,102.735,115.217,106.353,11.164,1.065,1.174,0.985,109.417,105.756,114.708
1,1.746,1.003,1.145,105.579,108.101,108.011,1.004,112.69,1.085,1.189,112.195,100.631,104.123,1.089,109.665
3,1.786,11.4,0.933,1.145,1.134,102.727,109.057,115.372,10.726,0.987,1.026,1.157,94.521,115.927,110.021
1,1.868,0.971,1.066,95.02,110.64,103.522,1.003,107.869,1.134,1.151,97.979,106.162,106.725,1.06,108.842
4,2.244,9.628,113.843,111.45,0.974,103.158,101.083,110.45,10.056,116.861,108.867,0.996,97.118,116.424,94.953
3,2.262,9.864,0.945,1.097,1.137,94.169,115.798,112.232,11.559,0.975,1.015,1.002,100.693,103.827,115.026
3,2.317,10.231,0.97,1.02,1.04,97.598,103.774,100.833,10.228,1.081,1.059,1.012,99.411,115.032,109.706
2,3.089,11.03,1.143,1.003,10.486,95.575,9.829,114.32,10.955,1.016,1.058,11.751,100.846,9.49,101.02
1,3.633,0.981,1.088,105.328,102.286,109.953,1.079,99.995,1.076,1.018,108.928,100.28,102.974,0.982,114.793
3,3.953,10.635,1.045,1.047,0.995,94.542,108.644,108.709,11.482,1.016,1.101,1.147,102.727,110.842,113.827
1,4.065,1.072,1.171,99.675,101.278,102.142,0.983,106.626,1.113,1.104,105.897,103.801,105.615,1.011,112.179
2,4.262,10.646,1.097,1.097,11.035,109.433,10.169,110.707,10.224,1.006,1.002,11.642,97.78,9.641,108.336
3,4.431,11.483,1.04,1.107,1.146,110.403,103.683,114.924,10.963,0.983,1.059,1.062,102.707,107.777,102.98
4,4.511,10.009,104.541,106.007,0.974,111.412,106.272,104.978,10.685,102.411,109.118,1.035,98.317,114.062,95.549
3,4.904,11.16,0.937,1.068,1.05,105.474,116.993,108.073,11.093,1.052,1.004,1.158,102.335,104.311,102.842
2,5.152,9.942,1.018,1.064,10.133,94.688,9.894,113.659,9.873,0.967,0.953,11.5,107.946,9.999,111.756
2,5.159,10.662,0.991,1.054,11.652,106.715,10.022,108.579,10.328,0.998,1.038,11.101,92.97,9.245,109.556
2,5.687,10.528,1.121,1.006,11.251,105.556,10.277,104.037,10.435,1.126,0.963,11.367,99.849,10.666,100.019
1,5.983,1.131,1.093,97.116,107.271,94.041,1.088,114.462,1.091,1.046,96.787,99.791,93.929,1.084,98.677
3,6.292,10.296,1.042,1.172,1.128,109.963,108.213,102.905,11.253,1.08,1.083,1.103,104.248,119.048,100.581
2,6.544,10.371,1.026,1.019,10.633,99.665,10.76,102.283,9.834,1.074,1.086,10.082,103.657,9.513,103.725
3,7.078,10.651,0.988,1.102,1.111,94.981,101.763,110.439,11.599,0.924,1.061,0.988,104.214,116.466,101.744
2,7.166,11.014,1.049,1.022,10.371,109.149,9.327,102.24,10.844,1.147,0.996,11.119,98.456,10.683,101.259
2,7.233,9.604,1.081,1.066,10.588,107.534,10.07,114.158,9.854,1.071,1.072,10.943,103.657,10.086,110.935
2,7.609,10.855,1.141,1.065,11.778,104.947,9.747,106.594,10.524,1.116,1.067,10.229,106.306,9.799,113.673
3,7.819,11.234,1.085,1.15,1.041,107.101,112.251,105.207,10.472,1.022,1.073,1.053,96.145,114.219,107.451
2,8.228,11.023,1.076,0.988,10.949,106.466,10.463,101.535,11.008,1.116,0.982,11.298,99.87,9.363,97.174
1,9.511,0.977,1.075,99.946,95.111,103.962,0.95,98.966,1.012,1.097,110.711,98.163,108.944,1.031,117.046
1,10.762,1.122,1.151,105.096,96.277,103.362,1.092,102.122,1.147,1.085,105.089,110.601,94.539,1.081,98.927
3,10.904,9.909,0.955,1.149,1.15,107.019,108.373,102.457,10.999,1.002,1.112,1.033,107.928,114.403,104.675
3,11.388,11.318,1.018,1.107,1.151,109.865,112.247,103.516,10.8,0.969,1.163,1.145,98.991,106.49,102.809
2,11.648,9.799,1.04,1.018,11.538,98.774,10.726,96.902,10.662,1.068,1.069,10.35,104.018,9.87,104.256
3,11.92,9.999,1.069,1.094,1.161,102.857,115.217,99.142,10.308,1.032,1.012,1.116,97.5,106.715,109.587
1,12.01,1.037,1.129,104.828,101.514,103.222,1.028,102.708,1.062,1.168,107.936,106.077,107.228,0.99,100.778
2,12.082,10.72,1.056,1.106,11.679,98.456,9.771,98.249,9.756,1.048,0.956,10.247,96.132,10.75,109.177
3,12.449,10.295,1.058,1.136,1.15,104.271,115.534,107.199,10.233,0.967,1.14,1.071,110.306,113.243,107.848
3,12.713,11.183,1.011,1.14,1.044,110.968,117.076,98.244,9.956,1.039,1.033,1.03,108.161,100.434,102.904
4,12.975,10.944,104.063,102.159,0.926,107.453,115.014,104.068,10.757,103.514,104.801,0.995,103.121,108.416,108.397
4,13.103,9.428,101.682,98.1,0.98,100.758,115.268,100.932,9.911,105.898,102.545,0.93,111.581,114.371,104.473
1,13.45,1.115,1.188,97.906,108.176,95.484,0.946,105.782,1.1,1.101,96.29,99.956,101.423,1.05,108.792
3,13.455,11.026,1.085,1.118,0.993,104.63,104.775,105.308,10.345,1.016,1.034,1.116,108.894,109.619,111.754
2,13.481,11.043,1.109,0.954,10.39,93.284,9.457,100.578,10.564,1.13,1.06,10.645,95.508,9.401,110.932
4,13.8,10.883,106.781,100.161,0.941,99.134,98.907,102.002,9.747,117.139,94.277,0.987,97.979,109.265,112.465
2,14.343,10.038,1.115,1.052,10.843,101.109,9.785,113.209,10.235,1.092,0.965,10.076,94.657,10.287,108.006
1,14.496,1.121,1.079,98.337,112.148,97.61,1.063,101.264,1.043,1.096,107.107,105.411,102.805,0.961,114.415
3,14.867,11.042,1.077,1.063,1.092,103.586,115.153,99.886,9.99,0.957,0.996,1.008,104.197,101.853,98.038
2,15.163,9.971,1.028,1.037,10.111,101.978,9.651,97.824,10.484,1.14,0.992,11.119,94.561,10.143,110.344
2,15.279,9.452,1.033,1.056,11.243,96.856,9.254,104.826,10.144,0.994,1.068,10.145,95.461,9.963,102.478
4,15.937,10.109,113.254,109.537,1.062,103.076,101.511,96.599,9.785,104.506,101.277,0.999,98.517,108.625,108.099
4,16.526,10.647,110.529,108.098,0.985,109.503,101.511,108.857,9.966,107.736,107.628,0.927,100.671,114.85,101.285
4,16.566,9.468,102.714,99.138,0.917,107.526,108.555,99.901,10.206,101.509,111.063,1.019,98.458,102.128,111.16
1,16.965,1.126,1.056,108.53,111.741,103.941,0.982,109.668,0.984,1.139,111.918,95.275,100.58,1.103,103.142
4,17.234,10.952,100.383,96.022,0.955,102.938,115.738,111.802,10.561,112.803,106.05,0.978,105.74,114.777,110.922
1,17.335,1.089,1.073,111.414,108.045,99.821,0.959,112.143,1.128,1.163,112.102,98.345,95.343,0.95,112.024
2,17.368,10.67,1.014,1.109,10.447,97.388,9.525,100.99,10.433,1.113,1.053,11.507,95.886,10.932,102.553
3,17.486,9.966,0.991,1.099,1.154,103.531,108.932,105.008,11.427,0.998,1.107,1.159,105.048,112.982,110.358
4,17.61,10.471,113.917,97.834,0.945,105.525,109.202,99.639,10.705,107.181,95.063,1.015,99.444,114.622,94.893
2,17.712,10.504,1.016,0.991,10.133,101.485,10.024,107.893,9.397,1.033,0.969,11.004,106.179,10.143,111.636
3,18.511,10.778,0.984,1.058,0.995,97.361,103.797,111.531,9.802,0.965,1.07,1.111,96.786,117.73,113.695
1,19.066,1.146,1.045,107.059,108.278,99.68,0.988,113.814,1.115,1.154,105.962,104.997,101.759,1.114,102.786
1,19.208,1.11,1.04,99.149,109.281,103.55,0.993,110.546,1.11,1.054,103.895,112.805,101.845,1.054,115.784
1,19.392,1.114,1.143,95.92,108.496,98.504,1.097,105.366,0.984,1.15,95.811,95.111,99.368,1.109,104.855
3,19.537,9.966,1.028,1.07,1.044,100.541,116.465,115.372,10.619,0.934,1.144,1.103,104.577,119.192,98.007
4,19.713,10.194,103.83,109.218,0.988,99.622,107.703,96.106,10.523,104.37,109.612,0.921,111.941,104.782,110.604
1,19.775,0.986,1.005,106.574,104.723,104.337,1.107,100.813,1.032,1.006,104.821,101.595,106.801,1.022,106.031
1,19.778,1.058,1.145,104.649,99.265,106.677,0.953,100.496,0.977,1.189,94.511,112.164,107.254,1.041,112.493
1,19.872,1.054,1.087,108.093,107.983,96.445,0.979,110.998,1.051,1.151,110.026,98.493,110.35,1.071,107.227
1,19.971,1.098,1.078,111.501,99.791,104.253,0.953,113.179,0.994,1.155,105.025,110.166,107.74,1.057,107.517
3,20.111,10.251,1.008,1.052,1.074,95.394,105.021,105.252,9.834,0.962,1.171,1.115,97.391,114.313,113.087
4,20.861,10.946,111.821,106.923,0.94,101.277,98.958,107.988,9.475,112.979,102.748,1.082,97.979,114.207,109.187
1,21.29,1.126,1.083,105.273,104.546,104.343,1.09,114.735,1.023,1.099,94.811,108.776,94.714,1.027,107.598
1,21.635,1.124,1.034,110.864,95.304,98.802,1.019,104.126,1.025,1.015,110.318,103.956,107.689,0.952,100.653
4,21.839,10.597,118.269,100.051,0.934,111.825,113.903,100.434,9.838,116.395,101.936,1.071,95.514,103.784,109.976
3,22.285,9.85,0.946,1.092,1.026,95.38,101.629,101.744,11.553,0.969,1.126,1.012,99.589,109.543,99.322
1,22.827,1.072,1.047,106.821,109.036,99.694,1.024,115.733,1.036,1.17,95.2,98.033,102.655,1.016,115.139
3,23.494,9.852,1.026,1.127,1.079,95.857,116.565,115.184,11.065,1.072,0.995,1.1,98.967,105.674,111.931
2,24.118,10.359,1.124,0.971,11.504,97.126,9.795,102.8,10.411,0.972,0.97,11.06,107.441,9.87,108.077
3,25.464,10.736,0.929,1.0,1.04,103.342,115.416,114.055,9.839,1.027,1.099,0.99,101.791,114.284,97.895
1,25.494,1.092,1.177,110.491,101.615,101.402,1.01,103.403,1.093,1.188,99.034,105.276,96.7,1.058,106.032
1,25.737,0.978,1.189,105.143,109.937,110.349,0.965,112.781,1.031,1.166,96.308,105.411,101.017,1.031,109.462
4,26.032,9.274,109.517,96.607,1.067,111.412,114.167,100.434,10.938,114.601,105.293,1.032,109.054,100.66,104.899
3,26.115,11.495,0.963,1.117,1.015,110.258,115.603,106.645,10.803,1.044,1.075,1.016,95.639,102.754,111.488
3,26.221,11.495,0.976,1.117,1.056,109.282,114.746,112.273,11.058,0.965,1.152,1.124,99.167,109.206,101.735
1,26.381,1.058,1.139,98.915,112.64,108.808,1.002,108.312,1.146,1.099,100.032,111.946,102.124,0.981,115.691
3,26.393,10.861,0.924,1.161,1.105,96.797,110.896,110.358,10.575,0.985,1.166,1.018,108.038,119.058,116.083
2,26.602,10.996,1.004,0.966,10.435,100.402,9.761,103.175,9.64,1.111,1.083,11.165,97.361,10.064,96.334
3,26.663,11.306,1.052,1.111,1.11,100.68,102.676,115.183,9.833,0.989,1.11,1.003,96.797,109.051,114.818
4,27.236,10.014,104.37,111.109,1.061,105.582,99.076,112.442,10.568,112.46,101.049,0.957,99.212,112.718,96.868
2,27.25,10.657,1.135,1.089,10.333,97.005,10.175,97.763,9.525,1.004,0.985,11.636,96.555,9.868,98.559
4,27.404,9.486,100.383,96.506,0.919,108.138,102.936,100.406,9.625,106.226,100.671,0.935,98.2,112.318,99.231
1,27.428,1.032,1.051,95.754,106.186,95.014,0.995,105.795,0.984,1.094,103.474,97.619,97.377,0.998,110.759
1,27.781,1.084,1.174,100.542,104.494,96.957,1.007,115.922,1.01,1.124,99.544,95.532,102.746,0.982,106.594
1,27.924,1.031,1.097,96.703,97.206,101.604,1.104,102.446,1.077,1.163,105.419,97.261,104.227,0.991,106.505
2,28.11,9.926,1.007,0.969,10.268,98.716,9.509,108.579,10.848,1.059,1.074,11.18,100.523,9.246,97.745
4,28.162,10.838,113.865,102.207,1.032,97.426,115.918,101.39,9.371,112.617,106.668,0.978,95.748,110.24,102.481
2,29.138,10.293,1.047,1.087,11.477,94.673,9.937,113.673,9.595,1.122,0.976,10.174,106.152,9.351,100.538
3,29.179,10.92,0.947,1.153,1.044,104.149,110.415,111.287,10.45,1.063,1.068,1.081,106.239,116.803,110.202
2,29.272,10.117,1.148,1.018,10.593,95.772,9.584,110.893,10.576,1.014,1.037,10.298,101.978,10.055,110.574
