task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,1.378,1.88,1.754,5.069,1.008,2.434,1.818,4.678,0.993
2,2.264,2.579,1.728,4.604,0.966,2.361,1.999,3.691,0.803
2,4.045,2.115,1.8,3.913,0.887,1.897,1.864,4.406,0.729
2,4.38,2.238,1.659,4.275,0.94,2.563,1.928,4.622,0.883
2,5.32,2.39,1.794,4.585,0.759,2.019,1.734,4.978,0.932
1,5.765,2.339,1.607,3.696,0.818,2.617,1.883,5.05,0.677
2,6.116,2.156,1.585,4.392,0.763,2.481,1.6,4.5,0.888
2,6.403,2.24,1.538,3.975,0.98,2.188,1.589,3.773,1.014
2,8.292,2.479,1.692,3.785,0.805,2.375,2.12,4.836,0.747
2,8.397,2.098,1.538,3.714,0.843,2.61,1.728,4.962,0.962
1,8.563,2.359,1.741,4.986,0.722,1.913,1.55,4.405,0.69
2,8.646,2.279,2.05,3.679,0.741,2.443,1.866,4.332,0.883
2,9.158,2.099,1.962,4.198,0.803,2.146,1.648,4.039,0.943
1,9.53,2.351,1.835,4.505,0.691,2.413,1.494,4.386,0.633
2,9.954,1.897,1.843,4.621,0.927,2.479,2.07,4.338,0.775
1,10.57,2.177,1.875,3.69,0.671,2.108,1.566,3.78,0.716
2,10.854,2.055,1.9,4.317,0.962,2.179,1.925,3.658,0.941
1,11.705,1.972,1.544,4.772,0.748,2.452,1.876,3.922,0.783
2,11.923,2.499,1.673,3.864,0.932,2.106,2.127,4.233,0.999
2,12.059,2.2,1.69,4.591,0.73,2.364,1.636,4.255,1.002
2,12.101,2.166,1.659,4.48,0.874,2.425,1.701,4.759,0.926
2,12.255,2.298,1.999,5.047,0.745,2.479,2.078,4.929,0.911
2,12.59,1.878,1.947,5.057,0.747,2.117,2.124,4.742,0.899
2,15.114,2.428,1.836,5.047,0.989,2.624,1.746,3.789,0.821
2,15.954,2.242,2.011,4.715,0.826,1.932,1.875,4.369,0.829
1,16.171,1.982,1.966,4.727,0.64,1.912,1.715,3.765,0.666
2,17.427,2.182,1.921,3.939,0.759,2.39,1.887,4.266,0.982
2,18.838,1.943,1.825,4.65,0.777,2.179,1.932,3.647,0.846
2,19.382,2.056,1.555,4.078,0.899,2.48,1.987,3.766,0.804
2,19.874,2.605,2.121,3.869,0.821,1.893,1.512,4.622,0.874
2,20.607,2.322,2.034,4.383,1.002,1.925,1.609,5.131,0.821
1,20.974,1.883,1.432,4.196,0.811,1.852,1.957,4.717,0.766
2,21.187,2.59,1.833,5.056,0.771,2.532,1.532,5.01,0.822
2,21.462,2.0,1.599,5.06,0.952,2.163,1.891,4.622,0.759
2,21.942,1.886,1.532,3.96,0.788,2.565,1.52,3.85,0.93
2,22.141,2.623,1.662,3.793,0.934,2.268,1.547,4.678,0.868
2,23.657,2.146,2.059,4.444,0.93,1.888,2.098,5.099,1.002
2,23.872,2.183,1.513,3.983,0.977,2.223,2.133,3.658,0.857
2,24.532,1.912,2.133,4.286,0.995,2.316,1.715,3.624,0.777
1,25.174,2.597,1.921,4.395,0.733,1.954,1.512,4.069,0.635
2,27.051,2.058,1.674,4.079,0.924,2.119,2.079,4.004,0.803
1,28.137,2.484,1.432,4.242,0.621,2.39,1.448,3.737,0.631
2,28.268,2.508,1.999,4.245,0.924,1.951,1.599,3.63,0.928
1,28.579,2.54,1.639,4.614,0.767,2.466,1.515,4.079,0.863
2,28.784,2.039,1.861,3.671,0.751,1.926,2.026,4.075,0.76
2,29.681,2.361,2.088,3.774,0.877,2.296,1.791,4.308,0.919
2,30.415,2.462,1.671,4.344,0.722,2.51,1.77,4.477,0.897
2,31.617,2.279,1.908,4.768,0.953,2.334,2.064,4.564,0.838
2,33.415,2.63,1.614,4.447,0.817,2.277,1.581,4.65,0.75
1,35.077,1.921,1.51,3.696,0.861,2.484,1.963,4.999,0.799
2,35.282,2.494,1.565,4.515,0.814,1.911,2.071,4.86,1.012
1,35.76,2.078,1.838,4.64,0.837,1.996,1.978,4.341,0.834
2,36.359,2.293,2.0,4.451,0.905,1.883,1.887,4.255,0.964
2,37.723,2.527,1.839,3.918,0.76,2.183,1.873,3.796,0.787
2,39.127,2.582,1.912,4.289,0.803,2.488,1.828,5.121,0.729
2,39.348,2.072,1.543,3.785,0.806,2.492,1.632,4.156,0.815
2,39.884,2.15,1.951,4.729,0.99,2.475,1.986,5.121,0.969
2,41.215,2.491,2.029,3.657,0.856,2.088,1.711,4.863,0.809
2,42.185,2.01,1.588,4.135,0.852,2.447,1.591,3.912,0.968
1,42.67,2.342,1.872,4.271,0.729,2.238,1.809,3.82,0.703
2,42.894,2.442,1.583,4.002,0.736,2.278,1.805,4.877,0.906
2,43.058,2.23,1.98,4.877,0.996,2.361,1.928,4.692,0.744
1,43.629,2.452,1.418,4.665,0.652,2.621,1.872,4.717,0.688
2,45.262,2.381,1.783,4.958,0.873,2.439,1.856,5.069,0.827
2,45.435,2.043,1.879,4.729,0.734,2.57,2.039,4.345,0.886
1,46.172,2.571,1.735,4.689,0.616,1.897,1.766,3.776,0.635
1,46.251,2.354,1.544,4.079,0.775,2.422,1.463,4.373,0.61
2,46.87,2.568,1.571,3.77,0.912,2.188,1.942,4.559,0.759
2,48.677,1.876,1.575,3.888,0.786,2.571,1.519,5.083,0.937
2,48.747,2.247,1.659,4.764,0.937,2.466,1.613,5.11,1.01
2,51.237,1.925,1.868,4.085,0.967,1.979,2.068,4.366,0.911
1,52.297,2.383,1.596,5.031,0.666,2.426,1.896,4.562,0.749
1,53.161,2.497,1.569,4.974,0.817,2.361,1.464,3.619,0.818
1,53.163,2.443,1.562,4.605,0.703,1.885,1.876,3.848,0.859
1,53.203,2.548,1.891,4.234,0.769,2.34,1.601,3.942,0.821
1,55.755,2.507,1.754,4.568,0.701,2.595,1.834,3.877,0.746
2,56.922,1.882,1.769,4.944,0.814,1.88,2.029,4.182,0.759
2,57.76,2.122,1.618,3.722,0.851,1.866,1.91,5.099,0.96
1,58.27,2.308,1.598,4.219,0.664,2.143,1.489,4.233,0.637
2,58.709,2.2,1.528,3.955,0.794,2.307,1.726,3.992,0.726
1,61.086,2.34,1.699,4.487,0.729,2.07,1.588,4.307,0.815
2,61.271,2.341,1.966,4.085,0.803,2.136,1.719,4.873,1.002
2,61.964,2.534,1.659,4.706,0.75,2.397,1.736,3.667,0.872
2,62.333,2.362,1.608,4.736,0.874,2.438,1.726,4.325,0.79
2,62.53,2.571,2.015,4.162,0.957,2.529,2.109,3.632,0.847
2,63.786,2.044,1.886,5.103,0.752,2.14,1.866,4.56,0.951
1,63.809,2.354,1.821,3.941,0.68,2.279,1.932,4.857,0.618
1,63.852,2.507,1.438,4.858,0.748,2.165,1.841,4.225,0.808
2,64.218,2.505,1.654,4.582,0.752,2.523,1.633,4.661,0.798
2,66.013,2.629,2.005,3.631,0.886,2.56,1.513,3.63,0.787
2,66.969,2.368,2.04,5.028,0.918,1.914,1.978,3.674,0.87
2,69.483,2.554,2.005,4.97,0.927,2.483,1.658,3.835,0.956
1,71.101,2.186,1.618,3.773,0.815,2.078,1.662,3.854,0.72
1,72.874,2.142,1.793,4.563,0.746,1.976,1.852,3.814,0.729
1,73.137,2.249,1.942,4.249,0.759,2.104,1.445,4.511,0.773
1,74.555,2.165,1.613,4.347,0.69,2.074,1.512,3.875,0.619
2,75.317,2.224,1.76,4.304,0.734,1.878,2.068,4.075,1.006
2,75.408,2.408,1.946,3.82,0.759,1.932,1.737,4.079,0.763
2,76.048,2.272,1.983,3.93,0.733,2.435,1.512,4.733,0.884
1,76.64,2.446,1.51,3.891,0.703,2.045,1.542,4.373,0.676
2,77.059,2.509,1.561,3.878,0.885,2.512,1.831,5.105,0.785
2,77.735,2.375,1.563,5.115,0.733,2.059,1.537,4.592,0.829
2,78.231,2.465,1.943,4.283,0.882,2.631,1.784,4.535,0.817
1,78.883,2.592,1.584,4.075,0.639,2.133,1.95,4.088,0.834
1,80.339,2.266,1.703,4.455,0.616,2.179,1.619,4.803,0.824
1,80.362,2.413,1.942,4.204,0.635,2.331,1.552,4.204,0.687
2,81.871,2.128,1.62,4.838,0.732,2.218,1.827,5.06,0.843
1,82.495,2.055,1.69,4.469,0.854,2.381,1.86,4.296,0.703
2,82.646,2.225,1.597,3.869,0.782,2.26,1.94,4.007,0.727
2,82.816,1.87,1.563,4.588,0.82,2.146,2.032,4.581,0.73
1,83.124,1.954,1.714,3.847,0.736,2.015,1.534,3.664,0.627
1,84.056,2.483,1.605,4.495,0.63,1.876,1.801,4.504,0.612
2,85.156,2.581,1.937,4.712,0.886,2.145,1.895,3.703,0.923
2,85.731,2.537,1.967,4.677,0.752,2.108,1.786,4.297,0.837
2,85.872,2.222,1.864,5.005,0.772,2.631,1.595,5.004,0.923
1,86.097,2.528,1.8,4.258,0.854,2.296,1.771,4.737,0.691
2,88.508,2.426,1.733,4.584,0.893,2.633,2.121,5.121,0.917
2,88.545,1.886,1.606,4.897,0.895,2.422,1.861,4.76,0.837
2,88.588,2.59,1.831,4.929,0.796,1.893,1.906,4.125,0.728
2,89.969,2.043,2.097,5.076,0.958,2.003,1.546,4.501,0.938
2,90.417,2.127,1.862,4.768,0.81,1.918,1.632,4.115,0.819
2,91.113,2.632,1.709,4.098,0.792,2.296,1.605,4.886,0.771
1,94.12,2.52,1.806,3.908,0.644,2.478,1.802,3.627,0.674
1,94.215,2.191,1.489,3.724,0.752,2.474,1.44,3.803,0.623
1,94.355,1.885,1.847,3.613,0.77,2.429,1.648,4.731,0.655
2,94.736,2.617,1.597,4.06,0.763,2.08,1.673,4.739,0.916
1,95.883,2.499,1.715,4.486,0.826,2.231,1.746,4.681,0.666
1,96.699,1.972,1.482,4.487,0.797,1.901,1.685,5.078,0.705
2,97.075,2.202,1.776,5.056,0.72,1.984,1.621,4.222,0.967
1,99.157,2.082,1.976,3.761,0.848,2.223,1.719,4.658,0.861
1,99.181,1.993,1.957,3.664,0.755,2.16,1.655,4.688,0.764
2,100.45,1.882,1.674,4.958,0.726,2.314,1.882,4.886,0.931
2,100.529,2.527,1.578,4.599,1.014,2.251,1.999,4.477,0.753
2,100.805,2.422,1.76,4.905,0.887,2.105,2.09,4.451,0.841
2,100.947,2.447,2.109,4.332,0.984,2.177,2.078,3.97,0.75
1,102.437,2.213,1.799,4.204,0.671,2.248,1.423,4.774,0.667
2,103.911,2.206,1.959,4.052,0.768,2.542,1.869,5.068,0.841
1,105.303,2.451,1.457,4.264,0.702,1.9,1.543,3.609,0.693
2,105.552,2.562,1.517,4.37,0.744,2.132,1.66,4.416,0.832
1,109.905,2.431,1.634,4.89,0.837,1.879,1.494,4.933,0.622
2,110.316,2.337,1.62,4.871,0.82,1.913,1.525,4.767,0.792
2,112.548,2.139,2.04,4.861,0.918,2.333,2.014,3.826,0.856
