task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,1.715,2.428,1.609,4.044,0.747,2.427,1.948,4.275,0.959
2,4.028,2.523,2.0,3.95,0.93,2.104,1.894,4.268,0.732
2,4.644,2.197,1.772,3.648,0.816,2.477,2.039,4.462,0.982
2,4.694,2.38,1.532,4.987,0.94,2.201,2.057,4.591,0.961
1,4.855,2.298,1.609,4.833,0.692,2.45,1.623,4.456,0.789
2,4.969,2.364,1.597,4.521,0.799,2.259,2.04,3.919,0.749
1,5.336,2.337,1.523,4.054,0.636,2.094,1.876,3.984,0.625
2,5.41,2.549,1.632,4.76,0.728,2.483,1.665,4.596,0.73
2,6.085,2.439,1.869,4.891,0.809,2.312,1.659,4.399,0.935
2,7.418,2.631,2.141,4.622,0.828,2.059,1.699,4.135,0.96
1,9.093,2.454,1.502,3.902,0.751,1.969,1.46,4.279,0.707
1,10.224,2.233,1.633,3.805,0.839,2.301,1.853,4.941,0.612
2,12.499,2.494,1.74,3.837,0.98,2.45,2.049,3.893,0.911
1,13.016,1.912,1.946,4.614,0.666,2.455,1.845,4.08,0.66
2,13.43,2.079,2.04,4.49,0.88,2.351,1.688,5.056,0.815
1,13.824,1.899,1.423,3.746,0.695,1.979,1.576,3.877,0.848
2,14.388,2.414,1.746,4.52,0.833,2.516,1.52,4.222,1.005
1,14.431,2.528,1.868,4.313,0.68,2.284,1.663,4.542,0.621
1,14.496,2.12,1.79,4.233,0.774,2.363,1.815,5.043,0.639
2,14.873,1.883,1.865,4.106,1.016,2.394,1.793,4.881,0.869
2,15.778,2.63,1.827,3.85,0.737,2.182,1.691,4.963,0.909
1,16.072,1.88,1.906,3.98,0.75,2.011,1.473,3.908,0.679
1,16.902,2.424,1.631,3.968,0.661,1.995,1.448,4.205,0.696
1,17.433,2.328,1.937,4.508,0.768,2.041,1.906,5.099,0.717
2,17.998,2.57,2.042,4.582,0.735,2.329,2.064,4.777,0.835
2,18.137,1.897,2.022,3.731,0.732,2.29,2.068,3.955,0.872
1,21.26,2.023,1.735,4.694,0.764,2.228,1.675,3.633,0.676
2,21.484,2.569,1.839,4.5,0.762,2.127,1.768,4.176,0.756
2,22.404,2.368,1.63,4.768,0.839,2.016,1.519,4.797,1.011
1,23.585,2.59,1.806,4.88,0.786,2.328,1.688,4.379,0.837
