task_type,m1_1,m2_1,m3_1,m4_1
T2,2.764,8.322,29.223,31.497
T2,3.155,7.796,30.93,33.779
T2,3.095,8.913,31.357,29.454
T1,2.236,5.819,24.944,24.846
T2,2.893,8.346,32.699,33.258
T4,5.081,12.331,50.403,54.225
T3,3.501,11.355,37.15,39.923
T4,4.479,12.434,48.591,54.1
T2,2.74,8.374,30.999,29.755
T2,2.917,8.655,32.463,31.249
T3,3.69,10.87,39.477,42.931
T2,2.817,8.398,33.468,30.307
T1,2.158,5.841,22.541,23.841
T1,2.254,6.426,23.943,23.592
T1,2.342,6.355,24.181,25.575
T4,4.466,13.153,52.118,46.678
T4,4.55,13.808,45.839,50.418
T2,3.025,8.098,30.911,33.981
T4,4.443,12.847,53.356,50.899
T2,2.923,7.827,29.071,32.879
T3,3.847,9.73,39.001,37.296
T3,3.477,9.909,42.621,42.181
T4,4.812,14.222,53.152,48.354
T1,2.352,6.552,21.814,23.129
T3,3.868,10.476,37.877,38.796
T1,2.267,6.058,25.345,22.76
T4,5.122,12.409,51.569,47.652
T3,3.944,10.003,41.945,37.229
T3,3.715,10.051,42.278,39.807
T1,2.383,6.206,24.255,21.767
T2,2.897,8.186,33.411,29.328
T3,4.004,11.274,42.224,40.82
T3,3.538,11.184,41.62,38.084
T2,3.091,8.855,29.313,31.579
T1,2.361,5.723,22.515,21.793
T1,2.221,5.977,22.747,24.4
T3,4.017,9.691,39.196,40.222
T2,3.128,7.992,30.408,30.028
T4,4.802,13.062,49.616,49.637
T4,4.727,14.342,48.155,48.614
T2,2.758,8.376,31.287,33.616
T3,3.93,11.269,36.61,42.907
T4,4.727,12.432,53.253,51.956
T4,4.708,13.714,50.208,50.248
T2,3.071,8.728,31.866,32.879
T4,4.604,12.327,47.166,51.027
T3,3.61,10.795,38.095,40.312
T2,2.836,7.671,29.953,31.186
T3,4.039,10.047,39.321,39.787
T2,3.221,8.826,33.336,32.4
T1,2.287,6.069,23.112,22.077
T4,4.464,12.412,48.34,50.587
T3,4.01,10.885,41.599,39.219
T1,2.281,6.47,21.7,21.642
T2,2.937,8.311,33.962,29.219
T3,3.533,10.906,43.48,37.364
T3,3.969,10.6,43.474,42.869
T4,4.414,12.604,53.112,53.525
T3,3.996,10.209,37.007,38.801
T4,4.988,13.983,53.265,53.495
T4,4.697,13.972,52.874,46.329
T2,2.736,8.129,30.817,30.506
T1,2.232,5.752,25.594,24.611
T1,2.204,6.7,22.294,25.549
T2,3.03,8.414,33.251,29.298
T1,2.258,5.79,23.34,24.665
T2,3.159,8.916,30.633,30.137
T4,4.34,12.937,51.312,53.487
T4,4.424,13.045,52.318,45.926
T4,4.685,12.752,51.204,49.564
T4,4.691,13.718,45.755,51.938
T2,2.799,8.341,31.791,31.665
T3,3.867,9.782,38.028,41.292
T1,2.057,6.098,23.48,25.467
T3,3.759,10.123,39.249,37.531
T2,2.831,7.862,28.892,29.088
T2,2.982,7.682,29.081,29.757
T4,4.888,12.309,51.358,52.705
T3,3.992,10.754,41.304,41.635
T3,3.841,10.636,38.474,37.789
T2,3.023,8.012,31.816,28.859
T2,3.222,8.515,31.947,29.24
T3,3.845,10.5,43.281,42.051
T3,4.101,11.263,43.247,41.6
T3,4.031,11.464,41.337,41.27
T4,4.506,12.716,51.943,52.002
T3,3.528,11.486,37.441,38.078
T3,3.619,11.166,36.783,41.548
T4,4.378,12.387,53.892,48.67
T2,2.835,8.298,29.498,31.891
T3,3.726,10.478,42.08,42.086
T3,4.006,10.131,41.583,42.962
T1,2.206,5.751,23.62,22.406
T4,5.099,13.43,51.464,53.569
T1,2.093,5.822,23.97,23.549
T4,5.006,13.382,47.058,51.376
T4,4.756,12.28,46.329,54.22
T3,3.507,9.699,38.431,38.855
T4,5.046,13.539,47.113,54.005
T3,3.757,11.082,42.892,40.788
T2,3.221,8.323,29.034,30.708
T3,3.865,11.211,41.931,40.179
T3,3.504,10.738,41.639,39.183
T2,3.081,8.893,32.179,32.812
T2,2.994,9.0,31.132,30.76
T3,3.739,11.136,43.436,42.851
T1,2.334,6.506,24.245,25.051
T2,3.08,8.991,29.791,30.495
T2,2.901,8.87,31.921,28.701
T2,2.894,8.308,29.373,33.386
T3,3.784,10.449,36.771,42.224
T4,4.809,12.112,48.901,47.749
T1,2.351,6.44,24.456,25.561
T1,2.226,6.782,24.869,21.983
T2,3.183,8.673,30.749,29.878
T3,3.73,10.943,42.931,42.387
T2,2.793,8.185,31.681,32.079
T4,4.503,13.584,45.772,51.207
T2,2.952,8.398,28.873,31.753
T1,2.088,6.462,23.951,24.985
T3,3.728,10.719,37.374,43.169
T1,2.296,6.146,25.487,24.652
T1,2.114,5.723,22.43,24.798
T2,2.845,8.717,31.191,29.089
T1,2.071,6.654,23.251,22.058
T1,2.384,6.013,23.93,21.844
T1,2.092,5.775,23.281,24.589
